N	2gram	Losev_Vlad	Problemy
1325	он вдруг	1	1
1326	говорил не	1	1
1327	условия для	1	1
1328	вам ничего	1	1
1329	когда они	1	1
1330	приводят к	1	1
1331	за этот	1	1
1332	в доме	7	1
1333	удалось убедить	1	1
1334	чисто философских	1	1
1335	что только	1	1
1336	был в	5	1
1337	он считал	2	1
1338	и гораздо	1	1
1339	об этих	3	1
1340	деле это	1	1
1341	одной стороны	1	1
1342	вот вам	2	1
1343	время он	3	1
1344	тайно от	1	1
1345	который был	4	1
1346	но кроме	2	1
1347	это совершенно	1	1
1348	тут была	1	1
1349	которого мы	2	1
1350	в христе	1	1
1351	случае это	1	1
1352	до его	1	1
1353	миг и	1	1
1354	и вопреки	1	1
1355	эту тему	2	1
1356	нее не	1	1
1357	дальше что	1	1
1358	и ничего	1	1
1359	любви и	1	1
1360	таков например	1	1
1361	и ту	2	1
1362	хорошо и	2	1
1363	на жизнь	1	1
1364	к такому	1	1
1365	в частности	4	1
1366	взгляд на	4	1
1367	к лицу	1	1
1368	и считает	1	1
1369	в столь	1	1
1370	теперь о	1	1
1371	если в	1	1
1372	прямо говорит	1	1
1373	забывать о	1	1
1374	его из	1	1
1375	которые он	2	1
1376	п с	1	1
1377	уж и	1	1
1378	к брату	2	1
1379	и другим	1	1
1380	больше ничего	1	1
1381	от нас	2	1
1382	до некоторой	2	1
1383	со второй	1	1
1384	дела в	1	1
1385	и из	5	1
1386	не знаете	1	1
1387	он на	1	1
1388	тут я	1	1
1389	мысли а	1	1
1390	первых двух	1	1
1391	в иване	1	1
1392	по двум	2	1
1393	их как	1	1
1394	с каждым	2	1
1395	нельзя объяснить	1	1
1396	работ о	1	1
1397	его собственный	1	1
1398	было тогда	1	1
1399	этих отношений	1	1
1400	его ни	1	1
1401	же самыми	1	1
1402	за это	2	1
1403	многое и	2	1
1404	на минуту	1	1
1405	связанная с	1	1
1406	за что	2	1
1407	должен был	3	1
1408	я имею	1	1
1409	так или	3	1
1410	где же	2	1
1411	оказывается в	1	1
1412	находим у	1	1
1413	сходство но	1	1
1414	после окончания	3	1
1415	его собственная	1	1
1416	своей стороны	1	1
1417	и безусловное	1	1
1418	заключается в	1	1
1419	вера и	1	1
1420	вас в	1	1
1421	где находилась	1	1
1422	весь свой	1	1
1423	с целью	1	1
1424	каков он	1	1
1425	в нас	4	1
1426	но вот	4	1
1427	это сделали	1	1
1428	мышления о	1	1
1429	концов он	1	1
1430	если это	2	1
1431	еще с	2	1
1432	на месте	2	1
1433	было того	1	1
1434	истины в	1	1
1435	своей последней	1	1
1436	большое значение	1	1
1437	можно назвать	1	1
1438	к которым	1	1
1439	может получить	1	1
1440	возможности и	1	1
1441	сколько потому	1	1
1442	с такими	1	1
1443	по разным	5	1
1444	семейные отношения	1	1
1445	явлений и	1	1
1446	самостоятельность и	1	1
1447	вследствие своей	1	1
1448	общего дела	2	1
1449	ли он	2	1
1450	о котором	2	1
1451	его творений	1	1
1452	под собою	1	1
1453	в те	12	1
1454	эта внутренняя	1	1
1455	со стороны	5	1
1456	далек от	1	1
1457	в каком	3	1
1458	ничего общего	1	1
1459	его решение	1	1
1460	сейчас же	1	1
1461	пушкина но	1	1
1462	он мог	1	1
1463	все мои	3	1
1464	то здесь	1	1
1465	показать как	1	1
1466	который и	1	1
1467	уже вне	1	1
1468	только одно	4	1
1469	правда у	1	1
1470	нет ничего	1	1
1471	хотя этот	1	1
1472	вот почему	1	1
1473	но тот	1	1
1474	и мне	1	1
1475	другому а	1	1
1476	резкая перемена	1	1
1477	ему принадлежит	1	1
1478	перейти в	1	1
1479	близости к	2	1
1480	конце своей	1	1
1481	что мы	2	1
1482	он прямо	2	1
1483	в очень	5	1
1484	своей основной	1	1
1485	не любил	3	1
1486	это за	1	1
1487	я ее	1	1
1488	в отставку	1	1
1489	относится к	1	1
1490	не дал	1	1
1491	во мне	2	1
1492	думать и	1	1
1493	и поэтому	1	1
1494	он часто	1	1
1495	том как	1	1
1496	которое не	1	1
1497	и второй	1	1
1498	и тогда	1	1
1499	в менее	1	1
1500	нем мы	1	1
1501	и теперь	4	1
1502	для нее	3	1
1503	для меня	8	1
1504	в итоге	1	1
1505	в бесах	1	1
1506	приводит в	1	1
1507	в университете	9	1
1508	в письмах	1	1
1509	своей работе	1	1
1510	от других	1	1
1511	с очень	2	1
1512	него с	1	1
1513	у других	1	1
1514	не смеются	1	1
1515	как мысль	1	1
1516	истории и	1	1
1517	необходимо указать	1	1
1518	об идее	1	1
1519	носят деловой	1	1
1520	он их	1	1
1521	руках и	1	1
1522	тогда как	1	1
1523	быть также	2	1
1524	связанных с	1	1
1525	резкой форме	1	1
1526	на которые	1	1
1527	чем с	1	1
1528	произвел на	1	1
1529	целое в	1	1
1530	и роста	1	1
1531	на две	1	1
1532	время был	1	1
1533	мог в	1	1
1534	объективен и	1	1
1535	в самую	1	1
1536	также очень	1	1
1537	он получил	1	1
1538	конца и	1	1
1539	только при	1	1
1540	прямое и	1	1
1541	говорил что	2	1
1542	чистейшим и	1	1
1543	меня все	1	1
1544	сильное впечатление	1	1
1545	они еще	1	1
1546	в свой	3	1
1547	этот последний	1	1
1548	не стоит	1	1
1549	но если	1	1
1550	не имел	1	1
1551	современности и	1	1
1552	и после	1	1
1553	резкого и	1	1
1554	вера в	4	1
1555	очень яркий	1	1
1556	мы еще	1	1
1557	или вовсе	1	1
1558	появилось в	1	1
1559	часто и	2	1
1560	обратиться к	1	1
1561	из этой	1	1
1562	становилось в	1	1
1563	тогда мы	1	1
1564	индивидуальности и	1	1
1565	не выдержал	1	1
1566	так глубоко	2	1
1567	этот отрывок	2	1
1568	то задача	1	1
1569	на диване	1	1
1570	в более	3	1
1571	можно собрать	1	1
1572	что ему	1	1
1573	вернулся к	2	1
1574	содержания а	1	1
1575	ему в	4	1
1576	после которого	1	1
1577	о его	7	1
1578	одно весьма	1	1
1579	ему что	1	1
1580	может не	1	1
1581	стороны мы	1	1
1582	п а	2	1
1583	достоевского однако	1	1
1584	ни с	6	1
1585	даны не	1	1
1586	то я	1	1
1587	всякого формализма	1	1
1588	о человеке	1	1
1589	как у	3	1
1590	почти что	1	1
1591	итак в	1	1
1592	в первый	2	1
1593	находил что	1	1
1594	объяснения из	1	1
1595	точно не	1	1
1596	человек он	1	1
1597	том числе	1	1
1598	до последних	2	1
1599	всякого человека	1	1
1600	мы имеем	2	1
1601	жизни здесь	1	1
1602	на что	2	1
1603	хотя у	1	1
1604	даже странно	1	1
1605	нас здесь	1	1
1606	ничего кроме	1	1
1607	и никаких	1	1
1608	бы на	2	1
1609	или два	1	1
1610	своего публичного	1	1
1611	тоже в	4	1
1612	которого я	2	1
1613	вы может	1	1
1614	то мы	3	1
1615	из своих	1	1
1616	лицом к	1	1
1617	нет мы	1	1
1618	одном глазу	1	1
1619	наконец уже	1	1
1620	очень долго	1	1
1621	первом плане	2	1
1622	появилась в	2	1
1623	мы находим	2	1
1624	хотя как	1	1
1625	в таких	1	1
1626	пока речь	1	1
1627	вселяет в	1	1
1628	говорил он	1	1
1629	больше в	1	1
1630	и более	1	1
1631	в свои	2	1
1632	или иначе	3	1
1633	и философские	1	1
1634	входить в	1	1
1635	понимает как	1	1
1636	и которая	2	1
1637	было для	3	1
1638	настоящей книги	1	1
1639	раз навсегда	1	1
1640	года назад	1	1
1641	правда пока	1	1
1642	нет надобности	1	1
1643	тонким и	1	1
1644	чтобы быть	1	1
1645	очень много	2	1
1646	бы эти	1	1
1647	ли ты	1	1
1648	необходимо заметить	1	1
1649	сейчас увидим	2	1
1650	лежит на	1	1
1651	могла быть	1	1
1652	может только	2	1
1653	говорят о	1	1
1654	решился и	1	1
1655	заставить его	1	1
1656	ли не	1	1
1657	он никогда	2	1
1658	только ни	1	1
1659	на все	3	1
1660	с явным	1	1
1661	этого вопроса	1	1
1662	со своей	5	1
1663	сразу же	1	1
1664	или что	1	1
1665	по его	3	1
1666	в новом	2	1
1667	котором все	1	1
1668	вследствие чего	1	1
1669	рассудка и	1	1
1670	тем более	4	1
1671	он особенно	1	1
1672	еще одной	1	1
1673	эти же	1	1
1674	людей в	2	1
1675	а на	1	1
1676	ко мне	1	1
1677	что эти	1	1
1678	вашим отъездом	1	1
1679	таким каков	1	1
1680	же деле	1	1
1681	ко всему	4	1
1682	сказать только	1	1
1683	это конечно	4	1
1684	в данную	1	1
1685	за то	2	1
1686	и человека	1	1
1687	же из	1	1
1688	в полной	3	1
1689	как ни	1	1
1690	исповедь не	1	1
1691	в разных	1	1
1692	или прямо	1	1
1693	на свои	2	1
1694	мне было	2	1
1695	другими словами	1	1
1696	его не	2	1
1697	как уже	2	1
1698	так резко	1	1
1699	русских и	1	1
1700	построена на	1	1
1701	в отношениях	1	1
1702	выше всего	1	1
1703	в несколько	1	1
1704	не существовало	2	1
1705	всеми этими	1	1
1706	любил и	3	1
1707	всего его	1	1
1708	тех же	3	1
1709	совершенно невозможно	1	1
1710	к области	1	1
1711	он слушал	1	1
1712	прибегать к	1	1
1713	но дело	2	1
1714	он здесь	1	1
1715	дать ему	2	1
1716	в это	6	1
1717	и глубину	1	1
1718	свобода и	1	1
1719	а этот	1	1
1720	с кем	1	1
1721	при всем	1	1
1722	и всякая	2	1
1723	с первого	2	1
1724	и часто	3	1
1725	это его	1	1
1726	еще на	3	1
1727	на это	2	1
1728	как из	1	1
1729	не хотел	1	1
1730	уже иное	1	1
1731	к изучению	2	1
1732	что за	1	1
1733	где на	2	1
1734	все больше	1	1
1735	них нет	1	1
1736	правда все	1	1
1737	об исповеди	1	1
1738	него были	1	1
1739	даже для	1	1
1740	он оказывается	1	1
1741	новых работ	1	1
1742	что хотел	1	1
1743	по сердцу	1	1
1744	мы сейчас	7	1
1745	есть его	1	1
1746	по этому	3	1
1747	место в	2	1
1748	конечно совершенно	1	1
1749	то новое	1	1
1750	об этой	2	1
1751	что до	1	1
1752	в создании	1	1
1753	о своих	2	1
1754	в области	3	1
1755	и критика	1	1
1756	с известной	1	1
1757	и ведет	1	1
1758	бы от	1	1
1759	на своих	1	1
1760	толстого в	4	1
1761	все для	1	1
1762	слишком уж	1	1
1763	сам а	1	1
1764	после своего	3	1
1765	именно это	1	1
1766	который однако	1	1
1767	философские воззрения	1	1
1768	он переживает	1	1
1769	к богу	2	1
1770	в который	1	1
1771	нему с	1	1
1772	в известной	1	1
1773	есть не	1	1
1774	воля но	1	1
1775	на ту	2	1
1776	быть самым	1	1
1777	все было	2	1
1778	пять лет	2	1
1779	два часа	1	1
1780	котором он	2	1
1781	я больше	1	1
