N	2gram	Nazirov_Tv	KulturaY
1314	читатель в	1	1
1315	но твердо	1	1
1316	еще одним	1	1
1317	сознания а	1	1
1318	который является	2	1
1319	есть признак	1	1
1320	догадки о	1	1
1321	котором говорилось	1	1
1322	не совсем	1	1
1323	ведь в	1	1
1324	дана в	1	1
1325	в мысль	1	1
1326	вся история	3	1
1327	как единство	1	1
1328	когда я	2	1
1329	отличен от	1	1
1330	на другой	1	1
1331	доказывать что	1	1
1332	совсем не	1	1
1333	с болью	1	1
1334	процесса в	4	1
1335	действующих лиц	1	1
1336	внутри этой	1	1
1337	кажется что	1	1
1338	дневнике писателя	2	1
1339	от которых	1	1
1340	в идеологическом	1	1
1341	и та	2	1
1342	его художественной	1	1
1343	хотя в	1	1
1344	один раз	1	1
1345	для человека	3	1
1346	кто же	2	1
1347	вспомним что	1	1
1348	и роман	1	1
1349	важно не	1	1
1350	положение нуждается	1	1
1351	особого внимания	1	1
1352	из нас	1	1
1353	писатель не	1	1
1354	резких и	1	1
1355	что бы	1	1
1356	следует признать	1	1
1357	должны были	1	1
1358	родился в	2	1
1359	поучителен в	1	1
1360	у которого	1	1
1361	заметок о	1	1
1362	он еще	2	1
1363	из писем	1	1
1364	апреля года	4	1
1365	основных законов	1	1
1366	в школе	1	1
1367	движения и	1	1
1368	и несколько	1	1
1369	нечто вроде	1	1
1370	хроники и	1	1
1371	так он	1	1
1372	имеет тот	1	1
1373	центр тяжести	1	1
1374	до первого	1	1
1375	почему же	1	1
1376	вторая часть	1	1
1377	но без	2	1
1378	заставляет нас	2	1
1379	что ты	2	1
1380	эту повесть	1	1
1381	а живое	1	1
1382	году в	3	1
1383	культуры и	2	1
1384	оба они	1	1
1385	в беседе	2	1
1386	не художественной	1	1
1387	говорилось выше	1	1
1388	несколько иллюстраций	1	1
1389	при первой	1	1
1390	онегина и	1	1
1391	писателя как	2	1
1392	но нет	1	1
1393	цельности и	1	1
1394	кровь и	1	1
1395	в обнаженном	1	1
1396	процессы в	2	1
1397	в синтаксисе	1	1
1398	в первой	4	1
1399	зато в	1	1
1400	особое внимание	1	1
1401	деле это	1	1
1402	не сразу	1	1
1403	значило бы	1	1
1404	если они	1	1
1405	он справедливо	1	1
1406	ведь тоже	1	1
1407	критика так	1	1
1408	к сюжету	1	1
1409	которые были	1	1
1410	свое собственное	1	1
1411	форму и	1	1
1412	сказать о	1	1
1413	была совершенно	1	1
1414	записывает в	1	1
1415	от октября	1	1
1416	чем и	1	1
1417	своего развития	1	1
1418	означает что	2	1
1419	в один	3	1
1420	идеальное начало	1	1
1421	каждого из	1	1
1422	вся вообще	1	1
1423	смысле или	1	1
1424	и особенно	1	1
1425	чем обычно	1	1
1426	до его	1	1
1427	о внешнем	1	1
1428	раньше чем	1	1
1429	что до	1	1
1430	почти ничего	1	1
1431	мы определяем	1	1
1432	не выдерживает	1	1
1433	против этого	2	1
1434	не мешает	1	1
1435	вело к	1	1
1436	это неверно	1	1
1437	большой степени	1	1
1438	в судьбы	1	1
1439	человеческой личности	5	1
1440	образом и	1	1
1441	нет смысла	1	1
1442	порою даже	1	1
1443	и этот	1	1
1444	его собственное	1	1
1445	достоевского в	19	1
1446	оппозиция в	1	1
1447	от жизни	2	1
1448	смотреть на	1	1
1449	этой проблемы	2	1
1450	он перестает	1	1
1451	друга в	1	1
1452	то есть	16	1
1453	но за	1	1
1454	он только	1	1
1455	представлению о	1	1
1456	ноябрь года	1	1
1457	его с	1	1
1458	живет в	3	1
1459	пушкина этот	1	1
1460	для себя	1	1
1461	на первом	2	1
1462	века от	1	1
1463	русское общество	1	1
1464	самую простую	1	1
1465	первого взгляда	1	1
1466	самая мрачная	1	1
1467	рассказа о	1	1
1468	связанное с	1	1
1469	должны иметь	1	1
1470	же невозможно	1	1
1471	занятия так	1	1
1472	истории в	1	1
1473	переходит от	1	1
1474	в поэме	1	1
1475	его но	1	1
1476	утверждает что	1	1
1477	к выводу	1	1
1478	лишь из	1	1
1479	и послужило	1	1
1480	записки с	1	1
1481	сложность и	1	1
1482	внутренней необходимостью	1	1
1483	целом ряде	1	1
1484	из достоевского	1	1
1485	второй части	2	1
1486	что николай	1	1
1487	только еще	1	1
1488	как идея	1	1
1489	сознаться что	1	1
1490	вспомним как	1	1
1491	сюжета и	1	1
1492	не исчезнет	1	1
1493	до этого	2	1
1494	и элементарного	1	1
1495	и делают	1	1
1496	отлична от	1	1
1497	а г	3	1
1498	ни о	1	1
1499	не люблю	1	1
1500	за волосы	1	1
1501	еще с	2	1
1502	обращается к	1	1
1503	так вот	2	1
1504	и будет	2	1
1505	и фактически	1	1
1506	это выражение	1	1
1507	нашей эпохи	1	1
1508	эту параллель	1	1
1509	к которым	1	1
1510	присутствует в	1	1
1511	нет почти	1	1
1512	не знал	2	1
1513	к нам	1	1
1514	это чувство	1	1
1515	жизни в	9	1
1516	них он	1	1
1517	нас принято	1	1
1518	это само	1	1
1519	и подлинное	1	1
1520	себя и	1	1
1521	не видно	1	1
1522	поэтической форме	1	1
1523	словами уже	1	1
1524	значение при	1	1
1525	в историческом	1	1
1526	отчасти и	2	1
1527	нимало не	1	1
1528	сейчас же	1	1
1529	традицией на	1	1
1530	говорят об	1	1
1531	года и	4	1
1532	в любой	1	1
1533	отсутствие в	1	1
1534	как некий	2	1
1535	этот рассказ	1	1
1536	первом его	1	1
1537	братьях карамазовых	7	1
1538	нет ничего	1	1
1539	которых можно	1	1
1540	не давая	1	1
1541	упомянуто что	1	1
1542	образом первая	1	1
1543	влечет за	2	1
1544	возможно в	1	1
1545	не умел	2	1
1546	признается в	1	1
1547	в основе	3	1
1548	думается что	1	1
1549	мало чем	1	1
1550	находит свое	1	1
1551	но тоже	1	1
1552	это явление	1	1
1553	теперь же	1	1
1554	и между	1	1
1555	свою свободу	1	1
1556	наконец в	1	1
1557	мы уже	2	1
1558	не лежит	1	1
1559	какие бы	1	1
1560	и высоко	1	1
1561	вопросом а	1	1
1562	и независимо	1	1
1563	но лишь	1	1
1564	а через	1	1
1565	времени на	3	1
1566	столько к	1	1
1567	время есть	1	1
1568	всего на	1	1
1569	то все	2	1
1570	и лишь	2	1
1571	совпадают с	1	1
1572	в бесах	8	1
1573	в которую	2	1
1574	народ в	1	1
1575	о своем	1	1
1576	и степени	1	1
1577	нет никакой	1	1
1578	ее с	1	1
1579	эта книга	1	1
1580	уже тогда	1	1
1581	более и	1	1
1582	не считать	2	1
1583	случае с	1	1
1584	учит нас	1	1
1585	чем не	1	1
1586	не заметил	1	1
1587	выступает против	2	1
1588	в новых	2	1
1589	при помощи	4	1
1590	это имеет	1	1
1591	жизни это	1	1
1592	литературы в	1	1
1593	было и	1	1
1594	а во	2	1
1595	им в	1	1
1596	находит и	1	1
1597	он дает	1	1
1598	к творчеству	1	1
1599	времени его	1	1
1600	нравов и	1	1
1601	среды и	3	1
1602	ее не	1	1
1603	этот роман	2	1
1604	с литературным	1	1
1605	наглядно показывает	1	1
1606	принадлежит к	1	1
1607	это тем	1	1
1608	значение имеет	1	1
1609	их с	1	1
1610	без всякой	1	1
1611	за пределами	1	1
1612	подлинное содержание	1	1
1613	наглядное представление	1	1
1614	и стиля	1	1
1615	на чем	1	1
1616	указывать на	1	1
1617	в сознании	1	1
1618	полным правом	1	1
1619	л толстой	1	1
1620	слово и	1	1
1621	или его	1	1
1622	образец такого	1	1
1623	мне как-то	1	1
1624	содержанием и	1	1
1625	и современной	1	1
1626	были особенно	1	1
1627	будь то	1	1
1628	город и	1	1
1629	под сомнение	2	1
1630	к компромиссу	1	1
1631	с новыми	1	1
1632	еще в	3	1
1633	идей и	2	1
1634	в статьях	1	1
1635	никто иной	1	1
1636	же он	1	1
1637	во времени	3	1
1638	с каким	2	1
1639	же ли	1	1
1640	человека но	3	1
1641	меня не	2	1
1642	изменения в	1	1
1643	что автор	1	1
1644	находятся в	1	1
1645	через свое	1	1
1646	отличную от	1	1
1647	что ему	1	1
1648	эти годы	1	1
1649	его пожалуй	1	1
1650	добрым это	1	1
1651	бы перевести	1	1
1652	произведения как	1	1
1653	может не	2	1
1654	гоголю и	1	1
1655	работы для	1	1
1656	ряд других	1	1
1657	о принципе	1	1
1658	сам он	1	1
1659	нас не	1	1
1660	в й	2	1
1661	в последней	1	1
1662	который может	1	1
1663	этот и	1	1
1664	сколько в	1	1
1665	совсем еще	1	1
1666	и раз	1	1
1667	в художественной	1	1
1668	к чисто	1	1
1669	не без	1	1
1670	ничего кроме	1	1
1671	сложная структура	1	1
1672	насчет того	1	1
1673	прямо в	2	1
1674	каких бы	2	1
1675	которого я	1	1
1676	день и	1	1
1677	даже целые	1	1
1678	и целый	1	1
1679	и точно	1	1
1680	в честь	2	1
1681	части романа	2	1
1682	руссо и	2	1
1683	о красивом	1	1
1684	оправдания в	1	1
1685	что каждый	1	1
1686	бытие и	1	1
1687	в какую	1	1
1688	на помощь	1	1
1689	с определенным	1	1
1690	чем он	1	1
1691	виктор шкловский	1	1
1692	эта функция	1	1
1693	всегда является	1	1
1694	вовсе нет	1	1
1695	социальной среды	1	1
1696	не существует	3	1
1697	с которым	2	1
1698	полтора года	1	1
1699	за которой	1	1
1700	здесь нет	2	1
1701	и множество	1	1
1702	и некоторых	1	1
1703	себе что	1	1
1704	своей книге	1	1
1705	в войне	1	1
1706	а о	1	1
1707	первым и	1	1
1708	через его	1	1
1709	из других	2	1
1710	это явно	1	1
1711	в правом	2	1
1712	тут он	1	1
1713	в эпоху	1	1
1714	виду что	1	1
1715	принято считать	1	1
1716	черт возьми	1	1
1717	достоевского не	12	1
1718	вполне возможен	1	1
1719	положение в	1	1
1720	в движение	1	1
1721	как она	2	1
1722	по смыслу	1	1
1723	лежит на	1	1
1724	но по	1	1
1725	не дают	2	1
1726	бы нам	1	1
1727	что ж	1	1
1728	есть только	1	1
1729	однако это	2	1
1730	науки в	1	1
1731	и несравненно	1	1
1732	видим что	1	1
1733	в действительной	1	1
1734	этой теме	1	1
1735	впечатления от	1	1
1736	когда же	2	1
1737	первой части	7	1
1738	принимается за	1	1
1739	в серьезных	1	1
1740	котором все	1	1
1741	говорит об	2	1
1742	ему как	1	1
1743	не замечаем	1	1
1744	себе всякого	1	1
1745	каждом человеке	2	1
1746	дневника писателя	1	1
1747	жизнь и	2	1
1748	впечатление от	1	1
1749	не считал	1	1
1750	он был	2	1
1751	из контекста	1	1
1752	и других	5	1
1753	в полной	1	1
1754	оба эти	1	1
1755	с самого	3	1
1756	не укладывается	1	1
1757	он понимал	1	1
1758	быть может	3	1
1759	в предисловии	1	1
1760	одного лица	1	1
1761	борьбу с	1	1
1762	значит что	3	1
1763	это у	1	1
1764	а просто	1	1
1765	на пороге	1	1
1766	этой трагедии	1	1
1767	души по	1	1
1768	п где	1	1
1769	он принадлежит	1	1
1770	но при	1	1
1771	его не	1	1
1772	и ни	1	1
1773	как уже	2	1
1774	ту или	1	1
1775	общеизвестно что	1	1
1776	сам в	1	1
1777	в противоположность	1	1
1778	за три	1	1
1779	так хорошо	1	1
1780	характерный для	1	1
1781	входит в	1	1
1782	читателя на	1	1
1783	во второй	3	1
1784	способы передачи	1	1
1785	невозможно но	1	1
1786	я делаю	1	1
1787	мере уже	1	1
1788	и некоторые	1	1
1789	показано как	1	1
1790	с ее	3	1
1791	цель этого	1	1
1792	этот факт	2	1
1793	совершенно новый	1	1
1794	это если	1	1
1795	правде в	1	1
1796	говорили о	2	1
1797	в развитии	1	1
1798	это приглашение	1	1
1799	нет не	2	1
1800	человека с	2	1
1801	несколько раз	2	1
1802	слова об	1	1
1803	при всем	1	1
1804	к мысли	1	1
1805	роль играют	1	1
1806	этом на	1	1
1807	история русской	1	1
1808	есть подлинная	1	1
1809	с так	1	1
1810	же самое	1	1
1811	ведь это	1	1
1812	частный случай	1	1
1813	в книге	3	1
1814	по всей	1	1
1815	и мире	2	1
1816	в литературном	2	1
1817	жаловаться на	1	1
1818	и самого	1	1
1819	его общая	1	1
1820	февраля года	1	1
1821	действительности не	1	1
1822	о которой	2	1
1823	и ее	1	1
1824	бы он	1	1
1825	связи между	1	1
1826	г время	1	1
1827	в зубах	1	1
1828	с лизаветой	1	1
1829	означало бы	1	1
1830	понята как	1	1
1831	место в	6	1
1832	не поднялась	1	1
1833	кириллов и	2	1
1834	по законам	1	1
1835	себе всю	1	1
1836	можно так	1	1
1837	все другие	1	1
1838	переход в	1	1
1839	само собой	1	1
1840	он пытался	1	1
1841	внимание читателя	1	1
1842	важную роль	2	1
1843	со своими	2	1
1844	и обратно	1	1
1845	тут же	1	1
1846	будет потому	1	1
1847	она действительно	1	1
1848	себя но	2	1
1849	в лице	4	1
1850	чего я	1	1
1851	рассчитан на	1	1
1852	к идее	1	1
1853	а сама	1	1
1854	книга по	1	1
