N	2gram	Losev_Prob	Narrotol
1307	начале или	2	1
1308	им в	1	1
1309	делает его	1	1
1310	образом не	1	1
1311	и мыслится	2	1
1312	на более	2	1
1313	не говорится	2	1
1314	но мы	1	1
1315	что здесь	5	1
1316	разным причинам	1	1
1317	заметить что	2	1
1318	нет и	1	1
1319	и многих	2	1
1320	тоже может	1	1
1321	функционирует в	1	1
1322	не за	1	1
1323	произведения и	2	1
1324	уж во	4	1
1325	в образе	1	1
1326	человечества и	1	1
1327	нам и	1	1
1328	не знаем	2	1
1329	художественном смысле	1	1
1330	же их	1	1
1331	сомневается в	1	1
1332	этого слова	5	1
1333	сказать мы	1	1
1334	со словом	1	1
1335	здесь и	4	1
1336	т д	20	1
1337	о художественном	1	1
1338	у них	2	1
1339	поведение в	1	1
1340	в эстетике	2	1
1341	в особом	1	1
1342	внутреннего состояния	1	1
1343	мы еще	3	1
1344	не художественные	1	1
1345	если только	3	1
1346	только о	3	1
1347	тот же	1	1
1348	другого и	1	1
1349	в близком	1	1
1350	указанием на	1	1
1351	или другой	6	1
1352	человека но	3	1
1353	человеческую жизнь	2	1
1354	что есть	1	1
1355	для древних	1	1
1356	о каких	2	1
1357	вместе со	1	1
1358	смерть и	1	1
1359	находятся в	5	1
1360	сейчас и	2	1
1361	но на	2	1
1362	только одного	2	1
1363	что оно	4	1
1364	значение в	3	1
1365	тоже не	8	1
1366	ничем не	2	1
1367	так как	14	1
1368	смысле что	4	1
1369	ему что	1	1
1370	многих других	2	1
1371	основе своей	1	1
1372	может не	1	1
1373	различие между	1	1
1374	не изображает	1	1
1375	что казалось	1	1
1376	перестает быть	3	1
1377	том числе	1	1
1378	уже в	5	1
1379	одним и	1	1
1380	ли ты	1	1
1381	смысловую нагрузку	1	1
1382	или когда	1	1
1383	нам не	2	1
1384	в предыдущем	2	1
1385	и потрясающим	1	1
1386	образ и	4	1
1387	естественно что	1	1
1388	себя самого	1	1
1389	для данной	1	1
1390	ее в	2	1
1391	указание на	2	1
1392	может остаться	1	1
1393	что каждый	1	1
1394	с их	2	1
1395	словечко если	1	1
1396	даже самая	1	1
1397	речь но	1	1
1398	всех прочих	1	1
1399	хотя как	1	1
1400	а еще	4	1
1401	для кого-то	1	1
1402	что ни	1	1
1403	от друга	3	1
1404	что является	2	1
1405	и представления	1	1
1406	временем и	1	1
1407	что к	1	1
1408	этого произведения	4	1
1409	и бесконечно	1	1
1410	слова но	3	1
1411	и где	1	1
1412	термина в	2	1
1413	об этих	1	1
1414	том виде	4	1
1415	как нечто	9	1
1416	только художественная	1	1
1417	на тему	1	1
1418	очень много	4	1
1419	случае не	7	1
1420	и без	9	1
1421	нас к	2	1
1422	забыть о	1	1
1423	случаях когда	1	1
1424	возможно и	2	1
1425	говорят о	4	1
1426	является не	2	1
1427	которая предполагает	1	1
1428	при таком	2	1
1429	далеко еще	1	1
1430	есть только	5	1
1431	однако это	6	1
1432	это происходит	1	1
1433	в такой	1	1
1434	не относится	1	1
1435	не исключает	1	1
1436	нисколько не	2	1
1437	на его	1	1
1438	то можно	1	1
1439	которая бы	1	1
1440	то хотя	1	1
1441	а он	1	1
1442	и потому-то	1	1
1443	взятый в	3	1
1444	ничего нельзя	1	1
1445	какую-нибудь вещь	1	1
1446	связаны с	1	1
1447	миф но	1	1
1448	этой функции	1	1
1449	жизнь и	3	1
1450	на свете	2	1
1451	друга но	1	1
1452	произведения с	1	1
1453	в юности	1	1
1454	не говоря	2	1
1455	поскольку она	2	1
1456	и ужаса	1	1
1457	может иметь	4	1
1458	собственного отца	1	1
1459	уже никто	1	1
1460	нечто существующее	1	1
1461	и всеми	1	1
1462	которая может	1	1
1463	в чем-то	1	1
1464	сам без	1	1
1465	жизни для	1	1
1466	бы от	1	1
1467	в самых	3	1
1468	данное понятие	1	1
1469	другими словами	9	1
1470	ни один	1	1
1471	здесь можно	1	1
1472	и ничто	1	1
1473	с присущей	1	1
1474	в противоположность	1	1
1475	вопрос как	1	1
1476	ведь и	1	1
1477	собой как	1	1
1478	сознания так	1	1
1479	у гомера	2	1
1480	мы должны	13	1
1481	в искусстве	4	1
1482	отдельного слова	1	1
1483	но она	2	1
1484	но даже	7	1
1485	к области	1	1
1486	оказывается что	2	1
1487	кто не	1	1
1488	конечно в	1	1
1489	только благодаря	2	1
1490	в нашей	4	1
1491	нем самом	1	1
1492	конца этой	1	1
1493	уже видели	1	1
1494	и времени	1	1
1495	только то	4	1
1496	отличать от	2	1
1497	для указания	1	1
1498	этих случаях	1	1
1499	хотя она	1	1
1500	или как	4	1
1501	как то	1	1
1502	две необходимые	1	1
1503	чем те	1	1
1504	знаков а	1	1
1505	еще на	2	1
1506	чем они	1	1
1507	не хотел	1	1
1508	сколько их	1	1
1509	что можно	1	1
1510	данного произведения	1	1
1511	самой своей	1	1
1512	если имеются	1	1
1513	крайней мере	9	1
1514	для такого	1	1
1515	отличаться от	1	1
1516	и благодаря	1	1
1517	благодаря этому	1	1
1518	произведения не	1	1
1519	они суть	3	1
1520	может показаться	1	1
1521	впрочем если	1	1
1522	иначе он	2	1
1523	в голову	2	1
1524	и нашей	1	1
1525	мифа в	2	1
1526	происходит в	3	1
1527	свидетельствуют о	1	1
1528	из другой	1	1
1529	просто и	1	1
1530	можно свести	1	1
1531	нуждается в	1	1
1532	вот этот	1	1
1533	человек не	1	1
1534	ничего подобного	1	1
1535	однако все	1	1
1536	для этого	9	1
1537	сам а	1	1
1538	обстоятельств жизни	1	1
1539	себе весь	1	1
1540	именно это	1	1
1541	само по	5	1
1542	есть не	13	1
1543	же самым	1	1
1544	говорит не	1	1
1545	как символ	5	1
1546	что писатель	1	1
1547	словами в	1	1
1548	структура и	4	1
1549	возможна только	1	1
1550	себе а	3	1
1551	котором он	2	1
