N	2gram	Ircho_Kome	Tvorches
1309	у других	1	1
1310	ее с	1	1
1311	эпизоды из	1	1
1312	целый ряд	5	1
1313	главной целью	1	1
1314	случае с	1	1
1315	чем не	2	1
1316	теперь не	1	1
1317	не без	2	1
1318	говоря что	1	1
1319	знаем что	1	1
1320	в обоих	2	1
1321	еще один	2	1
1322	было и	1	1
1323	волосы и	1	1
1324	состоит в	2	1
1325	имеем в	2	1
1326	на которые	3	1
1327	человеческого поведения	1	1
1328	не приносил	1	1
1329	раны в	1	1
1330	от последнего	1	1
1331	в моей	1	1
1332	мнение об	1	1
1333	время тоже	1	1
1334	литературы на	1	1
1335	не совсем	3	1
1336	в споре	1	1
1337	сегодня у	1	1
1338	ее не	1	1
1339	если мы	2	1
1340	принадлежит к	1	1
1341	при котором	1	1
1342	это тем	1	1
1343	ничего кроме	1	1
1344	свою жену	1	1
1345	на первый	1	1
1346	лучше всего	1	1
1347	в сознании	1	1
1348	его для	2	1
1349	от смерти	1	1
1350	который по	2	1
1351	образец такого	1	1
1352	его место	1	1
1353	не лучше	1	1
1354	власть над	1	1
1355	и для	7	1
1356	в память	1	1
1357	в самой	1	1
1358	в настоящее	1	1
1359	в трагедии	1	1
1360	характерные для	2	1
1361	с того	1	1
1362	они были	2	1
1363	и боится	1	1
1364	от своей	2	1
1365	поэтому он	1	1
1366	это новое	1	1
1367	всего творчества	1	1
1368	на время	1	1
1369	в социальном	2	1
1370	такое же	2	1
1371	достоинства и	1	1
1372	в положение	1	1
1373	этом случае	2	1
1374	разговоре с	1	1
1375	даже как	1	1
1376	находятся в	1	1
1377	имя которого	1	1
1378	вокруг него	1	1
1379	ему в	1	1
1380	из дома	8	1
1381	ничем не	4	1
1382	выясняется что	3	1
1383	пока что	2	1
1384	хоть и	3	1
1385	они не	2	1
1386	человеком а	1	1
1387	на вопрос	5	1
1388	того как	5	1
1389	с угрозой	1	1
1390	предположение что	2	1
1391	собратьев по	1	1
1392	мы имеем	4	1
1393	его дело	1	1
1394	от которого	1	1
1395	он называет	4	1
1396	приятное и	1	1
1397	перед дверью	1	1
1398	в согласии	2	1
1399	себя самого	1	1
1400	издевается над	1	1
1401	совершенно не	2	1
1402	для нас	7	1
1403	во владение	1	1
1404	видеть в	2	1
1405	то мы	2	1
1406	на которой	1	1
1407	на помощь	4	1
1408	чем он	1	1
1409	кто бы	1	1
1410	все равно	3	1
1411	хоть на	1	1
1412	в ином	1	1
1413	подальше от	1	1
1414	к самой	1	1
1415	изображает как	1	1
1416	только он	1	1
1417	однако не	1	1
1418	а на	3	1
1419	без внимания	1	1
1420	без слов	1	1
1421	затем и	1	1
1422	материал для	2	1
1423	и фразеологии	1	1
1424	жизни это	1	1
1425	быть ни	1	1
1426	а также	3	1
1427	этом не	1	1
1428	даже на	1	1
1429	ты же	1	1
1430	места в	1	1
1431	и эта	2	1
1432	виду что	1	1
1433	главный герой	1	1
1434	только два	1	1
1435	положение в	1	1
1436	сами персонажи	1	1
1437	можно отнести	1	1
1438	с той	1	1
1439	не имеющего	2	1
1440	участие в	1	1
1441	в какой	4	1
1442	так часто	1	1
1443	для героев	1	1
1444	почти до	1	1
1445	является не	1	1
1446	женитьбы на	1	1
1447	на фоне	2	1
1448	и вскоре	1	1
1449	перед собой	1	1
1450	к концу	3	1
1451	по своему	3	1
1452	и глаза	1	1
1453	со своей	2	1
1454	от горя	1	1
1455	ней нет	1	1
1456	внутренний мир	2	1
1457	это было	1	1
1458	не стал	2	1
1459	человеком и	1	1
1460	ему как	1	1
1461	в сцене	2	1
1462	а так	1	1
1463	судьбы но	1	1
1464	тем более	9	1
1465	руки и	1	1
1466	бы это	1	1
1467	войны и	1	1
1468	ему не	4	1
1469	горькое чувство	1	1
1470	все тот	1	1
1471	не была	1	1
1472	впечатление от	1	1
1473	стоит и	1	1
1474	вопрос не	2	1
1475	бы сразу	1	1
1476	предположить что	1	1
1477	в г	3	1
1478	друг за	2	1
1479	из контекста	1	1
1480	только к	1	1
1481	в полной	1	1
1482	ничуть не	7	1
1483	как ни	1	1
1484	для характеристики	1	1
1485	сопоставление с	1	1
1486	а его	2	1
1487	побуждает его	1	1
1488	она должна	2	1
1489	каждом из	2	1
1490	а совершенно	1	1
1491	готовясь к	1	1
1492	рассказ является	1	1
1493	девочкой на	1	1
1494	ужас от	1	1
1495	его не	3	1
1496	одну из	1	1
1497	а из	1	1
1498	дело но	1	1
1499	домой он	1	1
1500	еще одну	1	1
1501	лет подряд	1	1
1502	мы должны	1	1
1503	необходимым для	1	1
1504	не находит	2	1
1505	не о	3	1
1506	слоновой кости	1	1
1507	свою жизнь	1	1
1508	а о	2	1
1509	среди людей	1	1
1510	исходная ситуация	1	1
1511	же что	1	1
1512	человеческое чувство	1	1
1513	конечно в	2	1
1514	у кого	2	1
1515	или его	2	1
1516	имел большое	1	1
1517	в повседневной	1	1
1518	в пределах	3	1
1519	стороны и	4	1
1520	любят и	1	1
1521	моменты которые	1	1
1522	этого образа	1	1
1523	глаза его	2	1
1524	из своей	1	1
1525	стало быть	2	1
1526	немецкий исследователь	1	1
1527	к которой	1	1
1528	с кем	1	1
1529	повод для	1	1
1530	думать что	1	1
1531	при всем	5	1
1532	в большинстве	1	1
1533	с человеком	1	1
1534	этому поводу	1	1
1535	признать что	5	1
1536	относится как	1	1
1537	быту и	2	1
1538	его а	2	1
1539	объединяют оба	1	1
1540	скорее наоборот	1	1
1541	на это	3	1
1542	разве не	1	1
1543	стало ясно	2	1
1544	что будет	1	1
1545	же самое	3	1
1546	по примеру	2	1
1547	человека из	1	1
1548	смеха у	1	1
1549	раза в	1	1
1550	не надо	2	1
1551	которые в	1	1
1552	над его	2	1
1553	в театре	2	1
1554	сказать в	1	1
1555	того времени	1	1
1556	в браке	2	1
1557	обращаться к	1	1
1558	эту мысль	1	1
1559	пор еще	1	1
1560	в голову	2	1
1561	он полностью	1	1
1562	ты как	2	1
1563	этот рассказ	1	1
1564	образов и	1	1
1565	частности с	1	1
1566	в уме	1	1
1567	и дальше	2	1
1568	на то	3	1
1569	право на	1	1
1570	заявляет что	1	1
1571	мы видели	1	1
1572	вдруг не	1	1
1573	в эти	1	1
1574	человек не	1	1
1575	является ли	3	1
1576	само собой	5	1
1577	легче было	1	1
1578	ничего подобного	1	1
1579	ни был	2	1
1580	для этого	3	1
1581	в каком-то	1	1
1582	развитию действия	1	1
1583	именно это	1	1
1584	эпохи и	1	1
1585	не можем	1	1
1586	русском переводе	1	1
1587	начинаются с	1	1
