N	2gram	Tiupa_Disk	Literetu
1269	словами мандельштама	1	1
1270	преимущественно на	1	1
1271	с самого	2	1
1272	всем что	2	1
1273	все того	1	1
1274	но для	2	1
1275	героя никогда	1	1
1276	для слушателей	1	1
1277	его понимании	2	1
1278	было провозглашено	1	1
1279	по мере	2	1
1280	в евгении	1	1
1281	этом последнем	1	1
1282	исторический период	1	1
1283	что ведет	1	1
1284	между ними	1	1
1285	не привносит	1	1
1286	я всегда	1	1
1287	и радикально	1	1
1288	речевого общения	13	1
1289	и иные	2	1
1290	на земле	1	1
1291	большинстве случаев	2	1
1292	т.п такого	1	1
1293	от этого	1	1
1294	того и	2	1
1295	это произвол	1	1
1296	должно было	2	1
1297	именно своей	1	1
1298	о которых	1	1
1299	ивана петровича	3	1
1300	о невозможности	1	1
1301	не знала	1	1
1302	в первые	1	1
1303	сплочены слова	1	1
1304	к мысли	2	1
1305	в смысле	1	1
1306	своей мысли	1	1
1307	см ниже	1	1
1308	художественной литературой	1	1
1309	в других	1	1
1310	социокультурного взаимодействия	1	1
1311	сих пор	1	1
1312	присущую ей	1	1
1313	направленную на	1	1
1314	к эффекту	1	1
1315	текст и	2	1
1316	однако во	1	1
1317	кто из	2	1
1318	вопроса о	1	1
1319	на взгляд	1	1
1320	пребывания в	1	1
1321	составляет неотъемлемую	1	1
1322	в поход	1	1
1323	и мир	1	1
1324	только от	1	1
1325	к истине	1	1
1326	как того	1	1
1327	не имея	2	1
1328	человек как	1	1
1329	утверждая что	1	1
1330	шел а	1	1
1331	опираясь на	1	1
1332	мы можем	1	1
1333	и быть	1	1
1334	и дискурса	1	1
1335	это были	1	1
1336	вообще в	1	1
1337	для природы	1	1
1338	и пространства	2	1
1339	от фигуры	1	1
1340	как субъект	2	1
1341	в наше	4	1
1342	другим участникам	1	1
1343	еще только	1	1
1344	текста а	3	1
1345	концепция адресата	2	1
1346	посредством слова	1	1
1347	природе своей	6	1
1348	личности и	1	1
1349	от содержания	1	1
1350	общения для	1	1
1351	человека как	1	1
1352	образ не	1	1
1353	в рассказе	6	1
1354	удачной формулировке	1	1
1355	художественное целое	2	1
1356	является его	1	1
1357	самоопределение личности	1	1
1358	вниманием к	1	1
1359	другом и	1	1
1360	губительна для	1	1
1361	как объект	1	1
1362	петровича белкина	3	1
1363	возвращаясь к	1	1
1364	этом свете	1	1
1365	теории высказывания	1	1
1366	не были	1	1
1367	дискурса не	1	1
1368	ком или	1	1
1369	в начальных	1	1
1370	между внутренним	1	1
1371	даже не	1	1
1372	вольно или	2	1
1373	также не	1	1
1374	новеллы в	1	1
1375	о мире	2	1
1376	свободу в	1	1
1377	м.м бахтин	2	1
1378	слово сплочены	1	1
1379	он представляет	1	1
1380	с таким	1	1
1381	когда мы	1	1
1382	начинает свой	1	1
1383	особый интерес	1	1
1384	согласно дефиниции	1	1
1385	наукой или	1	1
1386	не само	1	1
1387	занимает в	1	1
1388	сведена к	1	1
1389	мысль человека	1	1
1390	стороны он	1	1
1391	тот или	2	1
1392	одного сознания	1	1
1393	человеческих отношений	1	1
1394	оно обладает	1	1
1395	является своего	1	1
1396	литературы также	1	1
1397	же самого	1	1
1398	году в	1	1
1399	события общения	2	1
1400	семантическая трансформация	1	1
1401	или о	2	1
1402	бы его	1	1
1403	он вдруг	1	1
1404	подход к	4	1
1405	их к	1	1
1406	это делает	1	1
1407	о его	1	1
1408	пиковой даме	1	1
1409	ее а	1	1
1410	истории русской	1	1
1411	что вот	1	1
1412	в отношениях	1	1
1413	и была	1	1
1414	однако по	1	1
1415	например о	1	1
1416	ней в	1	1
1417	бессмертие и	1	1
1418	пушкиным в	2	1
1419	явно не	1	1
1420	чаще всего	1	1
1421	согласно весьма	1	1
1422	процесса и	1	1
1423	с малым	1	1
1424	базируется на	1	1
1425	другой он	1	1
1426	к политической	1	1
1427	письмо как	1	1
1428	рамках же	1	1
1429	трех говорящего	1	1
1430	столкновения и	1	1
1431	такая картина	1	1
1432	независимо от	1	1
1433	источником смысла	1	1
1434	всех этих	1	1
1435	общая для	1	1
1436	меньшей степени	1	1
1437	что этот	1	1
1438	он должен	1	1
1439	это он	1	1
1440	одного и	5	1
1441	еще одно	1	1
1442	угадывается в	1	1
1443	адресатом в	1	1
1444	наше время	4	1
1445	что до	1	1
1446	мы видели	1	1
1447	которая и	2	1
1448	раннего творчества	1	1
1449	аспект художественной	1	1
1450	к личностному	1	1
1451	и мн	3	1
1452	с волей	1	1
1453	надо полагать	2	1
1454	рамках которого	2	1
1455	на чем	1	1
1456	нет а	1	1
1457	литературной эволюции	1	1
1458	первую очередь	3	1
1459	на деле	1	1
1460	античности до	1	1
1461	натурального очерка	1	1
1462	до сих	1	1
1463	автор и	3	1
1464	он уже	1	1
1465	всем своим	1	1
1466	не позволяет	2	1
1467	достоевского в	1	1
1468	как возможность	1	1
1469	во множестве	1	1
1470	для русской	1	1
1471	для каждой	1	1
1472	них в	2	1
1473	такова же	1	1
1474	текст в	1	1
1475	его из	1	1
1476	данной традиции	1	1
1477	в основном	1	1
1478	есть оказывается	1	1
1479	представлял собой	1	1
1480	факультативный признак	1	1
1481	его с	2	1
1482	искусством с	1	1
1483	со своего	1	1
1484	объективной действительности	1	1
1485	образа и	1	1
1486	переживание переживания	2	1
1487	иваныча из	1	1
1488	субъект самоопределения	2	1
1489	говорит и	2	1
1490	таков путь	1	1
1491	представляют собой	2	1
1492	что это	1	1
1493	содержит в	3	1
1494	чтобы стать	1	1
1495	справедливо не	1	1
1496	конечно же	1	1
1497	рефлективный традиционализм	1	1
1498	будет занимать	1	1
1499	в глубинах	1	1
1500	истории в	2	1
1501	его на	1	1
1502	не исчерпывается	1	1
1503	поэтому в	2	1
1504	разного рода	2	1
1505	жизни сознания	2	1
1506	их как	1	1
1507	гораздо раньше	1	1
1508	с каждым	1	1
1509	к сознанию	1	1
1510	нередко и	2	1
1511	и делает	1	1
1512	однако он	1	1
1513	всего божьего	1	1
1514	самого по	1	1
1515	вниманию читателя	1	1
1516	не признает	1	1
1517	картин мира	2	1
1518	усматривая в	1	1
1519	не могут	2	1
1520	социального взаимодействия	2	1
1521	б.м гаспарова	1	1
1522	мотив в	1	1
1523	к искусству	2	1
1524	с некоторыми	2	1
1525	ряде других	1	1
1526	прямо к	1	1
1527	для онегина	1	1
1528	оказывается в	2	1
1529	приобретает в	1	1
1530	собой и	1	1
1531	аналогично тому	1	1
1532	ни одно	2	1
1533	достоянием культуры	1	1
1534	двух сыновей	1	1
1535	определенность в	1	1
1536	более широкого	1	1
1537	глубоко чужда	1	1
1538	предполагать что	1	1
1539	как при	1	1
1540	в различные	1	1
1541	необходимой для	1	1
1542	не делает	1	1
1543	и действительно	1	1
1544	оказываются не	1	1
1545	в процессе	6	1
1546	в памяти	2	1
1547	может стать	1	1
1548	в определенной	1	1
1549	субъект речи	1	1
1550	это время	1	1
1551	является функцией	1	1
1552	отграничивается от	1	1
1553	последующее развитие	1	1
1554	говорящего автора	1	1
1555	от его	1	1
1556	и герой	3	1
1557	наполеона в	1	1
1558	свидетельствует об	1	1
1559	о любви	2	1
1560	в которых	5	1
1561	в оде	3	1
1562	не приводит	1	1
1563	ключом к	2	1
1564	о котором	2	1
1565	том как	1	1
1566	художественной словесности	3	1
1567	именно поэтому	1	1
1568	личности при	1	1
1569	в известном	1	1
1570	явление культуры	1	1
1571	реальность произведения	1	1
1572	друг от	1	1
1573	марка ивановича	2	1
1574	к другому	3	1
1575	эти характеристики	2	1
1576	исторически конкретные	1	1
1577	и адресат	1	1
1578	он мог	3	1
1579	работе над	1	1
1580	первого и	2	1
1581	они по	1	1
1582	состоит прежде	1	1
1583	лирического субъекта	3	1
1584	ориентация на	1	1
1585	второго лица	2	1
1586	творческой воли	1	1
1587	принадлежит ему	1	1
1588	другой для	1	1
1589	в общении	1	1
1590	одним и	1	1
1591	но тут	1	1
1592	всех подобных	2	1
1593	дискурс в	3	1
1594	органична для	1	1
1595	актуализируется в	1	1
1596	на самого	3	1
1597	особенность этого	1	1
1598	где по	1	1
1599	не перед	1	1
1600	отличается от	3	1
1601	языка и	3	1
1602	адекватное восприятие	1	1
1603	более ранних	1	1
1604	совершенно иной	1	1
1605	к чистой	1	1
1606	это явление	1	1
1607	в круг	1	1
1608	столь уж	2	1
1609	роли в	1	1
1610	пушкина как	1	1
1611	в слово	1	1
1612	в коммуникативное	1	1
1613	совпадает с	4	1
1614	задний план	1	1
1615	действительности это	1	1
1616	высказывания и	3	1
1617	своим историческим	1	1
1618	с нами	1	1
1619	мы его	1	1
1620	того это	1	1
1621	бахтиным в	1	1
1622	чужого слова	1	1
1623	читателям в	1	1
1624	не должно	2	1
1625	и формой	1	1
1626	себя возможным	1	1
1627	причастной вненаходимости	1	1
1628	модель художественного	1	1
1629	в современном	3	1
1630	самого автора	1	1
1631	в середине	1	1
1632	для любой	1	1
1633	и вся	1	1
1634	высказывание и	1	1
1635	культурного феномена	1	1
1636	участникам речевого	1	1
1637	общих для	1	1
1638	переходит к	1	1
1639	россии в	1	1
1640	как субъекта	1	1
1641	сопереживания как	1	1
1642	целый ряд	2	1
1643	обеспечивает его	1	1
1644	времени и	5	1
1645	только тем	1	1
1646	например для	1	1
1647	в новых	1	1
1648	чем говорят	1	1
1649	в каком	1	1
1650	было и	1	1
1651	в выявлении	2	1
1652	вообще может	1	1
1653	нас же	1	1
1654	высказывание от	1	1
1655	потому и	1	1
1656	своей индивидуальной	1	1
1657	нуждающейся в	1	1
1658	субъекта высказывания	1	1
1659	мере двух	1	1
1660	мир персонажей	1	1
1661	глубокое и	1	1
1662	что здесь	1	1
1663	и там	1	1
1664	коммуникативной функции	1	1
1665	с текстом	1	1
1666	входит как	1	1
1667	здесь между	1	1
1668	на две	1	1
1669	как некое	1	1
1670	событий в	1	1
1671	божьего света	1	1
1672	первобытного человека	4	1
1673	и во	2	1
1674	принадлежит к	3	1
1675	же мере	1	1
1676	но именно	1	1
1677	и последующей	1	1
1678	власти от	1	1
1679	только при	1	1
1680	личности к	1	1
1681	в определенном	1	1
1682	для всего	1	1
1683	в каждый	1	1
1684	на этот	1	1
1685	взаимодействия с	1	1
1686	но исключительно	1	1
1687	обращение к	2	1
1688	не стоит	1	1
1689	от воспринимающего	1	1
1690	себя с	2	1
1691	мн др	3	1
1692	значении в	1	1
1693	только потому	1	1
1694	понимаемой как	1	1
1695	они предстают	1	1
1696	он стал	1	1
1697	их исторически	1	1
1698	движения и	1	1
1699	быть описан	1	1
1700	исключительно в	1	1
1701	нет дела	1	1
1702	словами бахтина	2	1
1703	однако от	1	1
1704	во внутреннем	1	1
1705	внешнее и	1	1
1706	или невольно	2	1
1707	более глубокий	1	1
1708	пространство жизни	1	1
1709	пристальное внимание	1	1
1710	об их	1	1
1711	не знают	2	1
1712	момент зарождения	1	1
1713	формой словесности	1	1
1714	продукт социального	1	1
1715	оно определяется	1	1
1716	в любви	1	1
1717	поэтому что	1	1
1718	сходна с	1	1
1719	общения в	3	1
1720	выходит за	1	1
1721	это такая	1	1
1722	ничем не	1	1
1723	основе своей	4	1
1724	м булгакова	1	1
1725	др на	1	1
1726	нас не	1	1
1727	когда ни	1	1
1728	местам и	1	1
1729	возникает в	1	1
1730	по своим	4	1
1731	аналогичным образом	1	1
1732	всякий человек	1	1
1733	от мира	1	1
1734	на что	1	1
1735	внешнем мире	1	1
1736	по справедливому	3	1
1737	своей не	1	1
1738	и поэтики	1	1
1739	литературной эпохи	1	1
1740	сознания это	1	1
1741	в основании	3	1
1742	этом он	1	1
1743	романе достоевского	1	1
1744	все это	2	1
1745	черный монах	1	1
1746	уже были	1	1
1747	в первую	3	1
1748	слова а	1	1
1749	о ее	1	1
1750	дискурса она	1	1
1751	слова не	3	1
1752	к эстетическому	1	1
1753	в виде	1	1
1754	было видно	1	1
1755	в таких	1	1
1756	в учебниках	1	1
1757	века до	1	1
1758	это всегда	1	1
1759	что ни	3	1
1760	от друга	1	1
1761	отказаться от	1	1
1762	дискурса а	2	1
1763	он усматривает	1	1
1764	уклонение от	1	1
1765	пределах одной	1	1
1766	художественных текстов	1	1
1767	или в	2	1
1768	теорию литературы	1	1
1769	жизни это	1	1
1770	личности по	1	1
1771	начала в	1	1
1772	на преодоление	1	1
1773	что будет	2	1
1774	сын и	1	1
1775	под ролевой	1	1
1776	как наиболее	1	1
1777	это еще	2	1
1778	для осмысления	2	1
1779	б с	1	1
1780	в эпоху	5	1
1781	тяготение к	1	1
1782	в эстетический	1	1
1783	в литературу	3	1
1784	чтобы быть	1	1
1785	той самой	1	1
1786	случае не	1	1
1787	самоопределения в	3	1
1788	оказались своего	1	1
1789	за которым	2	1
1790	покойного ивана	1	1
1791	не подлежит	2	1
1792	не предполагает	4	1
1793	лежит на	2	1
1794	или даже	2	1
1795	в конкретных	1	1
1796	говорят о	1	1
1797	а их	1	1
1798	с различной	1	1
1799	основана на	1	1
1800	внутреннюю обособленность	1	1
1801	далеко еще	4	1
1802	однако это	3	1
1803	искусстве не	1	1
1804	представляется знаменательным	1	1
1805	на одном	1	1
1806	на все	1	1
1807	не столь	2	1
1808	и со	1	1
1809	легко узнается	1	1
1810	значительную роль	1	1
1811	не создает	1	1
1812	в новом	2	1
1813	в условиях	1	1
1814	войти в	1	1
1815	это было	2	1
1816	от личности	1	1
1817	я автора	1	1
1818	остальной жизни	1	1
1819	современников в	1	1
1820	говорит об	1	1
1821	являя собой	1	1
1822	или менее	2	1
1823	на позицию	1	1
1824	в одной	4	1
1825	мысли в	1	1
1826	не все	1	1
1827	в меру	2	1
1828	дела до	1	1
1829	бы это	2	1
1830	ему не	1	1
1831	этих двух	1	1
1832	определенного типа	1	1
1833	человека к	1	1
1834	личностному самоопределению	1	1
1835	к одному	2	1
1836	которая как	1	1
1837	только лишь	1	1
1838	тем чем	1	1
1839	бытия как	1	1
1840	и внутреннее	1	1
1841	и эти	1	1
1842	я думал	1	1
1843	поскольку как	1	1
1844	просто как	2	1
1845	значимости для	1	1
1846	отсюда и	1	1
1847	которая может	2	1
1848	утверждение о	1	1
1849	но служит	1	1
1850	усомниться в	1	1
1851	в самых	1	1
1852	ценностного центра	1	1
1853	т.п и	1	1
1854	античной культуры	1	1
1855	к чему-то	1	1
1856	общения по	1	1
1857	ни один	1	1
1858	взаимная альтернативность	1	1
1859	нельзя не	2	1
1860	бы назвать	1	1
1861	художественное восприятие	1	1
1862	в новый	1	1
1863	реальной действительности	1	1
1864	это приводит	1	1
1865	действительному человеку	1	1
1866	быть и	2	1
1867	последняя по	1	1
1868	речь пойдет	2	1
1869	по бахтину	4	1
1870	сам текст	1	1
1871	и их	1	1
1872	бахтин писал	1	1
1873	творчестве чехова	2	1
1874	сама в	1	1
1875	частности в	2	1
1876	быть ни	1	1
1877	взаимодействия трех	1	1
1878	не следует	4	1
1879	иной мере	1	1
1880	и времени	1	1
1881	т.п здесь	1	1
1882	своей основе	2	1
1883	человека с	1	1
1884	и выступает	2	1
1885	внутри своих	1	1
1886	первые два	1	1
1887	натуральной школы	2	1
1888	и характерное	1	1
1889	этом своем	2	1
1890	речевых жанров	15	1
1891	ему надлежит	1	1
1892	художественный текст	1	1
1893	ту самую	1	1
1894	этот ментальный	1	1
1895	дискурса в	3	1
1896	решающую роль	1	1
1897	в книге	2	1
1898	определена как	4	1
1899	и вне	2	1
1900	действительной жизни	1	1
1901	ориентированностью на	2	1
1902	генетически восходит	1	1
1903	как другое	1	1
1904	к опыту	1	1
1905	данный исторический	1	1
1906	однако для	2	1
1907	собой лишь	1	1
1908	речевой культуры	2	1
1909	в театре	1	1
1910	к чужому	1	1
1911	течения в	1	1
1912	а нередко	1	1
1913	отождествляется с	1	1
1914	момент в	3	1
1915	текста может	1	1
1916	поскольку все	1	1
1917	что данная	1	1
1918	текст данного	1	1
1919	в период	2	1
1920	и тому	1	1
1921	длинного хх	1	1
1922	даже к	1	1
1923	заявляет что	1	1
1924	для современного	1	1
1925	письма в	2	1
1926	рассуждал о	2	1
1927	до сего	2	1
1928	термин дискурс	1	1
1929	мира с	2	1
1930	которое мы	1	1
1931	цивилизованных стран	1	1
1932	жанра но	3	1
1933	в немалой	1	1
1934	которой нет	2	1
1935	дней в	1	1
1936	типа есть	1	1
1937	по причине	1	1
1938	к богу	1	1
1939	жизнью и	1	1
1940	перечисленные моменты	2	1
1941	анекдотов но	1	1
1942	взгляде на	1	1
1943	соотносима с	1	1
1944	возможна только	2	1
1945	себе а	1	1
1946	событие это	1	1
