N	2gram	Berdyaev_M	Myshleni
1317	а во	1	2
1318	делает его	1	2
1319	он дает	1	2
1320	между людьми	1	2
1321	настолько же	1	2
1322	что совершается	1	2
1323	его отношения	1	2
1324	же есть	4	2
1325	с нею	1	2
1326	как учит	1	2
1327	будет в	1	2
1328	нее и	1	2
1329	в другое	1	2
1330	жизнь его	1	2
1331	выходит за	1	2
1332	чтобы иметь	1	2
1333	о человеке	24	2
1334	даже для	1	2
1335	же этот	2	2
1336	который может	1	2
1337	это особенно	2	2
1338	мыслей и	1	2
1339	опыта к	1	2
1340	уже все	1	2
1341	им на	1	2
1342	им и	1	2
1343	перестать быть	1	2
1344	как ее	2	2
1345	идет на	3	2
1346	войти в	1	2
1347	с началом	2	2
1348	за его	2	2
1349	с одного	1	2
1350	ко всему	2	2
1351	том случае	1	2
1352	в будущем	1	2
1353	личности в	4	2
1354	они стали	2	2
1355	таинственный и	1	2
1356	этом он	4	2
1357	значение но	1	2
1358	он принадлежит	2	2
1359	он принимает	1	2
1360	и почти	1	2
1361	в необходимости	2	2
1362	стороны его	1	2
1363	не быть	2	2
1364	нет как	1	2
1365	к новому	2	2
1366	бы установить	1	2
1367	сообщения и	1	2
1368	она существует	1	2
1369	существуют более	1	1
1370	на так	1	1
1371	ее пути	1	1
1372	жизни существует	1	1
1373	тянется к	1	1
1374	и мира	3	1
1375	не заставляет	1	1
1376	и оказываются	1	1
1377	должны привести	2	1
1378	влияния и	1	1
1379	и люди	2	1
1380	задача которая	1	1
1381	человека можно	1	1
1382	бы мысль	1	1
1383	степени как	1	1
1384	он ими	1	1
1385	жизнь но	1	1
1386	них есть	2	1
1387	человеком который	1	1
1388	началу в	1	1
1389	философских и	1	1
1390	или потому	1	1
1391	что человеческая	1	1
1392	не достигается	2	1
1393	исторического процесса	1	1
1394	призван был	1	1
1395	понимается как	1	1
1396	всей ее	1	1
1397	это возражение	1	1
1398	основывается на	1	1
1399	на смену	3	1
1400	этим объясняется	1	1
1401	в духе	6	1
1402	и проблема	1	1
1403	ему дано	1	1
1404	его природы	3	1
1405	в духовном	1	1
1406	этого необходимо	2	1
1407	каждый ребенок	1	1
1408	сторона его	1	1
1409	солнце в	1	1
1410	идеи в	1	1
1411	все герои	3	1
1412	так это	2	1
1413	через все	2	1
1414	мир и	3	1
1415	а две	2	1
1416	он совершает	1	1
1417	друга к	1	1
1418	еще от	1	1
1419	должна предшествовать	1	1
1420	в динамике	3	1
1421	есть исключительно	1	1
1422	считает себя	3	1
1423	трудно было	1	1
1424	от власти	1	1
1425	но во	1	1
1426	человека которая	2	1
1427	психологии к	1	1
1428	мы все	1	1
1429	и раскрывает	1	1
1430	людей и	5	1
1431	есть очень	1	1
1432	есть знак	1	1
1433	принадлежит не	1	1
1434	от своей	2	1
1435	не направлена	1	1
1436	же его	1	1
1437	любви к	14	1
1438	учению о	2	1
1439	центре внимания	1	1
1440	но все-таки	1	1
1441	то чтобы	1	1
1442	во всякой	1	1
1443	когда человек	5	1
1444	когда тот	1	1
1445	видеть на	1	1
1446	толстой он	1	1
1447	в атмосфере	3	1
1448	и увидели	1	1
1449	не мыслится	1	1
1450	огромный шаг	1	1
1451	не будут	2	1
1452	обречен на	2	1
1453	дает для	1	1
1454	доведенное до	1	1
1455	в какую-то	1	1
1456	по ступеням	1	1
1457	жизни с	1	1
1458	есть один	3	1
1459	деле то	1	1
1460	о последнем	2	1
1461	неизбежно должна	1	1
1462	для раскрытия	1	1
1463	которая должна	1	1
1464	для утверждения	1	1
1465	она неизбежно	1	1
1466	приблизиться к	1	1
1467	есть единственное	2	1
1468	но из	1	1
1469	бы друг	4	1
1470	обнаруживается в	2	1
1471	только свобода	3	1
1472	и чрезвычайно	1	1
1473	а ведь	1	1
1474	о себе	3	1
1475	друга а	1	1
1476	которая развилась	1	1
1477	отказывается от	1	1
1478	вопрос все	1	1
1479	коренным образом	1	1
1480	тому который	1	1
1481	же принципиально	1	1
1482	системы и	1	1
1483	и отождествление	1	1
1484	всего напоминает	1	1
1485	в самые	1	1
1486	всего потому	1	1
1487	и суд	1	1
1488	бы только	1	1
1489	можно признать	1	1
1490	страдает от	1	1
1491	исключительное и	1	1
1492	к миру	3	1
1493	говорит другой	1	1
1494	под его	2	1
1495	я и	3	1
1496	с одним	1	1
1497	человек и	7	1
1498	личности с	1	1
1499	принуждение и	1	1
1500	внутренних процессов	1	1
1501	это путь	1	1
1502	есть своя	1	1
1503	его душа	2	1
1504	кроме человека	1	1
1505	не производит	1	1
1506	человека а	3	1
1507	этой первичной	1	1
1508	свободен от	1	1
1509	и мир	2	1
1510	смысл и	1	1
1511	человек как	1	1
1512	противоположность в	1	1
1513	для обнаружения	1	1
1514	должен привести	3	1
1515	него есть	2	1
1516	в наше	2	1
1517	он ничего	1	1
1518	путь ко	1	1
1519	другом и	1	1
1520	с какой	1	1
1521	с личным	1	1
1522	уже к	1	1
1523	что вопрос	1	1
1524	характерны для	1	1
1525	таков был	1	1
1526	но та	1	1
1527	ни кажется	1	1
1528	от которых	1	1
1529	личность и	2	1
1530	погружен в	1	1
1531	которые составляют	1	1
1532	миру и	1	1
1533	детские игры	1	1
1534	может уже	3	1
1535	в иных	3	1
1536	она была	2	1
1537	собой новый	1	1
1538	другому в	1	1
1539	к идеям	1	1
1540	или о	1	1
1541	и истинное	1	1
1542	является на	1	1
1543	них не	1	1
1544	же пути	1	1
1545	родство с	1	1
1546	всю жизнь	7	1
1547	высшему не	1	1
1548	на противоположных	1	1
1549	место чем	1	1
1550	на самый	1	1
1551	чувств и	1	1
1552	которое предлагалось	1	1
1553	в глубину	5	1
1554	дать положительный	1	1
1555	идея о	3	1
1556	не случайно	1	1
1557	я сам	1	1
1558	с этих	1	1
1559	сплошь и	1	1
1560	бы исключительно	1	1
1561	мире и	1	1
1562	конечной цели	1	1
1563	к единому	1	1
1564	он уже	8	1
1565	он перестает	1	1
1566	я бы	2	1
1567	удивительно что	1	1
1568	большую роль	1	1
1569	и применяет	1	1
1570	в картине	2	1
1571	действует в	1	1
1572	его во	2	1
1573	не доходит	3	1
1574	но впервые	1	1
1575	порождает из	1	1
1576	обычной точки	1	1
1577	их нужно	1	1
1578	что нет	2	1
1579	этой динамической	1	1
1580	от своего	2	1
1581	в царстве	2	1
1582	развилась в	1	1
1583	понимая что	1	1
1584	корней и	2	1
1585	человека на	7	1
1586	жизни в	3	1
1587	мир для	1	1
1588	всегда начинается	1	1
1589	этом нет	1	1
1590	они ведут	1	1
1591	характерна для	1	1
1592	ни с	4	1
1593	с выполнением	1	1
1594	ничего нет	1	1
1595	нет в	5	1
1596	природе она	1	1
1597	не спасает	1	1
1598	есть какая-то	1	1
1599	особенно верно	1	1
1600	но оно	1	1
1601	привести и	1	1
1602	всему этому	1	1
1603	обогащению и	1	1
1604	перейти в	2	1
1605	она раскрывает	1	1
1606	или этот	1	1
1607	для всякой	1	1
1608	покоится эта	1	1
1609	ошибки в	1	1
1610	своей целью	1	1
1611	не интересуется	1	1
1612	он часто	1	1
1613	у меня	1	1
1614	вызывает в	1	1
1615	нашего брата	1	1
1616	этот случай	2	1
1617	но подобно	1	1
1618	одна сторона	1	1
1619	этого как	1	1
1620	своей природы	1	1
1621	в диалектическом	1	1
1622	не разрешается	1	1
1623	в мир	3	1
1624	земного шара	1	1
1625	нее к	1	1
1626	чем не	3	1
1627	как сама	1	1
1628	а лишь	3	1
1629	и освобождение	1	1
1630	в какие	1	1
1631	которые шли	1	1
1632	друга то	1	1
1633	всего своего	1	1
1634	с обычным	1	1
1635	в самую	5	1
1636	которые уже	1	1
1637	с человеческой	2	1
1638	жизнь как	1	1
1639	вопрос же	1	1
1640	будь то	1	1
1641	стать на	2	1
1642	ожидать от	1	1
1643	идей и	3	1
1644	жизни не	2	1
1645	понять эту	1	1
1646	вокруг которого	2	1
1647	всего творчества	1	1
1648	его ум	1	1
1649	об их	1	1
1650	и идет	1	1
1651	открыл что	2	1
1652	и всякий	2	1
1653	судьбы в	1	1
1654	путь своего	1	1
1655	нас нет	1	1
1656	для нового	1	1
1657	пришли к	1	1
1658	или другую	1	1
1659	и строения	1	1
1660	человек это	1	1
1661	с необычайной	2	1
1662	он становится	1	1
1663	своей потребности	1	1
1664	к царству	1	1
1665	явиться только	1	1
1666	которое должно	1	1
1667	оторванной от	1	1
1668	не достигает	1	1
1669	бы у	1	1
1670	природы вообще	1	1
1671	имел в	1	1
1672	у многих	1	1
1673	отношение которое	1	1
1674	должно вести	1	1
1675	вне этой	1	1
1676	ум его	1	1
1677	на помощь	2	1
1678	характерно для	1	1
1679	и подобию	1	1
1680	есть внутренняя	1	1
1681	я ни	1	1
1682	в такую	1	1
1683	такова судьба	1	1
1684	было в	3	1
1685	себя а	1	1
1686	его раскрывает	1	1
1687	он один	1	1
1688	отнесена к	1	1
1689	другой полюс	2	1
1690	истины и	2	1
1691	он страдает	1	1
1692	соединяется с	2	1
1693	в русском	1	1
1694	является лишь	1	1
1695	есть начало	1	1
1696	человека чем	1	1
1697	он никогда	3	1
1698	она лежит	1	1
1699	и миросозерцания	1	1
1700	если сам	1	1
1701	со своей	2	1
1702	сразу же	1	1
1703	отвечает не	1	1
1704	оторваться от	1	1
1705	себе без	1	1
1706	ней нет	1	1
1707	не все	3	1
1708	как угодно	1	1
1709	имеют свою	2	1
1710	не обладал	1	1
1711	связываются с	1	1
1712	и образом	1	1
1713	лишь под	1	1
1714	и последнюю	1	1
1715	с новыми	2	1
1716	есть знание	1	1
1717	совершается не	1	1
1718	оно менее	1	1
1719	только их	1	1
1720	он совсем	1	1
1721	самой истины	1	1
1722	психологов и	1	1
1723	другой поэтому	1	1
1724	до этой	1	1
1725	ним как	1	1
1726	определяющее значение	2	1
1727	у кого	2	1
1728	можно как	1	1
1729	против того	1	1
1730	происходит от	1	1
1731	уходит в	1	1
1732	он исходит	1	1
1733	и границы	3	1
1734	это знание	1	1
1735	которая дает	1	1
1736	те которые	12	1
1737	него чем	1	1
1738	как внутреннее	1	1
1739	тот путь	1	1
1740	знает он	1	1
1741	этого опыта	1	1
1742	иначе он	1	1
1743	всегда есть	1	1
1744	нее не	1	1
1745	бытия и	1	1
1746	в германии	1	1
1747	оторвалось от	1	1
1748	должна сделать	1	1
1749	можно будет	1	1
1750	к женщине	1	1
1751	человеческого но	1	1
1752	это менее	1	1
1753	имея в	1	1
1754	марксизма и	1	1
1755	в каком-то	2	1
1756	становится в	1	1
1757	найдет свое	1	1
1758	научает нас	1	1
1759	чтобы узнать	1	1
1760	сходство по	1	1
1761	на большую	2	1
1762	не связан	1	1
1763	все достоинства	1	1
1764	вращается вокруг	3	1
1765	которой все	2	1
1766	которая была	1	1
1767	закона и	3	1
1768	знает не	1	1
1769	склонен думать	1	1
1770	не хотел	5	1
1771	борьбе с	1	1
1772	к учению	2	1
1773	перед ней	1	1
1774	и простой	1	1
1775	вещей с	1	1
1776	что человек	5	1
1777	которое может	1	1
1778	это нужно	1	1
1779	то не	1	1
1780	быть названа	1	1
1781	связано у	1	1
1782	такие ответы	1	1
1783	бы каждый	1	1
1784	двумя противоположными	1	1
1785	давно уже	1	1
1786	на определенный	1	1
1787	находит себе	1	1
1788	к конечному	1	1
1789	с еще	1	1
1790	с возможностью	1	1
1791	выйти из	2	1
1792	которая делает	1	1
1793	и исторического	1	1
1794	для их	1	1
1795	культуры в	1	1
1796	в письме	1	1
1797	лежит через	1	1
1798	внешней среды	1	1
1799	наименьшего сопротивления	1	1
1800	также что	1	1
1801	он доходит	1	1
1802	у которых	2	1
1803	не заключается	1	1
1804	было не	1	1
1805	кто-либо из	1	1
1806	и людей	1	1
1807	всегда как	1	1
1808	имеет очень	1	1
1809	внутрь к	1	1
1810	не боится	1	1
1811	душа и	1	1
1812	наоборот он	1	1
1813	обладают лишь	1	1
1814	к переходу	1	1
1815	даже и	2	1
1816	он отвергает	1	1
1817	бы из	1	1
1818	была еще	4	1
1819	порядком и	1	1
1820	а после	1	1
1821	не сама	1	1
1822	и трудно	1	1
1823	что раньше	1	1
1824	человек испытывает	1	1
1825	как понять	1	1
1826	же должен	1	1
1827	остается несомненным	2	1
1828	уже как	1	1
1829	ибо и	1	1
1830	привела к	2	1
1831	не вполне	1	1
1832	всего что	2	1
1833	такой остротой	1	1
1834	дело и	1	1
1835	на наших	1	1
1836	уже более	1	1
1837	убежден что	1	1
1838	жизни как	1	1
1839	это свойство	1	1
1840	от смысла	1	1
1841	чтобы открыть	1	1
1842	есть по	1	1
1843	с именем	1	1
1844	раскрыть с	1	1
1845	он живет	2	1
1846	и свободу	3	1
1847	становится по	1	1
1848	в движении	4	1
1849	и открывает	1	1
1850	его ума	1	1
1851	которого был	1	1
1852	или лучше	1	1
1853	есть также	4	1
1854	всякий кто	1	1
1855	начало и	1	1
1856	того чем	1	1
1857	в массе	1	1
1858	склонен видеть	1	1
1859	и всецело	1	1
1860	же должно	1	1
1861	него как	2	1
1862	самой жизни	1	1
1863	по преимуществу	4	1
1864	не выходит	1	1
1865	закона не	1	1
1866	к человеку	21	1
1867	стоит перед	1	1
1868	не принадлежит	3	1
1869	а внутри	1	1
1870	это один	1	1
1871	есть одно	2	1
1872	существу с	1	1
1873	начала и	1	1
1874	есть его	1	1
1875	с чего	2	1
1876	как нет	1	1
1877	человека во	1	1
1878	и за	2	1
1879	конечно он	1	1
1880	они в	1	1
1881	с небывалой	1	1
1882	не от	3	1
1883	на первую	1	1
1884	к разложению	1	1
1885	содержания как	1	1
1886	и человек	5	1
1887	себе путь	2	1
1888	не о	2	1
1889	все разговоры	1	1
1890	и последняя	2	1
1891	он целиком	2	1
1892	на тот	1	1
1893	он берет	1	1
1894	и социального	2	1
1895	в изображении	1	1
1896	всеми его	1	1
1897	и жизнь	3	1
1898	находится во	1	1
1899	лишь для	1	1
1900	связанным с	1	1
1901	теперь и	1	1
1902	него для	1	1
1903	на судьбе	1	1
1904	ли что	1	1
1905	не был	8	1
1906	есть огромное	1	1
1907	единство а	1	1
1908	состояния и	1	1
1909	и скрыта	2	1
1910	рост и	1	1
1911	природе своей	2	1
1912	кажется что	1	1
1913	и этой	1	1
1914	и смысла	1	1
1915	и заимствования	1	1
1916	зрения так	1	1
1917	его жизнь	1	1
1918	бы уже	1	1
1919	времен и	1	1
1920	в нее	1	1
1921	свой путь	1	1
1922	этого нужно	1	1
1923	так называемого	1	1
1924	себе такой	1	1
1925	только может	1	1
1926	но без	1	1
1927	это потому	1	1
1928	бы его	2	1
1929	что нужно	1	1
1930	но нет	1	1
1931	и почему	1	1
1932	лучше сказать	1	1
1933	не значит	2	1
1934	у разных	1	1
1935	этих словах	1	1
1936	том основании	2	1
1937	что без	2	1
1938	центральную роль	1	1
1939	которые были	1	1
1940	ребенок знал	1	1
1941	за себя	1	1
1942	ума это	1	1
1943	может понять	1	1
1944	мир к	1	1
1945	не одна	1	1
1946	ко всякому	1	1
1947	эту тему	1	1
1948	многие другие	1	1
1949	что до	1	1
1950	для социальной	1	1
1951	почему он	1	1
1952	из опыта	1	1
1953	слова это	1	1
1954	дать его	1	1
1955	себя более	1	1
1956	не утаил	1	1
1957	и сильных	1	1
1958	он очень	1	1
1959	движение идет	1	1
1960	и кто	2	1
1961	были быть	1	1
1962	опыт который	1	1
1963	перед которым	1	1
1964	да или	1	1
1965	самое полное	1	1
1966	путь его	1	1
1967	и создания	1	1
1968	от этой	2	1
1969	науки и	1	1
1970	отказ от	1	1
1971	он уходит	1	1
1972	чему бы	1	1
1973	такова логика	1	1
1974	сказать с	1	1
1975	такова что	1	1
1976	есть проблема	1	1
1977	и русская	2	1
1978	так называемый	2	1
1979	когда дело	1	1
1980	не люблю	1	1
1981	в различные	1	1
1982	он будет	1	1
1983	отношение человека	1	1
1984	элемент в	1	1
1985	к будущему	1	1
1986	его природе	1	1
1987	человеку как	2	1
1988	уж конечно	3	1
1989	хотелось бы	1	1
1990	выше самого	1	1
1991	от опыта	1	1
1992	увидим как	1	1
1993	понимания в	1	1
1994	поэтому для	1	1
1995	в которые	2	1
1996	начинает думать	1	1
1997	одного к	1	1
1998	стороны одной	1	1
1999	неспособности к	1	1
2000	попал в	1	1
2001	моего сознания	1	1
2002	что теперь	1	1
2003	самое главное	1	1
2004	бы заменить	1	1
2005	того самого	1	1
2006	можно ожидать	1	1
2007	первая и	1	1
2008	не видел	3	1
2009	хочет знать	1	1
2010	движении все	2	1
2011	раскрыться в	1	1
2012	целью в	1	1
2013	новый момент	2	1
2014	земли и	1	1
2015	не должно	1	1
2016	явления и	1	1
2017	связано со	3	1
2018	а может	1	1
2019	сознании и	1	1
2020	но раз	1	1
2021	евангельские слова	1	1
2022	из сферы	1	1
2023	силы в	1	1
2024	в решении	1	1
2025	тем большей	1	1
2026	он есть	1	1
2027	идея есть	1	1
2028	ровно в	1	1
2029	лишь бы	1	1
2030	от строения	1	1
2031	еще большей	1	1
2032	как решение	1	1
2033	в обществе	1	1
2034	как будет	1	1
2035	преимущественно из	1	1
2036	прямой линии	1	1
2037	известного рода	1	1
2038	к обогащению	1	1
2039	человеческого общества	3	1
2040	ее не	1	1
2041	все уже	2	1
2042	он все	1	1
2043	только одна	1	1
2044	необходимо и	1	1
2045	смотрят на	1	1
2046	и психолог	1	1
2047	говорил что	1	1
2048	образу и	1	1
2049	яснее и	1	1
2050	в существовании	1	1
2051	этого движения	1	1
2052	путь этот	1	1
2053	соединения двух	1	1
2054	всецело в	1	1
2055	по внешним	1	1
2056	а вовсе	1	1
2057	в романах	2	1
2058	по образу	1	1
2059	по отдельным	1	1
2060	и пришел	1	1
2061	же он	1	1
2062	что-либо и	1	1
2063	удалось сделать	1	1
2064	человека но	5	1
2065	к господству	1	1
2066	изменения в	1	1
2067	играет огромную	1	1
2068	как со	1	1
2069	воля к	1	1
2070	нему и	1	1
2071	два полюса	1	1
2072	поверхности в	2	1
2073	и этим	2	1
2074	они одинаково	1	1
2075	мире в	1	1
2076	и разные	1	1
2077	истине и	1	1
2078	или человек	2	1
2079	будет ли	1	1
2080	может казаться	1	1
2081	тут не	1	1
2082	со своим	2	1
2083	чтобы получить	2	1
2084	не сознает	1	1
2085	этого пути	1	1
2086	миром вещей	1	1
2087	ценность в	1	1
2088	есть уже	8	1
2089	его был	2	1
2090	она никогда	3	1
2091	а на	1	1
2092	гармонии и	2	1
2093	а о	1	1
2094	не поддаются	1	1
2095	без остатка	1	1
2096	нельзя быть	1	1
2097	в эпоху	2	1
2098	он видел	1	1
2099	характер его	2	1
2100	сознания но	1	1
2101	свет и	2	1
2102	в обычном	2	1
2103	царство и	1	1
2104	с формальной	1	1
2105	обнаруживают в	1	1
2106	завершения в	1	1
2107	лишь с	1	1
2108	во имя	26	1
2109	говорят о	2	1
2110	не та	1	1
2111	существенно иное	2	1
2112	первый период	1	1
2113	так в	1	1
2114	в еще	1	1
2115	приведут к	1	1
2116	вернемся к	1	1
2117	его является	1	1
2118	ему как	3	1
2119	самое замечательное	1	1
2120	жизнь и	5	1
2121	с традиционной	1	1
2122	человека в	26	1
2123	указывали на	1	1
2124	во внутреннее	1	1
2125	существенное в	1	1
2126	ее он	2	1
2127	она связана	1	1
2128	сознание как	1	1
2129	будет видно	1	1
2130	центральная для	3	1
2131	происходит на	1	1
2132	человека все	1	1
2133	изучить его	1	1
2134	а от	3	1
2135	хотя с	1	1
2136	степени не	1	1
2137	с говорит	1	1
2138	по прямой	1	1
2139	вопроса принадлежит	1	1
2140	чем например	1	1
2141	я только	1	1
2142	не находит	1	1
2143	к тем	2	1
2144	думал что	1	1
2145	это более	1	1
2146	не очень	1	1
2147	выйти за	1	1
2148	здравому смыслу	1	1
2149	явлений в	1	1
2150	не статически	1	1
2151	стоит у	1	1
2152	эта аналогия	1	1
2153	не исчезает	1	1
2154	эта двойственность	1	1
2155	всех прежде	1	1
2156	и всех	1	1
2157	и самой	1	1
2158	есть явление	3	1
2159	вообще чем	1	1
2160	все та	1	1
2161	которых они	1	1
2162	знает и	1	1
2163	переходит на	1	1
2164	него и	3	1
2165	быть отнесена	1	1
2166	не осуществляется	1	1
2167	бесконечно важно	1	1
2168	есть необходимый	1	1
2169	и много	2	1
2170	что путь	2	1
2171	меня самого	1	1
2172	с поразительной	1	1
2173	быть у	1	1
2174	том только	1	1
2175	и прежде	1	1
2176	тех которые	2	1
2177	совершается у	1	1
2178	исследования о	1	1
2179	как мальчик	1	1
2180	как ему	1	1
2181	все было	1	1
2182	момент его	2	1
