N	2gram	Vygotskiy_	Narrotol
1306	мировой литературе	1	1
1307	одна и	2	1
1308	так легко	1	1
1309	тому и	1	1
1310	решительно все	1	1
1311	и наоборот	1	1
1312	им в	1	1
1313	если их	1	1
1314	это сделал	1	1
1315	есть его	1	1
1316	но мы	4	1
1317	что здесь	2	1
1318	заметить что	2	1
1319	нет и	1	1
1320	в споре	1	1
1321	подробности и	1	1
1322	событий в	3	1
1323	как время	1	1
1324	него можно	1	1
1325	увидим впоследствии	2	1
1326	моя мысль	1	1
1327	не за	1	1
1328	мы всякий	2	1
1329	роль не	1	1
1330	произведения и	1	1
1331	прилагаться к	1	1
1332	он бы	1	1
1333	нам и	1	1
1334	не знаем	2	1
1335	то она	1	1
1336	два слова	1	1
1337	переход к	2	1
1338	или читатель	1	1
1339	этого слова	5	1
1340	они еще	1	1
1341	деле в	1	1
1342	этот второй	3	1
1343	говоря не	1	1
1344	определяется не	1	1
1345	к новой	1	1
1346	т д	6	1
1347	главным образом	6	1
1348	внимания заслуживает	1	1
1349	у них	2	1
1350	рассказ и	4	1
1351	этими словами	3	1
1352	не из	1	1
1353	собой то	1	1
1354	моментов в	1	1
1355	тот же	5	1
1356	догадаться что	1	1
1357	указанием на	1	1
1358	не одним	1	1
1359	к началу	1	1
1360	что автор	6	1
1361	о каких	1	1
1362	конца как	1	1
1363	находятся в	2	1
1364	вниманию читателя	1	1
1365	всеми предыдущими	1	1
1366	на языке	1	1
1367	что оно	5	1
1368	значение в	1	1
1369	степени в	2	1
1370	и радость	1	1
1371	бы оказаться	1	1
1372	ничем не	3	1
1373	так как	13	1
1374	смысле что	1	1
1375	ему что	1	1
1376	основе своей	1	1
1377	любой из	1	1
1378	не понимал	1	1
1379	может не	1	1
1380	вперед и	1	1
1381	все так	1	1
1382	ряд других	1	1
1383	и было	2	1
1384	и критические	1	1
1385	о человеке	2	1
1386	фон для	3	1
1387	того как	4	1
1388	в первый	2	1
1389	уже в	1	1
1390	который бы	1	1
1391	предположение что	1	1
1392	нам не	2	1
1393	как сама	1	1
1394	же мере	2	1
1395	естественно что	1	1
1396	на кладбище	2	1
1397	которые все	1	1
1398	неизмеримо более	1	1
1399	просто человека	1	1
1400	и восприятия	1	1
1401	совершенно другим	1	1
1402	что теперь	1	1
1403	ее в	7	1
1404	где он	3	1
1405	в полном	4	1
1406	за реализацию	1	1
1407	указание на	1	1
1408	всего тем	1	1
1409	на мягкую	1	1
1410	нет это	1	1
1411	что каждый	1	1
1412	о ее	5	1
1413	в движение	1	1
1414	всеми последующими	1	1
1415	этой фразе	1	1
1416	в использовании	1	1
1417	сказано все	1	1
1418	за которой	2	1
1419	всех прочих	2	1
1420	и тревогой	1	1
1421	что ни	3	1
1422	перед читателем	1	1
1423	что является	1	1
1424	которое могло	1	1
1425	другой смысл	2	1
1426	указывает и	1	1
1427	за этим	3	1
1428	вся суть	1	1
1429	и где	2	1
1430	выводит из	1	1
1431	и которая	4	1
1432	и разрешается	1	1
1433	имело бы	1	1
1434	том виде	2	1
1435	не ограничивается	1	1
1436	здесь все	1	1
1437	которая составляет	2	1
1438	перед смертью	1	1
1439	с конца	2	1
1440	на тему	4	1
1441	контрасту с	1	1
1442	очень много	1	1
1443	в стороне	1	1
1444	случае не	1	1
1445	и без	2	1
1446	нас к	1	1
1447	по смыслу	2	1
1448	говоря мы	4	1
1449	виде в	1	1
1450	на рассказе	1	1
1451	возможно и	1	1
1452	которая представляет	1	1
1453	говорят о	1	1
1454	при таком	4	1
1455	есть только	3	1
1456	противном случае	1	1
1457	это происходит	1	1
1458	и я	3	1
1459	нравственной истины	1	1
1460	в такой	5	1
1461	у древних	2	1
1462	нисколько не	3	1
1463	жизни тогда	1	1
1464	и оно	1	1
1465	все слова	1	1
1466	определенного характера	2	1
1467	и смысл	1	1
1468	на его	2	1
1469	с другом	2	1
1470	то можно	1	1
1471	к вам	1	1
1472	одинаковой степени	1	1
1473	которая бы	1	1
1474	присущими ей	1	1
1475	ему как	1	1
1476	взятый в	1	1
1477	действующие лица	1	1
1478	как результат	1	1
1479	этот краткий	1	1
1480	бы это	5	1
1481	однако его	1	1
1482	жизнь и	2	1
1483	на свете	2	1
1484	предположить что	1	1
1485	он указывает	1	1
1486	обычно в	1	1
1487	том случае	4	1
1488	его словам	3	1
1489	от хронологической	1	1
1490	можно ответить	1	1
1491	рассказу как	1	1
1492	же с	2	1
1493	с самого	10	1
1494	которые могли	1	1
1495	и всеми	1	1
1496	история о	1	1
1497	же к	1	1
1498	как полагал	1	1
1499	гласит что	1	1
1500	случае если	4	1
1501	жизни для	1	1
1502	в самых	1	1
1503	рассказе может	1	1
1504	другими словами	1	1
1505	каждого слова	1	1
1506	так называемой	4	1
1507	как показывают	1	1
1508	любовная история	1	1
1509	ни один	1	1
1510	подошла к	1	1
1511	с совершенно	3	1
1512	и описана	1	1
1513	просто не	1	1
1514	мы должны	3	1
1515	в искусстве	2	1
1516	он однако	1	1
1517	характерно для	1	1
1518	и их	2	1
1519	плана в	4	1
1520	к области	1	1
1521	слова во	1	1
1522	к анализу	2	1
1523	оказывается что	2	1
1524	возможно а	1	1
1525	конечно в	3	1
1526	только у	1	1
1527	в нашей	2	1
1528	позиций которые	1	1
1529	одного слова	1	1
1530	уже видели	1	1
1531	только то	3	1
1532	хотя она	1	1
1533	с кем	2	1
1534	но напротив	1	1
1535	или как	2	1
1536	нам о	3	1
1537	разумеется в	1	1
1538	дело обстоит	1	1
1539	нам была	1	1
1540	все та	1	1
1541	полагал что	3	1
1542	жизни однако	1	1
1543	о действии	1	1
1544	что можно	1	1
1545	животных в	3	1
1546	но совершенно	4	1
1547	определена как	1	1
1548	самой своей	1	1
1549	в плане	4	1
1550	и благодаря	1	1
1551	и много	1	1
1552	благодаря этому	2	1
1553	они суть	1	1
1554	вызывает в	1	1
1555	в людях	1	1
1556	может показаться	1	1
1557	иначе он	1	1
1558	стороны может	1	1
1559	что изображает	1	1
1560	свидетельствуют о	1	1
1561	все еще	1	1
1562	просто и	3	1
1563	тоска в	1	1
1564	вот этот	1	1
1565	в разговоре	1	1
1566	надо было	3	1
1567	ничего подобного	2	1
1568	может и	1	1
1569	быть рассказана	1	1
1570	нас по	1	1
1571	место из	1	1
1572	однако все	1	1
1573	событий и	3	1
1574	для этого	9	1
1575	читаем что	1	1
1576	именно это	3	1
1577	а я	5	1
1578	к фабуле	2	1
1579	героического эпоса	1	1
1580	и совершенно	9	1
1581	им не	1	1
1582	и весело	1	1
1583	лессингу не	1	1
1584	есть не	2	1
1585	же самым	2	1
1586	говорит не	2	1
1587	его развертывание	1	1
