N	2gram	Propp_Morf	StatiiOP
1308	чтобы получить	1	1
1309	первом месте	1	1
1310	выразил эту	1	1
1311	вопрос а	1	1
1312	другого но	1	1
1313	эти сказки	1	1
1314	слова а	1	1
1315	к месту	3	1
1316	слова не	1	1
1317	функция а	1	1
1318	частей как	1	1
1319	зрения его	1	1
1320	от своих	1	1
1321	читателя в	1	1
1322	на каком	1	1
1323	задач и	1	1
1324	как эти	2	1
1325	всего и	1	1
1326	случается что	3	1
1327	материал хотя	1	1
1328	что элементы	1	1
1329	этого не	2	1
1330	с ними	1	1
1331	е персонажей	1	1
1332	и берет	1	1
1333	наших дней	2	1
1334	входить в	2	1
1335	уже очень	1	1
1336	на разные	1	1
1337	и где	1	1
1338	и которая	1	1
1339	исторической действительности	1	1
1340	и начинается	1	1
1341	некоторых случаях	1	1
1342	иногда совершенно	1	1
1343	и другое	1	1
1344	очень много	2	1
1345	ссылка на	1	1
1346	до наших	2	1
1347	собой определенную	1	1
1348	совершенно точно	1	1
1349	очень давно	1	1
1350	приходим к	3	1
1351	случаях когда	2	1
1352	эти две	1	1
1353	мнение что	1	1
1354	становится все	1	1
1355	перейти к	2	1
1356	на одном	1	1
1357	и со	1	1
1358	и могут	1	1
1359	без рассмотрения	1	1
1360	только и	1	1
1361	право на	2	1
1362	в точности	5	1
1363	отвечает не	1	1
1364	он приводит	2	1
1365	форма в	3	1
1366	вследствие чего	1	1
1367	то можно	5	1
1368	совершенно особое	1	1
1369	после всех	1	1
1370	они есть	1	1
1371	как все	1	1
1372	можно утверждать	1	1
1373	ко всему	1	1
1374	доказательств что	2	1
1375	но такой	1	1
1376	иную форму	2	1
1377	обычно в	2	1
1378	том случае	3	1
1379	же из	1	1
1380	имеют и	1	1
1381	наука о	2	1
1382	образом мы	7	1
1383	узнает о	3	1
1384	ко второму	1	1
1385	если до	1	1
1386	у кого	1	1
1387	будет видно	1	1
1388	нас но	1	1
1389	что пока	2	1
1390	значение но	1	1
1391	в руки	4	1
1392	этих персонажей	1	1
1393	на той	2	1
1394	как уже	3	1
1395	д как	4	1
1396	одну из	1	1
1397	однако если	1	1
1398	тому как	5	1
1399	здесь можно	5	1
1400	поставить точку	1	1
1401	группируются вокруг	1	1
1402	в лесу	2	1
1403	облик и	1	1
1404	мало а	1	1
1405	к тем	1	1
1406	не с	2	1
1407	села на	1	1
1408	№ за	1	1
1409	есть и	4	1
1410	пор не	1	1
1411	мы пока	2	1
1412	или другого	1	1
1413	оказывается что	1	1
1414	имеем здесь	1	1
1415	особый вид	2	1
1416	этим может	1	1
1417	у нее	2	1
1418	или как	1	1
1419	с двумя	2	1
1420	в большинстве	3	1
1421	на смерть	1	1
1422	и всякая	1	1
1423	означает что	3	1
1424	этой схемы	1	1
1425	это один	1	1
1426	рассматривать как	1	1
1427	сравним далее	1	1
1428	очень велико	1	1
1429	бой с	2	1
1430	верил в	1	1
1431	как их	2	1
1432	с различными	1	1
1433	этого нет	2	1
1434	что подобные	1	1
1435	раза в	1	1
1436	изучения и	1	1
1437	и много	1	1
1438	говорилось выше	1	1
1439	этим же	2	1
1440	все содержание	1	1
1441	особые приемы	1	1
1442	примерами в	1	1
1443	и пепел	1	1
1444	ее из	2	1
1445	иначе можно	1	1
1446	в высшей	1	1
1447	брат и	1	1
1448	и людмила	1	1
1449	эту мысль	1	1
1450	по плечу	1	1
1451	же в	3	1
1452	другой и	1	1
1453	все еще	3	1
1454	который для	1	1
1455	в создании	1	1
1456	известной степени	1	1
1457	их на	2	1
1458	является ли	1	1
1459	само собой	1	1
1460	эти вторые	1	1
1461	если она	2	1
1462	интерес для	1	1
1463	всегда так	1	1
1464	в лице	1	1
1465	упомянуть о	2	1
1466	силу и	1	1
1467	не можем	1	1
1468	быть выражено	1	1
1469	есть не	1	1
1470	а н	1	1
1471	можно указать	3	1
1472	совершается в	2	1
1473	здесь этот	1	1
