N	2gram	Tiupa_Lite	Formalny
1293	тынянов не	1	1
1294	ли не	7	1
1295	ничто в	1	1
1296	что такой	1	1
1297	состоит из	1	1
1298	причастность к	5	1
1299	речь в	2	1
1300	на внутреннюю	1	1
1301	о вмешательстве	1	1
1302	его дела	1	1
1303	поэзии и	3	1
1304	который не	1	1
1305	своего предмета	1	1
1306	в итоге	2	1
1307	знает что	1	1
1308	которая не	2	1
1309	приемов это	1	1
1310	первой главе	1	1
1311	футуризм в	1	1
1312	к которой	1	1
1313	по крайней	2	1
1314	слова к	1	1
1315	фразы и	1	1
1316	ориентация на	1	1
1317	принадлежит ему	1	1
1318	нет ничего	2	1
1319	важен лишь	1	1
1320	и творчество	1	1
1321	этому поводу	1	1
1322	или сам	1	1
1323	лишь частным	1	1
1324	не обнажает	1	1
1325	и состоит	2	1
1326	типа все	1	1
1327	восприятия а	1	1
1328	творческий акт	2	1
1329	адекватное восприятие	1	1
1330	в историю	1	1
1331	приема с	1	1
1332	в слово	1	1
1333	такую же	1	1
1334	искусства есть	1	1
1335	его существования	1	1
1336	в становлении	2	1
1337	задний план	1	1
1338	своем внутреннем	1	1
1339	таковы что	1	1
1340	быть не	2	1
1341	но лишь	4	1
1342	тех пор	2	1
1343	не сам	2	1
1344	приходится преодолевать	1	1
1345	остается только	1	1
1346	те или	1	1
1347	искусства что	1	1
1348	к исторической	2	1
1349	впрочем и	1	1
1350	которую он	1	1
1351	к делу	1	1
1352	вслед за	1	1
1353	а те	1	1
1354	объективном мире	1	1
1355	и друзей	1	1
1356	что произведение	1	1
1357	в новых	1	1
1358	тогда как	20	1
1359	еще один	1	1
1360	в творчестве	2	1
1361	как будет	1	1
1362	возражение против	1	1
1363	автора в	2	1
1364	к непосредственному	1	1
1365	мышления но	1	1
1366	впервые в	2	1
1367	событий в	1	1
1368	в объекте	1	1
1369	предполагает высокую	1	1
1370	мог бы	1	1
1371	нуждался в	1	1
1372	моментом самого	1	1
1373	из первых	1	1
1374	в образе	1	1
1375	за пределами	1	1
1376	для уяснения	1	1
1377	своих врагов	1	1
1378	конструктивные принципы	1	1
1379	к прошлому	1	1
1380	взаимодействия с	1	1
1381	отражения в	1	1
1382	столько в	1	1
1383	каждый творческий	1	1
1384	с познанием	1	1
1385	художественным творчеством	1	1
1386	культуры как	1	1
1387	ограничение его	1	1
1388	теперь уже	1	1
1389	реальность в	1	1
1390	мира не	1	1
1391	ее законов	1	1
1392	движения и	1	1
1393	вяч иванова	1	1
1394	не будучи	1	1
1395	во внутреннем	1	1
1396	внешнее и	1	1
1397	чуть ли	2	1
1398	всего является	1	1
1399	в художественных	1	1
1400	для россии	1	1
1401	формы не	1	1
1402	автора а	2	1
1403	сторону жизни	1	1
1404	с предшествующим	1	1
1405	реальности ибо	1	1
1406	их собственного	1	1
1407	проникает в	1	1
1408	поэтому что	1	1
1409	выходом из	1	1
1410	не поддается	2	1
1411	людей эти	1	1
1412	мир в	5	1
1413	словом не	1	1
1414	объяснений и	1	1
1415	того как	1	1
1416	сколько в	1	1
1417	как наиболее	1	1
1418	для друга	2	1
1419	как особого	1	1
1420	художественного задания	1	1
1421	всего построения	1	1
1422	воли в	1	1
1423	еще и	3	1
1424	которых он	1	1
1425	игра с	1	1
1426	внешнем мире	1	1
1427	и поэтики	1	1
1428	в жизнь	2	1
1429	и всегда	2	1
1430	в полном	1	1
1431	бытие и	1	1
1432	данной художественной	1	1
1433	и странным	1	1
1434	другого но	1	1
1435	превратиться в	1	1
1436	и продолжает	1	1
1437	слова а	1	1
1438	к месту	1	1
1439	читателя в	2	1
1440	же именно	1	1
1441	просто как	1	1
1442	жизни это	1	1
1443	этого не	2	1
1444	что к	1	1
1445	без остатка	3	1
1446	как герой	1	1
1447	а также	5	1
1448	существует как	1	1
1449	от камня	1	1
1450	и где	1	1
1451	нас только	1	1
1452	время здесь	1	1
1453	центр внимания	1	1
1454	иного рода	1	1
1455	это еще	1	1
1456	служить лишь	1	1
1457	в бытии	1	1
1458	в ту	1	1
1459	самой в	1	1
1460	а то	2	1
1461	что сами	1	1
1462	он один	3	1
1463	при которой	1	1
1464	между собою	1	1
1465	глаз на	1	1
1466	положение в	1	1
1467	органической связи	1	1
1468	и единственным	1	1
1469	социально значимый	1	1
1470	с той	1	1
1471	не подлежит	1	1
1472	сам является	1	1
1473	этих и	1	1
1474	если и	1	1
1475	есть в	1	1
1476	но по	2	1
1477	а их	1	1
1478	художника как	2	1
1479	на одном	1	1
1480	остается лишь	1	1
1481	и всякой	1	1
1482	системы как	1	1
1483	с литературной	1	1
1484	в ссср	1	1
1485	и художественного	2	1
1486	для которого	1	1
1487	вследствие чего	1	1
1488	но особенно	1	1
1489	дело и	1	1
1490	путь к	2	1
1491	ему как	1	1
1492	на другого	2	1
1493	а так	1	1
1494	не все	1	1
1495	руки и	1	1
1496	быть от	1	1
1497	остается вне	1	1
1498	с одинаковым	1	1
1499	достаточно вспомнить	1	1
1500	этой книге	3	1
1501	критиков и	1	1
1502	этого он	1	1
1503	художника а	1	1
1504	в г	1	1
1505	и внутреннее	1	1
1506	быть наиболее	1	1
1507	эпохи с	1	1
1508	это конечно	1	1
1509	что от	1	1
1510	за то	2	1
1511	до тех	2	1
1512	мы получим	1	1
1513	на задний	1	1
1514	мотива с	1	1
1515	культуре и	2	1
1516	также и	3	1
1517	с категорией	1	1
1518	для кого	1	1
1519	мы узнаем	1	1
1520	характерный для	2	1
1521	и такую	1	1
1522	есть всегда	1	1
1523	цену жизни	1	1
1524	теперь начинает	1	1
1525	к тем	1	1
1526	элементов а	1	1
1527	всякая иная	2	1
1528	есть и	1	1
1529	а прежде	1	1
1530	искусством и	1	1
1531	русскую литературу	1	1
1532	частности в	1	1
1533	целого в	1	1
1534	в трех	1	1
1535	литературного быта	1	1
1536	в начале	4	1
1537	говоря о	1	1
1538	в нашей	2	1
1539	резко отличается	1	1
1540	как явление	1	1
1541	и времени	1	1
1542	художественной культуре	2	1
1543	человека с	1	1
1544	особенность художественной	1	1
1545	собственно говоря	1	1
1546	развивается в	1	1
1547	герой не	1	1
1548	пространства и	1	1
1549	еще на	1	1
1550	полагал что	2	1
1551	могло быть	2	1
1552	и неизбежно	1	1
1553	уже тогда	1	1
1554	например а	1	1
1555	а скорее	2	1
1556	последовательно и	1	1
1557	вообще является	1	1
1558	пути к	1	1
1559	это работа	2	1
1560	отрывается от	1	1
1561	дня и	1	1
1562	в общественном	1	1
1563	может показаться	1	1
1564	на рубеже	4	1
1565	над смыслом	1	1
1566	бытия и	1	1
1567	вполне допускает	1	1
1568	перемещается в	1	1
1569	все еще	2	1
1570	вовлечен в	1	1
1571	право на	4	1
1572	не изображаемого	1	1
1573	субъективность но	1	1
1574	вот этот	1	1
1575	и новые	1	1
1576	ни был	2	1
1577	а эти	1	1
1578	остались в	1	1
1579	технических средств	1	1
1580	художественное творчество	2	1
1581	невозможно да	1	1
1582	специфической социальной	1	1
1583	можно указать	1	1
1584	здесь этот	1	1
1585	и второго	1	1
1586	языков но	1	1
