N	2gram	Vinokur_Ku	Analitik
1304	а главное	3	1
1305	нам только	1	1
1306	одно слово	1	1
1307	нет не	1	1
1308	меньшей степени	2	1
1309	между собою	3	1
1310	в названии	1	1
1311	ее полные	1	1
1312	самый блестящий	1	1
1313	сущности не	1	1
1314	лишь по	1	1
1315	себя но	1	1
1316	таков например	1	1
1317	можно только	1	1
1318	уже на	3	1
1319	бы ошибочно	1	1
1320	эта фраза	2	1
1321	от нее	1	1
1322	на деле	2	1
1323	собственном смысле	1	1
1324	слов о	2	1
1325	а потому	6	1
1326	быть только	3	1
1327	например и	1	1
1328	и против	2	1
1329	он уже	1	1
1330	мы встречаем	1	1
1331	в последнем	2	1
1332	они и	1	1
1333	этой проблемы	1	1
1334	не мешает	1	1
1335	словом которое	1	1
1336	по определению	1	1
1337	представить себе	1	1
1338	не убита	1	1
1339	имело место	1	1
1340	и сейчас	3	1
1341	как содержание	1	1
1342	в основном	1	1
1343	от такой	1	1
1344	и прочих	2	1
1345	будто в	1	1
1346	ср с	1	1
1347	здесь слово	1	1
1348	теперь в	1	1
1349	структурные моменты	1	1
1350	традиции эта	1	1
1351	же образом	2	1
1352	всей совокупности	1	1
1353	до некоторой	1	1
1354	это уже	1	1
1355	фактов и	2	1
1356	целого ряда	1	1
1357	а природа	1	1
1358	на таких	1	1
1359	этот не	2	1
1360	в действии	1	1
1361	в область	2	1
1362	в западных	1	1
1363	все те	3	1
1364	речи как	1	1
1365	с внешней	1	1
1366	их как	2	1
1367	для них	2	1
1368	кухни и	1	1
1369	и делает	1	1
1370	однако он	2	1
1371	самого по	1	1
1372	следует искать	1	1
1373	мы встречаемся	1	1
1374	выбирать между	1	1
1375	не на	4	1
1376	как с	2	1
1377	и строго	1	1
1378	этого процесса	2	1
1379	о природе	1	1
1380	должна уступить	1	1
1381	в некое	1	1
1382	конечно и	3	1
1383	и любовное	1	1
1384	однако мы	1	1
1385	выше следует	1	1
1386	наблюдений над	1	1
1387	в наших	1	1
1388	явлений в	2	1
1389	что существенно	1	1
1390	основанием для	2	1
1391	том виде	1	1
1392	вот и	1	1
1393	грамматическая форма	1	1
1394	чего следует	1	1
1395	обращается к	1	1
1396	функцией в	1	1
1397	языка является	1	1
1398	лишь к	2	1
1399	борьбы и	1	1
1400	которые к	1	1
1401	к которым	1	1
1402	присутствует в	1	1
1403	также не	1	1
1404	как не	4	1
1405	вряд ли	5	1
1406	и так	1	1
1407	до полной	1	1
1408	с полной	1	1
1409	в которых	8	1
1410	том смысле	2	1
1411	после революции	1	1
1412	эту сторону	1	1
1413	так называемая	2	1
1414	он есть	3	1
1415	собою в	1	1
1416	это всего	2	1
1417	русского и	1	1
1418	том как	3	1
1419	хотел бы	1	1
1420	которого не	2	1
1421	себе чтобы	1	1
1422	на их	1	1
1423	нет в	2	1
1424	что вообще	1	1
1425	же есть	2	1
1426	кроме одной	1	1
1427	аналогии с	3	1
1428	слов которые	1	1
1429	в любой	1	1
1430	к той	1	1
1431	случае как	1	1
1432	они по	1	1
1433	смысле что	2	1
1434	эти стилистически	1	1
1435	является для	1	1
1436	ни на	1	1
1437	или иное	2	1
1438	в прозе	1	1
1439	ему принадлежит	1	1
1440	синтаксис в	1	1
1441	виду не	2	1
1442	а если	5	1
1443	в последней	1	1
1444	это понятие	1	1
1445	последнего несколько	1	1
1446	читать и	1	1
1447	этой традиции	1	1
1448	существу всякая	1	1
1449	зрения как	1	1
1450	на той	1	1
1451	сопоставлении с	1	1
1452	на том	4	1
1453	по земле	1	1
1454	отсутствии в	1	1
1455	только мы	1	1
1456	это все	2	1
1457	явления и	1	1
1458	если для	1	1
1459	с а	1	1
1460	а может	1	1
1461	не до	1	1
1462	тезис о	1	1
1463	одном лице	1	1
1464	в современном	3	1
1465	отличаясь от	1	1
1466	слова и	8	1
1467	и уже	2	1
1468	столько к	1	1
1469	и теперь	1	1
1470	всякого иного	1	1
1471	всего на	1	1
1472	для меня	1	1
1473	то все	1	1
1474	но основной	1	1
1475	и вся	1	1
1476	не могло	1	1
1477	не носит	1	1
1478	значение для	1	1
1479	и два	1	1
1480	в это	3	1
1481	в университете	1	1
1482	отношении к	1	1
1483	чаще всего	2	1
1484	этот переход	1	1
1485	этим словом	1	1
1486	силы в	1	1
1487	нимало не	1	1
1488	смысл в	2	1
1489	частности и	1	1
1490	целый ряд	8	1
1491	ни были	3	1
1492	нечего делать	1	1
1493	случае с	1	1
1494	и повествовательная	1	1
1495	научного языка	1	1
1496	в совершенно	2	1
1497	в истории	3	1
1498	звуков в	2	1
1499	не выходят	1	1
1500	так называемого	1	1
1501	в каком	6	1
1502	самом широком	2	1
1503	еще один	3	1
1504	быть это	1	1
1505	же рода	1	1
1506	с отвращением	1	1
1507	связанных с	2	1
1508	потому и	1	1
1509	жизни по	1	1
1510	имеем в	1	1
1511	же только	1	1
1512	претендовать на	1	1
1513	имею в	2	1
1514	что здесь	1	1
1515	и там	2	1
1516	переход от	4	1
1517	в данной	1	1
1518	как некое	1	1
1519	ее не	1	1
1520	в сфере	3	1
1521	если мы	5	1
1522	рассказа что	1	1
1523	только одна	1	1
1524	то для	2	1
1525	к коллективному	1	1
1526	конца и	1	1
1527	хотим мы	1	1
1528	их с	1	1
1529	нельзя в	1	1
1530	хорошо известный	1	1
1531	крутой поворот	2	1
1532	на улице	2	1
1533	в каждый	1	1
1534	бы сказать	3	1
1535	синтаксически и	1	1
1536	того с	1	1
1537	разговорного языка	1	1
1538	л толстой	1	1
1539	языка но	3	1
1540	со словом	3	1
1541	мышление в	1	1
1542	свою силу	1	1
1543	одного только	1	1
1544	под сомнение	1	1
1545	для достижения	1	1
1546	а вовсе	1	1
1547	ее содержание	1	1
1548	даже для	2	1
1549	на этих	1	1
1550	так называемое	1	1
1551	и н	1	1
1552	в стилистическом	1	1
1553	и после	1	1
1554	терминология в	1	1
1555	из него	1	1
1556	от степени	1	1
1557	то или	3	1
1558	не будучи	1	1
1559	точку зрения	2	1
1560	рассчитан на	1	1
1561	всех присутствующих	1	1
1562	д и	3	1
1563	строя в	1	1
1564	человека но	1	1
1565	из этой	1	1
1566	он должен	2	1
1567	не выдерживает	1	1
1568	к лицу	1	1
1569	по мнению	1	1
1570	связан с	2	1
1571	именно к	1	1
1572	не проходит	1	1
1573	и идет	1	1
1574	своей первой	1	1
1575	но оно	2	1
1576	но на	1	1
1577	в более	2	1
1578	если с	1	1
1579	что оно	6	1
1580	когда речь	1	1
1581	выходит за	2	1
1582	ничем не	1	1
1583	многих других	1	1
1584	любой из	1	1
1585	поскольку мы	1	1
1586	но прежде	1	1
1587	что раз	1	1
1588	этот процесс	1	1
1589	принадлежит и	1	1
1590	время все	1	1
1591	сам он	1	1
1592	делает их	1	1
1593	того как	6	1
1594	мне не	2	1
1595	и уж	1	1
1596	слово а	1	1
1597	это естественно	2	1
1598	и просил	1	1
1599	и другая	1	1
1600	пор как	1	1
1601	бы на	4	1
1602	этого определения	1	1
1603	части романа	1	1
1604	об игре	1	1
1605	не значит	2	1
1606	i в	1	1
1607	для данной	3	1
1608	этих слов	1	1
1609	к ответу	1	1
1610	что собственно	1	1
1611	же явления	1	1
1612	то мы	4	1
1613	сознания и	1	1
1614	лицом к	2	1
1615	чем он	1	1
1616	из фраз	1	1
1617	этих замечаний	1	1
1618	черта в	1	1
1619	счетом ничего	1	1
1620	есть уже	1	1
1621	содержат в	1	1
1622	за которой	1	1
1623	что действительно	1	1
1624	и некоторых	1	1
1625	как история	2	1
1626	материал для	1	1
1627	от друга	1	1
1628	внутренняя речь	1	1
1629	бы ничего	1	1
1630	на юге	1	1
1631	сюжета а	1	1
1632	когда оно	2	1
1633	слова которые	1	1
1634	первым и	1	1
1635	его собственном	1	1
1636	речи ее	1	1
1637	за этим	2	1
1638	сомневаться что	1	1
1639	можно быть	1	1
1640	нейтральное к	1	1
1641	было в	2	1
1642	и развитие	1	1
1643	позицию по	1	1
1644	природа которая	1	1
1645	такое слово	1	1
1646	язык может	1	1
1647	полный и	1	1
1648	к г	2	1
1649	изучаемого явления	1	1
1650	чтобы быть	2	1
1651	духовной культуры	2	1
1652	фактам но	1	1
1653	когда на	1	1
1654	например или	1	1
1655	ничего более	1	1
1656	как она	1	1
1657	не подлежит	1	1
1658	помнить что	1	1
1659	и вовсе	7	1
1660	этот раз	1	1
1661	а их	1	1
1662	является не	1	1
1663	как можно	2	1
1664	имеется в	1	1
1665	все времена	2	1
1666	языка по	1	1
1667	на смежные	1	1
1668	жизнью в	1	1
1669	же имеет	1	1
1670	сразу же	1	1
1671	что им	1	1
1672	в ссср	1	1
1673	мы находим	2	1
1674	только и	3	1
1675	нисколько не	6	1
1676	понимается здесь	1	1
1677	но уже	6	1
1678	немецкое в	1	1
1679	в каждой	1	1
1680	научного сознания	1	1
1681	традиции по	1	1
1682	к любому	1	1
1683	говорит об	1	1
1684	пушкина на	1	1
1685	ничего нельзя	1	1
1686	а так	1	1
1687	к какому-либо	2	1
1688	и вообще	1	1
1689	можно утверждать	1	1
1690	акте понимания	1	1
1691	становится не	1	1
1692	войны и	1	1
1693	выражение и	1	1
1694	на них	1	1
1695	сказать и	1	1
1696	в стиле	1	1
1697	предположить что	2	1
1698	в г	3	1
1699	реагирует на	1	1
1700	том случае	3	1
1701	также что	2	1
1702	что очень	1	1
1703	и других	1	1
1704	вероятно не	1	1
1705	наука о	3	1
1706	на усилия	1	1
1707	xx века	1	1
1708	в предисловии	1	1
1709	имя с	3	1
1710	смысл данного	1	1
1711	как иногда	1	1
1712	а его	1	1
1713	усомниться в	1	1
1714	случае если	3	1
1715	объекта здесь	1	1
1716	в наши	2	1
1717	в самых	1	1
1718	первая половина	1	1
1719	рука не	1	1
1720	который мы	2	1
1721	здесь только	2	1
1722	собою как	1	1
1723	обстоит дело	1	1
1724	на периферии	1	1
1725	есть нечто	2	1
1726	из антиномии	1	1
1727	быть и	1	1
1728	связана с	1	1
1729	в него	1	1
1730	а по	1	1
1731	эта сторона	1	1
1732	наоборот в	2	1
1733	есть и	1	1
1734	здесь очевидно	1	1
1735	перевод с	1	1
1736	в науке	4	1
1737	оказывается что	1	1
1738	и действительное	1	1
1739	так называемыми	1	1
1740	стилистическом отношении	1	1
1741	только такие	1	1
1742	этот факт	1	1
1743	совершенно новый	1	1
1744	даже при	1	1
1745	только то	2	1
1746	с породившим	1	1
1747	вы не	1	1
1748	у нее	1	1
1749	как то	2	1
1750	при всем	1	1
1751	признать что	1	1
1752	одни из	1	1
1753	за которыми	1	1
1754	ставит себе	2	1
1755	сказать на	1	1
1756	этого не	5	1
1757	поскольку оно	2	1
1758	или еще	1	1
1759	бы послужить	1	1
1760	что можно	4	1
1761	данный род	1	1
1762	частный случай	1	1
1763	в книге	1	1
1764	что если	4	1
1765	в большой	1	1
1766	иных случаях	3	1
1767	все больше	1	1
1768	чужое и	1	1
1769	ней еще	1	1
1770	с пушкиным	1	1
1771	это также	1	1
1772	в театре	1	1
1773	и продолжая	1	1
1774	выражения в	1	1
1775	этом и	1	1
1776	связи между	1	1
1777	литературе не	1	1
1778	этом понимании	1	1
1779	выход в	1	1
1780	действительно не	1	1
1781	понять что	1	1
1782	друг от	1	1
1783	что о	1	1
1784	внимание не	2	1
1785	другой и	1	1
1786	присутствуют в	1	1
1787	язык в	7	1
1788	во-первых не	1	1
1789	в виде	1	1
1790	свою речь	3	1
1791	выступает не	1	1
1792	можно обозначить	1	1
1793	это в	1	1
1794	является ли	2	1
1795	конце концов	3	1
1796	не это	1	1
1797	он видел	1	1
1798	возможна только	1	1
1799	знания не	1	1
1800	дело обстоит	1	1
1801	в лице	1	1
1802	само по	6	1
1803	они приобретают	1	1
1804	литературы во	1	1
1805	словами в	1	1
1806	пять лет	1	1
1807	являются наиболее	1	1
1808	его обычной	1	1
