N	2gram	Bakhtin_KF	Myslijsy
1307	бесконечное множество	1	1
1308	смысл в	3	1
1309	в мир	2	1
1310	понятием и	1	1
1311	есть определенный	1	1
1312	мысли все	1	1
1313	всех отношениях	2	1
1314	нет в	4	1
1315	нее это	1	1
1316	жизни что	1	1
1317	связанных с	1	1
1318	и действительным	2	1
1319	своим содержанием	1	1
1320	к следующему	1	1
1321	своей жизни	1	1
1322	что ее	1	1
1323	знающего только	1	1
1324	субъектом и	1	1
1325	лучше всего	1	1
1326	его для	1	1
1327	из пределов	1	1
1328	течение жизни	2	1
1329	не стоит	1	1
1330	а совокупность	1	1
1331	мышление в	1	1
1332	лицо с	1	1
1333	к предмету	1	1
1334	какие бы	1	1
1335	является только	1	1
1336	не переходит	1	1
1337	котором оно	1	1
1338	в корне	3	1
1339	в настоящее	1	1
1340	который и	1	1
1341	другого и	2	1
1342	только относительно	1	1
1343	или другой	1	1
1344	в объективное	1	1
1345	меня не	4	1
1346	нет сомнения	1	1
1347	я то	1	1
1348	как к	2	1
1349	именно к	1	1
1350	сознание может	1	1
1351	влечет за	1	1
1352	и развивается	2	1
1353	и иначе	1	1
1354	другим как	1	1
1355	мир в	12	1
1356	она остается	1	1
1357	второй половине	1	1
1358	непосредственной близости	1	1
1359	мысль моя	1	1
1360	противоречия и	1	1
1361	стороны нет	1	1
1362	смысле можно	1	1
1363	должно происходить	1	1
1364	имеет только	1	1
1365	для всего	1	1
1366	в соответствующих	1	1
1367	единства и	2	1
1368	нашей точки	1	1
1369	содержание не	2	1
1370	с нашей	1	1
1371	день и	1	1
1372	из предшествующего	1	1
1373	здесь в	1	1
1374	имеет смысла	1	1
1375	нет это	1	1
1376	ее содержания	1	1
1377	план и	1	1
1378	им с	1	1
1379	вложена в	1	1
1380	основана на	1	1
1381	различия между	1	1
1382	и смысл	2	1
1383	его действительности	1	1
1384	жизни это	1	1
1385	и другую	1	1
1386	бытия по	1	1
1387	остается и	1	1
1388	и всякое	1	1
1389	за этим	1	1
1390	можно быть	1	1
1391	что историческое	1	1
1392	места в	4	1
1393	в бытии	26	1
1394	ней в	1	1
1395	жизни может	1	1
1396	противоречие между	1	1
1397	более что	1	1
1398	лишь с	2	1
1399	чувство желание	1	1
1400	им и	1	1
1401	но нельзя	1	1
1402	ибо если	1	1
1403	а их	1	1
1404	можно выразить	1	1
1405	содержание только	1	1
1406	определяет его	1	1
1407	мира и	4	1
1408	этим самым	1	1
1409	отсюда ясно	1	1
1410	в противопоставлении	1	1
1411	эти стороны	1	1
1412	суждения как	1	1
1413	а за	1	1
1414	себя или	2	1
1415	содержанию как	1	1
1416	для нашей	1	1
1417	положение закон	1	1
1418	целого и	1	1
1419	было ни	1	1
1420	и противоречие	1	1
1421	ему дана	1	1
1422	стороны своего	1	1
1423	жизнь и	2	1
1424	ко мне	6	1
1425	бы его	1	1
1426	произнесенное слово	1	1
1427	но его	1	1
1428	тона с	1	1
1429	ко всему	5	1
1430	того или	3	1
1431	области и	3	1
1432	а косвенно	1	1
1433	он ни	2	1
1434	а просто	1	1
1435	все человеческое	1	1
1436	всю свою	1	1
1437	в основных	1	1
1438	не решает	1	1
1439	этот человек	1	1
1440	дело когда	2	1
1441	язык гораздо	1	1
1442	и ни	3	1
1443	быть к	1	1
1444	познанным и	1	1
1445	полученное этим	1	1
1446	ее жизни	3	1
1447	еще менее	1	1
1448	просто не	1	1
1449	но эстетическое	1	1
1450	него хотя	1	1
1451	субъективного и	1	1
1452	а по	2	1
1453	иметь его	1	1
1454	конечно в	2	1
1455	этих мыслей	1	1
1456	закон но	1	1
1457	и то-то	1	1
1458	лишь как	3	1
1459	нем но	1	1
1460	во мне	3	1
1461	и т.д	4	1
1462	еще на	1	1
1463	бы по	1	1
1464	в каких	1	1
1465	необходимом отношении	1	1
1466	из жизни	1	1
1467	тоне но	1	1
1468	нами и	1	1
1469	и время	2	1
1470	должен знать	1	1
1471	что сколько	1	1
1472	что подобные	1	1
1473	далеко от	1	1
1474	нужно помнить	1	1
1475	место не	2	1
1476	только общие	1	1
1477	состав и	1	1
1478	ней все	1	1
1479	лежит вне	1	1
1480	в категориях	4	1
1481	и необходимое	1	1
1482	выражен в	1	1
1483	бы эта	1	1
1484	совершенно иначе	1	1
1485	его определение	1	1
1486	к пониманию	1	1
1487	само это	1	1
1488	но о	1	1
1489	будет что	1	1
1490	актом познания	1	1
1491	одном только	1	1
1492	чем та	1	1
1493	своей самостоятельности	1	1
1494	она бы	1	1
1495	и определенная	1	1
1496	содержание чем	1	1
1497	где есть	1	1
1498	она действительно	1	1
1499	в чисто	1	1
1500	жизнью и	1	1
1501	все силы	1	1
1502	и иные	1	1
1503	возможна только	1	1
