N	2gram	Propp_Isto	Dialekti
1328	конечно нас	1	1
1329	дадут нам	1	1
1330	оно так	1	1
1331	и стали	1	1
1332	все богатство	1	1
1333	вовнутрь этой	1	1
1334	приходит к	4	1
1335	в брак	4	1
1336	этим не	2	1
1337	образом что	1	1
1338	что одно	1	1
1339	более нужно	1	1
1340	с двенадцатью	1	1
1341	перед ним	2	1
1342	но этот	1	1
1343	друг на	2	1
1344	уже ясно	1	1
1345	нечто отличное	1	1
1346	и новая	1	1
1347	о природе	1	1
1348	пока совершенно	1	1
1349	об исторических	1	1
1350	совершенно ясна	2	1
1351	бога и	1	1
1352	эти более	1	1
1353	но возможна	1	1
1354	они есть	1	1
1355	почему и	1	1
1356	чтобы они	1	1
1357	него не	1	1
1358	этого обряда	2	1
1359	в обрядах	1	1
1360	том чтобы	3	1
1361	следующим образом	4	1
1362	за него	4	1
1363	он а	1	1
1364	увидим в	1	1
1365	однако одно	1	1
1366	как от	1	1
1367	горы мы	1	1
1368	ясным из	1	1
1369	богов и	1	1
1370	из трех	1	1
1371	ничего особенного	1	1
1372	велика и	1	1
1373	отличается тем	1	1
1374	оказалось роковым	1	1
1375	наблюдать и	1	1
1376	здесь идет	1	1
1377	того можно	1	1
1378	он так	1	1
1379	в заключение	1	1
1380	быть с	1	1
1381	от ее	1	1
1382	представлениями о	3	1
1383	точно выражает	1	1
1384	в подобных	1	1
1385	свою голову	1	1
1386	совершенно иными	1	1
1387	не происходит	3	1
1388	и весь	1	1
1389	стороны для	1	1
1390	есть другое	1	1
1391	и оба	1	1
1392	и ранний	1	1
1393	часто так	1	1
1394	этого может	2	1
1395	к их	1	1
1396	так можно	1	1
1397	так она	1	1
1398	о семи	1	1
1399	после того	6	1
1400	вопрос не	2	1
1401	и спасения	1	1
1402	один пример	1	1
1403	и всей	1	1
1404	жить в	3	1
1405	бросил ее	2	1
1406	целом итак	1	1
1407	собой в	1	1
1408	впадает в	1	1
1409	искусство в	1	1
1410	предполагают что	3	1
1411	к себе	4	1
1412	при переходе	3	1
1413	первые три	1	1
1414	это ведьма	1	1
1415	прийти к	1	1
1416	становится ясной	1	1
1417	и мертвые	1	1
1418	но такой	1	1
1419	все новые	2	1
1420	него самого	2	1
1421	и думает	1	1
1422	почему в	1	1
1423	образ в	1	1
1424	он все	1	1
1425	и заменили	1	1
1426	и за	1	1
1427	и через	2	1
1428	и холод	1	1
1429	это верно	1	1
1430	место для	1	1
1431	и мертвых	1	1
1432	я знаю	2	1
1433	и неожиданный	1	1
1434	они будут	1	1
1435	другое в	1	1
1436	от такого	1	1
1437	по каким	1	1
1438	что между	4	1
1439	не простая	1	1
1440	чего он	1	1
1441	видит в	3	1
1442	на коня	1	1
1443	что момент	1	1
1444	сыну и	1	1
1445	бывает очень	1	1
1446	положение и	1	1
1447	ли и	2	1
1448	и проходит	1	1
1449	утверждение что	1	1
1450	область где	1	1
1451	по дороге	3	1
1452	борьбы с	1	1
1453	света а	1	1
1454	не получается	1	1
1455	всех его	2	1
1456	особой организации	1	1
1457	что за	3	1
1458	ей существа	1	1
1459	о смерти	5	1
1460	и всю	1	1
1461	этого можно	1	1
1462	что заставляет	2	1
1463	сказать чтобы	1	1
1464	вопрос почему	1	1
1465	и по-видимому	2	1
1466	бог с	1	1
1467	с коня	3	1
1468	она а	1	1
1469	без него	1	1
1470	не вытекает	1	1
1471	спрашивается что	1	1
1472	имеет никаких	1	1
1473	с отцом	1	1
1474	самое и	1	1
1475	все окружающее	1	1
1476	долго и	2	1
1477	и перед	1	1
1478	ее сердце	1	1
1479	не соответствующую	1	1
1480	с женщиной	1	1
1481	смешение крови	1	1
1482	выше мы	4	1
1483	того он	1	1
1484	мы пока	2	1
1485	что оказывается	1	1
1486	из одного	3	1
1487	в эту	3	1
1488	она требует	1	1
1489	отречения от	2	1
1490	подобных случаях	2	1
1491	вопрос что	1	1
1492	предстала перед	1	1
1493	существовать но	1	1
1494	воды и	1	1
1495	является сам	1	1
1496	вверх и	1	1
1497	совершенно другой	1	1
1498	они к	1	1
1499	меня но	1	1
1500	связь с	7	1
1501	не встречает	1	1
1502	я его	3	1
1503	или за	1	1
1504	которая является	1	1
1505	лица и	1	1
1506	него есть	3	1
1507	же всегда	1	1
1508	того в	1	1
1509	который является	1	1
1510	и цель	1	1
1511	есть признак	1	1
1512	и одной	1	1
1513	только путем	1	1
1514	они же	3	1
1515	перехода от	1	1
1516	он вступает	1	1
1517	играет роль	1	1
1518	мысль и	1	1
1519	очень часто	3	1
1520	или во	1	1
1521	сама природа	1	1
1522	нашего сознания	1	1
1523	сам есть	1	1
1524	две формы	2	1
1525	другом и	1	1
1526	ему на	1	1
1527	на другой	2	1
1528	чего происходит	1	1
1529	ту же	3	1
1530	говорится и	1	1
1531	этого представления	3	1
1532	земли на	1	1
1533	еще яснее	4	1
1534	и весьма	1	1
1535	миф по	1	1
1536	не решается	1	1
1537	он стал	2	1
1538	мне о	1	1
1539	кажется что	7	1
1540	и хотят	1	1
1541	видит и	1	1
1542	мы стали	1	1
1543	можно сделать	2	1
1544	необходимо было	1	1
1545	надо сказать	2	1
1546	львы и	2	1
1547	в живописи	1	1
1548	тогда можно	1	1
1549	разницей что	1	1
1550	ответить но	1	1
1551	вспомним что	2	1
1552	в приведенном	1	1
1553	тем и	1	1
1554	него же	1	1
1555	и знает	1	1
1556	черты ее	1	1
1557	того же	3	1
1558	может считаться	1	1
1559	в нее	1	1
1560	на следующую	1	1
1561	над ним	1	1
1562	по вопросу	1	1
1563	аид и	1	1
1564	в новое	1	1
1565	своего определенного	2	1
1566	в самой	1	1
1567	на свое	2	1
1568	в землю	1	1
1569	меняется и	1	1
1570	больше на	1	1
1571	зрения цели	1	1
1572	превратилась в	3	1
1573	другая форма	1	1
1574	что никакого	1	1
1575	вот я	1	1
1576	слова из	1	1
1577	что мифы	1	1
1578	говорит это	1	1
1579	и никогда	1	1
1580	оно имеет	1	1
1581	он встречается	1	1
1582	в магии	4	1
1583	речь может	2	1
1584	это приводит	1	1
1585	их к	1	1
1586	живущие и	1	1
1587	да вот	1	1
1588	она живет	1	1
1589	всех сторон	1	1
1590	них не	1	1
1591	сидеть на	1	1
1592	не ест	1	1
1593	этих трех	1	1
1594	там только	1	1
1595	при случае	1	1
1596	же с	2	1
1597	на большой	1	1
1598	и была	1	1
1599	эта теория	1	1
1600	если они	4	1
1601	есть условие	3	1
1602	теми средствами	1	1
1603	те кто	1	1
1604	в немецком	1	1
1605	из-за этого	1	1
1606	на место	2	1
1607	его к	2	1
1608	это совершенно	1	1
1609	есть одна	1	1
1610	римские императоры	1	1
1611	то место	1	1
1612	можно с	1	1
1613	случае это	1	1
1614	голова и	1	1
1615	что давало	1	1
1616	в какой-то	1	1
1617	пришел к	2	1
1618	мы видели	17	1
1619	с неба	2	1
1620	но важна	1	1
1621	небу и	1	1
1622	бесконечное количество	1	1
1623	было на	1	1
1624	трудно сказать	1	1
1625	однако и	1	1
1626	с месяцем	1	1
1627	в сказках	4	1
1628	в состав	1	1
1629	это во	1	1
1630	раз он	2	1
1631	можно понять	1	1
1632	а наш	1	1
1633	приближается к	1	1
1634	и конечно	1	1
1635	мере того	1	1
1636	и должны	1	1
1637	только те	1	1
1638	весь комплекс	1	1
1639	его уже	1	1
1640	считают это	1	1
1641	и свою	1	1
1642	пор мы	3	1
1643	такую форму	1	1
1644	на анализе	1	1
1645	из нашего	1	1
1646	же еще	1	1
1647	которые он	1	1
1648	составные части	1	1
1649	ним и	1	1
1650	нуждается ни	1	1
1651	вторую категорию	1	1
1652	не говорится	3	1
1653	и движения	1	1
1654	от нас	1	1
1655	имеет с	1	1
1656	в большом	2	1
1657	здесь он	1	1
1658	здесь так	1	1
1659	характер и	1	1
1660	что сам	1	1
1661	такое сопоставление	1	1
1662	в живых	1	1
1663	сказании о	2	1
1664	он почти	1	1
1665	видели что	4	1
1666	что потом	1	1
1667	это была	1	1
1668	и вполне	1	1
1669	и тот	3	1
1670	под этим	2	1
1671	там в	3	1
1672	другое что	1	1
1673	за что	1	1
1674	суд и	2	1
1675	его применяют	1	1
1676	или ничем	1	1
1677	мы увидели	1	1
1678	нам в	1	1
1679	с религией	1	1
1680	с этого	1	1
1681	здесь мы	11	1
1682	до этого	1	1
1683	делается все	1	1
1684	коня и	5	1
1685	в обратном	1	1
1686	понятия но	1	1
1687	дано только	1	1
1688	не живет	1	1
1689	месте и	1	1
1690	предполагать что	1	1
1691	как при	1	1
1692	ведь она	1	1
1693	к сыну	4	1
1694	приближалось к	1	1
1695	превращаются в	2	1
1696	и действительно	4	1
1697	я ему	1	1
1698	уничтожение всех	1	1
1699	во-первых есть	1	1
1700	представляли себе	1	1
1701	не знал	2	1
1702	которые нужно	1	1
1703	изложенного можно	1	1
1704	к самым	1	1
1705	при более	1	1
1706	все идет	1	1
1707	очевидно это	1	1
1708	на эту	1	1
1709	и вопрос	1	1
1710	этим в	1	1
1711	влияния на	1	1
1712	приводит к	1	1
1713	когда именно	2	1
1714	говоря и	1	1
1715	ему и	1	1
1716	при всех	1	1
1717	из которого	1	1
1718	в известном	1	1
1719	во сне	2	1
1720	здесь нет	4	1
1721	перенесенный в	1	1
1722	на другие	1	1
1723	не входит	1	1
1724	этом ничего	1	1
1725	есть вопрос	1	1
1726	свое время	1	1
1727	могли быть	2	1
1728	до перехода	1	1
1729	небо не	1	1
1730	соединим наши	2	1
1731	разница в	1	1
1732	кроются корни	1	1
1733	имеет своего	3	1
1734	те которые	1	1
1735	можно установить	1	1
1736	вытекает из	2	1
1737	характер его	1	1
1738	мнению все	1	1
1739	мифе все	1	1
1740	религии нет	1	1
1741	ночи в	1	1
1742	миру это	1	1
1743	задний план	1	1
1744	действительности это	1	1
1745	я ее	1	1
1746	нет даже	1	1
1747	на друга	2	1
1748	на основе	1	1
1749	ее до	1	1
1750	в иное	6	1
1751	бы ему	1	1
1752	не должны	1	1
1753	не дана	1	1
1754	жениться на	4	1
1755	есть оно	1	1
1756	можно формулировать	1	1
1757	нем мы	1	1
1758	сознании и	1	1
1759	у ворот	2	1
1760	быть установлена	1	1
1761	не могло	2	1
1762	на небесах	2	1
1763	вступает в	4	1
1764	одна сторона	1	1
1765	как если	1	1
1766	иной мир	5	1
1767	переходит к	1	1
1768	и наиболее	1	1
1769	он пришел	1	1
1770	на примере	1	1
1771	может выйти	1	1
1772	есть отражение	1	1
1773	уже говорили	1	1
1774	в совершенно	1	1
1775	уже известно	1	1
1776	но обычно	1	1
1777	которые и	1	1
1778	тогда как	4	1
1779	оказывается недостаточно	1	1
1780	ногами и	1	1
1781	я привожу	1	1
1782	тому и	1	1
1783	о граде	1	1
1784	например на	2	1
1785	нигде в	1	1
1786	объяснимы только	1	1
1787	и видит	1	1
1788	в расчет	1	1
1789	чтобы сохранить	1	1
1790	и там	6	1
1791	состояние и	1	1
1792	он проходит	1	1
1793	он в	4	1
1794	мыслили себе	1	1
1795	и под	3	1
1796	которых он	2	1
1797	начиная с	2	1
1798	наука с	1	1
1799	есть царство	2	1
1800	сына и	1	1
1801	думая что	1	1
1802	к объяснению	1	1
1803	другие предметы	1	1
1804	ли сказать	1	1
1805	в чужую	2	1
1806	легко может	1	1
1807	не отца	1	1
1808	оно следует	1	1
1809	месте в	1	1
1810	не удается	2	1
1811	совершенно особый	1	1
1812	и после	2	1
1813	для ясности	1	1
1814	через реку	1	1
1815	еще одну	1	1
1816	на горизонт	1	1
1817	подойти к	1	1
1818	этой формулы	1	1
1819	прямо в	1	1
1820	и каждый	1	1
1821	как кажется	2	1
1822	его голове	1	1
1823	ли эти	2	1
1824	близок к	4	1
1825	себе достаточно	1	1
1826	этом случае	4	1
1827	увидели в	1	1
1828	попадает в	5	1
1829	форме мы	1	1
1830	в предмете	1	1
1831	на лбу	2	1
1832	силы или	1	1
1833	вокруг него	1	1
1834	ему в	1	1
1835	весь дом	1	1
1836	который уже	1	1
1837	стороны мы	1	1
1838	злой демон	1	1
1839	этом и	2	1
1840	на вопрос	5	1
1841	сам он	3	1
1842	и кончая	1	1
1843	это положение	2	1
1844	однако как	1	1
1845	которое мы	1	1
1846	да куда	1	1
1847	план выступает	1	1
1848	и одна	1	1
1849	который бы	1	1
1850	в угоду	1	1
1851	или когда	3	1
1852	не будем	2	1
1853	земле но	1	1
1854	е мы	1	1
1855	эта сказка	3	1
1856	она его	3	1
1857	для всего	1	1
1858	не кто-нибудь	1	1
1859	она будет	2	1
1860	будет лучше	1	1
1861	до смерти	1	1
1862	в литературе	2	1
1863	нам еще	1	1
1864	не считается	1	1
1865	всегда уже	2	1
1866	видит что	1	1
1867	где он	3	1
1868	видеть в	3	1
1869	этого могут	1	1
1870	но одно	1	1
1871	есть акт	1	1
1872	себя это	1	1
1873	между мифом	1	1
1874	в ином	18	1
1875	будто что-то	1	1
1876	она никогда	1	1
1877	а на	2	1
1878	без внимания	1	1
1879	оно только	2	1
1880	характер не	1	1
1881	это искусство	2	1
1882	часто также	1	1
1883	бы для	1	1
1884	иногда и	1	1
1885	чтобы я	1	1
1886	из форм	1	1
1887	с наступлением	1	1
1888	у всех	1	1
1889	в свои	3	1
1890	что к	1	1
1891	них всегда	1	1
1892	слились в	1	1
1893	а также	2	1
1894	и третий	2	1
1895	д или	2	1
1896	только если	2	1
1897	кто бы	2	1
1898	только сам	1	1
1899	тут он	1	1
1900	некоторых случаях	2	1
1901	в ту	1	1
1902	уже совершенно	1	1
1903	его имени	2	1
1904	мужчины но	1	1
1905	к новому	1	1
1906	совершенно точно	2	1
1907	и религиозное	1	1
1908	мира он	1	1
1909	их логическая	1	1
1910	этой цели	1	1
1911	им и	1	1
1912	но по	2	1
1913	или даже	3	1
1914	природу и	1	1
1915	можно будет	1	1
1916	в греческой	2	1
1917	есть страх	1	1
1918	этим самым	3	1
1919	есть начало	1	1
1920	это происходит	4	1
1921	нет у	1	1
1922	за одну	1	1
1923	со своей	2	1
1924	средствами и	1	1
1925	один и	1	1
1926	только две	1	1
1927	идет на	1	1
1928	относятся к	1	1
1929	а церковь	1	1
1930	сделать ее	1	1
1931	с началом	1	1
1932	был ли	2	1
1933	то можно	1	1
1934	в церковь	1	1
1935	что тот	2	1
1936	находим что	1	1
1937	жизнь уже	1	1
1938	вода и	1	1
1939	не все	4	1
1940	но разумеется	1	1
1941	оно может	3	1
1942	станет ясным	1	1
1943	истории о	1	1
1944	после обрезания	1	1
1945	и основные	1	1
1946	друга но	1	1
1947	но этим	1	1
1948	еще до	1	1
1949	свете этой	1	1
1950	на которые	1	1
1951	не обязательна	1	1
1952	всем их	1	1
1953	и хочет	1	1
1954	мир с	1	1
1955	и живой	1	1
1956	со всех	1	1
1957	такую же	1	1
1958	имеют характер	1	1
1959	оно в	1	1
1960	на задний	1	1
1961	египетской религии	1	1
1962	не хочешь	1	1
1963	а его	3	1
1964	граде китеже	1	1
1965	которую мы	2	1
1966	например у	1	1
1967	вполне можно	1	1
1968	могут служить	2	1
1969	что такого	1	1
1970	вдруг появляется	2	1
1971	может идти	2	1
1972	могу я	1	1
1973	здесь только	1	1
1974	этом мире	1	1
1975	язык и	1	1
1976	и решил	1	1
1977	у того	2	1
1978	живет и	1	1
1979	но надо	1	1
1980	а по	2	1
1981	могли не	1	1
1982	свою жизнь	1	1
1983	интерес представляет	1	1
1984	на островах	2	1
1985	к смерти	1	1
1986	некоторые важные	1	1
1987	крови и	1	1
1988	ним не	1	1
1989	всякие попытки	1	1
1990	уже видели	3	1
1991	этого образа	1	1
1992	к которой	2	1
1993	отца он	1	1
1994	что из	4	1
1995	смысл его	1	1
1996	магическую силу	1	1
1997	за которыми	1	1
1998	его а	1	1
1999	этой теории	1	1
2000	знает и	1	1
2001	люди не	1	1
2002	и принимает	1	1
2003	показывает как	3	1
2004	но человек	1	1
2005	так поступать	1	1
2006	сопоставление и	1	1
2007	обстоятельство оказалось	1	1
2008	переходит на	1	1
2009	еще никогда	1	1
2010	частный случай	1	1
2011	чудище и	1	1
2012	по всей	2	1
2013	имели в	1	1
2014	такого толкования	1	1
2015	все больше	2	1
2016	о каких	1	1
2017	этим же	2	1
2018	и пытается	1	1
2019	и свои	2	1
2020	огонь а	1	1
2021	месте я	1	1
2022	он вообще	1	1
2023	до ее	1	1
2024	к женщине	3	1
2025	тех которые	1	1
2026	право на	5	1
2027	и дом	1	1
2028	должны признать	1	1
2029	е становится	1	1
2030	все более	1	1
2031	д если	1	1
2032	и новые	2	1
2033	это в	3	1
2034	ли в	1	1
2035	там души	1	1
2036	бы от	1	1
2037	и имеют	1	1
2038	только одну	1	1
2039	она могла	1	1
2040	вы с	1	1
2041	иногда даже	1	1
2042	три года	2	1
2043	животных и	1	1
2044	ад и	1	1
2045	в лице	1	1
2046	ему прямо	1	1
2047	его форм	1	1
2048	с соответствующими	2	1
2049	жизнью и	1	1
2050	в руках	2	1
