N	2gram	Trubetskoy	Problema
1296	что учение	1	1
1297	и находим	1	1
1298	еще нельзя	1	1
1299	к установлению	1	1
1300	думаем о	1	1
1301	пусть эта	1	1
1302	что жизнь	1	1
1303	всякий кто	1	1
1304	иное значение	1	1
1305	от слов	1	1
1306	значительная часть	2	1
1307	к общему	1	1
1308	всякого живого	1	1
1309	к одному	1	1
1310	первом случае	1	1
1311	или нескольких	1	1
1312	и заставляет	2	1
1313	как самый	1	1
1314	именно из	2	1
1315	душ и	3	1
1316	ориентировались на	1	1
1317	на этих	1	1
1318	чем у	1	1
1319	которых ни	1	1
1320	возникают при	1	1
1321	народных массах	2	1
1322	лежит в	1	1
1323	культуры вообще	1	1
1324	как видно	1	1
1325	рассматривался как	1	1
1326	всех его	1	1
1327	в идее	1	1
1328	но совершенно	1	1
1329	или синтеза	1	1
1330	с представлением	1	1
1331	жизни после	1	1
1332	отвлечения его	1	1
1333	которые мыслились	1	1
1334	на колеснице	1	1
1335	которые могли	1	1
1336	себя как	1	1
1337	в мире	5	1
1338	основано на	2	1
1339	должно было	2	1
1340	язык к	1	1
1341	людьми и	1	1
1342	причем их	1	1
1343	мифами и	1	1
1344	явлений природы	2	1
1345	всех народов	1	1
1346	уже ни	1	1
1347	старости и	1	1
1348	и отсюда	1	1
1349	под именем	1	1
1350	в уста	1	1
1351	других богов	1	1
1352	действия в	1	1
1353	выводы и	1	1
1354	известный комплекс	1	1
1355	в уме	1	1
1356	богов а	1	1
1357	и вызвал	1	1
1358	не более	1	1
1359	так называемые	3	1
1360	является его	1	1
1361	над другими	1	1
1362	кто же	1	1
1363	подобного нет	1	1
1364	его жизнь	1	1
1365	для одной	1	1
1366	не представляется	1	1
1367	как известно	1	1
1368	россии а	1	1
1369	не вызывающим	1	1
1370	этой картине	1	1
1371	то по	1	1
1372	найти в	1	1
1373	из поля	1	1
1374	речь есть	1	1
1375	этим словам	1	1
1376	в космосе	1	1
1377	бога и	4	1
1378	человек относится	1	1
1379	с течением	3	1
1380	чаще всего	1	1
1381	обеих сторон	1	1
1382	может прийти	1	1
1383	и человеком	2	1
1384	взгляда может	1	1
1385	эта линия	1	1
1386	существования и	1	1
1387	с душой	1	1
1388	только те	1	1
1389	в план	1	1
1390	с развитием	1	1
1391	но такая	1	1
1392	определили его	1	1
1393	с абсолютным	1	1
1394	представляют собой	1	1
1395	особенности этого	1	1
1396	и из	2	1
1397	одном и	1	1
1398	создают для	1	1
1399	не исчерпывается	2	1
1400	от этой	1	1
1401	и выйти	1	1
1402	с внешней	1	1
1403	сама жизнь	1	1
1404	есть эта	1	1
1405	связывается с	3	1
1406	виде из	1	1
1407	и вновь	1	1
1408	как не	1	1
1409	следовательно для	1	1
1410	виде он	1	1
1411	неопределенное и	1	1
1412	этих слов	1	1
1413	легче и	1	1
1414	ничто в	1	1
1415	а образ	1	1
1416	ничего в	1	1
1417	пафос в	1	1
1418	не носят	1	1
1419	как мистическое	1	1
1420	это как	1	1
1421	на русской	2	1
1422	времени эти	1	1
1423	от старого	1	1
1424	ни у	2	1
1425	вернемся к	1	1
1426	желаний и	1	1
1427	смерти и	1	1
1428	силой или	1	1
1429	до настоящего	1	1
1430	идет о	1	1
1431	задний план	1	1
1432	связана с	2	1
1433	можем но	1	1
1434	краски и	1	1
1435	притом не	1	1
1436	руку в	1	1
1437	с религиозными	1	1
1438	народ в	1	1
1439	ее с	2	1
1440	русский народ	3	1
1441	как бог	1	1
1442	же время	2	1
1443	местах и	1	1
1444	стихии и	2	1
1445	похожи друг	1	1
1446	и будущее	1	1
1447	чем с	1	1
1448	узнав что	1	1
1449	лишь о	1	1
1450	он существует	1	1
1451	друга а	1	1
1452	наконец что	1	1
1453	соединения двух	1	1
1454	к новой	1	1
1455	для достижения	1	1
1456	безбрежном море	1	1
1457	этого момента	1	1
1458	его можно	2	1
1459	чуть ли	1	1
1460	богатства и	1	1
1461	из этой	2	1
1462	целому ряду	1	1
1463	поэтому что	2	1
1464	из человеческих	2	1
1465	отдельных единиц	1	1
1466	различие между	1	1
1467	либо для	1	1
1468	принятая в	1	1
1469	сознании не	1	1
1470	искусству и	1	1
1471	две основные	1	1
1472	надеяться на	1	1
1473	из своих	2	1
1474	и множество	1	1
1475	силы природы	1	1
1476	очень редких	1	1
1477	знать о	1	1
1478	вошли в	1	1
1479	к жизни	5	1
1480	не имеющего	1	1
1481	которого уже	1	1
1482	этого человека	1	1
1483	на юг	1	1
1484	в новом	2	1
1485	живых существ	2	1
1486	человеком и	1	1
1487	целого и	1	1
1488	вовсе уже	1	1
1489	над миром	1	1
1490	идет к	1	1
1491	должны и	1	1
1492	каждая из	3	1
1493	не считали	1	1
1494	свое творчество	1	1
1495	человека все	1	1
1496	всегда останется	2	1
1497	обстоит дело	1	1
1498	это для	1	1
1499	требуют от	1	1
1500	бытия в	1	1
1501	от религиозной	1	1
1502	своей индивидуальности	3	1
1503	к тем	1	1
1504	этому последнему	1	1
1505	пор не	1	1
1506	к области	1	1
1507	всего более	1	1
1508	людям не	1	1
1509	на людей	1	1
1510	так когда	1	1
1511	по окончании	1	1
1512	всегда на	2	1
1513	как из	1	1
1514	нами и	2	1
1515	и сильнее	1	1
1516	по всей	1	1
1517	которой можно	1	1
1518	наконец на	1	1
1519	он знает	1	1
1520	его тела	1	1
1521	благодаря этому	2	1
1522	тем чтобы	5	1
1523	язык в	1	1
1524	в создании	2	1
1525	надо было	2	1
1526	таким же	1	1
1527	которой нет	1	1
1528	друга или	1	1
1529	и живых	1	1
1530	словами в	1	1
1531	с религией	1	1
