N	2gram	Tiupa_Lite	Dialekti
1308	в культуре	5	1
1309	ту самую	1	1
1310	мы видели	1	1
1311	эти души	1	1
1312	с неба	1	1
1313	для многих	3	1
1314	собою без	1	1
1315	было на	1	1
1316	нет а	1	1
1317	личности их	1	1
1318	однако и	2	1
1319	нет конца	1	1
1320	от материи	1	1
1321	в состав	1	1
1322	канта не	1	1
1323	в очерке	1	1
1324	резко отличается	1	1
1325	является здесь	1	1
1326	приближается к	1	1
1327	самих себя	1	1
1328	и конечно	1	1
1329	мы встретились	1	1
1330	последняя есть	1	1
1331	отрешения от	1	1
1332	к тем	1	1
1333	и присно	1	1
1334	такова же	1	1
1335	и свою	1	1
1336	он весьма	1	1
1337	переходит в	1	1
1338	и картины	1	1
1339	и который	1	1
1340	мы за	1	1
1341	время у	1	1
1342	ним и	1	1
1343	во власти	1	1
1344	на первом	2	1
1345	этого откровения	1	1
1346	оно было	1	1
1347	и закон	1	1
1348	и менее	1	1
1349	значение только	1	1
1350	говорит и	1	1
1351	в наиболее	1	1
1352	самой жизни	1	1
1353	о которой	2	1
1354	в живых	1	1
1355	я слышу	1	1
1356	для них	2	1
1357	из классических	1	1
1358	или бессознательно	1	1
1359	это становится	1	1
1360	и вполне	3	1
1361	разумеется не	2	1
1362	всякого частного	1	1
1363	такое сознание	2	1
1364	и казалось	1	1
1365	нам в	1	1
1366	с этого	1	1
1367	здесь мы	1	1
1368	и одновременно	2	1
1369	которых и	1	1
1370	есть лишь	2	1
1371	в обратном	1	1
1372	однако мы	1	1
1373	могло не	1	1
1374	не искусство	1	1
1375	одновременно с	2	1
1376	предполагать что	1	1
1377	как при	1	1
1378	почти исключительно	1	1
1379	в романе	1	1
1380	уже тем	1	1
1381	вас не	1	1
1382	оказывается на	1	1
1383	отдельного человека	1	1
1384	не знал	1	1
1385	жизнь на	1	1
1386	может стать	1	1
1387	у читателя	1	1
1388	ничто в	1	1
1389	на эту	1	1
1390	которого является	2	1
1391	воспринимаются как	1	1
1392	мы пошли	1	1
1393	другим это	1	1
1394	приводит к	4	1
1395	говоря и	1	1
1396	и вкус	1	1
1397	о вмешательстве	1	1
1398	основные моменты	1	1
1399	его дела	1	1
1400	них он	1	1
1401	при всех	2	1
1402	в известном	1	1
1403	на берегу	1	1
1404	ничему не	1	1
1405	своей свободе	1	1
1406	свое время	1	1
1407	могли быть	1	1
1408	речь в	2	1
1409	из прошлого	1	1
1410	появления и	1	1
1411	этот день	1	1
1412	ее природы	1	1
1413	сказано что	1	1
1414	знает как	1	1
1415	виду не	2	1
1416	типа все	1	1
1417	восприятия а	1	1
1418	это мир	2	1
1419	поэзия как	1	1
1420	совершенно иной	1	1
1421	что видят	1	1
1422	в историю	1	1
1423	задний план	1	1
1424	действительности это	1	1
1425	я ее	1	1
1426	можно лишь	1	1
1427	на основе	2	1
1428	и воля	1	1
1429	осуществления идеи	1	1
1430	то чему	1	1
1431	их жизнь	1	1
1432	личности существенно	1	1
1433	в новой	1	1
1434	что-то другое	2	1
1435	характер это	1	1
1436	субъекта в	1	1
1437	жизнь с	1	1
1438	те или	1	1
1439	не могло	3	1
1440	впрочем и	1	1
1441	переходит к	1	1
1442	от других	2	1
1443	личности есть	1	1
1444	прийти в	1	1
1445	и находит	1	1
1446	всегда больше	1	1
1447	тогда как	20	1
1448	себя от	1	1
1449	каждый из	4	1
1450	в обществе	1	1
1451	как будет	1	1
1452	на мой	1	1
1453	от собственной	1	1
1454	и окончательно	1	1
1455	в отличие	6	1
1456	переход от	1	1
1457	бы духовно	1	1
1458	он в	1	1
1459	его если	1	1
1460	которых он	1	1
1461	разрушила эту	1	1
1462	до конца	3	1
1463	за пределами	1	1
1464	только здесь	1	1
1465	и глубоким	1	1
1466	в понимании	1	1
1467	этой научной	1	1
1468	процессов в	1	1
1469	том же	3	1
1470	к прошлому	1	1
1471	но исключительно	1	1
1472	не видя	1	1
1473	видят в	1	1
1474	говорится в	2	1
1475	утверждая что	1	1
1476	не видит	2	1
1477	значении в	1	1
1478	и образуется	1	1
1479	исключительно в	1	1
1480	другого и	1	1
1481	в своего	1	1
1482	с каким	1	1
1483	и каждый	2	1
1484	в океане	2	1
1485	их собственного	1	1
1486	этом случае	2	1
1487	проникает в	1	1
1488	жизни сознания	1	1
1489	поэтому что	1	1
1490	вы увидите	1	1
1491	значение в	1	1
1492	ему в	2	1
1493	сама а	1	1
1494	сознания все	1	1
1495	основе своей	1	1
1496	который уже	1	1
1497	этом и	1	1
1498	на вопрос	1	1
1499	не слыхал	1	1
1500	субъективности я	1	1
1501	в последней	1	1
1502	однако как	1	1
1503	сам говорит	1	1
1504	которое мы	1	1
1505	который бы	2	1
1506	в художественной	4	1
1507	не соборность	1	1
1508	эпохи в	1	1
1509	что может	1	1
1510	эти характеристики	1	1
1511	и науке	1	1
1512	ничего кроме	2	1
1513	в основании	1	1
1514	мне это	1	1
1515	в литературе	2	1
1516	романе достоевского	1	1
1517	из своих	2	1
1518	картина мира	2	1
1519	сам себе	1	1
1520	это именно	1	1
1521	все той	2	1
1522	превратиться в	1	1
1523	слова а	1	1
1524	имел в	2	1
1525	и жить	1	1
1526	вы а	1	1
1527	а на	1	1
1528	а собственно	1	1
1529	вытекающее из	1	1
1530	этого сознания	2	1
1531	столь же	5	1
1532	больше в	1	1
1533	пределах одной	1	1
1534	из форм	1	1
1535	в целую	1	1
1536	жизни это	1	1
1537	что к	1	1
1538	а также	5	1
1539	этом не	1	1
1540	субъекта но	1	1
1541	кто бы	1	1
1542	который как	1	1
1543	время здесь	1	1
1544	о каком	1	1
1545	места в	1	1
1546	себя а	1	1
1547	и тому	1	1
1548	единой и	1	1
1549	в ту	1	1
1550	не те	1	1
1551	что сами	1	1
1552	о жизни	1	1
1553	наконец даже	1	1
1554	этом в	3	1
1555	к новому	1	1
1556	надо в	1	1
1557	суда и	1	1
1558	среди прочих	1	1
1559	есть способ	1	1
1560	в сегодняшнем	1	1
1561	этой цели	2	1
1562	как речь	1	1
1563	но по	2	1
1564	природу и	1	1
1565	в реальности	1	1
1566	ничего о	1	1
1567	личностного начала	1	1
1568	на фоне	5	1
1569	нет у	1	1
1570	остается лишь	1	1
1571	должно стать	2	1
1572	со своей	3	1
1573	один и	1	1
1574	к личности	1	1
1575	и художественного	2	1
1576	камня на	1	1
1577	на солнце	1	1
1578	путь к	2	1
1579	таковы что	1	1
1580	ему как	1	1
1581	жизни я	1	1
1582	не все	1	1
1583	с одинаковым	1	1
1584	одно чтобы	1	1
1585	и логически	1	1
1586	к одному	1	1
1587	которая как	1	1
1588	и первые	1	1
1589	общему делу	1	1
1590	полной мере	1	1
1591	там ни	1	1
1592	за то	2	1
1593	а к	2	1
1594	такую же	1	1
1595	такого субъекта	1	1
1596	оно в	1	1
1597	которые могли	1	1
1598	на задний	1	1
1599	борьбы за	1	1
1600	наша жизнь	1	1
1601	это мне	1	1
1602	начать с	1	1
1603	в поле	2	1
1604	по большей	1	1
1605	личности самого	1	1
1606	всю свою	1	1
1607	жизни для	1	1
1608	слово это	1	1
1609	могут служить	2	1
1610	века а	1	1
1611	из ряда	1	1
1612	слез и	1	1
1613	могу я	1	1
1614	одну из	2	1
1615	пор пока	2	1
1616	вся жизнь	1	1
1617	же самом	1	1
1618	есть произведение	1	1
1619	для кого	1	1
1620	сознания так	1	1
1621	сама с	1	1
1622	живет и	1	1
1623	это начало	1	1
1624	а по	2	1
1625	по земле	3	1
1626	уединение и	1	1
1627	элементов а	1	1
1628	свою жизнь	1	1
1629	тяготения к	1	1
1630	что образ	1	1
1631	к смерти	2	1
1632	каком отношении	1	1
1633	жизнь есть	2	1
1634	в пределах	4	1
1635	как явление	1	1
1636	сознания для	2	1
1637	оказывается и	1	1
1638	не станет	1	1
1639	поэтому для	2	1
1640	человека с	1	1
1641	к которой	1	1
1642	его я	2	1
1643	их как	1	1
1644	для эстетики	1	1
1645	за ними	1	1
1646	знает и	1	1
1647	люди не	1	1
1648	только поэзия	1	1
1649	же природы	1	1
1650	по всей	1	1
1651	бесконечное и	1	1
1652	хорошо в	1	1
1653	место не	1	1
1654	и сделать	1	1
1655	наиболее существенной	1	1
1656	и свои	1	1
1657	в эстетической	1	1
1658	предмет его	1	1
1659	дня и	1	1
1660	может показаться	1	1
1661	лишь его	2	1
1662	тем чтобы	1	1
1663	исторически и	1	1
1664	я узнаю	1	1
1665	сознания его	1	1
1666	впрочем подобные	1	1
1667	что данная	1	1
1668	формуле в	1	1
1669	к женщине	1	1
1670	право на	4	1
1671	себе самому	1	1
1672	все более	3	1
1673	и неожиданное	1	1
1674	в эти	1	1
1675	и новые	1	1
1676	которых не	1	1
1677	как совокупность	3	1
1678	будущей жизни	1	1
1679	как живой	1	1
1680	нет я	2	1
1681	в руках	2	1
1682	для другого	1	1
1683	видно в	1	1
1684	должны ограничиться	1	1
