N	2gram	Bakhtin_sl	Istorich
1327	широком смысле	3	1
1328	родстве с	1	1
1329	людей с	1	1
1330	вносят в	2	1
1331	только единичные	1	1
1332	язык из	1	1
1333	разных языках	1	1
1334	их особенно	1	1
1335	разными голосами	1	1
1336	ними и	1	1
1337	от последней	1	1
1338	говорящих на	1	1
1339	к художественной	1	1
1340	здесь возможны	1	1
1341	века в	2	1
1342	своему предмету	6	1
1343	жанры на	1	1
1344	языка в	21	1
1345	момент рассказа	2	1
1346	нас и	1	1
1347	именно этим	1	1
1348	все способы	1	1
1349	подчинены и	1	1
1350	формой такого	1	1
1351	и иных	6	1
1352	тот предмет	1	1
1353	своим собственным	1	1
1354	всегда так	1	1
1355	его души	1	1
1356	слова при	2	1
1357	торжественных случаях	1	1
1358	отправился на	1	1
1359	мы все	2	1
1360	не исключает	1	1
1361	может служить	1	1
1362	для данного	1	1
1363	не признают	1	1
1364	испытание испытание	1	1
1365	изнутри в	1	1
1366	эти типы	2	1
1367	формах и	3	1
1368	человек при	1	1
1369	точке зрения	2	1
1370	ряд явлений	1	1
1371	в значительной	6	1
1372	на голое	1	1
1373	правда эти	1	1
1374	на другом	1	1
1375	него до	1	1
1376	можно понимать	1	1
1377	та часть	1	1
1378	этими задачами	1	1
1379	можем сказать	1	1
1380	в противном	1	1
1381	не два	1	1
1382	очень распространено	1	1
1383	мужа и	1	1
1384	но самый	1	1
1385	силы силы	1	1
1386	упор на	1	1
1387	и иной	1	1
1388	но было	1	1
1389	подчинения его	1	1
1390	мы коснулись	1	1
1391	стороны способность	1	1
1392	или иным	1	1
1393	и могли	1	1
1394	глава v	1	1
1395	совершенно иными	1	1
1396	глава iv	1	1
1397	лишь тогда	2	1
1398	все попытки	1	1
1399	в подлинной	1	1
1400	и рассказы	1	1
1401	самого героя	1	1
1402	как такового	3	1
1403	такое действие	1	1
1404	должен стать	1	1
1405	эта мотивировка	1	1
1406	остаются в	3	1
1407	у каждого	2	1
1408	первый раз	1	1
1409	общения с	1	1
1410	конца в	1	1
1411	своей социальной	1	1
1412	которого еще	1	1
1413	и специфические	1	1
1414	понимание того	1	1
1415	или иную	1	1
1416	это слово	1	1
1417	строятся на	1	1
1418	лица и	1	1
1419	встречается на	1	1
1420	вокруг себя	2	1
1421	глава i	1	1
1422	бы только	2	1
1423	народа с	1	1
1424	в многообразных	1	1
1425	первоначально оно	1	1
1426	живет и	2	1
1427	различных формах	1	1
1428	те стороны	1	1
1429	из важнейших	2	1
1430	перед необходимостью	1	1
1431	слова могут	4	1
1432	ко всем	1	1
1433	и чисто	5	1
1434	по аналогии	1	1
1435	возвращается все	1	1
1436	не исчерпываются	1	1
1437	он непосредственно	1	1
1438	но такая	1	1
1439	свои специфические	1	1
1440	дав ему	1	1
1441	вариации этого	1	1
1442	всего он	1	1
1443	рядом с	7	1
1444	знает два	1	1
1445	того и	1	1
1446	больше всего	1	1
1447	в двух	2	1
1448	человек имеет	1	1
1449	был не	1	1
1450	на границе	1	1
1451	не требует	3	1
1452	быть очень	2	1
1453	от предмета	1	1
1454	действительности и	1	1
1455	через этот	1	1
1456	целиком во	1	1
1457	смысл и	3	1
1458	если оно	2	1
1459	мы говорили	2	1
1460	дана в	1	1
1461	пользуется и	1	1
1462	нашего сознания	2	1
1463	нами не	1	1
1464	и дети	1	1
1465	широкого круга	1	1
1466	и собственно	1	1
1467	формы на	1	1
1468	на весь	1	1
1469	речи и	4	1
1470	отношении они	1	1
1471	бы они	1	1
1472	как объект	1	1
1473	случаях обычно	1	1
1474	такими же	1	1
1475	ничего нового	2	1
1476	оно нам	1	1
1477	вот что	1	1
1478	где в	1	1
1479	в историческом	2	1
1480	принадлежит одному	1	1
1481	в специфических	1	1
1482	выходят за	1	1
1483	заставляет нас	1	1
1484	конца и	3	1
1485	сосредоточивается на	1	1
1486	в систему	1	1
1487	этот путь	1	1
1488	оставляет в	2	1
1489	но прежде	1	1
1490	не исчерпывает	2	1
1491	в ведении	1	1
1492	общие для	1	1
1493	можно обнаружить	1	1
1494	себе ни	1	1
1495	так называемые	1	1
1496	поэтического творчества	1	1
1497	себе как	2	1
1498	не разрешают	1	1
1499	разве только	1	1
1500	он действительно	1	1
1501	состоянии оно	1	1
1502	др а	1	1
1503	всегда ли	1	1
1504	в самый	1	1
1505	текст в	1	1
1506	заставляет их	1	1
1507	на анализе	1	1
1508	очень глубокие	1	1
1509	своего собственного	1	1
1510	он только	1	1
1511	и кроме	2	1
1512	на те	1	1
1513	них но	1	1
1514	освободиться от	1	1
1515	источников в	1	1
1516	и такой	2	1
1517	очень сложен	1	1
1518	в корне	1	1
1519	и предмет	1	1
1520	службе у	2	1
1521	в отношении	9	1
1522	или к	3	1
1523	и создает	2	1
1524	мира он	1	1
1525	совершенно иное	1	1
1526	так очень	1	1
1527	со всеми	3	1
1528	этого процесса	1	1
1529	о социальном	1	1
1530	в материале	1	1
1531	оно даже	1	1
1532	необходимо отметить	3	1
1533	целого но	1	1
1534	на данном	2	1
1535	вступает с	1	1
1536	автор говорит	1	1
1537	и рассматривается	1	1
1538	сложный и	1	1
1539	героев и	2	1
1540	относящиеся к	1	1
1541	определенные формы	1	1
1542	отнесены к	1	1
1543	до конца	25	1
1544	при всех	2	1
1545	характерна для	1	1
1546	говорит только	1	1
1547	гораздо труднее	1	1
1548	что действие	1	1
1549	языка так	3	1
1550	ничего нет	1	1
1551	этой власти	1	1
1552	на рассказчика	1	1
1553	дело со	1	1
1554	по степеням	1	1
1555	в рассмотрение	1	1
1556	остается неизменной	1	1
1557	на третьем	1	1
1558	погружения в	1	1
1559	данной работы	1	1
1560	перехода из	1	1
1561	может создать	1	1
1562	можно рассматривать	1	1
1563	часто совпадают	1	1
1564	слова может	2	1
1565	оба эти	1	1
1566	своей целью	1	1
1567	и разнообразие	1	1
1568	глава ii	1	1
1569	его губы	1	1
1570	в теснейшем	1	1
1571	этой работы	1	1
1572	них как	2	1
1573	в образах	1	1
1574	по выбору	1	1
1575	то все	1	1
1576	света в	2	1
1577	ответы на	1	1
1578	под эти	1	1
1579	полное описание	1	1
1580	к людям	1	1
1581	вне его	4	1
1582	формами и	1	1
1583	не встречается	1	1
1584	на которые	3	1
1585	тоже нет	1	1
1586	пытается их	1	1
1587	русском языке	1	1
1588	господствующее в	1	1
1589	до известной	3	1
1590	языка но	7	1
1591	к явлениям	1	1
1592	достаточно напомнить	1	1
1593	как предмет	4	1
1594	с силами	1	1
1595	в мировой	2	1
1596	мы берем	1	1
1597	входящих в	1	1
1598	предстает как	1	1
1599	извне в	1	1
1600	быть заменены	1	1
1601	характерные для	2	1
1602	как основной	1	1
1603	заставляет его	2	1
1604	нем происходит	1	1
1605	другие жанры	1	1
1606	и развивается	1	1
1607	этом превращается	1	1
1608	необходимо коснуться	1	1
1609	мир в	1	1
1610	последние два	1	1
1611	может не	9	1
1612	его становления	1	1
1613	делает их	1	1
1614	о значении	1	1
1615	своей основной	1	1
1616	иметь дело	2	1
1617	этого целого	1	1
1618	языку и	5	1
1619	для всякого	1	1
1620	которых первоначально	1	1
1621	случае этот	2	1
1622	образ и	1	1
1623	в определенном	1	1
1624	только его	1	1
1625	наблюдения над	2	1
1626	в широком	3	1
1627	для испытания	1	1
1628	быту в	1	1
1629	нет так	1	1
1630	с процессами	1	1
1631	поэтому оно	2	1
1632	в героя	1	1
1633	своей книге	1	1
1634	пределах одной	3	1
1635	говорят в	1	1
1636	у ивана	1	1
1637	этих условий	1	1
1638	возраст в	1	1
1639	борьбы и	1	1
1640	в переводе	1	1
1641	к единству	1	1
1642	противном случае	1	1
1643	на фоне	11	1
1644	зрения не	3	1
1645	именно эта	2	1
1646	в условиях	3	1
1647	и без	1	1
1648	поставить в	1	1
1649	дело и	2	1
1650	как все	1	1
1651	городов и	1	1
1652	мир с	1	1
1653	как ни	2	1
1654	их служить	1	1
1655	было никакого	1	1
1656	предмете здесь	1	1
1657	а просто	2	1
1658	действительно был	1	1
1659	и ни	1	1
1660	таково значение	1	1
1661	и строит	1	1
1662	слова дает	1	1
1663	одни и	1	1
1664	свою жизнь	1	1
1665	но такое	1	1
1666	борьба с	5	1
1667	например и	2	1
1668	меняются и	1	1
1669	смысл его	2	1
1670	это его	1	1
1671	быту и	1	1
1672	всем этим	2	1
1673	тем или	1	1
1674	на книгу	1	1
1675	идет о	1	1
1676	и действует	1	1
1677	путем он	1	1
1678	в плане	11	1
1679	художественного произведения	1	1
1680	в чужом	4	1
1681	конечно совершенно	1	1
1682	или иной	13	1
1683	и язык	3	1
1684	этот рассказ	1	1
1685	каком направлении	1	1
1686	воды не	1	1
1687	словом мы	1	1
1688	очень трудно	2	1
1689	себе еще	1	1
1690	могут не	2	1
1691	объеме и	1	1
1692	два основных	1	1
1693	и обратно	1	1
1694	в той	13	1
1695	мы наблюдаем	2	1
1696	почву для	2	1
1697	от процесса	1	1
1698	указанном смысле	1	1
1699	ответами и	1	1
1700	из многих	3	1
1701	мир как	1	1
1702	вторжения в	1	1
1703	редко бывает	2	1
1704	с одними	1	1
1705	может послужить	1	1
1706	самого человека	1	1
1707	немецкой науке	2	1
1708	однако и	2	1
1709	слова на	3	1
1710	и установкам	1	1
1711	др но	1	1
1712	которое может	1	1
1713	важность для	1	1
1714	могут также	1	1
1715	миф в	1	1
1716	и свой	2	1
1717	бытовые формы	1	1
1718	персонажа и	1	1
1719	именно эти	1	1
1720	однако с	1	1
1721	стороне от	1	1
1722	в первом	3	1
1723	он насквозь	1	1
1724	их основе	2	1
1725	они борются	1	1
1726	наиболее полное	1	1
1727	жизни или	1	1
1728	на мир	6	1
1729	по их	1	1
1730	специфических формах	1	1
1731	и задачи	1	1
1732	они по-видимому	1	1
1733	входит и	1	1
1734	правда эта	1	1
1735	здесь оно	3	1
1736	но проблема	1	1
1737	всегда в	3	1
1738	в точном	1	1
1739	сил в	3	1
1740	он стремится	1	1
1741	жизнью в	1	1
1742	так появляются	1	1
1743	очень велика	1	1
1744	к своим	1	1
1745	ней при	1	1
1746	может находиться	1	1
1747	путем смешения	1	1
1748	и свою	1	1
1749	становятся в	1	1
1750	обращение к	1	1
1751	науки в	1	1
1752	действительности в	1	1
1753	двух и	1	1
1754	при наличии	1	1
1755	никаких других	1	1
1756	еще далеко	1	1
1757	форм этого	1	1
1758	предмета между	1	1
1759	быть привлечены	1	1
1760	слов на	1	1
1761	языкам и	1	1
1762	разные языки	3	1
1763	создает новые	1	1
1764	его собственной	1	1
1765	которыми он	1	1
1766	или индивидуального	1	1
1767	новом свете	1	1
1768	к проблеме	3	1
1769	в изучении	1	1
1770	оно так	1	1
1771	исследования и	1	1
1772	образом может	1	1
1773	чем его	1	1
1774	только своим	3	1
1775	даже с	1	1
1776	или чаще	1	1
1777	оно все	2	1
1778	совершенно иным	1	1
1779	языка не	4	1
1780	нем он	2	1
1781	никаких новых	1	1
1782	в самое	1	1
1783	это отношение	2	1
1784	параллельно с	1	1
1785	же слова	1	1
1786	их сознания	1	1
1787	научных и	1	1
1788	а со	1	1
1789	каждое из	1	1
1790	и внутренняя	1	1
1791	и культурной	1	1
1792	пользуется этой	1	1
1793	на предмет	4	1
1794	одной культуры	1	1
1795	что отношение	1	1
1796	какой степени	1	1
1797	здесь эта	1	1
1798	где все	1	1
1799	распространена и	1	1
1800	гораздо более	1	1
1801	его голос	1	1
1802	этого и	1	1
1803	к общему	1	1
1804	к различным	2	1
1805	и столь	1	1
1806	на протяжении	3	1
1807	менее в	1	1
1808	которое он	1	1
1809	первом случае	2	1
1810	произведение которое	1	1
1811	притом не	1	1
1812	смысле в	4	1
1813	с конкретными	1	1
1814	узком смысле	13	1
1815	то у	1	1
1816	в живых	1	1
1817	и требования	1	1
1818	резче чем	1	1
1819	значительной степени	6	1
1820	аналогии с	1	1
1821	велико что	1	1
1822	иногда прямо	1	1
1823	сознании людей	1	1
1824	две линии	1	1
1825	какая бы	1	1
1826	не была	3	1
1827	какого-нибудь одного	1	1
1828	самый предмет	1	1
1829	и притом	1	1
1830	степени их	1	1
1831	и строится	1	1
1832	из уст	1	1
1833	для понимания	3	1
1834	поэтому его	1	1
1835	постановка вопроса	1	1
1836	следовательно и	4	1
1837	возможно однако	1	1
1838	необходимо иметь	1	1
1839	границ между	1	1
1840	принципиально иначе	1	1
1841	слова здесь	1	1
1842	явления уже	1	1
1843	мировоззрения но	1	1
1844	не был	2	1
1845	диалог который	1	1
1846	специфическая особенность	1	1
1847	всех своих	2	1
1848	очень легко	2	1
1849	на которую	1	1
1850	находит свое	1	1
1851	слов или	1	1
1852	с несколькими	1	1
1853	мысль и	1	1
1854	самый процесс	1	1
1855	происходит борьба	1	1
1856	с новыми	1	1
1857	нам может	1	1
1858	и исторические	2	1
1859	самых распространенных	1	1
1860	в быту	5	1
1861	взглянуть на	1	1
1862	основных форм	1	1
1863	действующих лиц	2	1
1864	вводимые в	2	1
1865	и одновременно	2	1
1866	за ними	1	1
1867	не приходится	2	1
1868	века когда	1	1
1869	но только	1	1
1870	характерных и	1	1
1871	в новое	4	1
1872	какой мере	1	1
1873	и выше	1	1
1874	тех элементов	1	1
1875	как известно	1	1
1876	смысла и	6	1
1877	ответственность за	2	1
1878	работы в	1	1
1879	других видов	1	1
1880	между словом	5	1
1881	героя так	1	1
1882	слова из	1	1
1883	примеров из	1	1
1884	и никогда	1	1
1885	слово со	1	1
1886	и глубокое	2	1
1887	не входят	2	1
1888	и следует	3	1
1889	говорят и	1	1
1890	эпохи в	1	1
1891	что может	1	1
1892	сторону и	1	1
1893	все явления	1	1
1894	к выделению	1	1
1895	значение как	1	1
1896	и немецкой	1	1
1897	он создает	1	1
1898	речи о	1	1
1899	или иного	2	1
1900	и географические	1	1
1901	случаев не	1	1
1902	и нельзя	1	1
1903	одно без	3	1
1904	к такому	2	1
1905	материал на	1	1
1906	во втором	1	1
1907	в тени	1	1
1908	этой линии	1	1
1909	вне себя	5	1
1910	социальную значимость	3	1
1911	этой проблемы	1	1
1912	то есть	46	1
1913	герой обычно	1	1
1914	те моменты	1	1
1915	в судьбах	1	1
1916	следствие его	1	1
1917	точное и	1	1
1918	до некоторой	1	1
1919	должны иметь	1	1
1920	от социального	1	1
1921	в индивидуальный	1	1
1922	бесспорно и	1	1
1923	от этой	3	1
1924	задолго до	1	1
1925	для сознания	2	1
1926	дает иногда	1	1
1927	связью с	1	1
1928	его формы	1	1
1929	этом как	1	1
1930	от их	1	1
1931	поэтому и	7	1
1932	основные типы	1	1
1933	связанная с	2	1
1934	и широкое	1	1
1935	между которыми	1	1
1936	быть отнесены	1	1
1937	заключается в	1	1
1938	месте и	1	1
1939	в различные	2	1
1940	же о	1	1
1941	он пел	1	1
1942	затем следует	1	1
1943	оно всегда	1	1
1944	самая постановка	1	1
1945	может стать	3	1
1946	и делать	1	1
1947	за свое	1	1
1948	дело идет	2	1
1949	них он	1	1
1950	и отдельных	1	1
1951	правда не	3	1
1952	героя по	1	1
1953	которая не	3	1
1954	другими формами	1	1
1955	из области	1	1
1956	свое время	1	1
1957	слова для	2	1
1958	и определить	1	1
1959	того оно	1	1
1960	ли они	1	1
1961	проходит мимо	1	1
1962	не является	3	1
1963	совершенно иной	1	1
1964	как одно	1	1
1965	который не	1	1
1966	очень далеко	1	1
1967	что самое	1	1
1968	работает на	1	1
1969	единства в	1	1
1970	и раскрытии	1	1
1971	и сюжеты	1	1
1972	не до	1	1
1973	людей как	1	1
1974	чтобы самому	1	1
1975	не изучены	1	1
1976	и два	1	1
1977	здесь о	1	1
1978	рассказчика то	1	1
1979	в известном	2	1
1980	о своем	1	1
1981	нет никакой	2	1
1982	живущего в	1	1
1983	тому или	1	1
1984	может сделать	1	1
1985	что говорят	2	1
1986	же время	15	1
1987	действий но	1	1
1988	цели и	1	1
1989	на окружающий	1	1
1990	известной степени	6	1
1991	переход из	1	1
1992	а путем	1	1
1993	их значение	1	1
1994	ним в	1	1
1995	нем не	1	1
1996	иная точка	1	1
1997	из подчиненных	3	1
1998	своем месте	1	1
1999	совершается не	1	1
2000	нем в	6	1
2001	эти категории	2	1
2002	но именно	5	1
2003	с нею	1	1
2004	творчества а	1	1
2005	как понимать	1	1
2006	такие которые	1	1
2007	это кажется	1	1
2008	оно должно	1	1
2009	слово и	5	1
2010	ибо этот	1	1
2011	зачатки его	1	1
2012	при каких	2	1
2013	в понимании	3	1
2014	голос в	1	1
2015	категории и	2	1
2016	одно лицо	1	1
2017	стороны эти	1	1
2018	пришлось бы	1	1
2019	оно входит	2	1
2020	дальнейшего развития	2	1
2021	нельзя говорить	1	1
2022	его можно	1	1
2023	будет сделано	1	1
2024	и сквозь	1	1
2025	в предмете	8	1
2026	исчерпан в	1	1
2027	ссылаются на	1	1
2028	иной характер	1	1
2029	и беспрестанно	1	1
2030	в первый	1	1
2031	с большей	1	1
2032	переход к	1	1
2033	этом отношении	2	1
2034	стать на	1	1
2035	приведет к	1	1
2036	как особый	2	1
2037	для своего	1	1
2038	помощи другого	1	1
2039	не ставились	1	1
2040	из своих	2	1
2041	понимания этого	1	1
2042	чем он	2	1
2043	с социальным	2	1
2044	были формы	1	1
2045	она во	1	1
2046	и непосредственно	6	1
2047	когда оно	1	1
2048	человека это	1	1
2049	виду не	1	1
2050	и ставят	1	1
2051	места в	1	1
2052	характер его	1	1
2053	приведенные нами	1	1
2054	в литературу	1	1
2055	наконец даже	2	1
2056	словом и	9	1
2057	этом на	1	1
2058	эти наблюдения	1	1
2059	добродетели в	1	1
2060	слова очень	1	1
2061	ставят в	1	1
2062	разновидности и	1	1
2063	об особом	1	1
2064	в новом	3	1
2065	для которого	1	1
2066	его же	4	1
2067	знает такого	1	1
2068	может внести	1	1
2069	при его	2	1
2070	единству и	2	1
2071	с какими	1	1
2072	который оно	1	1
2073	за этой	1	1
2074	вообще очень	1	1
2075	ко всему	1	1
2076	же служит	1	1
2077	и снова	1	1
2078	преимущественно в	4	1
2079	диалог между	1	1
2080	пределами своего	1	1
2081	зрения традиционной	1	1
2082	самому себе	1	1
2083	очень близко	1	1
2084	есть чисто	1	1
2085	главное и	1	1
2086	таких образов	1	1
2087	ведь и	1	1
2088	создает благоприятную	1	1
2089	есть как	3	1
2090	лежащую в	1	1
2091	если нет	1	1
2092	другим и	1	1
2093	и магическое	2	1
2094	способности и	1	1
2095	быть как	1	1
2096	только такие	1	1
2097	нем самом	1	1
2098	лежат в	1	1
2099	доступные нам	1	1
2100	не касается	1	1
2101	благоприятную почву	1	1
2102	и всех	1	1
2103	очень велико	3	1
2104	эпохи и	2	1
2105	сопоставление и	1	1
2106	этих границ	1	1
2107	как для	1	1
2108	изучения и	1	1
2109	форма эта	1	1
2110	речь и	3	1
2111	до нас	1	1
2112	как за	1	1
2113	от времени	1	1
2114	в чисто	4	1
2115	в узком	13	1
2116	как игра	1	1
2117	в передаче	1	1
2118	определенное лицо	1	1
2119	мы слышим	1	1
2120	соединяется с	1	1
2121	тех или	1	1
2122	нуждается в	3	1
2123	ответа но	1	1
2124	и совершенно	1	1
2125	дня а	1	1
2126	автора и	6	1
