N	2gram	Tiupa_Anal	Istorich
1316	говорит не	1	2
1317	а сама	1	2
1318	не к	3	2
1319	о таком	1	1
1320	тем оно	1	1
1321	еще раз	1	1
1322	себе внимание	1	1
1323	говоря уже	1	1
1324	принимает на	1	1
1325	когда не	2	1
1326	помимо этих	1	1
1327	некоторой степени	1	1
1328	и имеет	1	1
1329	себе целью	1	1
1330	распространено и	1	1
1331	следует что	2	1
1332	именно она	1	1
1333	и был	1	1
1334	какой бы	2	1
1335	христианства и	1	1
1336	особенно если	1	1
1337	и второй	1	1
1338	свою родину	1	1
1339	и внешне	1	1
1340	быть найден	1	1
1341	чтобы в	1	1
1342	как образ	1	1
1343	в художественную	1	1
1344	не считает	1	1
1345	о мире	1	1
1346	знание языка	1	1
1347	отвечает на	2	1
1348	разрубает его	1	1
1349	воображаемого мира	1	1
1350	этой жизни	1	1
1351	я от	1	1
1352	мотивов в	1	1
1353	похож на	1	1
1354	мысли о	1	1
1355	эта формула	1	1
1356	собой не	2	1
1357	лица в	1	1
1358	слова часто	2	1
1359	является для	1	1
1360	что наиболее	1	1
1361	к земле	1	1
1362	же после	1	1
1363	и нисколько	1	1
1364	его личной	1	1
1365	на точку	1	1
1366	понято как	1	1
1367	играть в	1	1
1368	широком смысле	2	1
1369	что мужские	1	1
1370	и смерти	4	1
1371	бросился в	1	1
1372	говорится о	1	1
1373	нам не	2	1
1374	над собой	1	1
1375	состоит не	1	1
1376	было и	1	1
1377	повествования и	3	1
1378	к художественной	1	1
1379	сказал я	1	1
1380	себе все	1	1
1381	языка в	1	1
1382	текста это	3	1
1383	ничто не	2	1
1384	и иных	1	1
1385	итак анализ	1	1
1386	мы подробно	1	1
1387	времени в	4	1
1388	больше не	1	1
1389	в два	2	1
1390	вообще как	1	1
1391	должна была	2	1
1392	это восхождение	1	1
1393	не исключает	1	1
1394	встречи с	3	1
1395	может служить	3	1
1396	же или	1	1
1397	для данного	3	1
1398	для своей	1	1
1399	от своей	1	1
1400	других он	1	1
1401	же его	4	1
1402	от меня	1	1
1403	всякого сомнения	1	1
1404	за рамки	2	1
1405	продолжает жить	1	1
1406	других что	1	1
1407	я один	2	1
1408	в значительной	1	1
1409	приходят к	1	1
1410	эти более	1	1
1411	я с	1	1
1412	другого не	2	1
1413	места для	1	1
1414	противопоставлены в	1	1
1415	почти нет	1	1
1416	он служит	1	1
1417	приобщения к	1	1
1418	по одной	1	1
1419	и всякого	1	1
1420	она превращается	1	1
1421	в следующих	1	1
1422	в противном	1	1
1423	с вопросом	1	1
1424	суть которой	1	1
1425	являются для	1	1
1426	комнату и	1	1
1427	строго говоря	3	1
1428	и иной	1	1
1429	наконец последняя	1	1
1430	чрезвычайно широко	1	1
1431	путь не	1	1
1432	иначе говоря	17	1
1433	и представляет	4	1
1434	и оба	1	1
1435	первый и	1	1
1436	сам автор	1	1
1437	самого героя	1	1
1438	возвращение к	1	1
1439	этом все	1	1
1440	не слишком	1	1
1441	своему содержанию	1	1
1442	целом итак	1	1
1443	символическая смерть	1	1
1444	искусство в	2	1
1445	начале этой	1	1
1446	здесь имеют	1	1
1447	литература будто	1	1
1448	отметить еще	1	1
1449	нечистой силы	1	1
1450	быть распространено	1	1
1451	в ситуации	3	1
1452	лучше чем	1	1
1453	или иному	2	1
1454	ли возможно	1	1
1455	примере одного	1	1
1456	целом но	1	1
1457	это слово	1	1
1458	иного рода	4	1
1459	это вполне	1	1
1460	с мужскими	1	1
1461	лица и	1	1
1462	случилось с	1	1
1463	воспринимается как	1	1
1464	в многообразных	1	1
1465	пути и	1	1
1466	и приводит	1	1
1467	ко всем	2	1
1468	по аналогии	1	1
1469	была в	1	1
1470	скажем в	1	1
1471	рассмотренных выше	1	1
1472	нем но	1	1
1473	и всего	2	1
1474	текстов мы	1	1
1475	момент ее	1	1
1476	самым и	1	1
1477	отношений в	1	1
1478	место и	1	1
1479	того и	5	1
1480	в двух	4	1
1481	на границе	1	1
1482	не требует	1	1
1483	ухом и	1	1
1484	то именно	1	1
1485	свою силу	1	1
1486	действительности и	1	1
1487	иного как	2	1
1488	есть особый	1	1
1489	объекта к	1	1
1490	что хотя	1	1
1491	я на	1	1
1492	смысл и	3	1
1493	слово есть	1	1
1494	если оно	1	1
1495	случаях оказывается	1	1
1496	факт не	1	1
1497	может она	1	1
1498	под ними	1	1
1499	еще что-то	1	1
1500	каким является	1	1
1501	и вздумал	1	1
1502	неотделимо от	2	1
1503	человека как	1	1
1504	или может	1	1
1505	речи и	2	1
1506	полного понимания	1	1
1507	речь ведется	1	1
1508	ничего нового	1	1
1509	смерти имеет	1	1
1510	и является	4	1
1511	появление в	1	1
1512	где в	1	1
1513	никогда нельзя	1	1
1514	этих факторов	1	1
1515	перед лицом	6	1
1516	из нас	1	1
1517	миру и	1	1
1518	в историческом	1	1
1519	какой-то степени	1	1
1520	работы на	1	1
1521	принадлежит одному	1	1
1522	где каждый	1	1
1523	выходят за	2	1
1524	выше уже	2	1
1525	мы их	1	1
1526	сущности это	1	1
1527	этот путь	1	1
1528	быть зафиксированы	1	1
1529	к существам	1	1
1530	но прежде	1	1
1531	в конфликт	1	1
1532	здесь приобретает	1	1
1533	вне этого	1	1
1534	значение этих	1	1
1535	привести одну	1	1
1536	в мужчину	1	1
1537	поэтического творчества	1	1
1538	человека для	1	1
1539	в четыре	3	1
1540	бы я	1	1
1541	это по	1	1
1542	можно отметить	2	1
1543	верой в	1	1
1544	и сами	2	1
1545	чем выше	1	1
1546	готовым к	1	1
1547	полный и	1	1
1548	знаков и	1	1
1549	голосом и	1	1
1550	второй случай	1	1
1551	а своего	1	1
1552	текст в	3	1
1553	пользоваться им	1	1
1554	вступил в	2	1
1555	характерно и	1	1
1556	своего собственного	2	1
1557	от такой	1	1
1558	речи кто	1	1
1559	и такой	1	1
1560	от женского	1	1
1561	упоминаемые в	1	1
1562	имеется еще	1	1
1563	в отношении	2	1
1564	нож и	1	1
1565	будет иметь	1	1
1566	вне всякого	1	1
1567	как вы	1	1
1568	не случайна	2	1
1569	этого процесса	1	1
1570	не хотелось	1	1
1571	то на	1	1
1572	целого но	2	1
1573	этом месте	1	1
1574	сначала не	1	1
1575	ведущие к	1	1
1576	и будет	1	1
1577	значения и	1	1
1578	смысле что	1	1
1579	и соответственно	5	1
1580	третий не	1	1
1581	у читателя	2	1
1582	углубление в	1	1
1583	ли не	1	1
1584	что такой	1	1
1585	говоря и	3	1
1586	которая сама	1	1
1587	результатов то	1	1
1588	врывается в	1	1
1589	ни на	1	1
1590	всему этому	1	1
1591	же я	1	1
1592	не учитывать	1	1
1593	и состоит	5	1
1594	из функций	1	1
1595	своей собственной	2	1
1596	один к	1	1
1597	оба эти	1	1
1598	и содержит	1	1
1599	раз она	1	1
1600	то все	1	1
1601	вы говорите	1	1
1602	в действие	1	1
1603	случае с	1	1
1604	внимание и	1	1
1605	ведут к	1	1
1606	совершенно иного	1	1
1607	может ли	2	1
1608	неотделима от	2	1
1609	правой руке	1	1
1610	на две	1	1
1611	видит не	1	1
1612	однако здесь	2	1
1613	из первых	1	1
1614	к объяснению	1	1
1615	она принимает	1	1
1616	разве я	1	1
1617	отношения то	1	1
1618	до известной	1	1
1619	языка но	1	1
1620	говоря не	1	1
1621	было написано	4	1
1622	как предмет	4	1
1623	появляется в	2	1
1624	по этой	2	1
1625	что соответствует	1	1
1626	мира не	2	1
1627	во времени	6	1
1628	исключительно в	1	1
1629	как основной	1	1
1630	обращена к	1	1
1631	мышления в	1	1
1632	основе своей	2	1
1633	для художественного	2	1
1634	мы вынуждены	2	1
1635	может не	2	1
1636	ее уже	1	1
1637	не всякая	1	1
1638	иметь дело	1	1
1639	под собой	1	1
1640	на что	1	1
1641	ее нет	1	1
1642	только его	1	1
1643	цвет и	1	1
1644	в широком	4	1
1645	у самой	1	1
1646	очень существенно	1	1
1647	другого но	2	1
1648	уже получил	1	1
1649	раз в	1	1
1650	сказать не	1	1
1651	собой он	1	1
1652	и некоторых	1	1
1653	о существе	1	1
1654	более точного	1	1
1655	сама в	1	1
1656	перед исследователем	1	1
1657	встал и	1	1
1658	на несколько	1	1
1659	каждого в	1	1
1660	ужас и	1	1
1661	быть признано	2	1
1662	их последовательность	1	1
1663	если и	1	1
1664	противном случае	1	1
1665	на фоне	5	1
1666	сразу же	1	1
1667	в сюжет	1	1
1668	именно эта	1	1
1669	своим результатам	1	1
1670	смертельную опасность	1	1
1671	поставить в	1	1
1672	дело и	1	1
1673	несколько иная	1	1
1674	и другого	4	1
1675	дверь в	1	1
1676	мере в	4	1
1677	до встречи	2	1
1678	ассоциируется с	1	1
1679	ведь это	2	1
1680	сам не	1	1
1681	столько о	1	1
1682	легко прослеживается	1	1
1683	этого текста	2	1
1684	один в	2	1
1685	одни и	2	1
1686	из древнейших	1	1
1687	первый случай	1	1
1688	известно из	1	1
1689	и композиция	1	1
1690	к некоторому	1	1
1691	это была	2	1
1692	но такое	1	1
1693	служить и	1	1
1694	сюжета с	1	1
1695	ним как	1	1
1696	борьба с	3	1
1697	встреча с	2	1
1698	веры в	1	1
1699	например и	1	1
1700	и сон	1	1
1701	и семейных	1	1
1702	данного текста	2	1
1703	она состоит	1	1
1704	смысл его	3	1
1705	за которыми	1	1
1706	идет о	1	1
1707	выросший из	1	1
1708	с возвращением	1	1
1709	в какой-то	1	1
1710	или еще	1	1
1711	и старухе	1	1
1712	есть такое	1	1
1713	и самого	3	1
1714	один по	1	1
1715	художественного произведения	6	1
1716	он вообще	1	1
1717	или иной	8	1
1718	его до	1	1
1719	уже о	1	1
1720	этой ситуации	1	1
1721	та и	1	1
1722	времена и	1	1
1723	черный цвет	1	1
1724	с первых	1	1
1725	которая и	1	1
1726	само собой	1	1
1727	бы от	1	1
1728	возвращением в	1	1
1729	себя также	1	1
1730	из значений	1	1
1731	в той	8	1
1732	ничего иного	2	1
1733	мы наблюдаем	1	1
1734	светила в	1	1
1735	от процесса	1	1
1736	иной форме	1	1
1737	что один	1	1
1738	нем а	1	1
1739	из многих	1	1
1740	человеческой жизни	1	1
1741	старик в	1	1
1742	высока и	1	1
1743	себе силу	1	1
1744	в глазах	1	1
1745	однако и	1	1
1746	к числу	1	1
1747	которой в	1	1
1748	и старухи	1	1
1749	что то	1	1
1750	сторона этой	1	1
1751	с более	1	1
1752	в году	1	1
1753	миф в	1	1
1754	красоты и	1	1
1755	дается в	1	1
1756	случае он	1	1
1757	бы вера	1	1
1758	но автор	1	1
1759	однако с	1	1
1760	наш случай	1	1
1761	связи особую	1	1
1762	к какому-нибудь	1	1
1763	в первом	3	1
1764	элементы в	1	1
1765	они относятся	1	1
1766	описана в	1	1
1767	и полагает	1	1
1768	второй половине	1	1
1769	всегда имеется	2	1
1770	на конце	3	1
1771	в наиболее	3	1
1772	данный текст	2	1
1773	на ноги	1	1
1774	согласно которому	1	1
1775	выход из	2	1
1776	не изнутри	1	1
1777	себя к	2	1
1778	целым рядом	1	1
1779	к своим	1	1
1780	только частный	1	1
1781	обращение к	1	1
1782	определяется не	1	1
1783	могут оказаться	2	1
1784	науки в	1	1
1785	такими словами	1	1
1786	об отношении	1	1
1787	тексте упоминаются	1	1
1788	двух и	1	1
1789	при наличии	3	1
1790	на человека	1	1
1791	к понятию	2	1
1792	на части	1	1
1793	в карты	2	1
1794	так для	1	1
1795	ухода в	1	1
1796	сюжет и	1	1
1797	его собственной	1	1
1798	же является	1	1
1799	не сама	1	1
1800	в случае	7	1
1801	новом свете	1	1
1802	что люди	1	1
1803	смерти на	2	1
1804	что речь	1	1
1805	что те	1	1
1806	он при	1	1
1807	место но	1	1
1808	однако некоторые	1	1
1809	она вполне	1	1
1810	самом начале	3	1
1811	из рассмотренных	1	1
1812	утверждал что	1	1
1813	обыкновенно это	1	1
1814	ничего нельзя	1	1
1815	на наш	6	1
1816	же слова	1	1
1817	а со	1	1
1818	и внутренняя	1	1
1819	однажды в	1	1
1820	по поводу	4	1
1821	и нас	1	1
1822	магической власти	1	1
1823	это впрочем	1	1
1824	давал ему	1	1
1825	на втором	2	1
1826	начало и	1	1
1827	его объекта	1	1
1828	имеется как	1	1
1829	на протяжении	2	1
1830	менее в	1	1
1831	к человеку	1	1
1832	оно само	1	1
1833	первом случае	2	1
1834	его частей	1	1
1835	основных функций	1	1
1836	сама же	1	1
1837	есть превращение	1	1
1838	на этих	1	1
1839	сюжета является	1	1
1840	пользуются в	1	1
1841	только во	1	1
1842	значительной степени	1	1
1843	обратил внимание	1	1
1844	аналогии с	1	1
1845	меньше и	1	1
1846	такое если	1	1
1847	о ком	2	1
1848	богу не	1	1
1849	самый предмет	1	1
1850	какой это	1	1
1851	различно в	1	1
1852	находят в	1	1
1853	из уст	1	1
1854	первых слов	1	1
1855	но ведь	1	1
1856	имеет никаких	1	1
1857	в пределы	1	1
1858	из четырех	2	1
1859	что никто	1	1
1860	я есть	2	1
1861	персонажами в	1	1
1862	при понимании	1	1
1863	и жизнь	1	1
1864	же касается	1	1
1865	на свободу	1	1
1866	к мысли	1	1
1867	теперь и	1	1
1868	которым герой	1	1
1869	вопроса о	4	1
1870	не был	2	1
1871	и м	2	1
1872	сказал он	1	1
1873	всех своих	1	1
1874	на которую	2	1
1875	приходится ограничиваться	1	1
1876	которая является	1	1
1877	в уста	1	1
1878	объяснению которое	1	1
1879	того в	1	1
1880	царем и	1	1
1881	составных частей	1	1
1882	он приобрел	1	1
1883	к зиме	1	1
1884	предполагает что	1	1
1885	как организация	1	1
1886	что появление	1	1
1887	тайн можно	1	1
1888	отношение между	1	1
1889	два события	1	1
1890	действующих лиц	1	1
1891	и одновременно	4	1
1892	искусство и	2	1
1893	легко можно	2	1
1894	не приходится	2	1
1895	для человека	2	1
1896	для установления	1	1
1897	бы уже	1	1
1898	этом смысле	3	1
1899	церемония и	1	1
1900	таит в	2	1
1901	ранее чем	1	1
1902	как известно	4	1
1903	смысла и	3	1
1904	и анализ	1	1
1905	я в	5	1
1906	с людьми	3	1
1907	через увеличение	1	1
1908	этих версий	1	1
1909	это правило	1	1
1910	как от	2	1
1911	ведь ты	2	1
1912	силу своей	3	1
1913	что может	2	1
1914	в первой	2	1
1915	у разных	1	1
1916	сторону и	2	1
1917	функции посредничества	1	1
1918	которых могла	1	1
1919	делает и	1	1
1920	ни одно	2	1
1921	мифа но	1	1
1922	или иного	3	1
1923	вопрос может	1	1
1924	сливаются в	1	1
1925	предположение о	1	1
1926	совершенно очевидна	1	1
1927	во втором	1	1
1928	существования и	2	1
1929	в тени	1	1
1930	во множестве	1	1
1931	по форме	1	1
1932	то есть	19	1
1933	при возвращении	1	1
1934	любой предмет	1	1
1935	комнаты и	1	1
1936	для себя	3	1
1937	которая по	1	1
1938	явление должно	1	1
1939	с каким-то	1	1
1940	на бледном	1	1
1941	до некоторой	1	1
1942	подлежит никакому	1	1
1943	переходит от	2	1
1944	этот не	1	1
1945	того свою	1	1
1946	не ставит	1	1
1947	на мое	1	1
1948	этом как	1	1
1949	отсылает к	2	1
1950	со второй	1	1
1951	одновременно они	1	1
1952	даже у	1	1
1953	которые следует	1	1
1954	между которыми	1	1
1955	дано только	1	1
1956	заключается в	2	1
1957	их количество	1	1
1958	за голову	1	1
1959	или болью	1	1
1960	это существо	1	1
1961	с целым	1	1
1962	из тех	1	1
1963	героем возможно	1	1
1964	которого является	1	1
1965	эту сторону	1	1
1966	имеется целая	1	1
1967	есть она	1	1
1968	перекликается с	2	1
1969	точность и	1	1
1970	который и	1	1
1971	в своего	1	1
1972	свое время	3	1
1973	что искусство	1	1
1974	смертью в	2	1
1975	не является	3	1
1976	столько с	1	1
1977	это понятие	1	1
1978	другим он	1	1
1979	который не	2	1
1980	нас очень	1	1
1981	не до	1	1
1982	людей как	1	1
1983	одном лице	1	1
1984	уже встречались	1	1
1985	этот переход	1	1
1986	ощущается как	1	1
1987	в известном	2	1
1988	смысла или	1	1
1989	магический кристалл	1	1
1990	обнаруживается в	1	1
1991	композиции с	1	1
1992	тому или	2	1
1993	видим как	1	1
1994	времени и	7	1
1995	характерной чертой	1	1
1996	перстень на	1	1
1997	же время	7	1
1998	нее собственно	1	1
1999	раздваивается на	1	1
2000	образом не	3	1
2001	сохраняет свою	1	1
2002	известной степени	1	1
2003	ним в	1	1
2004	вступает во	1	1
2005	и служит	1	1
2006	да к	2	1
2007	того с	1	1
2008	который по	1	1
2009	героя это	2	1
2010	в понимании	1	1
2011	для достижения	1	1
2012	ситуации в	1	1
2013	ноги такая	1	1
2014	быть поставлены	1	1
2015	в классической	1	1
2016	не будучи	1	1
2017	заключенных в	1	1
2018	его можно	2	1
2019	мире так	1	1
2020	собой лишь	2	1
2021	поэтому всякое	1	1
2022	однажды когда	1	1
2023	короче говоря	1	1
2024	встречу с	2	1
2025	на дорогу	2	1
2026	однако подобно	1	1
2027	не доказывает	1	1
2028	который всегда	1	1
2029	полном соответствии	1	1
2030	себе они	1	1
2031	неожиданным и	1	1
2032	как смерть	2	1
2033	словно по	1	1
2034	этом отношении	5	1
2035	уже содержит	1	1
2036	или человек	1	1
2037	о пребывании	1	1
2038	наконец четвертая	2	1
2039	и точно	1	1
2040	считает их	1	1
2041	из своих	2	1
2042	представляется совершенно	1	1
2043	чтобы достигнуть	1	1
2044	разрубил его	1	1
2045	и представления	1	1
2046	когда оно	1	1
2047	не любит	4	1
2048	он мысленно	1	1
2049	герой художественного	1	1
2050	указывает и	1	1
2051	и жадному	1	1
2052	только сам	1	1
2053	виду не	1	1
2054	как художественного	2	1
2055	он видел	1	1
2056	перед смертью	1	1
2057	между собою	1	1
2058	не подлежит	1	1
2059	виде в	1	1
2060	он сидит	1	1
2061	в новом	2	1
2062	и сообщают	1	1
2063	форма в	1	1
2064	к любому	1	1
2065	рассудка и	1	1
2066	миром и	1	1
2067	целого и	1	1
2068	человека к	4	1
2069	сказать и	1	1
2070	не говоря	2	1
2071	ко всему	1	1
2072	он указывает	1	1
2073	сама природа	1	1
2074	том случае	1	1
2075	к столу	1	1
2076	только к	1	1
2077	до тех	1	1
2078	узнает о	2	1
2079	героя к	2	1
2080	из ложной	1	1
2081	дело уже	1	1
2082	не решает	2	1
2083	классический пример	1	1
2084	его эпизодов	1	1
2085	есть чисто	2	1
2086	однако если	1	1
2087	имеются два	1	1
2088	человек всегда	1	1
2089	не всякий	1	1
2090	ведь и	1	1
2091	данного рода	2	1
2092	в искусстве	2	1
2093	каждого такого	1	1
2094	интерес представляет	1	1
2095	быть как	1	1
2096	только такие	1	1
2097	говоря о	2	1
2098	даже при	1	1
2099	а этот	1	1
2100	что случилось	4	1
2101	собственно говоря	6	1
2102	чем является	1	1
2103	чего она	1	1
2104	времени самого	1	1
2105	рассказа о	1	1
2106	наиболее существенные	2	1
2107	два различных	2	1
2108	сидит за	1	1
2109	облекается в	1	1
2110	как для	1	1
2111	и обувь	1	1
2112	изучаемое явление	1	1
2113	тех или	3	1
2114	с иным	1	1
2115	нуждается в	9	1
2116	во-вторых они	1	1
2117	таковой и	1	1
2118	бытия в	1	1
2119	свете все	1	1
2120	и объект	1	1
2121	носит в	1	1
2122	возвращении к	1	1
2123	о гибели	2	1
2124	это отнюдь	1	1
2125	автора и	4	1
2126	их связях	1	1
