N	2gram	Potebnia_M	RusskieA
1320	противном случае	3	1
1321	и могут	1	1
1322	в такой	2	1
1323	остановимся на	3	1
1324	света и	3	1
1325	разницы между	1	1
1326	и оно	1	1
1327	это было	3	1
1328	пока не	1	1
1329	так а	2	1
1330	в каждой	1	1
1331	возможно для	1	1
1332	человеком и	4	1
1333	и таким	1	1
1334	а так	4	1
1335	с какими	1	1
1336	между коими	1	1
1337	два случая	1	1
1338	и основные	1	1
1339	словом или	2	1
1340	от первого	1	1
1341	когда по	1	1
1342	того или	1	1
1343	искать в	3	1
1344	его словам	2	1
1345	божества а	1	1
1346	и эти	1	1
1347	в полной	1	1
1348	же с	8	1
1349	покажет нам	1	1
1350	каждая из	1	1
1351	возвращается к	1	1
1352	выше и	1	1
1353	он говорит	1	1
1354	по которому	2	1
1355	же от	1	1
1356	которую мы	1	1
1357	это как	1	1
1358	в самых	2	1
1359	две стороны	1	1
1360	есть при	1	1
1361	есть создание	4	1
1362	не простое	1	1
1363	и ни	1	1
1364	слов для	2	1
1365	который мы	2	1
1366	существует независимо	1	1
1367	может считаться	1	1
1368	при сравнении	1	1
1369	а из	1	1
1370	ср наше	1	1
1371	не по	4	1
1372	собою как	2	1
1373	на другое	1	1
1374	дерево во	1	1
1375	есть как	2	1
1376	такой способ	1	1
1377	эти формы	2	1
1378	во второй	1	1
1379	и может	5	1
1380	нужно было	3	1
1381	наоборот в	1	1
1382	например к	1	1
1383	в науке	1	1
1384	же что	2	1
1385	наша наука	1	1
1386	но такое	2	1
1387	природе растение	1	1
1388	лучшее средство	1	1
1389	говоря о	3	1
1390	однако заметить	1	1
1391	в нашей	2	1
1392	стороны его	1	1
1393	но дело	2	1
1394	не следует	6	1
1395	например и	1	1
1396	стороны и	3	1
1397	до появления	1	1
1398	как явление	1	1
1399	от того	9	1
1400	д в	1	1
1401	несколько раз	1	1
1402	с понятием	2	1
1403	или как	2	1
1404	при всем	1	1
1405	еще на	1	1
1406	рассматривать как	1	1
1407	этой теории	4	1
1408	понят только	1	1
1409	и дают	1	1
1410	и время	1	1
1411	именно тогда	1	1
1412	самых малейших	1	1
1413	со своими	1	1
1414	все следующие	1	1
1415	были и	2	1
1416	к совершению	1	1
1417	содержанием и	1	1
1418	что изучение	1	1
1419	это видно	1	1
1420	того времени	2	1
1421	и необходимое	1	1
1422	дни и	2	1
1423	по-видимому еще	1	1
1424	в голову	1	1
1425	ему с	1	1
1426	чем именно	1	1
1427	мы указали	1	1
1428	к пониманию	1	1
1429	жизни и	3	1
1430	без сомнения	6	1
1431	только после	2	1
1432	как скоро	2	1
1433	значения не	1	1
1434	нуждается в	2	1
1435	так называемым	1	1
1436	этим связано	1	1
1437	ли в	2	1
1438	не остаются	1	1
1439	эти существа	1	1
1440	в так	1	1
1441	других языках	1	1
1442	и совершенно	2	1
1443	есть не	7	1
