N	2gram	Propp_Isto	StatiiOP
1314	ни одно	1	1
1315	второй этап	1	1
1316	и хотя	1	1
1317	однако что	1	1
1318	в современной	3	1
1319	времен и	1	1
1320	перед лицом	1	1
1321	но так	3	1
1322	общая схема	1	1
1323	несколько ниже	1	1
1324	это может	2	1
1325	вопрос до	1	1
1326	было видеть	1	1
1327	я буду	4	1
1328	в известных	1	1
1329	должны были	9	1
1330	мы здесь	8	1
1331	вопрос можно	1	1
1332	он еще	1	1
1333	фольклорного материала	1	1
1334	могла бы	3	1
1335	встать на	1	1
1336	был жив	1	1
1337	вдаваясь в	2	1
1338	и несколько	1	1
1339	способ аргументации	1	1
1340	почему же	1	1
1341	не сливаются	1	1
1342	не говорится	2	1
1343	он в	5	1
1344	выше уже	1	1
1345	однако в	2	1
1346	друг другу	1	1
1347	это приводит	2	1
1348	о его	1	1
1349	материала в	1	1
1350	такой форме	1	1
1351	ее а	1	1
1352	и есть	5	1
1353	мы будем	5	1
1354	в некотором	2	1
1355	ты мне	2	1
1356	итак в	1	1
1357	показывают что	7	1
1358	в силу	7	1
1359	ней в	1	1
1360	представлением об	1	1
1361	мы теперь	1	1
1362	же мы	1	1
1363	в совершенно	2	1
1364	исторических материалов	1	1
1365	значение как	1	1
1366	из анализа	1	1
1367	оно может	2	1
1368	д по	1	1
1369	но кроме	1	1
1370	отвечает что	1	1
1371	таких примеров	1	1
1372	для чего	1	1
1373	что хотя	1	1
1374	можно с	1	1
1375	чтобы не	3	1
1376	очень рано	1	1
1377	товарищей по	1	1
1378	где мы	1	1
1379	можно отметить	1	1
1380	он начал	1	1
1381	доказывает что	2	1
1382	эта женщина	1	1
1383	вопросом о	2	1
1384	можно только	1	1
1385	других вопросов	1	1
1386	пути по	1	1
1387	этом очень	1	1
1388	употребление слов	1	1
1389	так таким	1	1
1390	др а	1	1
1391	том чем	1	1
1392	вариантов и	1	1
1393	образом и	1	1
1394	в сказках	7	1
1395	лес в	4	1
1396	опасность для	1	1
1397	которому они	1	1
1398	более ранней	1	1
1399	они и	1	1
1400	с тремя	1	1
1401	его мнению	2	1
1402	как с	1	1
1403	а своего	1	1
1404	что этим	1	1
1405	для каждой	1	1
1406	них в	1	1
1407	себе представить	1	1
1408	первый этап	1	1
1409	в основном	4	1
1410	которые он	1	1
1411	представлял собой	1	1
1412	исследователей и	1	1
1413	которых мы	1	1
1414	был бы	4	1
1415	этих случаев	1	1
1416	ним и	1	1
1417	который его	1	1
1418	героя в	6	1
1419	эти случаи	4	1
1420	сказки в	3	1
1421	и должно	3	1
1422	большую роль	3	1
1423	освободиться от	1	1
1424	человек с	1	1
1425	содержит в	1	1
1426	чтобы стать	1	1
1427	с ним	3	1
1428	никакому сомнению	1	1
1429	землей и	1	1
1430	здесь он	2	1
1431	он на	1	1
1432	в другой	4	1
1433	для глаз	1	1
1434	характер и	1	1
1435	не исчерпывается	1	1
1436	он действует	1	1
1437	совсем так	1	1
1438	его понимал	1	1
1439	действительно ли	1	1
1440	они в	1	1
1441	но этого	1	1
1442	и дает	2	1
1443	дай мне	1	1
1444	и страх	1	1
1445	совершенно иное	1	1
1446	кости и	2	1
1447	нас от	1	1
1448	там в	1	1
1449	один человек	1	1
1450	мальчика и	1	1
1451	можно дать	1	1
1452	брать из	1	1
1453	к уничтожению	1	1
1454	вместо того	2	1
1455	в соответствии	1	1
1456	почти всегда	1	1
1457	велика в	1	1
1458	первый шаг	1	1
1459	сказать по	1	1
1460	же стороны	1	1
1461	вокруг него	1	1
1462	с целью	2	1
1463	себе совершенно	1	1
1464	женится на	1	1
1465	сторону дела	1	1
1466	исследование может	1	1
1467	приведенных выше	2	1
1468	быть даже	1	1
1469	не знал	1	1
1470	и силы	1	1
1471	к самым	1	1
1472	есть нечто	1	1
1473	с такими	2	1
1474	у читателя	1	1
1475	что такой	1	1
1476	не соответствуют	1	1
1477	которые могут	3	1
1478	которого является	1	1
1479	много но	2	1
1480	в количестве	1	1
1481	что таким	1	1
1482	таких случаях	4	1
1483	была и	1	1
1484	приводит к	3	1
1485	форме а	1	1
1486	к какому	1	1
1487	на русской	1	1
1488	дело так	1	1
1489	как живые	1	1
1490	говорили о	1	1
1491	ему и	1	1
1492	говорит за	1	1
1493	своего отца	3	1
1494	вследствие этого	2	1
1495	знает что	1	1
1496	ad hoc	1	1
1497	возникает вопрос	1	1
1498	и переносит	1	1
1499	совсем как	1	1
1500	на своем	2	1
1501	этого сопоставления	1	1
1502	автор не	1	1
1503	сейчас же	1	1
1504	жена и	1	1
1505	такая точка	1	1
1506	зрения что	1	1
1507	смысл этих	1	1
1508	к какой	1	1
1509	в рассмотрение	1	1
1510	но оно	4	1
1511	при всем	1	1
1512	тому кто	2	1
1513	который он	1	1
1514	не касаться	1	1
1515	нет ничего	2	1
1516	но их	2	1
1517	ни к	3	1
1518	для сравнения	1	1
1519	его и	6	1
1520	сама не	2	1
1521	можно сделать	1	1
1522	впечатление что	2	1
1523	должно быть	2	1
1524	собраны все	1	1
1525	истории не	1	1
1526	можно установить	3	1
1527	по этим	1	1
1528	примеры показывают	1	1
1529	пробраться в	1	1
1530	позднее в	3	1
1531	бы с	1	1
1532	и представляют	1	1
1533	столько с	1	1
1534	или этот	1	1
1535	совершенно иной	1	1
1536	со всех	4	1
1537	ли он	3	1
1538	у одного	1	1
1539	он приступает	1	1
1540	в роли	1	1
1541	чем то	1	1
1542	но здесь	1	1
1543	что самое	1	1
1544	которые всегда	1	1
1545	в иной	9	1
1546	один только	2	1
1547	приступая к	1	1
1548	истории но	1	1
1549	он часто	1	1
1550	это только	1	1
1551	вопросе о	1	1
1552	этом пути	1	1
1553	знать и	1	1
1554	бы ему	1	1
1555	а может	2	1
1556	ими в	1	1
1557	окажется что	1	1
1558	нужно уметь	1	1
1559	тот жанр	1	1
1560	и больше	1	1
1561	имен с	1	1
1562	выводы так	1	1
1563	нет никакой	1	1
1564	подобного рода	2	1
1565	на примере	1	1
1566	а при	1	1
1567	ее с	1	1
1568	большей частью	2	1
1569	друг от	1	1
1570	при анализе	1	1
1571	еще один	3	1
1572	каждый из	1	1
1573	мотивы и	1	1
1574	них ни	1	1
1575	нас же	2	1
1576	затем уже	1	1
1577	все как	1	1
1578	мне не	2	1
1579	видели выше	1	1
1580	на более	6	1
1581	вообще редко	1	1
1582	это позволяет	1	1
1583	если мы	4	1
1584	при котором	1	1
1585	уста и	1	1
1586	в северной	2	1
1587	значение которое	1	1
1588	другим способом	1	1
1589	относиться к	1	1
1590	то здесь	2	1
1591	по внешним	1	1
1592	это значение	2	1
1593	дальнейшем же	1	1
1594	не видит	3	1
1595	это сделано	1	1
1596	после его	1	1
1597	друг друга	2	1
1598	и после	1	1
1599	отметить это	1	1
1600	с него	1	1
1601	не из	1	1
1602	в самой	1	1
1603	сторону от	1	1
1604	пришлось бы	1	1
1605	что конечно	1	1
1606	в объяснение	1	1
1607	впоследствии он	1	1
1608	связаны и	1	1
1609	собственно говоря	1	1
1610	сколько с	1	1
1611	эту форму	1	1
1612	они были	1	1
1613	обратиться к	1	1
1614	работа по	1	1
1615	понять эту	2	1
1616	высшей степени	1	1
1617	на время	1	1
1618	весьма скромное	1	1
1619	не знают	5	1
1620	как нельзя	1	1
1621	новый и	1	1
1622	этот термин	1	1
1623	в более	2	1
1624	на какой-то	1	1
1625	ему в	3	1
1626	ничем не	2	1
1627	только изредка	1	1
1628	с начала	1	1
1629	эта не	1	1
1630	в последней	1	1
1631	работа никогда	1	1
1632	за которые	1	1
1633	понимание того	1	1
1634	сказке и	2	1
1635	источник и	1	1
1636	удивительно хорошо	1	1
1637	в семью	1	1
1638	не будем	7	1
1639	тому чтобы	1	1
1640	есть но	1	1
1641	на одно	1	1
1642	в формах	1	1
1643	о нем	5	1
1644	мало того	1	1
1645	нам еще	1	1
1646	бы сейчас	1	1
1647	и наоборот	1	1
1648	многое в	1	1
1649	только все	1	1
1650	проверке его	1	1
1651	то мы	6	1
1652	здесь в	4	1
1653	чтобы получить	1	1
1654	на одной	1	1
1655	другой же	1	1
1656	другого но	1	1
1657	а все	1	1
1658	очень долго	2	1
1659	эти сказки	1	1
1660	слова а	1	1
1661	черта в	1	1
1662	однако не	2	1
1663	есть люди	1	1
1664	это предположение	1	1
1665	начала до	1	1
1666	ней на	1	1
1667	полнотой и	1	1
1668	от друга	1	1
1669	реальной действительности	1	1
1670	чтобы я	1	1
1671	этого не	6	1
1672	с ними	2	1
1673	что к	1	1
1674	наших дней	2	1
1675	основаны на	1	1
1676	входить в	1	1
1677	уже очень	1	1
1678	то к	1	1
1679	исторической действительности	7	1
1680	возраст в	1	1
1681	могут найти	1	1
1682	некоторых случаях	2	1
1683	в ту	2	1
1684	виду что	1	1
1685	и другое	2	1
1686	материалом который	1	1
1687	очень много	10	1
1688	власть в	1	1
1689	до наших	2	1
1690	понимать как	1	1
1691	к жизни	2	1
1692	совершенно точно	1	1
1693	его развитии	1	1
1694	которое на	1	1
1695	случаях когда	1	1
1696	лежит на	1	1
1697	эти две	2	1
1698	мнение что	2	1
1699	книга представляет	1	1
1700	к нашей	1	1
1701	эпохой в	1	1
1702	и со	2	1
1703	и могут	1	1
1704	значение которого	1	1
1705	отправиться в	1	1
1706	право на	5	1
1707	в точности	3	1
1708	скромное место	1	1
1709	приблизительно так	1	1
1710	лица не	1	1
1711	и смысл	1	1
1712	уважением и	1	1
1713	из разных	1	1
1714	то можно	1	1
1715	которые с	1	1
1716	сейчас не	1	1
1717	грубой ошибкой	1	1
1718	как специальная	1	1
1719	связаны с	1	1
1720	смерти и	7	1
1721	надо рассматривать	1	1
1722	отсюда же	1	1
1723	с выражением	1	1
1724	бы его	2	1
1725	элементом в	1	1
1726	том случае	1	1
1727	и снова	1	1
1728	русских сказках	3	1
1729	этом утверждении	1	1
1730	встречаются чаще	1	1
1731	к их	1	1
1732	и найти	1	1
1733	ориентировался на	1	1
1734	образом мы	3	1
1735	узнает о	1	1
1736	а просто	1	1
1737	по дороге	1	1
1738	например у	2	1
1739	верно только	1	1
1740	поколебать его	1	1
1741	другое это	1	1
1742	будет видно	1	1
1743	и зарезали	1	1
1744	это как	1	1
1745	чтобы было	1	1
1746	значение но	1	1
1747	в руки	4	1
1748	очень близко	1	1
1749	как уже	2	1
1750	одну из	1	1
1751	однако если	1	1
1752	менее и	1	1
1753	тому как	3	1
1754	здесь можно	5	1
1755	дело но	1	1
1756	важна не	1	1
1757	и одной	2	1
1758	в лесу	21	1
1759	пока в	1	1
1760	е и	1	1
1761	и особый	1	1
1762	ты знаешь	1	1
1763	материалы и	2	1
1764	на пространстве	1	1
1765	к тем	1	1
1766	не чужда	1	1
1767	не с	3	1
1768	в обсуждение	1	1
1769	итак и	2	1
1770	есть и	2	1
1771	говорит я	1	1
1772	мы пока	1	1
1773	взглядов на	1	1
1774	или другого	1	1
1775	что образ	2	1
1776	оказывается что	1	1
1777	власть и	1	1
1778	но дело	2	1
1779	ссылками на	1	1
1780	поступает в	1	1
1781	стороны и	1	1
1782	до появления	1	1
1783	особый вид	1	1
1784	часто в	1	1
1785	только то	1	1
1786	и жизни	1	1
1787	здесь еще	1	1
1788	не найдет	1	1
1789	получиться что	1	1
1790	на всю	1	1
1791	у нее	4	1
1792	по сравнению	1	1
1793	в большинстве	4	1
1794	на смерть	4	1
1795	уходит в	1	1
1796	много материала	1	1
1797	означает что	4	1
1798	это один	3	1
1799	идет речь	2	1
1800	с оружием	1	1
1801	кого-нибудь из	1	1
1802	рассматривать как	2	1
1803	сказал что	3	1
1804	как их	1	1
1805	известен в	1	1
1806	почему это	1	1
1807	него и	1	1
1808	со своими	1	1
1809	на путь	1	1
1810	своей цели	1	1
1811	в понимании	1	1
1812	изучения и	1	1
1813	и много	1	1
1814	этим же	3	1
1815	художественного произведения	1	1
1816	и редко	1	1
1817	из й	1	1
1818	в могилу	2	1
1819	в высшей	1	1
1820	брат и	1	1
1821	собой очень	1	1
1822	й главе	2	1
1823	память о	1	1
1824	отметим еще	1	1
1825	не интересовала	1	1
1826	читаем в	1	1
1827	силами которые	1	1
1828	все еще	3	1
1829	только после	3	1
1830	отвечает а	1	1
1831	об этой	2	1
1832	пришел к	1	1
1833	очень трудно	1	1
1834	известной степени	1	1
1835	всем мире	1	1
1836	была средством	1	1
1837	человек не	1	1
1838	он к	1	1
1839	не свободна	1	1
1840	также о	1	1
1841	вполне понятным	1	1
1842	к работе	1	1
1843	если она	1	1
1844	производное от	2	1
1845	само по	2	1
1846	последовательности в	1	1
1847	силу и	2	1
1848	видим и	1	1
1849	не можем	4	1
1850	с соответствующими	1	1
1851	в южной	3	1
1852	сейчас мы	1	1
1853	есть не	2	1
1854	можно указать	2	1
1855	и конец	2	1
1856	совершается в	2	1
