N	3gram	Tiupa_Teor	Literetu
960	лишь завершающий этап	1	1
961	приятные впечатления карамзин	1	1
962	черта ее не	1	1
963	тексте ищет и	1	1
964	субъекта художественной деятельности	1	1
965	его целях задачах	1	1
966	трагическое есть рассказ	1	1
967	именно в нем	1	1
968	адресат а не	1	1
969	в данный момент	2	1
970	поддается эстетическому обобщению	1	1
971	но дело в	1	1
972	специфически повышенной чувствительностью	1	1
973	представил себя водяным	1	1
974	в осознании семиотической	1	1
975	деятельности художника не	1	1
976	всегда стоит некий	1	1
977	например организовывал тексты	1	1
978	достодолжную и вполне	1	1
979	героя как суверенное	1	1
980	отменить освоенного ранее	1	1
981	мотивированная авторитетностью его	1	1
982	средств и т.д	1	1
983	связанной так или	1	1
984	своего оттиска в	1	1
985	этом как историк	1	1
986	которым строится авторский	1	1
987	его жизни подобно	1	1
988	высшего предназначения искусства	1	1
989	а в сознании	1	1
990	в близости людей	1	1
991	в рамках новой	1	1
992	в эстетический объект	2	1
993	жизнь лишь в	1	1
994	стремительном развитии три	1	1
995	классицизм например есть	1	1
996	первой парадигмы художественности	1	1
997	скачка в области	1	1
998	чувствительного приятные впечатления	1	1
999	технических средств и	1	1
1000	в иной в	1	1
1001	в одноименном стихотворении	1	1
1002	оказывается не столько	1	1
1003	нет не тебя	1	1
1004	модификаций рефлективного традиционализма	1	1
1005	в роли ценностного	1	1
1006	на второй план	1	1
1007	сознание глубже проникает	1	1
1008	произведение искусства более	2	1
1009	гумилева блудный сын	1	1
1010	прозаического речевого материала	1	1
1011	самобытностью аналогичен автору	1	1
1012	в частности прозаические	1	1
1013	не тебя так	1	1
1014	но само оно	1	1
1015	этих субпарадигм статус	1	1
1016	xix столетия предполагает	1	1
1017	силится постичь внутреннее	1	1
1018	эстетического объекта и	1	1
1019	питается радикальным открытием	1	1
1020	том или ином	1	1
1021	первоначальная парадигма художественности	1	1
1022	иной в своей	1	1
1023	творческого воображения такое	1	1
1024	себя а для	1	1
1025	полемически сменявшими друг	1	1
1026	устранены из искусства	1	1
1027	внутреннюю свободу самобытной	1	1
1028	я избывал свое	1	1
1029	своей индивидуальной самобытностью	1	1
1030	автора с читателем	1	1
1031	взаимопонимания между писателем	1	1
1032	к объективной данности	1	1
1033	одаренность ценится теперь	1	1
1034	какой бы то	1	1
1035	индивидуальных исканий и	1	1
1036	при всем его	1	1
1037	во всех подобных	2	1
1038	стоит некий качественный	1	1
1039	как формирование текста	1	1
1040	авторитетностью его классических	1	1
1041	личности в мире	1	1
1042	заменять эксплицитные правила	1	1
1043	собственно творческой стороны	1	1
1044	фикции фантазма творческого	1	1
1045	является продолжением и	1	1
1046	своего рода эстетическая	1	1
1047	как один из	1	1
1048	остановилась приобретя достодолжную	1	1
1049	оборачивается вторжением в	1	1
1050	некоторой истины о	1	1
1051	точно назвал романтизм	1	1
1052	состоит не в	1	1
1053	помысел гения никем	1	1
1054	так я избывал	1	1
1055	много перемен трагедия	1	1
1056	быть устранены из	1	1
1057	иной строй эстетической	2	1
1058	свое воздействие на	1	1
1059	воспринимающего должно стать	1	1
1060	культуре хх века	1	1
1061	правил игра с	1	1
1062	парадигм художественности по	1	1
1063	не в состоянии	1	1
1064	внешнем мире художественная	1	1
1065	смещению ценностных ориентиров	1	1
1066	воображением не могли	1	1
1067	исполнение жанрового задания	1	1
1068	автором героем и	1	1
1069	ролью в миропорядке	1	1
1070	гегеля художественная деятельность	1	1
1071	относится как к	2	1
1072	вторжением в суверенность	1	1
1073	в качестве творчества	1	1
1074	фантазма творческого воображения	1	1
1075	согласно характеристике м.л	1	1
1076	трехстороннего коммуникативного события	1	1
1077	подвергаемого сомнению взаимопонимания	1	1
1078	достаточно креативной творящей	1	1
1079	общества о его	1	1
1080	эстетическим субъектом только	1	1
1081	на свое место	1	1
1082	ведет к построению	1	1
1083	рамках романтической субпарадигмы	1	1
1084	тем же параметрам	1	1
1085	в санскритской традиции	1	1
1086	рабле воспринимаются как	1	1
1087	как пушкинская татьяна	1	1
1088	конститутивным моментом самого	1	1
1089	и т.д которая	1	1
1090	быть определена как	1	1
1091	то есть исключительной	1	1
1092	к настоящему другому	1	1
1093	отныне деятельностью направленной	1	1
1094	доминировало на предыдущей	1	1
1095	стереотипов художественного мышления	1	1
1096	искусство активизировало свое	1	1
1097	раз и лучше	1	1
1098	назвал романтизм парнасским	1	1
1099	как факультативный признак	1	1
1100	императив вкуса произведение	1	1
1101	то что доминировало	1	1
1102	достоверность ключевым критерием	1	1
1103	становиться самим собой	1	1
1104	за такого рода	1	1
1105	той же природы	1	1
1106	деятельности оказывается не	1	1
1107	отдельных достижениях когда	1	1
1108	становится для читателя	1	1
1109	не что иное	1	1
1110	и вполне присущую	1	1
1111	позиция лирического героя	1	1
1112	позицией уединенного сознания	1	1
1113	воображения или знаковый	1	1
1114	при этом и	1	1
1115	реализовать виртуальное содержание	1	1
1116	числе и трагическое	1	1
1117	эстетической природы искусства	1	1
1118	качественный скачок творческой	1	1
1119	романтизм явил собой	1	1
1120	субпарадигм статус художественного	1	1
1121	оно мыслится субъективной	1	1
1122	авторский текст основа	1	1
1123	сознания а в	1	1
1124	чтобы сделаться художественной	1	1
1125	выдвигает откровение некоторой	1	1
1126	всей хаотичности картины	1	1
1127	отождествляемая с мастерством	1	1
1128	есть исключительной целостностью	1	1
1129	отдельные слова не	1	1
1130	парадигмы совершается в	1	1
1131	слова так и	1	1
1132	его бытования несмотря	1	1
1133	рассмотрение парадигм художественности	1	1
1134	языке авторского текста	1	1
1135	хлебникова пен пан	1	1
1136	в образы другого	1	1
1137	татьяна которая в	1	1
1138	основатель систематической эстетики	1	1
1139	как ученый историк	1	1
1140	революцией xviii века	1	1
1141	перемещается в сознание	1	1
1142	и на реального	1	1
1143	может совершенствоваться но	1	1
1144	перед нами не	1	1
1145	озером я представил	1	1
1146	на основании литературного	1	1
1147	в другом и	1	1
1148	частные человеческие документы	1	1
1149	индивидуального художественного языка	1	1
1150	направленной на чужое	1	1
1151	несмотря на свою	1	1
1152	подобно развитию биологического	1	1
1153	исканий хх века	1	1
1154	столетия предполагает высокую	1	1
1155	состоит в осознании	1	1
1156	представлений о месте	1	1
1157	отождествляться с наукой	1	1
1158	искусству вменяется собственно	1	1
1159	правил по которым	1	1
1160	находит свой тайный	1	1
1161	погибнуть заявляя свою	1	1
1162	приобретать любые в	1	1
1163	всегда так или	1	1
1164	как это ни	1	1
1165	поскольку распространяет и	1	1
1166	предполагает высокую эстетическую	1	1
1167	лирического я с	1	1
1168	в рамках романтической	1	1
1169	или иначе с	1	1
1170	доминировавшие прежде работа	1	1
1171	могут заменять эксплицитные	1	1
1172	могли быть устранены	1	1
1173	точки зрения читать	1	1
1174	картины индивидуальных исканий	1	1
1175	с мастерством его	1	1
1176	в одной из	1	1
1177	присутствия я в	7	1
1178	быть адресатом адекватным	1	1
1179	это культурообразующие единения	1	1
1180	художественности за такого	1	1
1181	субъекта и объекта	1	1
1182	только лишь манифестацией	1	1
1183	по собственному произволу	1	1
1184	уникальном художественном языке	1	1
1185	невоспроизводимости творческого акта	2	1
1186	всех подобных случаях	2	1
1187	располагающей к сотворчеству	1	1
1188	в авторском сознании	1	1
1189	общей теории искусства	1	1
1190	столько правильностью сколько	1	1
1191	данности текста оно	1	1
1192	гения никем не	1	1
1193	такое произведение бытует	1	1
1194	она лишь оттесняет	1	1
1195	на воображаемого героя	1	1
1196	сознание истинный предмет	1	1
1197	в войне и	2	1
1198	при котором трагедии	1	1
1199	основании литературного произведения	1	1
1200	одним и тем	1	1
1201	истинный предмет такой	1	1
1202	ремесло состоит в	1	1
1203	более не сводится	2	1
1204	как историк современности	1	1
1205	однонаправленный и необратимый	1	1
1206	также требуется проницательность	1	1
1207	при всей хаотичности	1	1
1208	со специфически повышенной	1	1
1209	от художественного восприятия	1	1
1210	на языке платона	1	1
1211	лучше самого автора	1	1
1212	свое незаместимое место	1	1
1213	основа не подвергаемого	1	1
1214	состоялось чтобы произведение	1	1
1215	но в то	2	1
1216	перестает отождествляться с	1	1
1217	бальзак реконструирующий скрытую	1	1
1218	дезактуализирует то что	1	1
1219	читателем в сотворение	1	1
1220	ни одно слово	1	1
1221	отношением художественности оказывается	1	1
1222	отныне не сводится	1	1
1223	этой причине в	1	1
1224	содержит в себе	1	1
1225	в лучшем случае	1	1
1226	предназначения искусства после	1	1
1227	многообразие этих субпарадигм	1	1
1228	рода действующая модель	1	1
1229	документы дневники письма	1	1
1230	как раз в	1	1
1231	текст данного шедевра	1	1
1232	написан один единственный	1	1
1233	и самоутверждающаяся в	1	1
1234	такое событие состоялось	1	1
1235	на территории собственного	1	1
1236	тексте необходима еще	1	1
1237	в этом образотворческом	1	1
1238	для читателя предлогом	1	1
1239	в концепции авторства	1	1
1240	искусства более не	2	1
1241	немецкая классическая эстетика	1	1
1242	впервые становится оригинальность	1	1
1243	текста но и	1	1
1244	никем не может	1	1
1245	частности прозаические формы	1	1
1246	на смену мастерству	1	1
1247	может быть определена	1	1
1248	классика xix столетия	1	1
1249	и художественного письма	1	1
1250	скрипок озабоченный вычислением	1	1
1251	своих народных рассказов	1	1
1252	именовал веком героев	1	1
1253	ее не перейти	1	1
1254	как способность создать	1	1
1255	реальность не на	1	1
1256	само оно исторической	1	1
1257	деятельность носит внутренне	1	1
1258	исторической современности которая	1	1
1259	человек со специфически	1	1
1260	из жизнеподобия реалистических	1	1
1261	рассмотреть расслышать оценить	1	1
1262	онегин и татьяна	1	1
1263	сотворчеству но в	1	1
1264	явлениях самой жизни	1	1
1265	формы текстуальности включая	1	1
1266	характеристике м.л гаспарова	1	1
1267	внутренним высказыванием на	1	1
1268	научением мастерства в	1	1
1269	однако и в	1	1
1270	человека и общества	1	1
1271	смелость разрушения стереотипов	1	1
1272	самим собой обретать	1	1
1273	средоточием художественной деятельности	1	1
1274	блудный сын и	1	1
1275	продолжением и развитием	2	1
1276	собственно эстетическая цель	1	1
1277	жизни некоего гениального	1	1
1278	из нового понимания	1	1
1279	ориентация на какой	1	1
1280	высказыванием на уникальном	1	1
1281	действительность в ее	1	1
1282	уже не просто	1	1
1283	я в данном	1	1
1284	истины о жизни	1	1
1285	собой художественную культуру	1	1
1286	как совокупность убеждений	1	1
1287	задания определяющим отношением	1	1
1288	перемен трагедия остановилась	1	1
1289	реальностью образам одного	1	1
1290	способности усмотрения общечеловеческого	1	1
1291	художественного языка на	1	1
1292	скрытую внутреннюю сторону	1	1
1293	творческий помысел гения	1	1
1294	чья деятельность носит	1	1
1295	другом и другого	1	1
1296	пылко я люблю	1	1
1297	читателя предлогом и	1	1
1298	вкусом который бы	1	1
1299	на чужое сознание	1	1
1300	между автором и	1	1
1301	делает достоверность ключевым	1	1
1302	концентрироваться в отдельных	1	1
1303	персонажу автор относится	1	1
1304	в чужом тексте	1	1
1305	гениальность отныне понимается	1	1
1306	текста со временем	1	1
1307	открытости конструктивной неполноты	1	1
1308	в обработке сырого	1	1
1309	и проб научной	1	1
1310	реалистический читатель есть	1	1
1311	сторону окружающей его	1	1
1312	в искусстве оказалось	1	1
1313	в воображении и	1	1
1314	мира представляет собой	2	1
1315	том что он	2	1
1316	мыслится уже не	1	1
1317	авторский текст становится	1	1
1318	сводится к объективной	1	1
1319	вполне присущую ей	1	1
1320	в первую очередь	1	1
1321	читателя становиться самим	1	1
1322	мыслится как человек	1	1
1323	формирование текста со	1	1
1324	воспринимающее сознание творческий	1	1
1325	когда адресат может	1	1
1326	нормативного сознания и	1	1
1327	территории собственного сознания	1	1
1328	как особого рода	1	1
1329	возможностях и средствах	1	1
1330	героем и читателем	1	1
1331	в акте эстетического	1	1
1332	ведущей парадигмы художественности	1	1
1333	жизнеподобия реалистических произведений	1	1
1334	творить не в	1	1
1335	сознание творческий акт	1	1
1336	свои мечты означает	1	1
1337	оригинальности в качестве	1	1
1338	некий качественный скачок	1	1
1339	текста субъект художественной	1	1
1340	пены среди его	1	1
1341	не могут быть	2	1
1342	свободу самобытной личности	1	1
1343	неполноты целого располагающей	1	1
1344	всех модификаций рефлективного	1	1
1345	владение словом сколько	1	1
1346	или знаковый материал	1	1
1347	я представил себя	1	1
1348	поэзия выполняет свое	1	1
1349	в своем стремительном	1	1
1350	художника оборачивается вторжением	1	1
1351	рассматриваться в качестве	1	1
1352	я поскольку распространяет	1	1
1353	сидя над озером	1	1
1354	самостоятельным внутренним высказыванием	1	1
1355	в рамках которого	2	1
1356	искусству как способу	1	1
1357	целостности она поддается	1	1
1358	в романе достоевского	1	1
1359	художественной деятельности мыслятся	1	1
1360	созидающая в воображении	1	1
1361	рассказов а для	1	1
1362	проникновения в суть	1	1
1363	в русской культуре	1	1
1364	образам одного сознания	1	1
1365	проникает в природу	1	1
1366	своей широте на	1	1
1367	при этом у	1	1
1368	глубже проникает в	1	1
1369	но и вкус	1	1
1370	или иную концепцию	1	1
1371	же время искусство	1	1
1372	и в сущности	1	1
1373	в деятельности художника	1	1
1374	которая не поддается	1	1
1375	искусство в том	1	1
1376	который бы позволял	1	1
1377	по-своему а иной	1	1
1378	одним из тех	1	1
1379	завершающий этап многовекового	1	1
1380	тебя так пылко	1	1
1381	присущую ей форму	1	1
1382	поскольку переживания составляющие	1	1
1383	могут служить также	1	1
1384	читателя также требуется	1	1
1385	жар свои мечты	1	1
1386	озабоченный вычислением пропорций	1	1
1387	актуализация в художественном	1	1
1388	говоря написан один	1	1
1389	его русалок так	1	1
1390	молчи скрывайся и	1	1
1391	именно так толстой	1	1
1392	читатель есть жизненный	1	1
1393	художественном языке авторского	1	1
1394	что иное как	1	1
1395	легко может быть	1	1
1396	призвано творить не	1	1
1397	карамзин средоточием художественной	1	1
1398	реализма выдвигает откровение	1	1
1399	к сотворчеству но	1	1
1400	если в качестве	1	1
1401	событий далекого прошлого	1	1
1402	мечты означает для	1	1
1403	деятельность мыслится уже	1	1
1404	наличии которой не	1	1
1405	в историческом промежутке	1	1
1406	опыта как это	1	1
1407	произведение искусства было	1	1
1408	адресату художественной деятельности	1	1
1409	прежде работа с	1	1
1410	субъект мыслится как	1	1
1411	не удручает поскольку	1	1
1412	роль высшего предназначения	1	1
1413	моделей или примеров	1	1
1414	природы искусства и	1	1
1415	автора и читателя	1	1
1416	реалистических произведений от	1	1
1417	задачах возможностях и	1	1
1418	материала и преобразовании	1	1
1419	сверхтекста на смену	1	1
1420	причастности к бытию	1	1
1421	коммуникативного события автор	1	1
1422	гениального индивидуума авторский	1	1
1423	критериев художественности за	1	1
1424	строится авторский текст	1	1
1425	периоды его бытования	1	1
1426	ключевым критерием художественности	1	1
1427	о счастье существования	1	1
1428	деятельности вытекающее из	1	1
1429	мастерства в концепции	1	1
1430	составляющие содержание художественной	1	1
1431	высокую эстетическую культуру	1	1
1432	присваивая текст как	1	1
1433	недостающего или избыточного	1	1
1434	мире эпоха классического	1	1
1435	жизненный аналог персонажа	1	1
1436	только музыкант он	1	1
1437	присутствия внутреннего я	1	1
1438	приводит к тому	2	1
1439	игры воображения так	1	1
1440	своем отталкивании от	1	1
1441	является одним из	1	1
1442	паном господином пены	1	1
1443	я героя как	2	1
1444	удручает поскольку он	1	1
1445	художника не столько	1	1
1446	в большинстве своем	1	1
1447	иной раз и	1	1
1448	это и есть	1	1
1449	развитием креативистской художественной	1	1
1450	оно исторической динамикой	1	1
1451	переживание воспринимающего должно	1	1
1452	и формой игровой	1	1
1453	мастер по фабрикации	1	1
1454	авторского текста должно	1	1
1455	и развитием креативистской	1	1
1456	созидании яркая индивидуальность	1	1
1457	организации ничего недостающего	1	1
1458	выше приобретаемого научением	1	1
1459	в особый язык	1	1
1460	текст становится для	1	1
1461	изменение статусов субъекта	1	1
1462	занимает режиссерское место	1	1
1463	затем в xix	1	1
1464	такого рода и	1	1
1465	оригинальность смелость разрушения	1	1
1466	иную концепцию существования	1	1
1467	исключительной целостностью при	1	1
1468	способа присутствия внутреннего	1	1
1469	изменениями всегда стоит	1	1
1470	тот или иной	3	1
1471	строй эстетической целостности	1	1
1472	как уже говорилось	2	1
1473	в различные периоды	1	1
1474	так просто как	1	1
1475	имеем дело с	1	1
1476	совокупность убеждений ценностей	1	1
1477	эстетическую культуру сопереживания	1	1
1478	что несмотря на	1	1
1479	жанрового задания может	1	1
1480	и находит свой	1	1
1481	в основе своей	2	1
1482	ориентиров художественного сознания	1	1
1483	как бы личность	1	1
1484	пребывания в мире	1	1
1485	политического опыта как	1	1
1486	не только музыкант	1	1
1487	в художественной культуре	1	1
1488	может быть и	2	1
1489	в своей собственной	1	1
1490	водяным бесом паном	1	1
