N	2gram	Tiupa_Anal	Narrotol
1273	и передачи	1	1
1274	не тот	2	1
1275	то ни	1	1
1276	совсем не	1	1
1277	согласуется с	2	1
1278	стратегией анекдота	1	1
1279	существенно не	1	1
1280	остается на	1	1
1281	это по	3	1
1282	как сам	4	1
1283	ничто не	1	1
1284	оказывается в	2	1
1285	персонажа наделенного	1	1
1286	делает героя	1	1
1287	однако эта	1	1
1288	возвращаясь к	1	1
1289	легко можно	1	1
1290	о событиях	1	1
1291	вынесенное в	1	1
1292	сущности говоря	1	1
1293	в жанровом	1	1
1294	в тех	2	1
1295	начинается с	1	1
1296	и тот	1	1
1297	между жизнью	1	1
1298	за пределы	3	1
1299	идиллический хронотоп	1	1
1300	подлинный автор	2	1
1301	тем и	1	1
1302	никаких оснований	1	1
1303	жизни оказывается	2	1
1304	игрой случая	1	1
1305	разрешается в	1	1
1306	не представляется	1	1
1307	этом смысле	1	1
1308	в смерти	1	1
1309	в речевом	1	1
1310	однако сам	1	1
1311	этот вопрос	1	1
1312	русской но	1	1
1313	выступают не	1	1
1314	повествователем о	1	1
1315	одну из	3	1
1316	отношения с	1	1
1317	должны были	1	1
1318	финальной фразе	1	1
1319	в самой	1	1
1320	которого в	1	1
1321	себя за	1	1
1322	в тарасе	3	1
1323	а тем	2	1
1324	занимает в	1	1
1325	из нее	1	1
1326	никогда в	2	1
1327	к первому	2	1
1328	дискурсии в	1	1
1329	она определяется	1	1
1330	с окказиональной	1	1
1331	серьезность и	1	1
1332	разворачивает перед	1	1
1333	чувства любви	1	1
1334	этой поляризации	1	1
1335	и каждый	1	1
1336	было введено	1	1
1337	его личности	1	1
1338	это делает	1	1
1339	обратимся к	2	1
1340	них не	1	1
1341	героев для	1	1
1342	читателя он	1	1
1343	был в	1	1
1344	по замечанию	1	1
1345	обнаруживают себя	1	1
1346	теми же	1	1
1347	звучит один	1	1
1348	к полноте	1	1
1349	стремится в	1	1
1350	из этого	1	1
1351	бы ни	1	1
1352	речи и	1	1
1353	его к	1	1
1354	слова как	2	1
1355	там где	2	1
1356	претендует на	2	1
1357	живой радости	1	1
1358	с с	1	1
1359	мира героев	1	1
1360	этой системе	2	1
1361	и отсутствие	1	1
1362	приобщается к	2	1
1363	случае это	1	1
1364	монологизированного слова	1	1
1365	так или	5	1
1366	в заглавие	2	1
1367	иначе не	1	1
1368	в один	1	1
1369	ту самую	1	1
1370	место хотя	1	1
1371	в одну	3	1
1372	оцененном мире	1	1
1373	и особенно	1	1
1374	внеличную сторону	1	1
1375	для первого	1	1
1376	что словно	1	1
1377	воззрений на	2	1
1378	к автору	1	1
1379	как отец	1	1
1380	бы ошибочно	1	1
1381	фабулы на	1	1
1382	на жизнь	2	1
1383	и маргарите	1	1
1384	рамках которого	2	1
1385	теперь я	1	1
1386	жизненного поведения	1	1
1387	то время	1	1
1388	утрачивает способность	1	1
1389	автор и	1	1
1390	на чем	1	1
1391	полной мере	3	1
1392	качестве нарративного	1	1
1393	ткань текста	1	1
1394	в последнем	1	1
1395	от ситуации	1	1
1396	рассуждению бахтина	1	1
1397	них в	1	1
1398	не подвергается	1	1
1399	в осмысленном	1	1
1400	ориентируясь на	1	1
1401	ценностной позиции	1	1
1402	и сейчас	1	1
1403	впадая в	1	1
1404	с креативной	1	1
1405	он только	1	1
1406	способу своего	1	1
1407	и предельно	1	1
1408	в противоречие	2	1
1409	и должно	1	1
1410	бытия именно	1	1
1411	лично для	2	1
1412	историй в	1	1
1413	т.п однако	1	1
1414	говорит и	3	1
1415	своем составе	3	1
1416	в свое	4	1
1417	ни единого	1	1
1418	с тем	2	1
1419	чеховского студента	1	1
1420	героиню в	1	1
1421	сам по	2	1
1422	классической риторики	1	1
1423	нашего времени	5	1
1424	поэтому в	2	1
1425	из того	1	1
1426	из существеннейших	2	1
1427	их как	1	1
1428	в отношении	2	1
1429	кухни и	1	1
1430	высказывание повествователя	1	1
1431	однако он	1	1
1432	литературного произведения	8	1
1433	должен не	1	1
1434	собственного повествования	1	1
1435	на практику	1	1
1436	едины судьба	1	1
1437	относительно его	1	1
1438	автор в	1	1
1439	другого что	1	1
1440	же самой	1	1
1441	и вполне	1	1
1442	за это	1	1
1443	не могут	2	1
1444	и строго	1	1
1445	не случайна	1	1
1446	ситуации вследствие	1	1
1447	самого персонажа	1	1
1448	с этого	2	1
1449	способ существования	2	1
1450	не более	2	1
1451	рассказа представляет	1	1
1452	до этого	2	1
1453	самого рассказчика	1	1
1454	фигуры и	1	1
1455	однако что	4	1
1456	раскрывают содержание	1	1
1457	по преимуществу	3	1
1458	в большинстве	2	1
1459	если говорить	1	1
1460	внутренняя заданность	2	1
1461	к полюсу	1	1
1462	сознания однако	1	1
1463	и оцененном	1	1
1464	гоголя или	1	1
1465	лишь к	1	1
1466	текстовая ткань	1	1
1467	другой как	1	1
1468	отношения к	6	1
1469	евгения онегина	1	1
1470	что могло	1	1
1471	анализа в	1	1
1472	тексту в	1	1
1473	проницательному читателю	1	1
1474	поскольку в	1	1
1475	или попросту	1	1
1476	финале же	1	1
1477	и так	1	1
1478	отражение в	1	1
1479	коммуникативную стратегию	1	1
1480	причастность к	1	1
1481	себя и	2	1
1482	жизненного выбора	1	1
1483	смерть в	1	1
1484	только раскрывают	1	1
1485	опоры на	1	1
1486	состоит как	1	1
1487	здесь выступает	2	1
1488	судьба выражает	1	1
1489	ходе которого	1	1
1490	внутренней свободы	2	1
1491	друг от	1	1
1492	пары в	1	1
1493	рассуждения о	1	1
1494	что позволяет	3	1
1495	не смог	1	1
1496	по крайней	5	1
1497	к той	1	1
1498	без которых	1	1
1499	который и	1	1
1500	то я	1	1
1501	или ином	1	1
1502	дифференцированном и	1	1
1503	через пять	1	1
1504	но оно	1	1
1505	все они	2	1
1506	только одно	1	1
1507	личностного существования	1	1
1508	наррация предполагает	1	1
1509	свое внимание	1	1
1510	данного дискурса	1	1
1511	свое я	1	1
1512	ни к	3	1
1513	совершенно не	3	1
1514	литературе же	1	1
1515	не характер	1	1
1516	вытекает из	1	1
1517	есть от	1	1
1518	который всегда	1	1
1519	близости людей	1	1
1520	языка и	1	1
1521	произведение не	1	1
1522	ни у	1	1
1523	смерти и	1	1
1524	если он	1	1
1525	совпадает с	4	1
1526	не любил	1	1
1527	самого коммуникативного	3	1
1528	бахтин говорил	1	1
1529	участников коммуникативного	3	1
1530	что можем	1	1
1531	в значительной	3	1
1532	радость жизни	1	1
1533	не должно	3	1
1534	на основе	1	1
1535	в отдельности	2	1
1536	в повестях	11	1
1537	его личностности	1	1
1538	этой смены	1	1
1539	из его	1	1
1540	жениться на	1	1
1541	креативную компетенцию	1	1
1542	на четвертую	1	1
1543	столько к	1	1
1544	и теперь	1	1
1545	что если	1	1
1546	каждой из	1	1
1547	для меня	1	1
1548	результате чего	1	1
1549	и читателей	1	1
1550	у шекспира	1	1
1551	лизы и	1	1
1552	есть одновременно	1	1
1553	частности как	1	1
1554	он как	1	1
1555	от других	1	1
1556	этой реальности	1	1
1557	художественной литературы	2	1
1558	собственного текста	1	1
1559	способов существования	1	1
1560	с белыми	1	1
1561	тарасе бульбе	3	1
1562	и до	2	1
1563	есть имя	2	1
1564	других произведений	1	1
1565	а далее	1	1
1566	смог бы	1	1
1567	завершенная и	1	1
1568	он есть	1	1
1569	из модификаций	1	1
1570	реальности в	1	1
1571	сколь угодно	1	1
1572	однако само	1	1
1573	литературы в	1	1
1574	свободы как	1	1
1575	искусства слова	2	1
1576	повествование в	1	1
1577	известной степени	3	1
1578	чем с	1	1
1579	гибели героя	1	1
1580	ощущаться завершенная	1	1
1581	что здесь	1	1
1582	с текстом	1	1
1583	в начальном	1	1
1584	рамках одного	2	1
1585	впервые в	3	1
1586	и многих	1	1
1587	не случаен	1	1
1588	рода механизмом	1	1
1589	анекдот о	1	1
1590	рассказа что	1	1
1591	при котором	1	1
1592	не за	1	1
1593	какая была	1	1
1594	без опоры	1	1
1595	поехал в	1	1
1596	произведения и	2	1
1597	притча о	7	1
1598	в текстах	1	1
1599	воспринимающему сознанию	2	1
1600	личности к	1	1
1601	и авторской	1	1
1602	то она	1	1
1603	своего персонажа	1	1
1604	поднимается на	1	1
1605	последней в	1	1
1606	литературного сюжета	1	1
1607	в ударном	1	1
1608	этого слова	3	1
1609	до известной	3	1
1610	с чужой	1	1
1611	со словом	1	1
1612	определяется не	1	1
1613	здесь и	3	1
1614	достаточно напомнить	2	1
1615	отдельной личности	1	1
1616	не видит	1	1
1617	внимания заслуживает	1	1
1618	нарративном дискурсе	1	1
1619	поведение в	2	1
1620	и персонажи	1	1
1621	с толпой	1	1
1622	моментов в	1	1
1623	тот же	3	1
1624	другого и	1	1
1625	действующего лица	2	1
1626	не ведая	1	1
1627	данного коммуникативного	3	1
1628	указанием на	1	1
1629	тексте случай	1	1
1630	адресата высказывания	1	1
1631	неизбежно принадлежит	1	1
1632	его можно	1	1
1633	этого героя	1	1
1634	как кажется	2	1
1635	и диалогическое	1	1
1636	может ощущаться	1	1
1637	сильно билось	1	1
1638	что автор	2	1
1639	рассматривать в	1	1
1640	героя при	1	1
1641	притчи о	5	1
1642	проникает в	1	1
1643	смерть и	1	1
1644	того кого	1	1
1645	стабильно дифференцированном	1	1
1646	миром с	1	1
1647	чему способствует	1	1
1648	дискурсии и	1	1
1649	на языке	3	1
1650	качестве одного	1	1
1651	и многие	1	1
1652	я так	1	1
1653	значение в	2	1
1654	бы оказаться	1	1
1655	наличием двух	1	1
1656	ничем не	1	1
1657	я верю	1	1
1658	мог быть	1	1
1659	многих других	1	1
1660	основе своей	2	1
1661	не понимал	1	1
1662	своему происхождению	2	1
1663	автору и	2	1
1664	точной характеристике	1	1
1665	он выступает	1	1
1666	церкви в	1	1
1667	того как	1	1
1668	мира которая	1	1
1669	рецептивную позицию	1	1
1670	уже в	5	1
1671	аналогичным образом	1	1
1672	ли ты	1	1
1673	слово а	1	1
1674	в художественной	1	1
1675	связи между	1	1
1676	они едины	1	1
1677	нам не	2	1
1678	композиционных форм	2	1
1679	уклоняется от	1	1
1680	не отделен	1	1
1681	же мере	1	1
1682	в окказиональном	1	1
1683	естественно что	1	1
1684	для всего	1	1
1685	их числу	1	1
1686	своей не	1	1
1687	времен года	1	1
1688	себя самого	1	1
1689	день и	1	1
1690	и маргариты	1	1
1691	ее в	2	1
1692	где он	2	1
1693	видеть в	2	1
1694	в полном	2	1
1695	указание на	3	1
1696	своей судьбы	1	1
1697	как единого	1	1
1698	полном его	1	1
1699	жизни героев	1	1
1700	знания убеждения	1	1
1701	референтную компетенцию	1	1
1702	и притчевым	1	1
1703	что каждый	1	1
1704	о ее	3	1
1705	с их	3	1
1706	личной ответственности	2	1
1707	слова не	1	1
1708	далека от	1	1
1709	отступление от	1	1
1710	не принимает	1	1
1711	в церковь	2	1
1712	мастера и	1	1
1713	художественного смысла	3	1
1714	перед читателем	1	1
1715	от друга	1	1
1716	что является	1	1
1717	из барышни-крестьянки	3	1
1718	начале второй	1	1
1719	очередь членится	1	1
1720	кладет начало	1	1
1721	в стране	1	1
1722	корнями своими	1	1
1723	не ограничивается	1	1
1724	позицию по	1	1
1725	литературной практике	1	1
1726	такое слово	1	1
1727	этом что	2	1
1728	и многообразно	1	1
1729	как нечто	1	1
1730	как другая	1	1
1731	организации кадров	1	1
1732	рода общий	1	1
1733	более что	1	1
1734	в стороне	1	1
1735	случае не	1	1
1736	мировой жизни	1	1
1737	весьма знаменательно	1	1
1738	его поступки	1	1
1739	в предыдущих	1	1
1740	и без	3	1
1741	нас к	2	1
1742	себя от	1	1
1743	случаях когда	1	1
1744	выражает внеличную	1	1
1745	анекдот в	1	1
1746	говорят о	1	1
1747	является не	1	1
1748	при таком	1	1
1749	любопытно что	1	1
1750	противном случае	2	1
1751	автору в	1	1
1752	рассказчиком и	1	1
1753	вести о	1	1
1754	и я	3	1
1755	сколь бы	2	1
1756	его историй	1	1
1757	в такой	1	1
1758	на всем	1	1
1759	и возврат	1	1
1760	в новом	5	1
1761	готовом стабильно	1	1
1762	жизни тогда	1	1
1763	на его	3	1
1764	вследствие этой	1	1
1765	своей значимости	1	1
1766	действующие лица	1	1
1767	бы это	2	1
1768	связаны с	2	1
1769	непрямого говорения	1	1
1770	остается вне	1	1
1771	ему не	1	1
1772	как полагает	1	1
1773	однако его	1	1
1774	жизнь и	3	1
1775	как формы	2	1
1776	свобода и	1	1
1777	в иные	1	1
1778	произведения с	2	1
1779	не говоря	1	1
1780	и тех	2	1
1781	предположить что	1	1
1782	будучи по	1	1
1783	проходит бесследно	1	1
1784	может иметь	1	1
1785	качестве некоторой	1	1
1786	обратившись к	1	1
1787	в полной	3	1
1788	содержание судьбы	1	1
1789	освобождения от	2	1
1790	тут и	1	1
1791	которые могли	1	1
1792	имя с	1	1
1793	побуждает его	1	1
1794	второй и	2	1
1795	на свои	1	1
1796	и героев	1	1
1797	как полагал	1	1
1798	способен лишь	1	1
1799	мечтает о	1	1
1800	именно этим	1	1
1801	знакомства с	1	1
1802	следует смешивать	1	1
1803	бытия однако	2	1
1804	нарративных дискурсов	1	1
1805	в акте	2	1
1806	в столь	1	1
1807	он обращается	1	1
1808	в противоположность	3	1
1809	ведь и	2	1
1810	собой как	1	1
1811	просто не	1	1
1812	мы должны	1	1
1813	отделен от	1	1
1814	поступки только	1	1
1815	в искусстве	3	1
1816	это нередко	2	1
1817	системы голосов	1	1
1818	но она	1	1
1819	меняет свою	1	1
1820	и их	3	1
1821	и засыпает	1	1
1822	но даже	1	1
1823	модальности не	2	1
1824	же словами	1	1
1825	сюжета с	1	1
1826	и переклички	1	1
1827	к анализу	1	1
1828	оказывается что	1	1
1829	но иного	1	1
1830	у кого	1	1
1831	не приносит	1	1
1832	и героиню	1	1
1833	только то	1	1
1834	отличать от	1	1
1835	время они	1	1
1836	и нередко	1	1
1837	этих случаях	1	1
1838	данного текста	3	1
1839	но напротив	1	1
1840	или как	1	1
1841	как то	1	1
1842	вследствие его	1	1
1843	достигается не	1	1
1844	поскольку их	1	1
1845	в россию	1	1
1846	разумеется в	1	1
1847	дело обстоит	1	1
1848	как говорилось	1	1
1849	комплекса мотивов	1	1
1850	полагал что	1	1
1851	задается вопросом	1	1
1852	неканонического жанра	1	1
1853	поле его	1	1
1854	и б	3	1
1855	иначе в	1	1
1856	гегелевское определение	1	1
1857	в книге	1	1
1858	определена как	1	1
1859	по всей	1	1
1860	присутствия во	1	1
1861	на уровне	2	1
1862	единственный в	2	1
1863	данного произведения	2	1
1864	обнаруживаются два	1	1
1865	его составе	1	1
1866	понимании не	1	1
1867	в плане	1	1
1868	крайней мере	5	1
1869	организации текста	3	1
1870	жанровом отношении	1	1
1871	собой лишь	1	1
1872	мировой литературы	1	1
1873	не проходит	1	1
1874	между рассказчиком	1	1
1875	в чужом	2	1
1876	произведения не	2	1
1877	ю.м лотмана	1	1
1878	обращаться к	1	1
1879	может показаться	1	1
1880	оно живет	1	1
1881	стыда за	1	1
1882	в голову	1	1
1883	но неразрывное	1	1
1884	все еще	2	1
1885	ролевая граница	2	1
1886	как внутренняя	2	1
1887	не гарантирует	1	1
1888	читателя который	1	1
1889	нем звучит	1	1
1890	нуждается в	2	1
1891	являют собой	1	1
1892	стороны повествователя	2	1
1893	уже начинал	1	1
1894	может и	1	1
1895	однако все	2	1
1896	было замечено	1	1
1897	как ему	1	1
1898	для этого	1	1
1899	окказиональная картина	1	1
1900	смысл которого	1	1
1901	текста с	4	1
1902	само по	1	1
1903	принципиальное отличие	1	1
1904	и весело	1	1
1905	голоса в	1	1
1906	есть не	2	1
1907	в готовом	2	1
1908	степени и	1	1
1909	возможна только	1	1
1910	себе а	1	1
1911	наличии у	1	1
