N	2gram	Tiupa_Disk	Komedia
1303	совпадает с	4	1
1304	задний план	1	1
1305	в значительной	3	1
1306	мы ничего	1	1
1307	на друга	1	1
1308	что служит	1	1
1309	можно усмотреть	2	1
1310	рассматривать как	2	1
1311	риторические вопросы	1	1
1312	же сам	1	1
1313	одном лице	1	1
1314	мне представляется	1	1
1315	обойтись без	1	1
1316	развития и	1	1
1317	этом даже	1	1
1318	всего на	1	1
1319	и вся	1	1
1320	не могло	2	1
1321	не наделен	1	1
1322	о своем	1	1
1323	только тем	1	1
1324	человека к	1	1
1325	есть некий	1	1
1326	при помощи	1	1
1327	характер чувства	1	1
1328	почти одновременно	1	1
1329	но без	1	1
1330	в творчестве	4	1
1331	как свой	1	1
1332	автора в	2	1
1333	человеческого поведения	1	1
1334	о несчастной	1	1
1335	комедии наиболее	1	1
1336	и быта	1	1
1337	размышляя о	2	1
1338	непосредственно из	1	1
1339	здесь между	1	1
1340	проявляется в	2	1
1341	пародия на	1	1
1342	представляет его	1	1
1343	и служит	1	1
1344	начиная с	1	1
1345	при котором	2	1
1346	себя самого	2	1
1347	общества в	1	1
1348	следует упускать	1	1
1349	к миру	1	1
1350	не имели	1	1
1351	быть все	1	1
1352	широко известного	1	1
1353	этого слова	1	1
1354	всего к	1	1
1355	используется в	1	1
1356	появляется в	1	1
1357	ее содержание	1	1
1358	и пришел	1	1
1359	взгляде на	1	1
1360	себе столь	1	1
1361	внешнее и	1	1
1362	и каждый	1	1
1363	это новое	1	1
1364	текста в	2	1
1365	которому в	1	1
1366	которому он	1	1
1367	жизни но	2	1
1368	было у	1	1
1369	не знают	2	1
1370	события и	1	1
1371	близок к	1	1
1372	то они	1	1
1373	значение в	1	1
1374	касается самого	1	1
1375	выходит за	1	1
1376	на дорогу	1	1
1377	мог быть	3	1
1378	любой из	1	1
1379	его героев	1	1
1380	различие между	3	1
1381	дальнейшее развитие	1	1
1382	свидетельствует о	2	1
1383	и того	6	1
1384	местам и	1	1
1385	упускать из	2	1
1386	быть отнесены	1	1
1387	чего не	3	1
1388	с высказываниями	1	1
1389	культуры в	1	1
1390	же мере	1	1
1391	состоял в	1	1
1392	только его	1	1
1393	брат и	1	1
1394	при встрече	2	1
1395	в основании	3	1
1396	i в	1	1
1397	во внешнем	1	1
1398	доступна только	1	1
1399	от времени	1	1
1400	это ощущение	1	1
1401	как у	1	1
1402	поведения в	3	1
1403	личностью в	1	1
1404	из своих	1	1
1405	на самом	1	1
1406	лицом к	2	1
1407	и второе	1	1
1408	чем он	2	1
1409	о ее	1	1
1410	о другой	1	1
1411	различия между	3	1
1412	и литературной	1	1
1413	было видно	1	1
1414	пределах одной	1	1
1415	жизни это	1	1
1416	персонажа в	1	1
1417	быть ни	1	1
1418	наших дней	2	1
1419	что будет	2	1
1420	дело в	3	1
1421	иными словами	1	1
1422	здесь также	2	1
1423	первой даже	1	1
1424	их взаимоотношения	1	1
1425	виду что	2	1
1426	это вызывает	1	1
1427	в сферу	3	1
1428	той самой	1	1
1429	поэтов в	1	1
1430	что этот	1	1
1431	является по	1	1
1432	вразрез с	1	1
1433	свидетельствует об	1	1
1434	лишний раз	1	1
1435	случае ясно	1	1
1436	если и	1	1
1437	или даже	2	1
1438	говорят о	1	1
1439	же достаточно	1	1
1440	противном случае	1	1
1441	мира и	3	1
1442	не от	2	1
1443	на одном	1	1
1444	значительную роль	1	1
1445	в такой	1	1
1446	остановимся на	1	1
1447	качестве примера	2	1
1448	том в	1	1
1449	широкое распространение	1	1
1450	та или	1	1
1451	принципиальное различие	1	1
1452	и художественного	1	1
1453	по самой	1	1
1454	в условиях	1	1
1455	александра и	1	1
1456	но уже	3	1
1457	вследствие чего	2	1
1458	литературного жанра	5	1
1459	сомнение в	2	1
1460	человеком и	1	1
1461	заявляет что	1	1
1462	действующие лица	1	1
1463	дела до	1	1
1464	бы это	2	1
1465	мы к	1	1
1466	вполне обоснованным	1	1
1467	другом случае	1	1
1468	основе его	1	1
1469	которая как	1	1
1470	лексики и	1	1
1471	с использованием	1	1
1472	собственного мнения	1	1
1473	того или	3	1
1474	обычно в	1	1
1475	и внутреннее	1	1
1476	отчетливо проступает	1	1
1477	мира как	1	1
1478	и эти	1	1
1479	в полной	1	1
1480	же с	1	1
1481	в древнегреческой	1	1
1482	оно в	1	1
1483	завершение в	1	1
1484	его произведениях	1	1
1485	случае если	1	1
1486	то чего	1	1
1487	не могу	1	1
1488	на мысль	1	1
1489	ни один	1	1
1490	и ни	1	1
1491	также и	6	1
1492	о возможности	1	1
1493	в поздних	1	1
1494	из нас	1	1
1495	с совершенно	1	1
1496	мы должны	1	1
1497	в искусстве	1	1
1498	быть и	2	1
1499	сам текст	1	1
1500	в прошлом	1	1
1501	одежду и	1	1
1502	в науке	2	1
1503	его речи	1	1
1504	высказывания в	7	1
1505	вождя афинской	1	1
1506	в нашей	1	1
1507	присущую его	1	1
1508	для определенного	1	1
1509	слова или	1	1
1510	с понятием	2	1
1511	происходит от	2	1
1512	первые два	1	1
1513	лицо к	1	1
1514	текстов не	1	1
1515	в греко-римской	1	1
1516	недавнее время	1	1
1517	богами и	1	1
1518	хх в	1	1
1519	преданий о	2	1
1520	другой в	1	1
1521	как их	2	1
1522	в книге	2	1
1523	определена как	4	1
1524	в тексте	5	1
1525	в понимании	1	1
1526	в ходе	5	1
1527	можно сказать	7	1
1528	организации текста	1	1
1529	они принадлежат	1	1
1530	развернутой форме	1	1
1531	и кончая	1	1
1532	этом и	1	1
1533	знает он	1	1
1534	который представляет	1	1
1535	по аналогии	2	1
1536	отождествляется с	1	1
1537	или иной	8	1
1538	поскольку все	1	1
1539	на многочисленные	1	1
1540	же будет	1	1
1541	и прежде	2	1
1542	том случае	1	1
1543	и относительно	2	1
1544	от хорошей	1	1
1545	этого понятия	2	1
1546	свою речь	1	1
1547	для современного	1	1
1548	просто как	2	1
1549	в изложении	1	1
1550	человек не	2	1
1551	может и	4	1
1552	персонажей и	2	1
1553	именно это	1	1
1554	эпохи и	2	1
1555	раннего творчества	1	1
1556	себе и	1	1
1557	и наконец	2	1
1558	не заметить	1	1
1559	автора и	1	1
1560	а представляет	1	1
1561	возможна только	2	1
1562	являются наиболее	1	1
