N	2gram	Vygotskiy_	Narrotol
1304	с их	3	1
1305	слова не	3	1
1306	внешней стороны	2	1
1307	схемы в	1	1
1308	сказано все	1	1
1309	речь но	1	1
1310	что ни	1	1
1311	от друга	2	1
1312	и иными	1	1
1313	что является	2	1
1314	которое могло	1	1
1315	что к	1	1
1316	другой смысл	1	1
1317	этом не	1	1
1318	за этим	1	1
1319	и где	1	1
1320	и которая	3	1
1321	том виде	4	1
1322	раскрыть его	1	1
1323	в стороне	2	1
1324	случае не	1	1
1325	что перед	4	1
1326	нас к	2	1
1327	виде в	4	1
1328	которая представляет	1	1
1329	является не	6	1
1330	любопытно что	1	1
1331	жизни будет	1	1
1332	однако это	1	1
1333	это происходит	1	1
1334	и опыт	1	1
1335	и я	1	1
1336	в такой	3	1
1337	на всем	1	1
1338	по условиям	1	1
1339	не создает	3	1
1340	чаще в	1	1
1341	нисколько не	3	1
1342	и оно	1	1
1343	на его	5	1
1344	которым приводит	1	1
1345	с другом	10	1
1346	и представляют	1	1
1347	как результат	1	1
1348	человеческого мышления	1	1
1349	бы это	1	1
1350	связаны с	4	1
1351	которой только	1	1
1352	в ситуацию	1	1
1353	ему не	1	1
1354	приведенном выше	1	1
1355	для мышления	3	1
1356	не выбирает	1	1
1357	которая как	1	1
1358	поскольку она	1	1
1359	интересующей нас	4	1
1360	еще до	1	1
1361	случай в	1	1
1362	и тех	2	1
1363	достаточно для	1	1
1364	может иметь	1	1
1365	том случае	2	1
1366	менее едва	1	1
1367	с самого	6	1
1368	выше и	1	1
1369	оно в	1	1
1370	которые могли	1	1
1371	конечный результат	1	1
1372	имя с	2	1
1373	которая может	1	1
1374	второй и	1	1
1375	на свои	1	1
1376	гласит что	1	1
1377	случае если	2	1
1378	в самых	1	1
1379	другими словами	3	1
1380	каждого слова	1	1
1381	так называемой	1	1
1382	обычно с	1	1
1383	как показывают	3	1
1384	и остаются	1	1
1385	ни один	5	1
1386	среднее звено	1	1
1387	в акте	1	1
1388	в противоположность	1	1
1389	собой как	1	1
1390	мы должны	15	1
1391	включают в	1	1
1392	исследования в	2	1
1393	он однако	1	1
1394	не находит	1	1
1395	а некоторый	1	1
1396	характерно для	1	1
1397	и их	4	1
1398	но даже	1	1
1399	с начальным	1	1
1400	к области	2	1
1401	к данному	2	1
1402	отношений между	1	1
1403	не видим	1	1
1404	к анализу	1	1
1405	конечно в	2	1
1406	только у	2	1
1407	в нашей	4	1
1408	в течении	1	1
1409	слова вполне	1	1
1410	только то	1	1
1411	время они	1	1
1412	т.п но	1	1
1413	этих случаях	1	1
1414	или как	2	1
1415	происходит от	1	1
1416	нам о	1	1
1417	дело обстоит	1	1
1418	все та	1	1
1419	еще на	1	1
1420	решается на	1	1
1421	не хотел	1	1
1422	составляет его	1	1
1423	что можно	1	1
1424	животных в	1	1
1425	пространственных и	1	1
1426	ясно не	1	1
1427	на уровне	1	1
1428	в плане	2	1
1429	и благодаря	2	1
1430	перелом в	1	1
1431	и много	1	1
1432	на других	1	1
1433	благодаря этому	7	1
1434	они суть	1	1
1435	ситуации не	1	1
1436	в одинаковой	2	1
1437	происходит в	1	1
1438	все еще	2	1
1439	речи окружающих	1	1
1440	целого на	1	1
1441	на двух	1	1
1442	к образованию	9	1
1443	не гарантирует	1	1
1444	достаточно вспомнить	2	1
1445	нуждается в	1	1
1446	является ли	1	1
1447	чисто внешней	1	1
1448	для этого	3	1
1449	констатирует что	1	1
1450	именно это	3	1
1451	и совершенно	2	1
1452	само по	3	1
1453	неотделимый от	1	1
1454	для образования	3	1
1455	по смежности	2	1
1456	есть не	1	1
1457	говорит не	3	1
1458	в готовом	3	1
1459	совершается в	1	1
1460	степени и	1	1
1461	себе а	1	1
1462	наличии у	1	1
