N	2gram	Losev_Prob	Mirosoze
1316	за тем	1	1
1317	и новых	1	1
1318	ее даже	1	1
1319	только художественная	1	1
1320	указывает на	13	1
1321	между собою	5	1
1322	сама по	11	1
1323	с той	5	1
1324	в символизме	1	1
1325	нас к	2	1
1326	анна каренина	1	1
1327	вообще он	2	1
1328	случаях когда	1	1
1329	его идейной	2	1
1330	которого нет	1	1
1331	человеком в	1	1
1332	иной раз	5	1
1333	нуждаться в	1	1
1334	это происходит	1	1
1335	и могут	2	1
1336	сразу же	2	1
1337	что им	1	1
1338	глубоким и	1	1
1339	в русских	1	1
1340	в антропологии	1	1
1341	для которого	1	1
1342	человеком и	1	1
1343	говорит об	1	1
1344	вовсе не	62	1
1345	ничего нельзя	1	1
1346	это так	2	1
1347	мысли в	1	1
1348	тем более	8	1
1349	вопросе о	1	1
1350	в меру	2	1
1351	мере в	1	1
1352	только он	2	1
1353	с первого	3	1
1354	этих двух	1	1
1355	на свете	2	1
1356	но этим	1	1
1357	историки литературы	1	1
1358	может иметь	4	1
1359	и эти	1	1
1360	на них	1	1
1361	за то	1	1
1362	идеями и	1	1
1363	связываются с	1	1
1364	исключительно и	1	1
1365	а еще	4	1
1366	он говорит	1	1
1367	и образом	1	1
1368	в чем-то	1	1
1369	в бытовой	1	1
1370	для кого-то	1	1
1371	чистом виде	3	1
1372	значение но	2	1
1373	то чего	2	1
1374	человека все	1	1
1375	пути этого	1	1
1376	произведения искусства	2	1
1377	и почти	2	1
1378	это за	3	1
1379	большее чем	1	1
1380	еще менее	1	1
1381	самой жизни	2	1
1382	природе от	1	1
1383	в искусстве	4	1
1384	и может	4	1
1385	в частности	4	1
1386	не знаю	1	1
1387	толстой не	1	1
1388	к области	1	1
1389	каждый раз	7	1
1390	ним как	1	1
1391	в нашей	4	1
1392	факт что	1	1
1393	учения о	2	1
1394	успех и	1	1
1395	своей основе	1	1
1396	приводит нас	1	1
1397	не исчезает	1	1
1398	или как	4	1
1399	на смерть	1	1
1400	и всякая	1	1
1401	и всех	1	1
1402	противоположностей но	1	1
1403	идет о	1	1
1404	на это	1	1
1405	самой своей	1	1
1406	одного из	1	1
1407	были и	1	1
1408	и каждая	1	1
1409	та или	4	1
1410	для такого	1	1
1411	не обязан	2	1
1412	даже для	1	1
1413	это можно	2	1
1414	сказать ни	1	1
1415	может показаться	1	1
1416	слова в	1	1
1417	иначе он	2	1
1418	в голову	2	1
1419	и нашей	1	1
1420	в узком	2	1
1421	же в	6	1
1422	закона для	1	1
1423	и прежде	3	1
1424	говорить об	2	1
1425	и единственный	1	1
1426	об этой	1	1
1427	не символы	3	1
1428	себе всю	1	1
1429	в области	2	1
1430	нуждается в	1	1
1431	все другие	1	1
1432	же это	2	1
1433	которая и	1	1
1434	это в	2	1
1435	ли в	3	1
1436	бы от	1	1
1437	что вся	2	1
1438	форма не	1	1
1439	лишь с	1	1
1440	которой нет	1	1
1441	которой мы	1	1
1442	становится в	1	1
1443	в целом	9	1
1444	он с	1	1
1445	мало общего	1	1
1446	и наконец	2	1
1447	что на	2	1
1448	вплоть до	3	1
1449	говорит не	1	1
1450	за их	1	1
1451	возможна только	1	1
1452	лицом вечности	1	1
1453	можно только	3	1
