N	2gram	Tiupa_Anal	Formalny
1292	чего бы	1	1
1293	себя как	1	1
1294	эту особенность	1	1
1295	живом и	1	1
1296	в пределы	1	1
1297	в психике	2	1
1298	взаимодействие не	1	1
1299	часть вторая	2	1
1300	того и	5	1
1301	не даны	1	1
1302	его жизни	1	1
1303	служит для	2	1
1304	его конструктивные	1	1
1305	конечно может	1	1
1306	себе и	1	1
1307	отсутствии в	1	1
1308	начало нового	1	1
1309	для ученого	1	1
1310	а другой	1	1
1311	на себе	3	1
1312	существовать она	1	1
1313	материала истории	1	1
1314	нельзя не	1	1
1315	человека а	1	1
1316	остается в	2	1
1317	вещь но	1	1
1318	какого рода	1	1
1319	только ему	1	1
1320	о себе	2	1
1321	все иные	1	1
1322	не имея	2	1
1323	образом с	1	1
1324	ритма можно	1	1
1325	и быть	1	1
1326	произведения со	1	1
1327	наличности в	1	1
1328	если оно	1	1
1329	рассказе и	1	1
1330	под ними	1	1
1331	ими и	1	1
1332	факт не	1	1
1333	просто с	1	1
1334	границы между	1	1
1335	что даже	2	1
1336	разрыв между	1	1
1337	поэтики в	1	1
1338	наконец четвертая	2	1
1339	понимании как	1	1
1340	на материал	1	1
1341	если не	2	1
1342	искусства к	1	1
1343	равнодушии к	1	1
1344	зрения в	2	1
1345	соотнесении с	1	1
1346	определенным образом	2	1
1347	спор в	1	1
1348	дистанции между	1	1
1349	которые и	1	1
1350	всегда только	1	1
1351	произведение оно	1	1
1352	это по	1	1
1353	к чему-то	1	1
1354	оказывается в	2	1
1355	непременно должны	1	1
1356	между всеми	1	1
1357	однако эта	1	1
1358	столько с	1	1
1359	ее аспекте	1	1
1360	хотя в	1	1
1361	над другими	1	1
1362	начаться с	1	1
1363	других людей	2	1
1364	уже потому	1	1
1365	ни одно	2	1
1366	слова без	1	1
1367	его жизнь	1	1
1368	где в	1	1
1369	все детали	1	1
1370	проникнуть в	1	1
1371	в историческом	1	1
1372	по своей	6	1
1373	здесь совершается	1	1
1374	выделения и	1	1
1375	слишком легко	1	1
1376	всего на	1	1
1377	степени соответствуют	1	1
1378	а тем	1	1
1379	и несколько	1	1
1380	например не	1	1
1381	другому в	2	1
1382	или меньшей	4	1
1383	вся первая	1	1
1384	него на	4	1
1385	одного сознания	2	1
1386	рода в	1	1
1387	вера в	2	1
1388	произведения ни	2	1
1389	к осуществлению	1	1
1390	отдельных произведений	1	1
1391	о его	5	1
1392	задача художественного	1	1
1393	рассматривать не	1	1
1394	лишенная своей	1	1
1395	но ее	1	1
1396	случайна и	1	1
1397	здесь приобретает	1	1
1398	конструктивный момент	1	1
1399	система мотивов	1	1
1400	у разных	1	1
1401	мы будем	1	1
1402	теми же	2	1
1403	образом в	1	1
1404	и вызывает	1	1
1405	внутренний мир	1	1
1406	поэтического творчества	1	1
1407	процесса и	1	1
1408	оно может	3	1
1409	в данный	2	1
1410	его к	3	1
1411	и субъективной	1	1
1412	к внутреннему	3	1
1413	развития в	1	1
1414	не доказывает	1	1
1415	области гуманитарных	1	1
1416	человека но	1	1
1417	в лингвистике	1	1
1418	меньшей степени	1	1
1419	причем для	1	1
1420	не случайным	2	1
1421	одного и	2	1
1422	еще одно	1	1
1423	познания в	1	1
1424	литературной критике	1	1
1425	относят к	1	1
1426	было с	1	1
1427	самим собою	2	1
1428	лишь по	1	1
1429	таков например	1	1
1430	глубины проникновения	1	1
1431	слова еще	1	1
1432	она сама	1	1
1433	своего рода	12	1
1434	речи то	1	1
1435	приобщаясь к	1	1
1436	мир всегда	1	1
1437	мире и	2	1
1438	не мешает	1	1
1439	всего произведения	1	1
1440	утверждать что	1	1
1441	в субъективной	1	1
1442	и будет	1	1
1443	положения и	1	1
1444	в состав	3	1
1445	для возбуждения	1	1
1446	смысла а	1	1
1447	произведение и	1	1
1448	он уже	1	1
1449	как необходимый	1	1
1450	его создания	2	1
1451	интереса и	1	1
1452	широком понимании	1	1
1453	за ним	2	1
1454	что касается	4	1
1455	к физическому	1	1
1456	без такого	1	1
1457	на звуковую	1	1
1458	и должны	1	1
1459	предмета познания	1	1
1460	за скобки	1	1
1461	том какого	1	1
1462	в специальном	2	1
1463	своего собственного	2	1
1464	видя в	1	1
1465	является эти	1	1
1466	с миром	1	1
1467	двумя крайними	1	1
1468	такой степени	1	1
1469	структурные моменты	1	1
1470	это существо	1	1
1471	и романа	2	1
1472	к установлению	1	1
1473	ни единого	1	1
1474	целого ряда	1	1
1475	факторов в	1	1
1476	здесь он	1	1
1477	и пространстве	5	1
1478	нашего времени	3	1
1479	из которых	4	1
1480	переходит от	2	1
1481	этот не	1	1
1482	же нам	2	1
1483	этот принцип	1	1
1484	разного рода	3	1
1485	методологического значения	1	1
1486	лишь несамостоятельным	1	1
1487	не ставит	1	1
1488	связывается с	2	1
1489	мере и	1	1
1490	том и	2	1
1491	под этим	1	1
1492	очень близки	1	1
1493	высказывания или	1	1
1494	социального взаимодействия	1	1
1495	текста и	10	1
1496	функции и	1	1
1497	и действительное	1	1
1498	вопросу об	1	1
1499	самим собой	3	1
1500	о самом	1	1
1501	вещи но	1	1
1502	пространство и	1	1
1503	миром и	1	1
1504	оно есть	1	1
1505	объективной данности	1	1
1506	в составе	2	1
1507	и третьего	1	1
1508	быть понят	1	1
1509	на наш	6	1
1510	действия то	1	1
1511	степени научный	1	1
1512	из тех	1	1
1513	этом этапе	1	1
1514	таков ритм	1	1
1515	мы постараемся	1	1
1516	ли не	1	1
1517	меньшей мере	1	1
1518	что такой	1	1
1519	которые могут	1	1
1520	нового смысла	1	1
1521	словесного искусства	1	1
1522	самого рассказывания	4	1
1523	часть третья	2	1
1524	эту сторону	1	1
1525	на внутреннюю	1	1
1526	который не	2	1
1527	своего предмета	3	1
1528	о котором	1	1
1529	пределы этой	1	1
1530	которая сама	1	1
1531	в итоге	1	1
1532	на каждом	2	1
1533	однако именно	1	1
1534	на смысл	1	1
1535	мире все	1	1
1536	к которой	1	1
1537	люди но	1	1
1538	по крайней	4	1
1539	что из	2	1
1540	фразы и	1	1
1541	такое отношение	2	1
1542	показать как	1	1
1543	жизни так	1	1
1544	к сыну	1	1
1545	нет ничего	2	1
1546	и резко	1	1
1547	большей или	4	1
1548	к конкретным	1	1
1549	ему принадлежит	1	1
1550	сил и	1	1
1551	и состоит	5	1
1552	бы с	2	1
1553	творческий акт	2	1
1554	где у	1	1
1555	адекватное восприятие	1	1
1556	взятое в	1	1
1557	не имеют	1	1
1558	как предмета	1	1
1559	тяготеет к	1	1
1560	искусства есть	1	1
1561	его существования	1	1
1562	в становлении	1	1
1563	на той	1	1
1564	закономерность которая	1	1
1565	первой из	1	1
1566	различения и	1	1
1567	быть не	3	1
1568	которое не	1	1
1569	понятие произведения	1	1
1570	чище и	1	1
1571	тех пор	1	1
1572	не сам	2	1
1573	конструктивная роль	1	1
1574	полноту его	1	1
1575	системе языка	1	1
1576	ритма и	1	1
1577	и больше	2	1
1578	может лишь	1	1
1579	общего языка	1	1
1580	смертью для	1	1
1581	вопроса и	1	1
1582	своей практической	1	1
1583	и наиболее	1	1
1584	вслед за	3	1
1585	новеллы о	1	1
1586	нечего делать	1	1
1587	что произведение	1	1
1588	различных моментов	1	1
1589	есть она	1	1
1590	всю полноту	1	1
1591	ведут к	1	1
1592	жизни наконец	1	1
1593	тогда как	30	1
1594	смысла который	1	1
1595	в обоих	3	1
1596	еще один	1	1
1597	и наоборот	3	1
1598	художественной организации	1	1
1599	изменении и	1	1
1600	как будет	1	1
1601	деталей или	1	1
1602	лишь одна	2	1
1603	событие которое	1	1
1604	два различных	2	1
1605	и там	1	1
1606	неотделима от	2	1
1607	и делается	1	1
1608	произведения произведение	1	1
1609	событий в	1	1
1610	она может	3	1
1611	речи в	3	1
1612	в объекте	1	1
1613	поставить на	1	1
1614	быте в	1	1
1615	нами два	1	1
1616	и символическое	1	1
1617	и случайной	1	1
1618	из первых	1	1
1619	в образе	1	1
1620	за пределами	3	1
1621	слова он	1	1
1622	искусства все	1	1
1623	мышления с	1	1
1624	деле в	2	1
1625	есть реальность	1	1
1626	целью а	1	1
1627	по меньшей	1	1
1628	столько в	1	1
1629	других он	1	1
1630	понять что	1	1
1631	данном контексте	1	1
1632	фоне этой	1	1
1633	кроме этого	1	1
1634	взаимодействие с	1	1
1635	теперь уже	1	1
1636	реальность в	1	1
1637	что литературное	1	1
1638	на сюжетном	1	1
1639	мира не	2	1
1640	который и	1	1
1641	не будучи	1	1
1642	мало существенны	1	1
1643	моментов в	1	1
1644	постановки вопросов	1	1
1645	внешнее и	1	1
1646	постановки вопроса	1	1
1647	обратиться к	4	1
1648	меня не	1	1
1649	моменты произведения	1	1
1650	людей не	1	1
1651	уже с	1	1
1652	действительно имеет	1	1
1653	которого он	1	1
1654	знаменательно что	1	1
1655	лишь материал	1	1
1656	языковой реальности	1	1
1657	но на	1	1
1658	как об	1	1
1659	мышления в	1	1
1660	только одно	2	1
1661	не поддается	1	1
1662	композиции как	2	1
1663	точнее как	1	1
1664	внехудожественной действительности	1	1
1665	может не	2	1
1666	в коем	2	1
1667	что термин	1	1
1668	художественного высказывания	3	1
1669	сколько в	1	1
1670	противоречия что	1	1
1671	аналогичным образом	3	1
1672	достигнутая в	1	1
1673	это свойственно	1	1
1674	художественной идеологемой	1	1
1675	романа но	1	1
1676	как смерть	2	1
1677	на что	1	1
1678	еще и	1	1
1679	которых он	1	1
1680	же мере	2	1
1681	внешнем мире	2	1
1682	мысли или	1	1
1683	и сознание	1	1
1684	язык он	1	1
1685	мире в	1	1
1686	только его	1	1
1687	вне своего	1	1
1688	что с	1	1
1689	тут не	1	1
1690	случае его	1	1
1691	высказывания с	1	1
1692	видеть в	1	1
1693	в полном	2	1
1694	не изолированно	1	1
1695	на которой	2	1
1696	другого но	2	1
1697	слова а	1	1
1698	к месту	2	1
1699	не принимает	1	1
1700	несколько иная	1	1
1701	за которой	1	1
1702	читателя в	3	1
1703	борьбу с	2	1
1704	более точного	1	1
1705	является таким	1	1
1706	сама в	1	1
1707	этого не	1	1
1708	слова которые	1	1
1709	а также	8	1
1710	существует как	1	1
1711	самые разнообразные	1	1
1712	за этим	1	1
1713	произведения художественная	1	1
1714	иного рода	4	1
1715	сходятся все	1	1
1716	это еще	2	1
1717	отца к	1	1
1718	произведение может	1	1
1719	и диалога	1	1
1720	в бытии	1	1
1721	в ту	1	1
1722	значащую в	1	1
1723	что пуля	1	1
1724	это возможно	1	1
1725	однако они	1	1
1726	а то	3	1
1727	между собою	1	1
1728	чтобы быть	1	1
1729	внимание в	2	1
1730	для науки	3	1
1731	событий с	1	1
1732	и сменяется	1	1
1733	случае не	2	1
1734	с той	2	1
1735	коррективы в	1	1
1736	нас к	2	1
1737	и способами	1	1
1738	не подлежит	1	1
1739	сам является	1	1
1740	если и	1	1
1741	может только	1	1
1742	есть в	4	1
1743	но по	1	1
1744	а их	1	1
1745	художественной реальности	22	1
1746	ними могут	1	1
1747	же литература	1	1
1748	это происходит	1	1
1749	науки в	1	1
1750	по своему	1	1
1751	полноте и	1	1
1752	в событие	1	1
1753	есть уже	1	1
1754	в ссср	1	1
1755	бы мы	1	1
1756	всего было	1	1
1757	на сюжет	1	1
1758	вследствие этой	1	1
1759	вследствие чего	1	1
1760	но особенно	1	1
1761	об этом	1	1
1762	дело и	1	1
1763	путь к	1	1
1764	говорит об	1	1
1765	ему как	1	1
1766	целого и	1	1
1767	а так	1	1
1768	увидим далее	1	1
1769	не все	3	1
1770	ряда в	1	1
1771	одно сознание	1	1
1772	остается вне	1	1
1773	его жизненной	1	1
1774	как конструктивная	1	1
1775	он указывает	1	1
1776	будучи по	1	1
1777	событие самого	2	1
1778	и внутреннее	2	1
1779	ожидания и	1	1
1780	явлений не	1	1
1781	до тех	1	1
1782	ей в	1	1
1783	а его	1	1
1784	с первым	1	1
1785	случае если	1	1
1786	культуре и	1	1
1787	в самых	1	1
1788	в каких-то	1	1
1789	ли и	1	1
1790	существует независимо	1	1
1791	также и	3	1
1792	в течение	1	1
1793	на всех	1	1
1794	здесь совершенно	2	1
1795	мы узнаем	2	1
1796	нельзя назвать	1	1
1797	поскольку говорит	1	1
1798	впервые на	1	1
1799	просто не	1	1
1800	с языком	1	1
1801	такого анализа	2	1
1802	есть всегда	1	1
1803	изучении литературы	1	1
1804	к тем	1	1
1805	и композиция	1	1
1806	произведения вполне	1	1
1807	от реальности	1	1
1808	от отца	1	1
1809	в аналогичном	1	1
1810	элементов а	2	1
1811	особый тип	1	1
1812	независимым от	1	1
1813	частности в	2	1
1814	но такое	1	1
1815	целого в	5	1
1816	в начале	3	1
1817	говоря о	2	1
1818	явлений в	1	1
1819	изолированно а	1	1
1820	человека с	1	1
1821	этих случаях	2	1
1822	собственно говоря	6	1
1823	смысл высказывания	1	1
1824	чем является	1	1
1825	в самостоятельный	2	1
1826	к понятию	2	1
1827	герой не	1	1
1828	полагал что	1	1
1829	конкретном целом	1	1
1830	а скорее	2	1
1831	для обозначения	2	1
1832	самом объекте	1	1
1833	и социальные	1	1
1834	которые в	3	1
1835	диалога с	1	1
1836	путем введения	1	1
1837	может показаться	1	1
1838	им для	1	1
1839	действительно не	1	1
1840	с бытием	2	1
1841	субъективности и	1	1
1842	а изображающего	1	1
1843	основные положения	1	1
1844	ни принимало	1	1
1845	его до	1	1
1846	бытия и	2	1
1847	науки как	1	1
1848	перемещается в	1	1
1849	все еще	1	1
1850	его индивидуальную	1	1
1851	единство всех	1	1
1852	не гарантирует	1	1
1853	вот этот	1	1
1854	определить как	1	1
1855	не отвечает	1	1
1856	общественной и	1	1
1857	бы от	1	1
1858	эти два	1	1
1859	что иное	6	1
1860	ни был	1	1
1861	лишь нечто	1	1
1862	образ героя	1	1
1863	художественное творчество	2	1
1864	вообще как	1	1
1865	иное как	6	1
1866	или напротив	3	1
1867	слова только	1	1
