N	2gram	Potebnia_M	Tvorches
1317	ему в	2	1
1318	положение что	2	1
1319	ничем не	1	1
1320	разума и	1	1
1321	смысле что	2	1
1322	и эстетическим	1	1
1323	и было	1	1
1324	на вопрос	2	1
1325	в ущерб	1	1
1326	в поэзии	4	1
1327	того как	10	1
1328	художник в	1	1
1329	в первый	1	1
1330	о значении	2	1
1331	наших глазах	2	1
1332	выражен в	1	1
1333	который бы	1	1
1334	в художественной	1	1
1335	одна и	2	1
1336	мы сами	1	1
1337	к истории	1	1
1338	а это	2	1
1339	в основании	2	1
1340	развивается из	1	1
1341	к очень	1	1
1342	что так	1	1
1343	нее как	1	1
1344	для нас	40	1
1345	то самое	1	1
1346	что собственно	2	1
1347	нашу мысль	1	1
1348	многое в	1	1
1349	на которой	4	1
1350	вытекающее из	1	1
1351	нет это	1	1
1352	с определенным	1	1
1353	чем он	1	1
1354	а все	1	1
1355	как нечто	3	1
1356	что каждый	1	1
1357	и художественное	1	1
1358	вовсе нет	1	1
1359	без этого	1	1
1360	все равно	5	1
1361	мере своего	1	1
1362	однако не	1	1
1363	же именно	1	1
1364	без слов	5	1
1365	можно выразиться	1	1
1366	себе что	2	1
1367	со всем	1	1
1368	к нескольким	1	1
1369	жизни это	1	1
1370	а также	1	1
1371	то к	4	1
1372	к которым	2	1
1373	который как	1	1
1374	даже на	1	1
1375	тесно связан	1	1
1376	этих выражений	1	1
1377	и начинается	1	1
1378	места в	1	1
1379	и эта	2	1
1380	на понимание	1	1
1381	виду что	2	1
1382	и другое	3	1
1383	что сами	1	1
1384	вообще не	1	1
1385	о свойствах	1	1
1386	участие в	1	1
1387	в какой	3	1
1388	не подлежит	2	1
1389	виде в	1	1
1390	есть в	6	1
1391	экономии и	1	1
1392	стороны искусства	1	1
1393	по своему	2	1
1394	должно стать	1	1
1395	одновременные и	1	1
1396	со своей	2	1
1397	от горя	1	1
1398	своего пути	1	1
1399	впечатления от	1	1
1400	приблизительно так	1	1
1401	потребности человека	1	1
1402	это было	3	1
1403	и относительно	2	1
1404	доказывая что	1	1
1405	точнее говоря	1	1
1406	единство и	2	1
1407	другой но	1	1
1408	тем более	9	1
1409	и русские	1	1
1410	история человечества	1	1
1411	времени является	1	1
1412	смерти и	1	1
1413	но конечно	1	1
1414	с первого	2	1
1415	ему не	2	1
1416	идеал к	1	1
1417	и бессознательно	1	1
1418	не была	1	1
1419	стоит и	1	1
1420	смысле то	2	1
1421	предположить что	4	1
1422	правда что	1	1
1423	и эти	1	1
1424	и сила	2	1
1425	только к	1	1
1426	одного лица	1	1
1427	что отрицание	1	1
1428	а его	1	1
1429	в поле	1	1
1430	с первым	1	1
1431	это слияние	1	1
1432	должно быть	9	1
1433	образ на	1	1
1434	его не	2	1
1435	хотя с	1	1
1436	быть к	1	1
1437	граничит со	1	1
1438	невозможно если	2	1
1439	это для	1	1
1440	еще менее	1	1
1441	еще одну	1	1
1442	мы должны	6	1
1443	от самосознания	1	1
1444	как сознание	2	1
1445	в л	1	1
1446	невозможно но	3	1
1447	не находит	1	1
1448	и внутренних	1	1
1449	опыта с	1	1
1450	не существовало	1	1
1451	отделался от	1	1
1452	мыслей чувств	1	1
1453	как отрицание	1	1
1454	а о	1	1
1455	есть и	3	1
1456	же что	8	1
1457	от земли	2	1
1458	не видим	1	1
1459	смотрит на	2	1
1460	конечно в	1	1
1461	когда оно	3	1
1462	или его	1	1
1463	это если	1	1
1464	к чему	2	1
1465	в пределах	1	1
1466	стороны и	1	1
1467	этого образа	1	1
1468	стало быть	4	1
1469	думать что	6	1
1470	в большинстве	2	1
1471	с человеком	1	1
1472	этому поводу	1	1
1473	признать что	2	1
1474	бы самое	1	1
1475	на это	4	1
1476	нам кажется	7	1
1477	этом на	1	1
1478	что будет	3	1
1479	времени с	1	1
1480	же самое	3	1
1481	ребенке в	1	1
1482	человека из	1	1
1483	указывать на	2	1
1484	не останавливаясь	2	1
1485	и деятельность	1	1
1486	одно только	3	1
1487	которые в	1	1
1488	сказать в	1	1
1489	должна указывать	1	1
1490	это можно	4	1
1491	связи между	1	1
1492	оставим в	1	1
1493	степень их	1	1
1494	эту мысль	1	1
1495	пор еще	1	1
1496	в голову	3	1
1497	образов и	2	1
1498	бытия и	1	1
1499	язык в	1	1
1500	своего искусства	1	1
1501	на ту	1	1
1502	на то	6	1
1503	право на	1	1
1504	об этой	1	1
1505	себе он	1	1
1506	хотя быть	1	1
1507	себе всю	1	1
1508	мы видели	5	1
1509	на всем	1	1
1510	человек не	4	1
1511	быть названы	2	1
1512	отношений к	1	1
1513	место из	1	1
1514	ни был	3	1
1515	для этого	1	1
1516	бумаги а	1	1
1517	образа но	1	1
1518	она действительно	1	1
1519	который однако	1	1
1520	чего я	1	1
1521	не можем	8	1
1522	нам вместе	1	1
1523	картины и	1	1
1524	иное как	1	1
1525	сравниваются с	1	1
1526	человеческой природы	2	1
1527	себе а	4	1
1528	из своих	1	1
1529	выражающаяся в	1	1
