N	2gram	Propp_Isto	formyVre
1313	для борьбы	1	1
1314	здесь он	2	1
1315	он на	2	1
1316	в другой	5	1
1317	стороны в	1	1
1318	из которых	7	1
1319	времени когда	1	1
1320	с греческим	1	1
1321	них является	1	1
1322	видели как	2	1
1323	и наш	1	1
1324	преисподнюю в	1	1
1325	сводится к	1	1
1326	подобно тому	2	1
1327	вне всякого	1	1
1328	функции в	1	1
1329	кости и	2	1
1330	один человек	2	1
1331	такого же	2	1
1332	должен был	1	1
1333	о природе	3	1
1334	особого рода	1	1
1335	этой точки	2	1
1336	в мое	1	1
1337	таких произведениях	1	1
1338	возвращается на	1	1
1339	то на	1	1
1340	нужный момент	1	1
1341	с ней	2	1
1342	в брюхе	3	1
1343	вокруг него	3	1
1344	за нами	2	1
1345	женится на	2	1
1346	за волосы	1	1
1347	богов как	1	1
1348	какая же	1	1
1349	превращаются в	2	1
1350	на месте	1	1
1351	новые формы	1	1
1352	и действительно	6	1
1353	весьма распространена	1	1
1354	же еще	1	1
1355	характер этого	1	1
1356	она и	2	1
1357	состоит из	4	1
1358	как о	1	1
1359	он хозяин	1	1
1360	уже видели	2	1
1361	целом более	1	1
1362	с животными	2	1
1363	налево и	1	1
1364	приводит к	2	1
1365	можем здесь	2	1
1366	нас интересует	1	1
1367	смертью в	1	1
1368	есть на	2	1
1369	становится ясным	1	1
1370	мир но	1	1
1371	которые связаны	1	1
1372	передается по	1	1
1373	эту опасность	1	1
1374	говорили о	1	1
1375	в критический	1	1
1376	на берегу	7	1
1377	из своей	1	1
1378	дословном переводе	1	1
1379	предметы в	1	1
1380	в воздухе	1	1
1381	на своем	1	1
1382	но с	1	1
1383	дальше и	2	1
1384	к созданию	1	1
1385	их этот	2	1
1386	того на	1	1
1387	который он	1	1
1388	обряд и	4	1
1389	попал в	3	1
1390	мифы в	1	1
1391	сказки и	2	1
1392	очень важны	1	1
1393	и искусств	1	1
1394	же функции	1	1
1395	ли он	2	1
1396	такую же	2	1
1397	к отдельным	2	1
1398	как совершенно	1	1
1399	на той	2	1
1400	на шее	1	1
1401	связана с	1	1
1402	по земле	1	1
1403	в город	1	1
1404	в бочке	6	1
1405	быть не	1	1
1406	героем и	2	1
1407	них а	1	1
1408	героини с	1	1
1409	вступление в	1	1
1410	из его	2	1
1411	далее теперь	1	1
1412	в современном	1	1
1413	остается только	1	1
1414	что если	1	1
1415	народа и	1	1
1416	приведем несколько	1	1
1417	из которого	1	1
1418	находящихся в	2	1
1419	здесь очень	1	1
1420	совпадают с	1	1
1421	не попали	1	1
1422	общие черты	1	1
1423	остановимся подробнее	1	1
1424	эти связи	1	1
1425	у других	1	1
1426	подобного рода	2	1
1427	ее с	1	1
1428	и целый	2	1
1429	время путешествия	1	1
1430	здесь по	2	1
1431	при помощи	11	1
1432	что можно	1	1
1433	при анализе	2	1
1434	характерно здесь	1	1
1435	еще один	3	1
1436	в вавилоне	4	1
1437	им в	2	1
1438	я вошел	1	1
1439	очень распространены	1	1
1440	он сохраняет	1	1
1441	служит не	1	1
1442	значение мы	1	1
1443	в описании	1	1
1444	ногу и	1	1
1445	собой но	1	1
1446	которые его	2	1
1447	видим в	2	1
1448	происшедший в	1	1
1449	имеет несколько	1	1
1450	первобытного человека	2	1
1451	что ты	1	1
1452	не абсолютно	1	1
1453	новые и	1	1
1454	в самую	2	1
1455	могиле и	1	1
1456	близок к	1	1
1457	скажем в	1	1
1458	оказываются уже	1	1
1459	на этот	2	1
1460	имеет и	1	1
1461	отсюда становится	1	1
1462	характер этих	1	1
1463	только с	1	1
1464	общественного развития	1	1
1465	когда нам	1	1
1466	входящих в	1	1
1467	только наиболее	1	1
1468	исключительно в	1	1
1469	плен и	1	1
1470	формы как	1	1
1471	но есть	4	1
1472	или другой	2	1
1473	в формах	2	1
1474	становится понятным	2	1
1475	как к	1	1
1476	фольклоре не	1	1
1477	вместе со	1	1
1478	в свое	2	1
1479	или просто	2	1
1480	служит в	1	1
1481	в обряд	1	1
1482	что оно	4	1
1483	которым он	1	1
1484	потустороннем мире	1	1
1485	мог быть	1	1
1486	этот комплекс	1	1
1487	когда жители	2	1
1488	ряд других	2	1
1489	на тех	2	1
1490	коснемся некоторых	1	1
1491	сказках как	1	1
1492	с землей	1	1
1493	свидетельствует о	1	1
1494	на три	2	1
1495	тридевять земель	4	1
1496	гл viii	1	1
1497	от мира	1	1
1498	человека за	2	1
1499	у тебя	1	1
1500	в указанном	1	1
1501	нет например	1	1
1502	всего мира	2	1
1503	в предыдущем	1	1
1504	и борьбы	1	1
1505	а чтобы	1	1
1506	от которого	2	1
1507	и носят	1	1
1508	черта его	2	1
1509	на одно	1	1
1510	а это	1	1
1511	этом он	2	1
1512	сын будет	1	1
1513	такое же	3	1
1514	о нем	3	1
1515	нам еще	1	1
1516	бросился на	1	1
1517	и приходит	1	1
1518	на самом	1	1
1519	на которой	4	1
1520	на помощь	1	1
1521	из форм	1	1
1522	а все	1	1
1523	из числа	1	1
1524	смысле этого	1	1
1525	превратиться в	1	1
1526	переносятся на	2	1
1527	левое ухо	1	1
1528	преисподнюю и	1	1
1529	ибо оно	1	1
1530	в ином	3	1
1531	герой убивает	2	1
1532	в виде	13	1
1533	в египте	14	1
1534	под тем	1	1
1535	указывали что	1	1
1536	борьбу с	2	1
1537	соответствующие ему	1	1
1538	приведенных случаях	2	1
1539	их так	1	1
1540	тогда еще	1	1
1541	как этот	1	1
1542	на нее	3	1
1543	всегда есть	1	1
1544	в ту	1	1
1545	перед смертью	1	1
1546	он один	1	1
1547	физической силой	1	1
1548	указывает на	1	1
1549	когда во	1	1
1550	чтобы быть	1	1
1551	власть в	1	1
1552	библейских и	1	1
1553	в античной	3	1
1554	как боги	1	1
1555	не умирает	1	1
1556	традиции в	1	1
1557	в алкесте	1	1
1558	ее со	1	1
1559	могла быть	1	1
1560	виде в	1	1
1561	и извергает	1	1
1562	бы нам	1	1
1563	у этого	1	1
1564	имеется в	1	1
1565	обречены на	1	1
1566	становится все	1	1
1567	обычно выступает	1	1
1568	и я	1	1
1569	из дому	2	1
1570	и выходит	2	1
1571	по его	2	1
1572	не создает	1	1
1573	и оно	2	1
1574	пока не	1	1
1575	с началом	1	1
1576	в дословном	1	1
1577	вследствие чего	1	1
1578	путь к	1	1
1579	рассмотренные нами	1	1
1580	а он	1	1
1581	что тот	1	1
1582	руки и	2	1
1583	совершенно ясно	6	1
1584	эти же	1	1
1585	в области	1	1
1586	этих двух	1	1
1587	и стала	2	1
1588	что эти	1	1
1589	к одному	1	1
1590	без всякой	1	1
1591	и половой	1	1
1592	в юности	1	1
1593	солнце не	1	1
1594	и живой	1	1
1595	в воду	10	1
1596	в эти	1	1
1597	др все	1	1
1598	что от	3	1
1599	и происходит	2	1
1600	в наши	2	1
1601	не описывается	3	1
1602	в земле	2	1
1603	что такого	1	1
1604	дороге и	1	1
1605	связь и	1	1
1606	работы о	1	1
1607	в живую	1	1
1608	отметим только	1	1
1609	ее так	1	1
1610	тому как	2	1
1611	здесь можно	5	1
1612	не по	3	1
1613	в поздних	1	1
1614	с полным	1	1
1615	воду и	4	1
1616	это для	2	1
1617	из древнейших	1	1
1618	дело не	1	1
1619	что смерть	2	1
1620	слагаются из	1	1
1621	мы наблюдали	1	1
1622	и получить	1	1
1623	есть как	1	1
1624	в нужный	1	1
1625	когда он	7	1
1626	которые считались	1	1
1627	что касается	2	1
1628	к тем	1	1
1629	именно к	1	1
1630	в поэме	1	1
1631	пор не	1	1
1632	от земли	2	1
1633	на островах	1	1
1634	только у	2	1
1635	быть как	1	1
1636	в нашей	2	1
1637	это также	1	1
1638	например и	1	1
1639	только то	1	1
1640	и жизни	1	1
1641	этого образа	1	1
1642	живой человек	1	1
1643	от того	1	1
1644	но вместе	4	1
1645	этих случаях	10	1
1646	на всю	1	1
1647	и часто	1	1
1648	же идет	1	1
1649	по окончании	1	1
1650	во всю	1	1
1651	его а	1	1
1652	же представление	4	1
1653	рассматривать как	1	1
1654	соответственно с	1	1
1655	люди не	1	1
1656	этого нет	1	1
1657	где эта	1	1
1658	весьма древний	1	1
1659	придем к	1	1
1660	это он	2	1
1661	которого никто	1	1
1662	в друга	1	1
1663	этим и	1	1
1664	применительно к	1	1
1665	мертвых в	1	1
1666	в мотиве	1	1
1667	то их	1	1
1668	никому не	1	1
1669	такой же	3	1
1670	быть найдены	1	1
1671	авантюрное и	1	1
1672	в отрицательном	1	1
1673	попали в	1	1
1674	эти предметы	1	1
1675	новые функции	1	1
1676	на то	3	1
1677	когда герой	6	1
1678	их на	3	1
1679	же это	1	1
1680	герой переходит	2	1
1681	может и	1	1
1682	к совершенно	1	1
1683	это более	1	1
1684	таким же	5	1
1685	после смерти	3	1
1686	носит в	1	1
1687	к земледельческой	1	1
1688	он с	1	1
1689	дальше в	1	1
1690	островах и	1	1
1691	слова в	1	1
1692	близких к	1	1
1693	некоторые черты	1	1
1694	жизнью и	1	1
1695	и горами	1	1
1696	иногда довольно	1	1
