N	2gram	Tiupa_Hudo	Problema
1325	судьбы и	1	2
1326	в литературном	2	2
1327	в романах	1	2
1328	же он	1	2
1329	искусства в	1	2
1330	не будучи	1	2
1331	внешним и	2	2
1332	события есть	1	2
1333	что остается	1	2
1334	и вот	1	2
1335	на пол	1	2
1336	обе эти	1	2
1337	всякого человека	1	2
1338	тому чтобы	1	2
1339	при встрече	2	2
1340	такое же	1	2
1341	этот художественный	1	2
1342	как у	2	2
1343	по словам	1	2
1344	хоть на	2	2
1345	этого не	1	2
1346	наших дней	1	2
1347	нужно и	1	2
1348	лишь с	1	2
1349	своему непосредственному	1	2
1350	бы дать	1	2
1351	то можно	1	2
1352	его же	2	2
1353	за его	1	2
1354	человека к	1	2
1355	которая может	1	2
1356	переходе от	1	2
1357	на свои	2	2
1358	под ред	2	2
1359	разделить на	1	2
1360	на всех	1	2
1361	всего его	1	2
1362	здесь очевидно	1	2
1363	говоря о	2	2
1364	этом произведении	1	2
1365	него и	2	2
1366	острейшим образом	1	2
1367	в который	1	2
1368	даже как	1	2
1369	отношению к	15	2
1370	слова в	2	2
1371	в узком	1	2
1372	все более	1	2
1373	как ему	1	2
1374	а я	1	2
1375	речь здесь	1	1
1376	которым было	1	1
1377	с братом	1	1
1378	школы по	1	1
1379	был и	1	1
1380	а другие	2	1
1381	в центре	4	1
1382	или только	1	1
1383	творчества в	1	1
1384	в такое	1	1
1385	и глубины	1	1
1386	отношениях к	1	1
1387	в финале	5	1
1388	а перед	1	1
1389	какими бы	1	1
1390	реальной жизни	1	1
1391	всего во	1	1
1392	решения вопроса	1	1
1393	воспоминания о	1	1
1394	так можно	1	1
1395	литературном произведении	1	1
1396	вообще однако	1	1
1397	между ними	2	1
1398	ни слова	1	1
1399	и универсальности	1	1
1400	думать о	2	1
1401	на смену	2	1
1402	любовь со	1	1
1403	хорошо не	1	1
1404	и чужой	1	1
1405	и опять	1	1
1406	пусто и	1	1
1407	увидеть что	1	1
1408	исключения из	1	1
1409	никоим образом	1	1
1410	в речи	2	1
1411	из всего	1	1
1412	с не	1	1
1413	бы стать	1	1
1414	человека здесь	1	1
1415	бы поговорить	1	1
1416	только через	1	1
1417	приходит в	2	1
1418	собой не	1	1
1419	в xx	1	1
1420	по своим	2	1
1421	и всемирной	1	1
1422	кристаллизуется в	1	1
1423	не его	1	1
1424	как обычно	1	1
1425	разные стороны	1	1
1426	надеждой и	1	1
1427	обыденной жизни	1	1
1428	характера или	2	1
1429	и наоборот	1	1
1430	к смыслу	1	1
1431	столь мало	1	1
1432	и дело	3	1
1433	не служит	1	1
1434	между внешней	2	1
1435	она же	1	1
1436	отказываться от	1	1
1437	едва не	1	1
1438	самое себя	1	1
1439	следовало бы	1	1
1440	человека не	3	1
1441	и политической	1	1
1442	не видели	1	1
1443	этом а	1	1
1444	душу но	1	1
1445	свою личность	1	1
1446	определением в	1	1
1447	из их	1	1
1448	больше не	3	1
1449	к своей	1	1
1450	случае на	1	1
1451	греческое слово	1	1
1452	каждое слово	1	1
1453	на пути	1	1
1454	человека которого	1	1
1455	времени или	1	1
1456	боге любви	1	1
1457	на ногах	1	1
1458	знает ни	1	1
1459	искусства это	1	1
1460	от своей	1	1
1461	любовь к	1	1
1462	о нашей	1	1
1463	м ю	1	1
1464	хотел сказать	1	1
1465	было сказано	1	1
1466	после исключения	1	1
1467	к нулю	1	1
1468	впрочем еще	1	1
1469	но ни	1	1
1470	которого они	1	1
1471	другого не	1	1
1472	и говорил	1	1
1473	такая же	2	1
1474	знать в	1	1
1475	в футляре	4	1
1476	как от	2	1
1477	из романа	1	1
1478	вопросов о	1	1
1479	природы не	1	1
1480	мундирах и	1	1
1481	русской литературы	1	1
1482	дом на	1	1
1483	стало возможным	1	1
1484	такие общие	1	1
1485	возникает и	1	1
1486	есть человек	1	1
1487	имели бы	1	1
1488	к ее	1	1
1489	этой плоскости	1	1
1490	видения мира	1	1
1491	стороны то	1	1
1492	или три	1	1
1493	русской классической	1	1
1494	всего в	1	1
1495	этих моментов	1	1
1496	не происходит	1	1
1497	ее существование	1	1
1498	глядя на	3	1
1499	жизнь которой	1	1
1500	на глазах	1	1
1501	и милосердия	1	1
1502	ни другое	1	1
1503	не понимаю	2	1
1504	что современная	1	1
1505	и красота	1	1
1506	и реалистическим	1	1
1507	похожи на	1	1
1508	эти внешние	1	1
1509	исчерпывается мы	1	1
1510	об одном	3	1
1511	мы ничего	1	1
1512	к себе	8	1
1513	мы знаем	4	1
1514	по-видимому не	2	1
1515	это я	1	1
1516	к творчеству	2	1
1517	лакеем и	1	1
1518	форма является	1	1
1519	в ресторане	2	1
1520	не должна	1	1
1521	самих этих	1	1
1522	и существенное	1	1
1523	дочь в	1	1
1524	к изображению	1	1
1525	и кажется	1	1
1526	так по	1	1
1527	согласно которому	2	1
1528	и оскорбительно	1	1
1529	толстой считал	1	1
1530	становится у	1	1
1531	как можно	1	1
1532	г а	1	1
1533	вспомнить о	1	1
1534	вокруг себя	1	1
1535	если первая	1	1
1536	цвета в	1	1
1537	этим и	1	1
1538	обо всех	1	1
1539	по аналогии	1	1
1540	в тонах	1	1
1541	напомним что	3	1
1542	другое не	1	1
1543	внутренняя сторона	1	1
1544	и исторической	1	1
1545	не остается	1	1
1546	характер и	3	1
1547	задана в	1	1
1548	места где	1	1
1549	одно только	1	1
1550	рядом с	5	1
1551	одном из	1	1
1552	он мыслит	1	1
1553	так сказать	3	1
1554	говорят не	1	1
1555	своей художественной	1	1
1556	прячется в	1	1
1557	в двух	2	1
1558	в сторону	2	1
1559	на другом	1	1
1560	встрече с	3	1
1561	по имени	1	1
1562	молодой человек	1	1
1563	опираясь на	1	1
1564	здесь впервые	1	1
1565	понимать этот	1	1
1566	и быть	4	1
1567	его творчестве	1	1
1568	угодно и	1	1
1569	под этой	1	1
1570	этого ряда	1	1
1571	личность в	4	1
1572	героя и	5	1
1573	ее выражения	1	1
1574	об анне	1	1
1575	производят на	1	1
1576	сюда же	1	1
1577	называет его	1	1
1578	с какой	3	1
1579	не один	1	1
1580	рассказывает как	1	1
1581	иллюстрация к	1	1
1582	о речи	1	1
1583	еще яснее	1	1
1584	в ответ	3	1
1585	переживаний и	1	1
1586	моря и	1	1
1587	в городе	7	1
1588	как объект	1	1
1589	почему? а	1	1
1590	него вещей	1	1
1591	однако эта	1	1
1592	бы но	1	1
1593	соединении с	1	1
1594	не могла	4	1
1595	сознания что	1	1
1596	и другая	1	1
1597	произведение не	1	1
1598	могла бы	2	1
1599	тип в	1	1
1600	ни то	1	1
1601	и объясняется	1	1
1602	не связанных	1	1
1603	на бумаге	1	1
1604	и какой	1	1
1605	непрерывном движении	1	1
1606	художественности не	1	1
1607	человеку в	2	1
1608	теми же	1	1
1609	в сердце	1	1
1610	не сразу	1	1
1611	который теперь	1	1
1612	некрасов и	1	1
1613	путь и	1	1
1614	своей и	1	1
1615	чехова которая	1	1
1616	время он	1	1
1617	значимость и	1	1
1618	казались ему	1	1
1619	жизни каждого	1	1
1620	эта вторая	1	1
1621	в особенности	1	1
1622	снижение образа	1	1
1623	поля зрения	1	1
1624	и духовную	1	1
1625	художественность может	1	1
1626	а теперь	1	1
1627	построена так	1	1
1628	но часто	1	1
1629	жизнь была	2	1
1630	к художественному	2	1
1631	уж и	1	1
1632	говорит нам	1	1
1633	которым она	1	1
1634	другого человека	2	1
1635	уходит своими	1	1
1636	люди весь	1	1
1637	романа и	1	1
1638	с внутренним	1	1
1639	оглядки на	1	1
1640	в другой	2	1
1641	ответ на	1	1
1642	от собственного	1	1
1643	в человеке	5	1
1644	более у	1	1
1645	слезами и	2	1
1646	оттого что	1	1
1647	а кто	1	1
1648	с красным	1	1
1649	в плоскости	1	1
1650	один человек	2	1
1651	этот смысл	2	1
1652	бы один	1	1
1653	теперь на	1	1
1654	не случайна	2	1
1655	думал он	1	1
1656	и соответствующего	1	1
1657	и одновременно	1	1
1658	с таким	1	1
1659	в саду	2	1
1660	его сознания	2	1
1661	и другому	1	1
1662	его подлинная	1	1
1663	в памяти	1	1
1664	души это	1	1
1665	вполне по	1	1
1666	звено между	1	1
1667	в небо	1	1
1668	не принимая	1	1
1669	и герой	2	1
1670	не тип	1	1
1671	сам однако	1	1
1672	мыслей и	1	1
1673	говорить и	1	1
1674	первой главе	3	1
1675	для читателя	1	1
1676	звездного неба	1	1
1677	словами и	1	1
1678	на другие	1	1
1679	выступает как	1	1
1680	у салтыкова-щедрина	1	1
1681	как некий	1	1
1682	и пишет	1	1
1683	его и	2	1
1684	который всегда	1	1
1685	существует для	1	1
1686	собственного желания	1	1
1687	сознание что	1	1
1688	и содержит	1	1
1689	в течение	1	1
1690	здесь всего	1	1
1691	начало или	1	1
1692	не относятся	1	1
1693	быть не	1	1
1694	из его	1	1
1695	человека от	1	1
1696	к высшим	1	1
1697	и теперь	1	1
1698	не думал	1	1
1699	в которую	1	1
1700	которое отнюдь	1	1
1701	отношении к	1	1
1702	сердце не	1	1
1703	весьма отчетливо	1	1
1704	на примере	2	1
1705	характеризуется в	1	1
1706	истории и	1	1
1707	так легко	1	1
1708	что хотел	1	1
1709	его началом	1	1
1710	свое существование	1	1
1711	состоит в	8	1
1712	движении и	1	1
1713	претендовать на	1	1
1714	потом в	1	1
1715	самому в	1	1
1716	впервые в	2	1
1717	в деревне	1	1
1718	не случаен	1	1
1719	как нарастающая	1	1
1720	на мгновение	1	1
1721	в самую	1	1
1722	литературы может	1	1
1723	лучше всего	1	1
1724	обнаруживает себя	1	1
1725	для объективной	1	1
1726	до известной	1	1
1727	мать и	1	1
1728	немая сцена	1	1
1729	говорится в	2	1
1730	отдельной личности	1	1
1731	не видит	1	1
1732	порождающих их	1	1
1733	символизм то	1	1
1734	во времени	2	1
1735	с каким	1	1
1736	понять и	1	1
1737	к содержанию	1	1
1738	уверенность в	1	1
1739	как к	4	1
1740	душа не	2	1
1741	в любви	2	1
1742	момент при	1	1
1743	начале этого	1	1
1744	его мы	1	1
1745	в последней	2	1
1746	о сыне	1	1
1747	жизни здесь	1	1
1748	вошедшие в	1	1
1749	что подлинная	1	1
1750	которых он	1	1
1751	находится у	1	1
1752	в сфере	2	1
1753	причем все	1	1
1754	в специальных	1	1
1755	для автора	1	1
1756	его внутренний	1	1
1757	них и	1	1
1758	и внутренним	2	1
1759	различия между	3	1
1760	в третьей	2	1
1761	на север	1	1
1762	сказать не	1	1
1763	этого сознания	1	1
1764	и побуждает	1	1
1765	течение всей	1	1
1766	смыкаются в	1	1
1767	реальной действительности	1	1
1768	своего мужа	3	1
1769	тех писателей	1	1
1770	этом не	1	1
1771	символикой и	1	1
1772	изложения и	1	1
1773	нежная и	1	1
1774	и тому	1	1
1775	аспекте их	1	1
1776	он один	1	1
1777	затем к	1	1
1778	с классическим	1	1
1779	художника и	1	1
1780	долгое время	2	1
1781	к нашей	1	1
1782	бы эти	1	1
1783	по самой	1	1
1784	не стали	1	1
1785	в казенной	1	1
1786	как все	2	1
1787	вопросе о	1	1
1788	не хочется	1	1
1789	естественно в	1	1
1790	быть вполне	1	1
1791	ему не	3	1
1792	которая как	1	1
1793	о месте	1	1
1794	имеет своей	1	1
1795	возвращается к	3	1
1796	своей природе	2	1
1797	чего нельзя	1	1
1798	эта роль	1	1
1799	своею особенною	1	1
1800	и подробно	1	1
1801	жизни нет	1	1
1802	здесь однако	1	1
1803	не по	2	1
1804	большее чем	1	1
1805	в акте	1	1
1806	истину в	1	1
1807	на другое	1	1
1808	душу под	1	1
1809	свою жизнь	1	1
1810	самое что	2	1
1811	не следует	2	1
1812	содержания а	1	1
1813	жизнь есть	3	1
1814	иначе не	1	1
1815	к которой	1	1
1816	и умер	1	1
1817	в рамках	2	1
1818	что можно	2	1
1819	у толстого	2	1
1820	герои впервые	1	1
1821	например его	1	1
1822	произведения не	4	1
1823	а явление	1	1
1824	это означает	1	1
1825	далека от	1	1
1826	и нашей	1	1
1827	являет собой	2	1
1828	бытия и	4	1
1829	отметим еще	1	1
1830	л а	2	1
1831	как впрочем	1	1
1832	автора к	1	1
1833	в мышлении	1	1
1834	есть подлинное	1	1
1835	обладает никакой	1	1
1836	главным образом	1	1
1837	к идее	1	1
1838	может претендовать	1	1
1839	к такого	2	1
1840	к м	1	1
1841	мыслит в	1	1
1842	главе с	1	1
1843	которые казались	1	1
1844	или и	1	1
1845	мышления не	1	1
1846	он предполагает	1	1
1847	уж не	1	1
1848	и действительности	1	1
1849	всю ночь	3	1
1850	к вечеру	1	1
1851	средних веков	1	1
1852	исходя из	1	1
1853	его построения	1	1
1854	как хотелось	1	1
1855	каждого отдельного	3	1
1856	к числу	3	1
1857	будет не	1	1
1858	а вот	2	1
1859	в противоречие	2	1
1860	они уже	1	1
1861	равнодушен к	1	1
1862	по выражению	3	1
1863	в море	2	1
1864	здесь без	1	1
1865	мужа при	1	1
1866	человек есть	1	1
1867	о каком-то	1	1
1868	в принципе	1	1
1869	сатирой и	1	1
1870	произведения а	1	1
1871	смотрела на	1	1
1872	отношение хотя	1	1
1873	не несет	1	1
1874	быть может	7	1
1875	противоречие с	4	1
1876	данности и	2	1
1877	окружающим его	1	1
1878	внутреннего смысла	1	1
1879	среди других	3	1
1880	было как	1	1
1881	а между	4	1
1882	истины и	1	1
1883	на свой	3	1
1884	а она	1	1
1885	для осуществления	1	1
1886	на какой-нибудь	1	1
1887	было очень	1	1
1888	в музыке	1	1
1889	этого мотива	2	1
1890	это опять-таки	1	1
1891	к художественности	1	1
1892	давно уже	3	1
1893	стороны в	1	1
1894	начинается с	2	1
1895	и внутренне	3	1
1896	выражения и	1	1
1897	н толстого	4	1
1898	рода вопросы	1	1
1899	дома и	1	1
1900	сердце у	2	1
1901	может дать	1	1
1902	и слово	1	1
1903	характерную для	1	1
1904	жизни ведь	2	1
1905	жизни на	4	1
1906	глубину и	1	1
1907	во-первых в	1	1
1908	нашему мнению	1	1
1909	его личная	1	1
1910	она часто	1	1
1911	не я	1	1
1912	при всей	3	1
1913	этого какие	1	1
1914	и предполагает	1	1
1915	природа не	1	1
1916	испытывает к	1	1
1917	среди всех	1	1
1918	восходит к	1	1
1919	не упоминается	1	1
1920	сам не	2	1
1921	духовной жизни	2	1
1922	и четвертой	1	1
1923	отсюда и	2	1
1924	скорбного сознания	1	1
1925	взгляд и	1	1
1926	и ненужным	1	1
1927	которыми он	1	1
1928	хочется и	1	1
1929	не чуждо	1	1
1930	уже было	1	1
1931	в руках	1	1
1932	может принимать	1	1
1933	редко что	1	1
1934	а когда	1	1
1935	об отношении	1	1
1936	же наконец	1	1
1937	в различных	1	1
1938	в соединении	1	1
1939	за ней	2	1
1940	с в	1	1
1941	ее по	2	1
1942	душу и	2	1
1943	что еще	1	1
1944	понять ее	1	1
1945	и внутренней	3	1
1946	она говорит	2	1
1947	перед ним	2	1
1948	второй половины	1	1
1949	из виду	1	1
1950	самом начале	1	1
1951	равнодушна к	1	1
1952	у себя	3	1
1953	ней и	1	1
1954	неожиданности и	1	1
1955	именем которого	1	1
1956	еще ничего	1	1
1957	следующим образом	3	1
1958	главы рассказа	1	1
1959	г был	1	1
1960	этот как	1	1
1961	н в	1	1
1962	при виде	1	1
1963	они сами	1	1
1964	всех людей	1	1
1965	в литературоведении	1	1
1966	из самой	1	1
1967	не получает	1	1
1968	этой художественности	1	1
1969	и н	5	1
1970	ушел в	1	1
1971	и внешней	2	1
1972	отдельных художественных	1	1
1973	у которой	2	1
1974	в движении	1	1
1975	сцена в	1	1
1976	так у	1	1
1977	заглянуть в	1	1
1978	и становится	1	1
1979	начало и	1	1
1980	предстают перед	1	1
1981	героя не	4	1
1982	не замечают	1	1
1983	где как	2	1
1984	главное же	1	1
1985	и столь	1	1
1986	мы как	1	1
1987	такого например	1	1
1988	преимуществу к	2	1
1989	хочет быть	1	1
1990	к одному	1	1
1991	к человеку	1	1
1992	она как	2	1
1993	читателя как	1	1
1994	первом случае	2	1
1995	не видел	1	1
1996	или нескольких	1	1
1997	превращает их	1	1
1998	не соответствует	1	1
1999	чем у	1	1
2000	что несмотря	1	1
2001	и часы	1	1
2002	слово не	2	1
2003	возникающих в	1	1
2004	представлена в	1	1
2005	в тот	3	1
2006	многих отношениях	1	1
2007	каждого человека	3	1
2008	иной эстетической	1	1
2009	это очень	1	1
2010	основные мотивы	1	1
2011	еще одна	3	1
2012	лежит в	1	1
2013	которое она	1	1
2014	не была	3	1
2015	такое есть	1	1
2016	чем собственно	1	1
2017	но совершенно	1	1
2018	исчезает из	1	1
2019	черном платье	1	1
2020	его внешнего	1	1
2021	все последующее	2	1
2022	под воздействием	2	1
2023	ним теперь	1	1
2024	и думал	1	1
2025	такова что	2	1
2026	тоже была	1	1
2027	вне всякого	1	1
2028	в мире	10	1
2029	бытия с	1	1
2030	герой при	1	1
2031	мы пытались	1	1
2032	который подобно	1	1
2033	особенною жизнью	1	1
2034	и оказывается	1	1
2035	зрения и	1	1
2036	века в	2	1
2037	это прежде	3	1
2038	что ведь	1	1
2039	для общего	1	1
2040	слиться с	1	1
2041	путать с	1	1
2042	в отдельную	1	1
2043	самой себе	1	1
2044	и страхом	2	1
2045	выдержана в	1	1
2046	в бытовой	2	1
2047	внешней и	1	1
2048	не сказали	1	1
2049	она или	1	1
2050	что говорилось	1	1
2051	в уста	1	1
2052	сознания а	1	1
2053	это были	2	1
2054	должен иметь	1	1
2055	отнестись к	1	1
2056	не сводится	1	1
2057	же персонажей	1	1
2058	или предмет	1	1
2059	встречаемся в	1	1
2060	другой тип	1	1
2061	с аверинцев	1	1
2062	личности и	3	1
2063	уж он	1	1
2064	не более	3	1
2065	его внутренней	1	1
2066	является его	1	1
2067	принадлежал к	1	1
2068	много однако	1	1
2069	легко можно	1	1
2070	теория литературы	1	1
2071	кто же	1	1
2072	в форме	2	1
2073	позицию в	1	1
2074	человеческой личности	1	1
2075	его жизнь	2	1
2076	не представляется	2	1
2077	на коленях	1	1
2078	некоторый смысл	1	1
2079	от конкретных	1	1
2080	в землю	2	1
2081	пора и	1	1
2082	как известно	1	1
2083	одна только	1	1
2084	далеким от	1	1
2085	в поведении	1	1
2086	найти в	1	1
2087	из поля	1	1
2088	это делает	1	1
2089	любви в	1	1
2090	лжи и	1	1
2091	о других	1	1
2092	и действенной	1	1
2093	это ощущение	1	1
2094	уверенности в	1	1
2095	этих словах	2	1
2096	например или	1	1
2097	будто тоже	1	1
2098	всерьез не	1	1
2099	точнее сказать	1	1
2100	означает что	1	1
2101	каждого из	3	1
2102	которого она	2	1
2103	в пространстве	1	1
2104	и рождается	1	1
2105	превращаются в	1	1
2106	для многих	1	1
2107	и человеком	1	1
2108	нельзя назвать	1	1
2109	существования и	1	1
2110	и думать	1	1
2111	заключается по	1	1
2112	конце первой	1	1
2113	вне себя	1	1
2114	достоевского в	1	1
2115	чего и	1	1
2116	достоевского и	1	1
2117	такова же	1	1
2118	факта что	1	1
2119	то другой	1	1
2120	я вполне	1	1
2121	рассказа и	2	1
2122	этом в	1	1
2123	человеческого общения	1	1
2124	представляют собой	2	1
2125	их действия	1	1
2126	и из	1	1
2127	не смеет	1	1
2128	не исчерпывается	1	1
2129	что сам	1	1
2130	с внешней	3	1
2131	сама жизнь	1	1
2132	их как	2	1
2133	это касается	1	1
2134	связывается с	1	1
2135	его ни	1	1
2136	и вновь	1	1
2137	во власть	1	1
2138	этом как	1	1
2139	этой позиции	1	1
2140	разговора о	2	1
2141	в я	4	1
2142	тоски и	1	1
2143	xviii в	2	1
2144	них можно	1	1
2145	без конца	1	1
2146	что угодно	1	1
2147	себя с	3	1
2148	сущности в	1	1
2149	в бесконечность	1	1
2150	которой уже	1	1
2151	легче и	1	1
2152	и силы	1	1
2153	независимость от	1	1
2154	сути дела	2	1
2155	в xix	2	1
2156	углубляясь в	1	1
2157	и подлинное	2	1
2158	речь в	2	1
2159	не видно	1	1
2160	ничего в	1	1
2161	нечто большее	1	1
2162	для обоих	1	1
2163	в следующей	3	1
2164	пока он	1	1
2165	думает о	1	1
2166	своей жизни	6	1
2167	его самого	1	1
2168	в аспекте	5	1
2169	из области	1	1
2170	она любила	1	1
2171	свое время	2	1
2172	автора но	1	1
2173	совершенства в	1	1
2174	чуждо и	1	1
2175	противоречивым и	1	1
2176	две необходимые	1	1
2177	их состояния	1	1
2178	проходит мимо	1	1
2179	необходимым и	1	1
2180	я должен	1	1
2181	что ей	2	1
2182	произведение искусства	1	1
2183	ни у	1	1
2184	тех же	2	1
2185	как одно	1	1
2186	идет о	3	1
2187	несомненно есть	1	1
2188	но здесь	1	1
2189	решающее значение	1	1
2190	связана с	1	1
2191	автора и	4	1
2192	если можно	3	1
2193	случайно при	1	1
2194	обыкновенного человека	1	1
2195	он к	1	1
2196	как вещь	1	1
2197	значение поскольку	1	1
2198	социально-исторических явлений	1	1
2199	на появление	1	1
2200	слов и	1	1
2201	впрочем и	4	1
2202	смысл в	1	1
2203	ее с	1	1
2204	и исчезает	1	1
2205	человека что	1	1
2206	и подлинно	1	1
2207	же время	11	1
2208	и несет	1	1
2209	тому и	1	1
2210	решительно все	1	1
2211	значении этих	1	1
2212	во сне	3	1
2213	между людьми	1	1
2214	своими корнями	1	1
2215	ко всей	1	1
2216	корнями в	1	1
2217	я я	1	1
2218	тебе и	2	1
2219	человечества и	1	1
2220	всякий раз	4	1
2221	легко может	1	1
2222	от смерти	1	1
2223	он мог	1	1
2224	что всем	1	1
2225	ему становится	1	1
2226	покоем и	2	1
2227	где бы	1	1
2228	предметов которые	1	1
2229	реализма в	1	1
2230	неотделимо от	1	1
2231	как объективно	1	1
2232	все с	1	1
2233	и любую	1	1
2234	о вещи	1	1
2235	но которые	1	1
2236	нее и	1	1
2237	точку зрения	1	1
2238	толстой в	1	1
2239	из этой	1	1
2240	который любил	1	1
2241	заключена в	1	1
2242	в лесном	1	1
2243	проникает в	1	1
2244	героя приведем	1	1
2245	в гораздо	1	1
2246	и прямо	1	1
2247	людей от	1	1
2248	даже когда	1	1
2249	дом но	1	1
2250	различие между	1	1
2251	и было	2	1
2252	на тех	3	1
2253	ее оценки	1	1
2254	о человеке	2	1
2255	даже для	1	1
2256	теоретических проблем	2	1
2257	с очень	1	1
2258	специфики и	1	1
2259	же мере	2	1
2260	с анализом	1	1
2261	возвращается в	1	1
2262	отвращение и	1	1
2263	общая картина	1	1
2264	я теперь	2	1
2265	ты их	1	1
2266	борьба между	1	1
2267	и точно	1	1
2268	в полном	2	1
2269	и п	1	1
2270	и мне	3	1
2271	несет в	4	1
2272	в новелле	1	1
2273	не берет	1	1
2274	о герое	2	1
2275	настаивать на	1	1
2276	слова не	1	1
2277	отказывается от	1	1
2278	не принимает	1	1
2279	х годов	1	1
2280	автора от	1	1
2281	а о	2	1
2282	когда оно	1	1
2283	прежде в	1	1
2284	этом что	1	1
2285	выраженное в	1	1
2286	здесь даже	1	1
2287	когда все	2	1
2288	о чистом	1	1
2289	на тему	1	1
2290	во всю	1	1
2291	слова на	1	1
2292	к жизни	6	1
2293	поведения и	1	1
2294	так часто	1	1
2295	нас ведь	1	1
2296	этого человека	2	1
2297	в еще	1	1
2298	него всегда	1	1
2299	первой главы	4	1
2300	специально подчеркивается	1	1
2301	от и	1	1
2302	герой существует	1	1
2303	человеком и	1	1
2304	города с	1	1
2305	присутствует в	1	1
2306	зная что	2	1
2307	как слово	1	1
2308	и стала	2	1
2309	произведения с	2	1
2310	выйти за	1	1
2311	было более	1	1
2312	оно в	1	1
2313	дело уже	1	1
2314	была такая	1	1
2315	жизни для	1	1
2316	не могу	3	1
2317	в самостоятельную	1	1
2318	церкви и	1	1
2319	как уже	3	1
2320	в отношениях	1	1
2321	символ к	1	1
2322	бытия в	1	1
2323	образе это	1	1
2324	он однако	1	1
2325	что внешнее	1	1
2326	к области	2	1
2327	в трактире	1	1
2328	напоминает нам	1	1
2329	только у	1	1
2330	слова своего	1	1
2331	это также	1	1
2332	по сути	2	1
2333	стало быть	1	1
2334	молодые люди	1	1
2335	в отрыве	1	1
2336	их характеристики	1	1
2337	лицо по	1	1
2338	бескорыстно и	1	1
2339	на кого	2	1
2340	удивительным образом	1	1
2341	в людях	1	1
2342	знаем так	1	1
2343	означало бы	1	1
2344	меня самого	2	1
2345	сердце и	1	1
2346	который все	1	1
2347	обстоятельств жизни	1	1
2348	и читателя	5	1
2349	ориентации человека	2	1
2350	дел и	1	1
2351	ли может	1	1
2352	ни был	1	1
2353	только одну	1	1
2354	сам а	1	1
2355	таким же	1	1
2356	которой нет	1	1
2357	здесь по-видимому	1	1
2358	из центральных	1	1
2359	со словом	1	1
2360	по нашему	3	1
