N	2gram	Bakhtin_Pr	Tvorches
1279	было два	1	1
1280	что за	1	1
1281	сущности перескакивает	1	1
1282	позиции в	1	1
1283	распространенный в	1	1
1284	эта позиция	2	1
1285	дальнейшем мы	1	1
1286	как изображение	1	1
1287	он смешон	1	1
1288	напомним что	2	1
1289	восходящей к	1	1
1290	он ставит	1	1
1291	героях достоевского	1	1
1292	мировой литературе	3	1
1293	государства и	1	1
1294	слово и	2	1
1295	он дан	2	1
1296	сосредоточивает действие	2	1
1297	здесь же	1	1
1298	из трех	1	1
1299	развитие в	2	1
1300	человека она	1	1
1301	романе и	1	1
1302	которого сны	1	1
1303	характер и	1	1
1304	с пушкинским	1	1
1305	учение о	1	1
1306	лишь на	3	1
1307	без него	1	1
1308	между ними	14	1
1309	бедных людей	1	1
1310	встречается в	1	1
1311	время как	1	1
1312	и она	2	1
1313	коридоре и	1	1
1314	большинстве случаев	9	1
1315	между человеком	1	1
1316	характером ни	1	1
1317	всеми его	1	1
1318	и перед	2	1
1319	своей духовной	1	1
1320	характер но	2	1
1321	если я	1	1
1322	он вовсе	1	1
1323	уже давно	1	1
1324	зрения и	2	1
1325	и жизнь	2	1
1326	структуре изображенной	1	1
1327	века в	4	1
1328	письме к	1	1
1329	замыслов в	1	1
1330	о которых	2	1
1331	в психологическом	1	1
1332	в последнем	1	1
1333	подмигивающей в	1	1
1334	в первые	1	1
1335	к вопросу	1	1
1336	связанным с	1	1
1337	романе в	1	1
1338	этой повести	1	1
1339	стала одним	1	1
1340	себе и	2	1
1341	к мысли	1	1
1342	большого города	1	1
1343	например как	2	1
1344	убийство старухи	1	1
1345	дама это	1	1
1346	делает его	1	1
1347	великого грешника	1	1
1348	происходит катастрофа	1	1
1349	жизни то	1	1
1350	на себе	1	1
1351	что их	1	1
1352	могло бы	3	1
1353	и прямо	2	1
1354	под влиянием	1	1
1355	в других	2	1
1356	ему удается	1	1
1357	человека а	1	1
1358	и крайне	1	1
1359	жизнь не	2	1
1360	вопроса о	1	1
1361	той или	2	1
1362	некоторых сторон	1	1
1363	глубокой и	2	1
1364	на которую	1	1
1365	остается в	2	1
1366	всей их	2	1
1367	об идиоте	1	1
1368	видения и	3	1
1369	вошел в	1	1
1370	мы можем	9	1
1371	единственный раз	1	1
1372	от себя	1	1
1373	это вполне	1	1
1374	сознания а	1	1
1375	сцену в	1	1
1376	для создания	1	1
1377	где совершается	2	1
1378	вообще в	2	1
1379	для развития	1	1
1380	и пошлого	1	1
1381	к слову	3	1
1382	древние считали	1	1
1383	человека он	1	1
1384	говорилось о	1	1
1385	не одного	2	1
1386	человека однако	1	1
1387	карнавального типа	17	1
1388	или во	1	1
1389	действие в	3	1
1390	романа которая	1	1
1391	зал столовая	1	1
1392	в структуре	4	1
1393	такую большую	1	1
1394	с традициями	2	1
1395	достоевского до	1	1
1396	именно потому	1	1
1397	достоевского на	2	1
1398	на другой	1	1
1399	сцены скандалов	2	1
1400	xvii века	3	1
1401	образом подмигивающей	1	1
1402	его творчества	12	1
1403	оснований для	1	1
1404	наказании мы	1	1
1405	ушел от	1	1
1406	под ней	1	1
1407	на весь	2	1
1408	романа раскольников	1	1
1409	речи и	3	1
1410	обычно бывает	1	1
1411	в развитии	5	1
1412	какой-то мере	5	1
1413	тем глубже	1	1
1414	от которых	2	1
1415	что эта	1	1
1416	этих героев	1	1
1417	нужно сказать	2	1
1418	через нее	1	1
1419	его художественной	1	1
1420	это описание	1	1
1421	вторую часть	1	1
1422	можно было	2	1
1423	в форме	6	1
1424	почти всегда	6	1
1425	рассказе бобок	2	1
1426	которые сами	1	1
1427	который мы	1	1
1428	черта не	1	1
1429	бы уже	1	1
1430	перед лицом	1	1
1431	от страха	1	1
1432	резких и	1	1
1433	праздника в	1	1
1434	также и	5	1
1435	над ним	1	1
1436	как один	1	1
1437	литературы и	4	1
1438	топора смех	1	1
1439	их и	1	1
1440	сильное воздействие	1	1
1441	высшем смысле	1	1
1442	не раз	1	1
1443	типа двойник	1	1
1444	и несколько	3	1
1445	истории литературного	1	1
1446	занимает в	1	1
1447	для литературы	1	1
1448	не учитывает	1	1
1449	сторон жизни	1	1
1450	и чопорным	1	1
1451	но главное	2	1
1452	диалогическом общении	1	1
1453	гани с	1	1
1454	его поведение	1	1
1455	контакт с	1	1
1456	с людьми	1	1
1457	и событий	3	1
1458	гостиная зал	1	1
1459	и генерал	2	1
1460	это фантастическая	1	1
1461	а живое	1	1
1462	это вовсе	1	1
1463	и никогда	2	1
1464	главным образом	3	1
1465	построения романа	1	1
1466	вера в	1	1
1467	образы и	1	1
1468	условия для	1	1
1469	искусства но	1	1
1470	пиковой даме	1	1
1471	обратимся к	1	1
1472	и ставит	1	1
1473	над ней	1	1
1474	к чисто	1	1
1475	эпохи в	1	1
1476	что может	1	1
1477	раз после	1	1
1478	и xix	3	1
1479	большое влияние	2	1
1480	прием в	1	1
1481	ударом топора	1	1
1482	в жанре	3	1
1483	деле это	1	1
1484	если они	1	1
1485	совершается кризис	2	1
1486	автора как	1	1
1487	ты меня	1	1
1488	сказать о	1	1
1489	смеющейся старухи	1	1
1490	неразрывно связана	2	1
1491	это совершенно	1	1
1492	их поведение	3	1
1493	двойник старой	1	1
1494	фома фомич	1	1
1495	жизни таким	1	1
1496	в последующем	2	1
1497	и романтическая	1	1
1498	случае это	1	1
1499	после убийства	1	1
1500	герои романа	1	1
1501	дух в	1	1
1502	уходит в	1	1
1503	как некие	1	1
1504	в какой-то	5	1
1505	каждого из	2	1
1506	это типичная	1	1
1507	становится объектом	1	1
1508	эпизод романа	1	1
1509	живет на	6	1
1510	три месяца	1	1
1511	символики и	2	1
1512	раннего творчества	1	1
1513	можно только	1	1
1514	дома он	1	1
1515	и рогожин	1	1
1516	и ту	2	1
1517	в особенности	2	1
1518	не делает	1	1
1519	мире и	2	1
1520	роль играют	1	1
1521	шекспира и	2	1
1522	прямо и	1	1
1523	это одна	1	1
1524	характерная для	4	1
1525	бы самую	1	1
1526	по всем	1	1
1527	происходят на	1	1
1528	характерно для	1	1
1529	он перестает	1	1
1530	до своего	1	1
1531	друга в	1	1
1532	исповедь ипполита	1	1
1533	судьбы людей	1	1
1534	я видел	3	1
1535	позволяет сделать	1	1
1536	кризис и	1	1
1537	оно было	1	1
1538	мироощущением особенно	1	1
1539	вот его	1	1
1540	рассказа и	1	1
1541	слияние с	1	1
1542	можно назвать	2	1
1543	с каким-то	1	1
1544	очень верно	1	1
1545	со второй	1	1
1546	так это	1	1
1547	дан в	3	1
1548	романа в	2	1
1549	и из	3	1
1550	смертью и	2	1
1551	эту жизнь	1	1
1552	он на	1	1
1553	нашего времени	1	1
1554	бы целая	1	1
1555	самой жизни	2	1
1556	святых и	1	1
1557	поэтому в	1	1
1558	в иване	1	1
1559	разного рода	1	1
1560	в живых	1	1
1561	его но	1	1
1562	в коридоре	2	1
1563	сюжет у	1	1
1564	исповеди и	2	1
1565	к читателю	1	1
1566	место занимает	1	1
1567	мирового зла	1	1
1568	очень интересны	1	1
1569	не признает	1	1
1570	для творчества	2	1
1571	не на	1	1
1572	его формы	2	1
1573	только еще	1	1
1574	норм и	3	1
1575	каждый раз	1	1
1576	в двойнике	1	1
1577	одну и	1	1
1578	сервантеса достоевский	1	1
1579	и прозе	1	1
1580	творчеству достоевского	3	1
1581	эпохи просвещения	1	1
1582	с некоторыми	1	1
1583	ряде других	1	1
1584	литературы но	1	1
1585	и делают	1	1
1586	и внутренне	1	1
1587	от идеи	1	1
1588	с ней	4	1
1589	это положение	2	1
1590	так называемый	1	1
1591	пространство и	2	1
1592	это карнавального	1	1
1593	но вот	1	1
1594	эстетики и	1	1
1595	он будет	1	1
1596	с дьяволом	1	1
1597	двух точках	1	1
1598	память достоевского	1	1
1599	с женой	2	1
1600	и действительно	3	1
1601	которую только	1	1
1602	самый тон	1	1
1603	смех в	5	1
1604	каждым ударом	1	1
1605	почему для	1	1
1606	и они	4	1
1607	к самым	1	1
1608	очень важный	1	1
1609	по разным	1	1
1610	ее истоков	2	1
1611	и так	4	1
1612	молодого человека	1	1
1613	человека на	1	1
1614	месяца жизни	1	1
1615	связанные с	3	1
1616	завершение у	1	1
1617	в словах	2	1
1618	себя и	3	1
1619	нас интересует	4	1
1620	он ее	1	1
1621	русского романа	1	1
1622	сцены и	1	1
1623	который не	2	1
1624	и дополнения	1	1
1625	именно поэтому	2	1
1626	роль как	1	1
1627	при всех	2	1
1628	все другие	1	1
1629	этот образ	2	1
1630	с большей	1	1
1631	литературе о	2	1
1632	этом его	1	1
1633	возникает вопрос	1	1
1634	достоевского уже	1	1
1635	жития великого	1	1
1636	карамазова с	2	1
1637	все как	1	1
1638	ничего общего	1	1
1639	и обратно	1	1
1640	свое завершение	1	1
1641	и острой	2	1
1642	которую она	1	1
1643	достоевского тема	1	1
1644	из области	1	1
1645	в любой	1	1
1646	наконец очень	1	1
1647	у дверей	2	1
1648	который и	1	1
1649	заменой которой	1	1
1650	подмигивающей пиковой	1	1
1651	отличную от	1	1
1652	все они	2	1
1653	внутри произведения	1	1
1654	можно в	1	1
1655	образа героя	1	1
1656	кризисы и	1	1
1657	тоже как	1	1
1658	еще и	4	1
1659	и довольно	1	1
1660	смешон то	1	1
1661	чем же	1	1
1662	бы и	3	1
1663	и должны	1	1
1664	карамазовых а	1	1
1665	в главе	1	1
1666	смех со	1	1
1667	истории не	1	1
1668	черт возьми	1	1
1669	весь человек	1	1
1670	сон этот	1	1
1671	языка и	1	1
1672	к аглае	1	1
1673	самое же	1	1
1674	сатиры на	1	1
1675	видим что	1	1
1676	писателя на	1	1
1677	дамы на	1	1
1678	если б	7	1
1679	такую же	1	1
1680	где есть	1	1
1681	ибо не	1	1
1682	знал бы	1	1
1683	жизни например	1	1
1684	очиститься от	1	1
1685	и между	5	1
1686	да еще	2	1
1687	определять структуру	1	1
1688	убеждение в	1	1
1689	на основе	4	1
1690	сердце его	1	1
1691	до достоевского	3	1
1692	мечтающий о	1	1
1693	творчестве которого	1	1
1694	из его	1	1
1695	план и	1	1
1696	они меня	1	1
1697	и метаморфоз	1	1
1698	слова и	5	1
1699	влияние в	1	1
1700	всего на	1	1
1701	очень хорошо	3	1
1702	вступает в	1	1
1703	и ему	1	1
1704	и степени	1	1
1705	главным героем	1	1
1706	литературной традицией	1	1
1707	целый ряд	1	1
1708	других произведений	1	1
1709	лестнице и	2	1
1710	ли вы	1	1
1711	миру а	1	1
1712	и полно	1	1
1713	говоря что	1	1
1714	знаем что	1	1
1715	структуру образа	1	1
1716	философию в	2	1
1717	в обоих	1	1
1718	еще один	1	1
1719	такие как	2	1
1720	литературы в	4	1
1721	было и	1	1
1722	а лишь	2	1
1723	вне его	1	1
1724	этого рассказа	2	1
1725	состоит в	1	1
1726	это великое	1	1
1727	потому и	1	1
1728	имеем в	3	1
1729	и а	1	1
1730	мне не	2	1
1731	элемента в	1	1
1732	глубокое и	1	1
1733	заметить что	1	1
1734	литературы на	1	1
1735	в споре	1	1
1736	важно было	1	1
1737	как человека	1	1
1738	ее не	1	1
1739	пародия на	1	1
1740	пороге у	2	1
1741	если мы	5	1
1742	принадлежит к	1	1
1743	при котором	1	1
1744	значение имеет	2	1
1745	игра в	1	1
1746	карнавального мироощущения	19	1
1747	глубины души	1	1
1748	самого в	1	1
1749	традиции достоевский	1	1
1750	человечества и	1	1
1751	поэтому нам	1	1
1752	в сознании	2	1
1753	который по	1	1
1754	при входе	1	1
1755	этого слова	3	1
1756	этот диалог	2	1
1757	эта удивительная	1	1
1758	это сделать	1	1
1759	она будет	1	1
1760	другим персонажам	1	1
1761	является только	1	1
1762	в мировой	1	1
1763	достоевского говорят	1	1
1764	определить его	1	1
1765	и для	5	1
1766	смеха и	1	1
1767	контакта с	3	1
1768	в самой	2	1
1769	несколько иного	1	1
1770	по темени	1	1
1771	иногда в	2	1
1772	эжена сю	1	1
1773	графини более	1	1
1774	но нас	1	1
1775	характерные для	1	1
1776	сочетается в	1	1
1777	они были	1	1
1778	трагическим и	1	1
1779	свободой и	1	1
1780	от своей	2	1
1781	и фантастики	2	1
1782	мире где	1	1
1783	с исключительной	1	1
1784	достоевский был	5	1
1785	всего творчества	2	1
1786	на время	2	1
1787	не использует	1	1
1788	подход к	1	1
1789	этом случае	1	1
1790	литературе нового	2	1
1791	форм и	2	1
1792	достоевский великий	1	1
1793	в более	5	1
1794	бывает гостиная	1	1
1795	совсем иного	1	1
1796	ему в	1	1
1797	судьбы в	1	1
1798	ничем не	3	1
1799	разума и	1	1
1800	первые века	1	1
1801	создать образ	1	1
1802	хоть и	1	1
1803	они не	5	1
1804	произведения как	1	1
1805	французский язык	1	1
1806	человеком а	1	1
1807	достоевского однако	1	1
1808	на тех	1	1
1809	старухи графини	1	1
1810	сделать и	1	1
1811	того как	4	1
1812	в последней	1	1
1813	сочетается с	4	1
1814	в полифоническом	1	1
1815	в художественной	1	1
1816	романа но	3	1
1817	мы имеем	4	1
1818	внутренними и	1	1
1819	вильгельма мейстера	1	1
1820	кровь и	1	1
1821	фомы фомича	2	1
1822	которых он	1	1
1823	романа то	1	1
1824	мире в	1	1
1825	а это	2	1
1826	без особой	1	1
1827	считаем необходимым	1	1
1828	себя самого	3	1
1829	человека установка	1	1
1830	этого нового	1	1
1831	совершенно не	4	1
1832	видеть в	1	1
1833	в полном	1	1
1834	исторические фигуры	1	1
1835	то мы	1	1
1836	на которой	2	1
1837	нет это	1	1
1838	с философским	1	1
1839	с двойным	1	1
1840	вовсе нет	2	1
1841	и рай	1	1
1842	сны играли	1	1
1843	все равно	6	1
1844	в серьезных	1	1
1845	в пиковой	1	1
1846	к самой	2	1
1847	на грани	2	1
1848	однако не	1	1
1849	кстати пиковая	1	1
1850	а на	2	1
1851	без слов	1	1
1852	затем и	1	1
1853	горькая ирония	1	1
1854	века и	6	1
1855	главное на	1	1
1856	виктора гюго	1	1
1857	со всем	1	1
1858	доме епанчиных	1	1
1859	совсем иным	1	1
1860	быть ни	2	1
1861	входе на	1	1
1862	за смерть	1	1
1863	и берет	1	1
1864	через его	1	1
1865	а также	4	1
1866	этом не	2	1
1867	к которым	1	1
1868	как традиционные	1	1
1869	что ничего	1	1
1870	о характере	1	1
1871	который как	1	1
1872	в другую	1	1
1873	всем существом	1	1
1874	человеческое поведение	1	1
1875	и начинается	1	1
1876	всегда есть	1	1
1877	жизни слова	4	1
1878	смех как	1	1
1879	менее всего	4	1
1880	достоевского более	2	1
1881	мы переходим	1	1
1882	их взаимоотношения	2	1
1883	пространство он	1	1
1884	построенная на	1	1
1885	вот это	1	1
1886	с берегов	1	1
1887	он один	1	1
1888	бежать но	1	1
1889	вообще не	1	1
1890	этого развития	1	1
1891	достоевского через	1	1
1892	положение в	2	1
1893	перед самоубийством	3	1
1894	можно отнести	1	1
1895	с той	1	1
1896	на голову	1	1
1897	один момент	1	1
1898	пушкинским образом	1	1
1899	не подлежит	1	1
1900	этой цели	1	1
1901	есть в	7	1
1902	для героев	1	1
1903	почти до	3	1
1904	характера не	1	1
1905	даже особую	1	1
1906	себе я	1	1
1907	где-то в	1	1
1908	диалога как	1	1
1909	он постоял	1	1
1910	на улицах	1	1
1911	раннего достоевского	1	1
1912	сне в	1	1
1913	на фоне	1	1
1914	перед собой	1	1
1915	а иногда	1	1
1916	современной достоевскому	1	1
1917	по своему	6	1
1918	должно стать	1	1
1919	достоевский преодолел	1	1
1920	со своей	2	1
1921	и братьев	1	1
1922	более полное	1	1
1923	фантастическая логика	1	1
1924	достоевский так	2	1
1925	например через	1	1
1926	это было	3	1
1927	лежит в	1	1
1928	и относительно	1	1
1929	косвенно через	1	1
1930	минимума мы	1	1
1931	функции этих	1	1
1932	рассказ прямо	1	1
1933	и скандал	1	1
1934	более широкое	2	1
1935	единство и	2	1
1936	его же	1	1
1937	человеком и	1	1
1938	место действия	1	1
1939	сервантеса и	1	1
1940	играют в	2	1
1941	непосредственно или	1	1
1942	другой но	1	1
1943	тем более	2	1
1944	времени так	1	1
1945	федора павловича	1	1
1946	мне тогда	2	1
1947	и тела	1	1
1948	смерти и	4	1
1949	но конечно	3	1
1950	известное значение	1	1
1951	свобода и	1	1
1952	не была	2	1
1953	бы сразу	1	1
1954	же деле	2	1
1955	смысле то	1	1
1956	замечательными мастерами	1	1
1957	всех изменениях	1	1
1958	гораздо шире	1	1
1959	строй и	2	1
1960	только к	1	1
1961	одного момента	1	1
1962	развивается с	1	1
1963	силы и	2	1
1964	гробу старухи	1	1
1965	выше и	2	1
1966	не укладывается	1	1
1967	здесь достоевский	1	1
1968	в предисловии	1	1
1969	старухи у	1	1
1970	побуждает его	1	1
1971	степана трофимовича	2	1
1972	она должна	1	1
1973	такой вывод	1	1
1974	с трагическим	1	1
1975	каждом из	3	1
1976	с первым	1	1
1977	не шевельнулась	1	1
1978	души по	1	1
1979	они играют	2	1
1980	говоря несколько	2	1
1981	перелом или	1	1
1982	должно быть	4	1
1983	так называемой	1	1
1984	достоевского сочетается	1	1
1985	стихах и	1	1
1986	и почти	3	1
1987	и ни	1	1
1988	с преступления	1	1
1989	на карте	1	1
1990	от ударов	1	1
1991	мы должны	4	1
1992	я только	1	1
1993	с какой-нибудь	1	1
1994	сюжета который	1	1
1995	с высокой	1	1
1996	раскольникова мы	1	1
1997	не о	2	1
1998	тема в	1	1
1999	и детей	1	1
2000	же может	1	1
2001	а о	1	1
2002	всего его	2	1
2003	есть и	4	1
2004	конце романа	2	1
2005	с любимой	1	1
2006	дает им	1	1
2007	это была	2	1
2008	смотрит на	1	1
2009	конечно в	2	1
2010	карнавального смеха	2	1
2011	романе бесы	1	1
2012	люди его	1	1
2013	но дело	1	1
2014	в пределах	8	1
2015	стороны и	1	1
2016	и сон	3	1
2017	и времени	2	1
2018	глубокого и	1	1
2019	продолжает определять	1	1
2020	из своей	3	1
2021	стало быть	1	1
2022	было прежде	1	1
2023	на всю	1	1
2024	при всем	3	1
2025	в большинстве	9	1
2026	с человеком	3	1
2027	художественного мира	1	1
2028	земной поклон	1	1
2029	знать все	1	1
2030	и распространенный	1	1
2031	у бальзака	4	1
2032	его а	1	1
2033	на это	1	1
2034	нам кажется	4	1
2035	же самое	1	1
2036	разговоры мертвых	1	1
2037	им не	1	1
2038	средневекового человека	1	1
2039	девочку которая	1	1
2040	свое последнее	1	1
2041	золотого века	1	1
2042	явление в	1	1
2043	него и	1	1
2044	полное созвучие	1	1
2045	человека из	2	1
2046	не надо	1	1
2047	лежащая в	1	1
2048	полное представление	1	1
2049	них нет	1	1
2050	которые в	3	1
2051	сам приглушается	1	1
2052	роман а	1	1
2053	огромное значение	1	1
2054	приключений не	1	1
2055	слоях общества	1	1
2056	способности жить	1	1
2057	пор еще	2	1
2058	шевельнулась от	1	1
2059	черта творчества	1	1
2060	как сон	1	1
2061	гораздо глубже	1	1
2062	или иной	2	1
2063	этот рассказ	2	1
2064	образов и	7	1
2065	бытия и	5	1
2066	для своих	2	1
2067	бы видим	1	1
2068	период творчества	1	1
2069	и прежде	6	1
2070	язык в	1	1
2071	для формирования	1	1
2072	миг не	1	1
2073	общества и	1	1
2074	с головой	1	1
2075	в период	1	1
2076	на то	2	1
2077	по законам	1	1
2078	суждения о	1	1
2079	центра и	1	1
2080	не рождается	1	1
2081	мы видели	2	1
2082	темени раз	1	1
2083	и личной	1	1
2084	человек не	1	1
2085	стиля но	1	1
2086	и самый	6	1
2087	средневековой европе	1	1
2088	быть названы	1	1
2089	отношений к	1	1
2090	ни был	1	1
2091	для этого	2	1
2092	здесь они	1	1
2093	для эпохи	1	1
2094	устной речи	2	1
2095	суда над	2	1
2096	именно это	1	1
2097	образа но	1	1
2098	идею и	1	1
2099	ад и	2	1
2100	достоевского созвучен	1	1
2101	не можем	1	1
2102	сложную и	1	1
2103	внедряется в	1	1
2104	карте кстати	1	1
2105	и убийством	1	1
2106	героя но	2	1
2107	иное как	1	1
2108	человеческой природы	1	1
2109	из своих	3	1
2110	лестнице в	1	1
