N	2gram	Vinokur_Vv	Analitik
1304	ее не	1	1
1305	если мы	1	1
1306	определено в	1	1
1307	только одна	1	1
1308	то для	1	1
1309	он покоится	1	1
1310	может оказаться	3	1
1311	только при	1	1
1312	бы сказать	1	1
1313	того с	1	1
1314	конкретное единство	1	1
1315	литература в	1	1
1316	и создающей	1	1
1317	языка а	2	1
1318	всего к	2	1
1319	языка но	2	1
1320	литературы не	1	1
1321	далее наступает	1	1
1322	со словом	2	1
1323	по меньшей	2	1
1324	не видит	1	1
1325	в и	4	1
1326	оба они	1	1
1327	так называемое	2	1
1328	и после	1	1
1329	участия в	1	1
1330	что литературное	1	1
1331	из него	2	1
1332	в остальных	1	1
1333	то или	1	1
1334	точку зрения	1	1
1335	и сложного	1	1
1336	сомнения в	1	1
1337	соответствующей культуры	1	1
1338	д и	1	1
1339	данной системы	1	1
1340	заключенных в	1	1
1341	он должен	1	1
1342	прийти к	2	1
1343	воззрения на	2	1
1344	не выдерживает	1	1
1345	они принадлежат	1	1
1346	к лицу	1	1
1347	обращена к	1	1
1348	но на	1	1
1349	в более	4	1
1350	в гораздо	1	1
1351	что оно	2	1
1352	и многие	1	1
1353	общего содержания	1	1
1354	поскольку мы	1	1
1355	сообщениями о	1	1
1356	этот процесс	4	1
1357	повседневной речи	1	1
1358	научной дисциплины	1	1
1359	нередко встречается	1	1
1360	того как	3	1
1361	второй половине	2	1
1362	не называют	1	1
1363	этого целого	1	1
1364	что самая	1	1
1365	который мог	1	1
1366	материала и	1	1
1367	которых он	1	1
1368	бы на	1	1
1369	не значит	1	1
1370	в формах	2	1
1371	связь в	1	1
1372	для данной	1	1
1373	неудивительно что	1	1
1374	что собственно	3	1
1375	с данной	1	1
1376	то мы	1	1
1377	примеров такого	1	1
1378	лицом к	1	1
1379	возможно только	1	1
1380	слова а	1	1
1381	что каждый	1	1
1382	страсть к	1	1
1383	что действительно	1	1
1384	надо изучать	1	1
1385	как история	3	1
1386	материал для	3	1
1387	с чисто	3	1
1388	различных аспекта	1	1
1389	значение только	1	1
1390	более точного	1	1
1391	когда оно	1	1
1392	входить в	1	1
1393	существует как	1	1
1394	становления и	1	1
1395	на нее	3	1
1396	не могли	2	1
1397	язык может	1	1
1398	чтобы быть	1	1
1399	целое это	1	1
1400	бы оно	1	1
1401	участие в	1	1
1402	как она	4	1
1403	помнить что	1	1
1404	если и	1	1
1405	виде в	2	1
1406	имеется в	1	1
1407	языка по	1	1
1408	к концу	1	1
1409	как ее	1	1
1410	мы находим	1	1
1411	нисколько не	3	1
1412	что находится	1	1
1413	но уже	2	1
1414	для которого	1	1
1415	в каждой	2	1
1416	поставить в	2	1
1417	говорит об	1	1
1418	а так	2	1
1419	увидим далее	1	1
1420	и вообще	3	1
1421	за этой	1	1
1422	выражение и	1	1
1423	ему не	1	1
1424	на них	1	1
1425	чтобы увидеть	1	1
1426	высокой ступени	1	1
1427	о трех	1	1
1428	в г	5	1
1429	культуры для	1	1
1430	также что	1	1
1431	нас и	1	1
1432	и других	3	1
1433	наука о	5	1
1434	напомнить что	1	1
1435	каждая из	1	1
1436	смысл мы	1	1
1437	совершенно ошибочно	1	1
1438	в предисловии	1	1
1439	как иногда	1	1
1440	на свои	2	1
1441	в самых	1	1
1442	первая половина	1	1
1443	реальной действительности	1	1
1444	есть нечто	1	1
1445	у того	1	1
1446	быть и	2	1
1447	связана с	4	1
1448	могли не	1	1
1449	наоборот в	1	1
1450	есть и	5	1
1451	в науке	1	1
1452	интерес представляет	1	1
1453	отгородиться от	1	1
1454	самое что	2	1
1455	отношений между	3	1
1456	этот факт	1	1
1457	факт что	2	1
1458	стороны и	3	1
1459	только то	1	1
1460	слова или	1	1
1461	или как	3	1
1462	разумеется в	1	1
1463	ставит себе	1	1
1464	этого не	2	1
1465	что можно	2	1
1466	как их	1	1
1467	что если	2	1
1468	совершенно иного	1	1
1469	самой своей	2	1
1470	с немецкой	1	1
1471	понятия о	1	1
1472	в новейшее	1	1
1473	однако для	1	1
1474	момент своего	1	1
1475	не получается	1	1
1476	выражения в	1	1
1477	каких обстоятельствах	1	1
1478	этом и	1	1
1479	связи между	4	1
1480	к научному	1	1
1481	литературе не	2	1
1482	действительно не	1	1
1483	понять что	3	1
1484	их можно	1	1
1485	науки как	1	1
1486	язык в	3	1
1487	во-первых не	1	1
1488	в виде	4	1
1489	момента и	1	1
1490	и эта	1	1
1491	гораздо ближе	2	1
1492	это в	2	1
1493	само собой	2	1
1494	надо признать	1	1
1495	конце концов	2	1
1496	все возможные	1	1
1497	и объект	1	1
1498	дело обстоит	1	1
1499	смысл что	2	1
1500	себя также	1	1
1501	само по	4	1
1502	литературы во	1	1
1503	знания и	3	1
1504	из двух	4	1
1505	истории одного	1	1
