N	2gram	Losev_Prob	RusskieA
1320	таком случае	2	1
1321	есть уже	1	1
1322	когда же	1	1
1323	сего в	1	1
1324	богам в	1	1
1325	но с	1	1
1326	приобщаются к	1	1
1327	силы природы	1	1
1328	следующие строки	1	1
1329	с наступлением	2	1
1330	новой и	2	1
1331	в свои	2	1
1332	что к	1	1
1333	как этот	1	1
1334	их яркая	1	1
1335	пишет не	1	1
1336	самые разнообразные	1	1
1337	и где	1	1
1338	который как	2	1
1339	и которая	3	1
1340	все вместе	1	1
1341	значению и	1	1
1342	когда все	1	1
1343	все силы	1	1
1344	и самих	2	1
1345	то это	1	1
1346	затем к	1	1
1347	вообще не	1	1
1348	только два	1	1
1349	сама по	2	1
1350	понимать как	1	1
1351	не напрасно	1	1
1352	настоящей работы	1	1
1353	является по	2	1
1354	как она	1	1
1355	но по	3	1
1356	говорят о	1	1
1357	является не	2	1
1358	имеется в	1	1
1359	стремление к	1	1
1360	хорошо знает	2	1
1361	ли не	2	1
1362	в такой	3	1
1363	остановимся на	2	1
1364	и людей	3	1
1365	света и	1	1
1366	и оно	1	1
1367	это было	2	1
1368	в каждой	2	1
1369	из разных	2	1
1370	и самой	2	1
1371	но особенно	1	1
1372	теория эта	1	1
1373	и таким	1	1
1374	еще с	1	1
1375	а так	1	1
1376	нельзя было	1	1
1377	и бросает	1	1
1378	на горе	3	1
1379	стоит и	1	1
1380	без всякой	1	1
1381	они все	1	1
1382	буквальном смысле	1	1
1383	того или	3	1
1384	работы но	1	1
1385	к свету	1	1
1386	возвращается к	1	1
1387	выше и	1	1
1388	он говорит	2	1
1389	которые могли	1	1
1390	встречаемся с	1	1
1391	которую мы	2	1
1392	с основной	2	1
1393	с первым	1	1
1394	на свадьбе	1	1
1395	своего дела	1	1
1396	не могу	1	1
1397	еще сильнее	1	1
1398	земле в	1	1
1399	и ни	4	1
1400	который мы	1	1
1401	может считаться	1	1
1402	также и	21	1
1403	не по	1	1
1404	у греков	1	1
1405	степени есть	1	1
1406	солнца с	2	1
1407	на другое	1	1
1408	у того	2	1
1409	есть как	2	1
1410	мох и	1	1
1411	и символически	1	1
1412	а по	1	1
1413	нужно было	1	1
1414	третья часть	1	1
1415	в науке	2	1
1416	же что	1	1
1417	но такое	1	1
1418	в нашей	3	1
1419	что нам	1	1
1420	учения о	1	1
1421	моя не	1	1
1422	в счастье	1	1
1423	он здесь	1	1
1424	с земли	1	1
1425	от того	1	1
1426	хотя она	1	1
1427	или как	1	1
1428	при всем	3	1
1429	идет речь	2	1
1430	и полной	3	1
1431	еще на	1	1
1432	жизни это	2	1
1433	которых они	1	1
1434	этой теории	1	1
1435	как из	1	1
1436	несмотря ни	1	1
1437	свою роль	1	1
1438	и хозяйства	1	1
1439	же самое	2	1
1440	года не	1	1
1441	слез на	1	1
1442	полной уверенностью	1	1
1443	дня и	1	1
1444	мы сейчас	3	1
1445	которой уже	1	1
1446	в голову	1	1
1447	его до	2	1
1448	жизни и	7	1
1449	говорить об	1	1
1450	все еще	4	1
1451	только после	1	1
1452	нуждается в	2	1
1453	можно заключить	1	1
1454	ли в	2	1
1455	оставить в	1	1
1456	надо было	1	1
1457	поставил в	1	1
1458	хотя они	2	1
1459	и совершенно	2	1
1460	всего дома	1	1
1461	в который	2	1
1462	весне в	1	1
1463	человек или	1	1
