N	2gram	Medvedev_V	Problemy
1297	говорят о	1	1
1298	противном случае	2	1
1299	перейти к	1	1
1300	ли не	2	1
1301	без этого	1	1
1302	эксперимент в	1	1
1303	по его	2	1
1304	не создает	1	1
1305	первой части	1	1
1306	идеи и	6	1
1307	бы совершенно	1	1
1308	и пекюшэ	1	1
1309	говорит об	2	1
1310	эти планы	1	1
1311	работы над	5	1
1312	целого и	1	1
1313	тем более	1	1
1314	эти же	1	1
1315	или ином	1	1
1316	что эти	1	1
1317	чем же	4	1
1318	без всякой	1	1
1319	может иметь	1	1
1320	всего необходимо	1	1
1321	мертвых душ	1	1
1322	к их	1	1
1323	родились из	1	1
1324	мышления и	1	1
1325	так до	1	1
1326	оно в	1	1
1327	целиком а	1	1
1328	и заключается	2	1
1329	утверждение о	1	1
1330	правильного понимания	1	1
1331	художественной структуры	2	1
1332	и цельного	1	1
1333	случае если	1	1
1334	него основной	1	1
1335	так называемой	1	1
1336	его не	3	1
1337	материалом но	1	1
1338	он совершенно	1	1
1339	нельзя не	1	1
1340	остаются вне	1	1
1341	десять лет	1	1
1342	п в	3	1
1343	этих идей	1	1
1344	своего творчества	3	1
1345	в искусстве	6	1
1346	в несколько	1	1
1347	и может	2	1
1348	в характере	1	1
1349	всеми этими	1	1
1350	говорил а	1	1
1351	тех же	1	1
1352	к области	1	1
1353	заключает в	1	1
1354	слова вполне	1	1
1355	этого образа	1	1
1356	после всего	2	1
1357	идей в	2	1
1358	при всем	3	1
1359	это его	1	1
1360	рассказа о	1	1
1361	на это	2	1
1362	это главное	1	1
1363	числе и	2	1
1364	же на	1	1
1365	показывает как	2	1
1366	ориентация слова	1	1
1367	одного дня	1	1
1368	к изучению	1	1
1369	эту внутреннюю	1	1
1370	литературное произведение	1	1
1371	та или	3	1
1372	изобразить и	1	1
1373	мы бы	1	1
1374	и кончая	1	1
1375	даже для	1	1
1376	дня и	2	1
1377	и характер	1	1
1378	выразить себя	1	1
1379	есть его	1	1
1380	по этому	10	1
1381	их можно	1	1
1382	исканий и	1	1
1383	человека это	1	1
1384	и художественной	1	1
1385	как увидим	1	1
1386	определения основной	1	1
1387	отметим еще	1	1
1388	непосредственно как	1	1
1389	происходит в	1	1
1390	каждым из	1	1
1391	и дальше	2	1
1392	что до	1	1
1393	о своих	1	1
1394	в области	2	1
1395	их на	1	1
1396	тех или	1	1
1397	толстого в	3	1
1398	все для	1	1
1399	как совокупность	1	1
1400	своей индивидуальности	1	1
1401	виду что	1	1
1402	именно это	1	1
1403	идею и	1	1
1404	становится в	1	1
1405	художественное творчество	6	1
1406	в известной	2	1
1407	образов и	4	1
