N	2gram	Propp_Morf	Problemy
1315	реакция на	1	1
1316	это еще	2	1
1317	на героя	2	1
1318	и другое	1	1
1319	форме диалога	1	1
1320	очень много	2	1
1321	нас к	1	1
1322	случаях когда	2	1
1323	может только	1	1
1324	эти две	1	1
1325	него но	1	1
1326	говорят о	1	1
1327	определяет его	1	1
1328	противном случае	1	1
1329	перейти к	2	1
1330	в выборе	1	1
1331	на все	1	1
1332	другим он	1	1
1333	со своей	1	1
1334	сразу же	2	1
1335	в сюжет	1	1
1336	по его	1	1
1337	и дающий	1	1
1338	исследования но	1	1
1339	предмета но	1	1
1340	форма в	3	1
1341	вследствие чего	1	1
1342	путь к	2	1
1343	на трех	1	1
1344	героя у	2	1
1345	эти же	1	1
1346	людей в	1	1
1347	герой например	1	1
1348	а на	3	1
1349	что эти	3	1
1350	чем же	1	1
1351	без всякой	2	1
1352	они все	1	1
1353	этой формы	3	1
1354	выдает себя	2	1
1355	ко всему	1	1
1356	может иметь	1	1
1357	же из	1	1
1358	как ни	1	1
1359	возвращается к	1	1
1360	такие же	1	1
1361	материала все	1	1
1362	до бесконечности	1	1
1363	случае если	2	1
1364	самая функция	1	1
1365	так называемой	1	1
1366	его не	1	1
1367	не простое	1	1
1368	как уже	3	1
1369	д как	4	1
1370	здесь только	2	1
1371	а от	1	1
1372	обстоит дело	1	1
1373	в чужие	1	1
1374	и художественный	1	1
1375	иное чем	3	1
1376	на другое	1	1
1377	средство а	3	1
1378	облик и	1	1
1379	которое только	1	1
1380	и может	1	1
1381	они образуют	1	1
1382	как таковые	4	1
1383	тех же	4	1
1384	форма есть	1	1
1385	оказывается что	1	1
1386	окружающие нас	1	1
1387	у кого	1	1
1388	героя может	1	1
1389	и вводит	1	1
1390	в это	1	1
1391	вплотную к	1	1
1392	а этот	1	1
1393	неожиданно и	1	1
1394	же очень	1	1
1395	и всякая	1	1
1396	всех разновидностей	1	1
1397	это его	1	1
1398	уже очень	1	1
1399	начала в	1	1
1400	рассматривать как	1	1
1401	на это	1	1
1402	может лежать	1	1
1403	очень велико	1	1
1404	за этим	1	1
1405	уже иное	1	1
1406	раза в	1	1
1407	что за	1	1
1408	еще мал	1	1
1409	дух в	1	1
1410	по плечу	1	1
1411	и сердца	1	1
1412	достаточный материал	1	1
1413	мал и	1	1
1414	его до	1	1
1415	и художественной	1	1
1416	что о	2	1
1417	является непосредственным	1	1
1418	непосредственно как	1	1
1419	заставляет ее	1	1
1420	что до	2	1
1421	в создании	1	1
1422	когда герой	2	1
1423	в области	1	1
1424	с известной	1	1
1425	их на	2	1
1426	же может	2	1
1427	тех или	1	1
1428	все другие	1	1
1429	ли в	1	1
1430	слушателя и	1	1
1431	в который	1	1
1432	есть не	1	1
1433	совершается в	2	1
1434	элементов как	1	1
1435	здесь этот	1	1
