N	2gram	Losev_Dial	Komedia
1324	с полной	1	1
1325	и можем	1	1
1326	время его	1	1
1327	на деле	2	1
1328	и стало	6	1
1329	закономерности в	1	1
1330	уже после	1	1
1331	несколько десятков	1	1
1332	разной мере	1	1
1333	и этот	1	1
1334	что кто-то	2	1
1335	всеми ее	1	1
1336	они и	1	1
1337	по форме	1	1
1338	как с	2	1
1339	учением о	1	1
1340	это явствует	1	1
1341	то есть	1	1
1342	жизни а	1	1
1343	замечательный пример	1	1
1344	сообщением о	1	1
1345	во власти	1	1
1346	смысле слова	1	1
1347	не идет	2	1
1348	еду на	1	1
1349	с богатым	1	1
1350	и далее	1	1
1351	и менее	1	1
1352	речь как	2	1
1353	год как	1	1
1354	все на	3	1
1355	ведет себя	1	1
1356	душе и	1	1
1357	могла идти	1	1
1358	сам по	8	1
1359	не требует	1	1
1360	здесь он	1	1
1361	с применением	1	1
1362	находятся в	1	1
1363	xix в	1	1
1364	и дурной	1	1
1365	действий и	1	1
1366	поэтому она	1	1
1367	с ужасом	1	1
1368	очень много	4	1
1369	за это	1	1
1370	них тоже	1	1
1371	под этим	1	1
1372	знают о	1	1
1373	и давая	1	1
1374	в я	1	1
1375	дать в	1	1
1376	поэтому и	3	1
1377	кто не	1	1
1378	нам в	1	1
1379	но только	6	1
1380	все то	1	1
1381	отличаются от	1	1
1382	находим у	1	1
1383	все тем	1	1
1384	ни о	5	1
1385	обходится без	1	1
1386	таково же	4	1
1387	что угодно	2	1
1388	содержание и	2	1
1389	вот и	2	1
1390	но вот	5	1
1391	весь дом	1	1
1392	и другому	1	1
1393	и действительно	1	1
1394	теле в	2	1
1395	другой как	1	1
1396	а уже	1	1
1397	из тех	1	1
1398	в одних	1	1
1399	со страхом	1	1
1400	ни до	1	1
1401	и они	3	1
1402	взаимоотношения с	1	1
1403	если принять	1	1
1404	которые могут	1	1
1405	нам возможность	1	1
1406	этим в	1	1
1407	в теорию	1	1
1408	правда не	1	1
1409	становится ясным	1	1
1410	может не	1	1
1411	мы имели	1	1
1412	данном случае	1	1
1413	думают что	8	1
1414	более близкие	1	1
1415	они говорят	1	1
1416	чувственного и	2	1
1417	в душу	4	1
1418	от всей	1	1
1419	говорить и	1	1
1420	эта последняя	1	1
1421	чтобы убедиться	2	1
1422	возникает вопрос	1	1
1423	всей своей	1	1
1424	на своем	1	1
1425	ничего общего	4	1
1426	один пример	1	1
1427	не чувствовал	1	1
1428	по крайней	11	1
1429	все проявления	1	1
1430	жизни мы	1	1
1431	с блеском	1	1
1432	в любой	1	1
1433	сразу и	3	1
1434	такое положение	1	1
1435	все они	2	1
1436	не подходит	1	1
1437	есть все	2	1
1438	ни к	2	1
1439	то он	2	1
1440	к счастью	1	1
1441	всем этом	1	1
1442	его обычно	1	1
1443	не видеть	1	1
1444	вытекает из	1	1
1445	или гибели	1	1
1446	уже из	1	1
1447	борется с	1	1
1448	что-нибудь вроде	1	1
1449	вполне ясная	1	1
1450	язык и	1	1
1451	вернемся к	1	1
1452	своей собственной	2	1
1453	и самой	1	1
1454	в очень	3	1
1455	в братьях	1	1
1456	и несчастный	1	1
1457	гете и	2	1
1458	задний план	1	1
1459	и между	1	1
1460	ему руки	1	1
1461	здесь дается	1	1
1462	какие же	2	1
1463	в материальном	1	1
1464	он является	1	1
1465	это особенно	1	1
1466	поэта все	1	1
1467	в понятие	1	1
1468	человека от	2	1
1469	и тогда	4	1
1470	же сам	1	1
1471	обойтись без	1	1
1472	развития и	2	1
1473	достаточное количество	1	1
1474	всего на	1	1
1475	и вся	1	1
1476	идея не	1	1
1477	и об	4	1
1478	о своем	2	1
1479	от других	1	1
1480	его судьба	1	1
1481	ее с	1	1
1482	только тем	1	1
1483	взгляда на	2	1
1484	спускается в	1	1
1485	уже знает	1	1
1486	и находит	1	1
1487	при помощи	1	1
1488	тому и	1	1
1489	например на	1	1
1490	несколько секунд	1	1
1491	нигде в	1	1
1492	никаких оснований	1	1
1493	но без	3	1
1494	это же	1	1
1495	убедить что	1	1
1496	мне не	2	1
1497	и потом	2	1
1498	не забудем	1	1
1499	без его	1	1
1500	абсолютная истина	1	1
1501	они обе	1	1
1502	к науке	2	1
1503	проявляется в	2	1
1504	этого нет	3	1
1505	вот я	1	1
1506	думаете что	1	1
1507	вероятно и	1	1
1508	теперь никто	1	1
1509	объединяются в	2	1
1510	как сыну	1	1
1511	только одна	1	1
1512	начиная с	1	1
1513	при котором	1	1
1514	сложнее и	1	1
1515	производит на	1	1
1516	далеко от	1	1
1517	общества в	1	1
1518	говорил что	2	1
1519	и самих	1	1
1520	он может	3	1
1521	него самого	1	1
1522	целый год	1	1
1523	содержатся в	1	1
1524	говоря не	2	1
1525	по краям	1	1
1526	свою силу	1	1
1527	понятие это	1	1
1528	видят в	1	1
1529	говорится в	1	1
1530	стороны не	4	1
1531	два года	1	1
1532	месте в	1	1
1533	убежден в	1	1
1534	нельзя сказать	4	1
1535	из него	1	1
1536	время какого-нибудь	1	1
1537	же он	2	1
1538	мы еще	2	1
1539	нее и	1	1
1540	точку зрения	3	1
1541	к окружающему	1	1
1542	внешнее и	5	1
1543	с каким	1	1
1544	или другой	7	1
1545	меня не	1	1
1546	и каждый	1	1
1547	переживает это	2	1
1548	жизни но	1	1
1549	было у	1	1
1550	окончательно и	1	1
1551	другими более	2	1
1552	можно на	2	1
1553	общественное значение	1	1
1554	попадает в	1	1
1555	то они	1	1
1556	постольку поскольку	1	1
1557	короче говоря	1	1
1558	вокруг него	1	1
1559	значение в	1	1
1560	как всегда	1	1
1561	отцу и	1	1
1562	жене с	1	1
1563	от внешнего	1	1
1564	спасает человека	1	1
1565	в коем	1	1
1566	трогать но	1	1
1567	ни с	8	1
1568	пришли к	1	1
1569	то лучше	1	1
1570	без них	1	1
1571	до последних	1	1
1572	ли так	1	1
1573	что одна	4	1
1574	не будем	1	1
1575	для всякого	2	1
1576	одна и	5	1
1577	всех возможных	2	1
1578	чего не	1	1
1579	знаем и	1	1
1580	в основании	1	1
1581	будет ли	2	1
1582	оказалось возможным	1	1
1583	деле не	1	1
1584	ему только	1	1
1585	во внешнем	1	1
1586	бы у	1	1
1587	как у	3	1
1588	которых говорится	1	1
1589	самое главное	1	1
1590	был в	2	1
1591	может показаться	1	1
1592	и всегда	1	1
1593	на самом	5	1
1594	если даже	1	1
1595	никуда не	1	1
1596	вспомнить как	1	1
1597	чем он	2	1
1598	при случае	1	1
1599	что например	1	1
1600	различия между	3	1
1601	не связанное	1	1
1602	его вдруг	1	1
1603	только очень	1	1
1604	быть вполне	1	1
1605	убеждаемся в	1	1
1606	что первое	1	1
1607	три основных	1	1
1608	что уже	3	1
1609	то к	1	1
1610	этом не	1	1
1611	что будет	1	1
1612	не вижу	1	1
1613	дело в	1	1
1614	та же	6	1
1615	же по	1	1
1616	себя а	1	1
1617	от такого	1	1
1618	всегда имеют	1	1
1619	виду что	2	1
1620	и другое	3	1
1621	наблюдение над	1	1
1622	времени уже	1	1
1623	в сферу	1	1
1624	сама по	12	1
1625	из времен	1	1
1626	явно что	1	1
1627	что этот	3	1
1628	говорить об	1	1
1629	по смыслу	2	1
1630	могла быть	1	1
1631	если и	2	1
1632	общественного и	1	1
1633	или даже	1	1
1634	говорят о	2	1
1635	имеется в	3	1
1636	мира и	2	1
1637	не от	1	1
1638	и стать	1	1
1639	на одном	1	1
1640	граничащее с	1	1
1641	в такой	1	1
1642	как мало	1	1
1643	представление об	1	1
1644	качестве примера	2	1
1645	та или	4	1
1646	разницы между	1	1
1647	поэта к	1	1
1648	мы убеждаемся	1	1
1649	не знали	1	1
1650	лица не	2	1
1651	по самой	1	1
1652	но уже	3	1
1653	то ясно	1	1
1654	считаю что	1	1
1655	бы совершенно	1	1
1656	этих элементов	1	1
1657	ему как	1	1
1658	как все	2	1
1659	как результат	2	1
1660	в создании	1	1
1661	бы это	1	1
1662	мы к	1	1
1663	но конечно	2	1
1664	выражение и	1	1
1665	другом случае	1	1
1666	страшно и	1	1
1667	эти же	1	1
1668	ибо по	1	1
1669	конечно это	1	1
1670	того или	1	1
1671	идет по	1	1
1672	мира как	1	1
1673	и эти	2	1
1674	это конечно	5	1
1675	только к	2	1
1676	в полной	2	1
1677	как ни	3	1
1678	же с	1	1
1679	тут и	2	1
1680	каждая из	1	1
1681	по которому	2	1
1682	оно в	1	1
1683	можем найти	1	1
1684	на задний	1	1
1685	vi и	2	1
1686	только гипотеза	3	1
1687	дороге в	1	1
1688	на небо	1	1
1689	то чего	1	1
1690	не могу	9	1
1691	или совсем	1	1
1692	и почти	6	1
1693	и ни	7	1
1694	который мы	1	1
1695	также и	7	1
1696	таких примеров	1	1
1697	но всегда	2	1
1698	мы должны	6	1
1699	облик и	1	1
1700	и решил	1	1
1701	в искусстве	2	1
1702	быть и	7	1
1703	и слова	3	1
1704	только их	1	1
1705	что там	1	1
1706	отвращение к	1	1
1707	он больше	1	1
1708	можно пожалуй	1	1
1709	как там	1	1
1710	внутри самой	1	1
1711	на меня	2	1
1712	в характере	1	1
1713	не очень	2	1
1714	в прошлом	1	1
1715	вместе взятых	1	1
1716	в науке	3	1
1717	от земли	2	1
1718	узнать в	1	1
1719	каждый раз	1	1
1720	что действующие	1	1
1721	говоря о	2	1
1722	ним не	1	1
1723	начала что	1	1
1724	иначе не	3	1
1725	я даже	1	1
1726	из видов	2	1
1727	этого образа	1	1
1728	идти речь	2	1
1729	думать что	3	1
1730	как то	1	1
1731	происходит от	1	1
1732	уже знаем	4	1
1733	и всех	4	1
1734	меня то	3	1
1735	или еще	1	1
1736	люди не	1	1
1737	она на	1	1
1738	но совершенно	2	1
1739	без нее	2	1
1740	само по	7	1
1741	такого толкования	1	1
1742	во многом	1	1
1743	наконец что	1	1
1744	в понимании	1	1
1745	у первого	1	1
1746	назначение этого	1	1
1747	можно сказать	10	1
1748	сторон в	1	1
1749	как несколько	1	1
1750	и кончая	1	1
1751	этом и	1	1
1752	различие в	1	1
1753	дня и	1	1
1754	наоборот в	2	1
1755	миф о	2	1
1756	там при	1	1
1757	отождествляется с	7	1
1758	или иной	4	1
1759	же будет	1	1
1760	не самое	4	1
1761	происходит в	2	1
1762	но о	1	1
1763	просто как	2	1
1764	же это	6	1
1765	ничего подобного	1	1
1766	может и	5	1
1767	ведь и	1	1
1768	природой и	1	1
1769	в каком-то	5	1
1770	именно это	1	1
1771	и ничего	1	1
1772	примеры такого	1	1
1773	эпохи и	1	1
1774	не можем	1	1
1775	себе и	5	1
1776	и наконец	1	1
1777	или она	1	1
1778	не заметить	1	1
1779	домашнего обихода	1	1
1780	иное как	4	1
1781	без помощи	1	1
1782	и определенная	1	1
1783	возможна только	1	1
