N	4gram	Berdyaev_O	Mirosoze
877	не могли вытерпеть того	1	1
878	ты судил о людях	1	1
879	может ли он сравниться	1	1
880	разумеется должна быть не	1	1
881	одной этой беспрерывности процесса	1	1
882	всего что есть на	1	1
883	собственно в цели которая	1	1
884	свобода и хлеб земной	1	1
885	во всяком случае сохраняет	1	1
886	начало смерти курсив мой	1	1
887	бы перестав ему сострадать	1	1
888	это потому что ведь	1	1
889	хаос и мрак и	1	1
890	жизнь тогда новый человек	1	1
891	подходит и от которой	1	1
892	порочны ничтожны и бунтовщики	1	1
893	стоит именно от того	1	1
894	как бы и не	1	1
895	и нашу индивидуальность курсив	1	1
896	жизненная загадка о версилове	1	1
897	ни под какую классификацию	1	1
898	чего это непременно вообразили	1	1
899	расплавляются и сгорают все	1	1
900	содомским в душе не	1	1
901	это все можно рассчитать	1	1
902	ужаснувшим но и тут	1	1
903	формула а ведь дважды	1	1
904	нет ничего эпического нет	1	1
905	вот подросток одно из	1	1
906	и переменится физически и	1	1
907	одни загадки тут берега	1	1
908	себе и своим что	1	1
909	малосильны порочны ничтожны и	1	1
910	любви человека чтобы свободно	1	1
911	предварительного расчета все остановит	1	1
912	эти мудрецы что человеку	1	1
913	влечет к катастрофе за	1	1
914	иных случаях а в	1	1
915	и это все можно	1	1
916	в цели которая разумеется	1	1
917	ничего эпического нет изображения	1	1
918	годы нет широк человек	1	1
919	процессе мити карамазова достоевский	1	1
920	чем виноваты остальные слабые	1	1
921	вдруг ни с того	1	1
922	положительно должно свое собственное	1	1
923	счастья и успокоения миллионов	1	1
924	везде кто бы он	1	1
925	периода до записок из	1	1
926	человека он не созерцает	1	1
927	да и то богов	1	1
928	человеческое кажется и действительно	1	1
929	и тут ты судил	1	1
930	какую классификацию не подходит	1	1
931	перестав ему сострадать потому	1	1
932	раскольникова ставрогина кириллова версилова	1	1
933	не только страшная но	1	1
934	сам станет бог тогда	1	1
935	силам людей а потому	1	1
936	когда будет одно только	1	1
937	к нему как к	1	1
938	что он человек а	1	1
939	что уж одна возможность	1	1
940	выгоднее для нашего брата	1	1
941	благоденствие человеку выгодно? не	1	1
942	разум-то в выгодах? ведь	1	1
943	за это потому что	1	1
944	устойчивые формы все охлажденные	1	1
945	только случай только один	1	1
946	в иных случаях а	1	1
947	существа одаренного такими странными	1	1
948	ведь этот свой каприз	1	1
949	четыре есть уже не	1	1
950	и заключается в одной	1	1
951	был человек решать впредь	1	1
952	в юные беспорочные годы	1	1
953	люди все еще люди	1	1
954	а кончает идеалом содомским	1	1
955	иногда хотя бы даже	1	1
956	божественный покой красоты ее	1	1
957	он сравниться в глазах	1	1
958	страшной ужасной он не	1	1
959	свободу и сделали так	1	1
960	он производит свои антропологические	1	1
961	почему вы так твердо	1	1
962	с гордостью указать на	1	1
963	самой последней глубине человека	1	1
964	случае сохраняет нам самое	1	1
965	от него сердце его	1	1
966	от настоящего страдания т	1	1
967	брата из всего что	1	1
968	и состоит чтобы человек	1	1
969	это единственная причина сознания	1	1
970	как к солнцу все	1	1
971	этому положительному благоразумию примешать	1	1
972	быть связанным обязанностью желать	1	1
973	эксперименты над человеческой природой	1	1
974	для того чтобы сделать	1	1
975	его было устремлено на	1	1
976	проклятие так что уж	1	1
977	за границу достоевского не	1	1
978	том только и состоит	1	1
979	оцененных творений достоевского все	1	1
980	потому что во всяком	1	1
981	это страшная и ужасная	1	1
982	дело-то человеческое кажется и	1	1
983	а с ним вот	1	1
984	так человек устроен и	1	1
985	что господа не столкнуть	1	1
986	на людей и он	1	1
987	инквизитор обвиняет христа в	1	1
988	самого пагубного вздора самой	1	1
989	но может ли он	1	1
990	в глазах слабого вечно	1	1
991	мрак и проклятие так	1	1
992	целью чтобы все эти	1	1
993	в выгодах? ведь может	1	1
994	обещал им хлеб небесный	1	1
995	нашу индивидуальность курсив мой	1	1
996	вместо того чтобы овладеть	1	1
997	идеалом содомским в душе	1	1
998	мудрецы что человеку надо	1	1
999	навсегда его ужаснувшим но	1	1
1000	быть не иное что	1	1
1001	и проклятие так что	1	1
1002	что человеку надо непременно	1	1
1003	всего только несколько тысяч	1	1
1004	образуется вихрь страстных человеческих	1	1
1005	страстным к нему отношением	1	1
1006	несколько тысяч да и	1	1
1007	собственной выгоды а иногда	1	1
1008	страшная и ужасная вещь	1	1
1009	все новое будет богом	1	1
1010	с записок из подполья	1	1
1011	природу и характер его	1	1
1012	с обычным различием между	1	1
1013	таинственная вещь тут дьявол	1	1
1014	самостоятельного хотения чего бы	1	1
1015	поставлена жизненная загадка о	1	1
1016	разум и выгода хотеть	1	1
1017	в россии в россии	1	1
1018	можно ожидать от человека	1	1
1019	действительно в том только	1	1
1020	бы еще ничего но	1	1
1021	схватывал только их природу	1	1
1022	не подходит и от	1	1
1023	каприз своя фантазия раздраженная	1	1
1024	человеческой природы в глубину	1	1
1025	выгода которая ни под	1	1
1026	чтобы самому себе подтвердить	1	1
1027	бы кажется и упоминать	1	1
1028	самая пропущенная самая выгодная	1	1
1029	быть всего выгоднее для	1	1
1030	что ведь непременно последователей	1	1
1031	по табличке и хаос	1	1
1032	тысяч да и то	1	1
1033	ли он сравниться в	1	1
1034	и вся-то цель на	1	1
1035	идет до самой глубины	1	1
1036	о выгодах потому что	1	1
1037	кончает идеалом содомским еще	1	1
1038	именно от того что	1	1
1039	все что есть необычайного	1	1
1040	слабые люди что не	1	1
1041	благоразумию примешать свой пагубный	1	1
1042	и жаждал свободной веры	1	1
1043	человеку надо непременно благоразумно-выгодного	1	1
1044	можешь с гордостью указать	1	1
1045	и никогда не было	1	1
1046	теории постоянно разлетаются к	1	1
1047	это непременно вообразили они	1	1
1048	записках из подполья и	1	1
1049	ни был любил действовать	1	1
1050	кто знает может быть	1	1
1051	я уверен что человек	1	1
1052	не совпадает у достоевского	1	1
1053	наконец-то они побороли свободу	1	1
1054	свой пагубный фантастический элемент	1	1
1055	слабого вечно порочного и	1	1
1056	достигнуть цели и довершить	1	1
1057	о человеке о его	3	1
1058	быть что и вся-то	1	1
1059	с сего среди всеобщего	1	1
1060	быть он равно настолько	1	1
1061	человеческого общества невыносимее свободы	1	1
1062	с ним вот наша	1	1
1063	своим что наконец-то они	1	1
1064	не может быть назван	1	1
1065	потому ли может быть	1	1
1066	равно настолько же любит	1	1
1067	возьмет свое так человек	1	1
1068	а ведь дважды два	1	1
1069	будет когда дело доходит	1	1
1070	и характер его интересовали	1	1
1071	их жизни их чувств	1	1
1072	нашу личность и нашу	1	1
1073	нет нам дороги и	1	1
1074	космосе в божественном миропорядке	1	1
1075	есть лишь его судьба	1	1
1076	виновата слабая душа что	1	1
1077	одно благоденствие человеку выгодно?	1	1
1078	ты обещал им хлеб	1	1
1079	заключается в одной этой	1	1
1080	хаос что сам инстинктивно	1	1
1081	то богов а остальные?	1	1
1082	повелевали ему разум и	1	1
1083	даже и глупейшего и	1	1
1084	от которой все системы	1	1
1085	широк человек слишком даже	1	1
1086	пагубный фантастический элемент именно	1	1
1087	слабая душа что не	1	1
1088	сравниться в глазах слабого	1	1
1089	и мрак и проклятие	1	1
1090	это я отвечаю за	1	1
1091	земле особенно в иных	1	1
1092	а начало смерти курсив	1	1
1093	джентльмен с неблагородной или	1	1
1094	процесса достижения иначе сказать	1	1
1095	и в творчестве его	1	1
