N	2gram	Bakhtin_Fr	RusskieA
1313	происходило и	1	1
1314	чем объясняется	1	1
1315	земли то	2	1
1316	с традиционным	1	1
1317	что значит	3	1
1318	без основания	1	1
1319	он и	2	1
1320	звериные шкуры	2	1
1321	прямо в	2	1
1322	но где	1	1
1323	i в	1	1
1324	и новое	1	1
1325	в литературе	5	1
1326	о нем	3	1
1327	xix веке	1	1
1328	истории как	1	1
1329	этих слов	1	1
1330	лекарственные травы	2	1
1331	выбор и	1	1
1332	же явления	1	1
1333	другое можно	1	1
1334	со смертью	1	1
1335	у многих	1	1
1336	смысле этого	1	1
1337	как нечто	2	1
1338	в шествии	2	1
1339	пир и	2	1
1340	когда же	1	1
1341	более широким	1	1
1342	рая и	1	1
1343	указывали что	2	1
1344	в великой	1	1
1345	и превратились	1	1
1346	но с	3	1
1347	искал в	1	1
1348	и некоторых	1	1
1349	и проклятия	2	1
1350	у всех	2	1
1351	новой и	2	1
1352	что к	1	1
1353	наших дней	2	1
1354	на несколько	1	1
1355	и где	1	1
1356	который как	1	1
1357	и эта	4	1
1358	непосредственное влияние	1	1
1359	чтобы найти	1	1
1360	то это	1	1
1361	вообще не	1	1
1362	странах европы	2	1
1363	более что	1	1
1364	уже преимущественно	1	1
1365	является по	1	1
1366	как она	2	1
1367	из различных	1	1
1368	но по	3	1
1369	говорят о	1	1
1370	напротив они	1	1
1371	является не	1	1
1372	в окружении	1	1
1373	идет вперед	1	1
1374	другом месте	3	1
1375	на улицах	1	1
1376	стремление к	1	1
1377	веселья и	2	1
1378	и носит	1	1
1379	к концу	1	1
1380	вниз а	1	1
1381	на голове	1	1
1382	была очень	1	1
1383	в такой	1	1
1384	остановимся на	3	1
1385	света и	1	1
1386	факт этот	1	1
1387	это было	4	1
1388	в каждой	2	1
1389	были созданы	1	1
1390	но особенно	2	1
1391	не помогают	2	1
1392	легендах и	1	1
1393	и таким	1	1
1394	а так	1	1
1395	как все	1	1
1396	с какими	1	1
1397	нельзя было	1	1
1398	ему не	2	1
1399	эти же	1	1
1400	достаточно вспомнить	1	1
1401	без всякой	1	1
1402	они все	1	1
1403	когда по	1	1
1404	и хлеб	1	1
1405	характер этой	1	1
1406	тем сильнее	1	1
1407	природа в	1	1
1408	и эти	2	1
1409	рождения и	1	1
1410	игре или	1	1
1411	возвращается к	1	1
1412	он говорит	2	1
1413	оно в	1	1
1414	же от	1	1
1415	предыдущей главе	2	1
1416	которую мы	1	1
1417	влияние и	3	1
1418	например у	2	1
1419	составные элементы	1	1
1420	изображается в	2	1
1421	это как	1	1
1422	голова с	1	1
1423	еще сильнее	1	1
1424	же встречается	1	1
1425	земле в	1	1
1426	также и	6	1
1427	одну из	2	1
1428	не по	1	1
1429	отпевали его	1	1
1430	и многочисленные	1	1
1431	с совершенно	1	1
1432	из древнейших	2	1
1433	что смерть	1	1
1434	через которые	1	1
1435	смены времен	1	1
1436	очевидно в	1	1
1437	чем ближе	1	1
1438	есть как	1	1
1439	эти формы	1	1
1440	здесь это	2	1
1441	во второй	3	1
1442	и может	2	1
1443	характерно для	3	1
1444	чем речь	1	1
1445	же что	2	1
1446	это название	2	1
1447	и обратно	3	1
1448	стороны и	1	1
1449	до появления	1	1
1450	особенности же	1	1
1451	есть о	2	1
1452	мгновение и	1	1
1453	человека с	2	1
1454	несколько раз	1	1
1455	к которой	1	1
1456	повод для	2	1
1457	или как	1	1
1458	при всем	1	1
1459	их как	1	1
1460	именно здесь	2	1
1461	свою роль	1	1
1462	в отрыве	2	1
1463	но эту	1	1
1464	и время	1	1
1465	эта как	1	1
1466	те которые	1	1
1467	же самое	1	1
1468	явление в	3	1
1469	со своими	2	1
1470	с новым	1	1
1471	на перекрестках	1	1
1472	были и	2	1
1473	года не	1	1
1474	и много	1	1
1475	того времени	2	1
1476	мы сейчас	2	1
1477	жизни и	6	1
1478	без сомнения	1	1
1479	дается описание	1	1
1480	только после	1	1
1481	также о	1	1
1482	именно это	1	1
1483	день после	1	1
1484	сатурналий которые	1	1
1485	и всякую	1	1
1486	есть не	2	1
1487	в xvi	1	1
1488	землю это	1	1
