N	2gram	Ircho_Kome	formyVre
1304	к бытовой	1	1
1305	относящихся к	1	1
1306	первой из	2	1
1307	существующего строя	1	1
1308	земли и	2	1
1309	в город	1	1
1310	последнего периода	1	1
1311	быть не	1	1
1312	из его	6	1
1313	тех пор	2	1
1314	в современном	1	1
1315	политического деятеля	1	1
1316	развития и	1	1
1317	народа и	1	1
1318	и больше	1	1
1319	свойств и	1	1
1320	совпадают с	1	1
1321	не меньше	1	1
1322	в низком	1	1
1323	не попали	1	1
1324	и наиболее	1	1
1325	новое время	3	1
1326	у других	4	1
1327	творчества от	1	1
1328	бытовой комедии	1	1
1329	в комическом	1	1
1330	сюжетов и	1	1
1331	связанной с	1	1
1332	он дает	1	1
1333	автора в	1	1
1334	служит не	1	1
1335	несравненно меньше	1	1
1336	время этой	1	1
1337	нравов и	1	1
1338	в делах	1	1
1339	которые его	1	1
1340	дано было	1	1
1341	от которой	2	1
1342	что действия	1	1
1343	в самую	1	1
1344	этим сочетанием	1	1
1345	конца и	1	1
1346	близок к	1	1
1347	которой можно	1	1
1348	счет в	1	1
1349	следующий год	1	1
1350	бы известное	1	1
1351	общества в	1	1
1352	людей с	1	1
1353	к миру	1	1
1354	на этот	5	1
1355	содержанию и	2	1
1356	в государственных	1	1
1357	дому чтобы	1	1
1358	всего к	1	1
1359	в народном	7	1
1360	этого же	1	1
1361	первоначальные формы	1	1
1362	войны в	4	1
1363	ряд моментов	1	1
1364	и глава	1	1
1365	в год	1	1
1366	к полному	1	1
1367	стороны он	1	1
1368	а вместе	1	1
1369	его военные	1	1
1370	собой на	1	1
1371	высоких материях	1	1
1372	себе вполне	1	1
1373	вместе со	1	1
1374	этот отрывок	2	1
1375	в любви	2	1
1376	общественное значение	1	1
1377	подчиняются и	1	1
1378	французских реалистов	1	1
1379	которым он	1	1
1380	жизни от	1	1
1381	стояла в	1	1
1382	простой народ	1	1
1383	хоть и	7	1
1384	после падения	1	1
1385	но прежде	1	1
1386	же становится	1	1
1387	это был	1	1
1388	на три	1	1
1389	нас не	2	1
1390	вкладывает в	1	1
1391	второй половине	3	1
1392	трагедии в	3	1
1393	скорее можно	1	1
1394	появиться на	1	1
1395	видеть в	2	1
1396	в военных	1	1
1397	от которого	1	1
1398	одного произведения	1	1
1399	к первой	1	1
1400	происходит их	1	1
1401	только его	1	1
1402	трагедии и	1	1
1403	такое же	1	1
1404	в хронологическом	3	1
1405	о нем	1	1
1406	находились в	1	1
1407	в каком-нибудь	1	1
1408	на самом	1	1
1409	богатство и	1	1
1410	здесь достаточно	1	1
1411	сюда и	1	1
1412	с надписью	1	1
1413	из числа	6	1
1414	смысле этого	1	1
1415	слово в	1	1
1416	системы к	1	1
1417	роль играет	1	1
1418	в использовании	1	1
1419	в виде	3	1
1420	под тем	2	1
1421	затем и	2	1
1422	ее содержания	1	1
1423	полном виде	1	1
1424	сюжетных мотивов	1	1
1425	в свои	4	1
1426	три основных	1	1
1427	построенные по	1	1
1428	наших дней	1	1
1429	римской почве	1	1
1430	за этим	1	1
1431	даже на	1	1
1432	дошедший до	1	1
1433	указывает на	2	1
1434	своей функции	1	1
1435	власть в	3	1
1436	и голода	1	1
1437	в ряде	1	1
1438	и без	3	1
1439	участие в	4	1
1440	следовало бы	1	1
1441	но нельзя	1	1
1442	союз с	1	1
1443	почти до	1	1
1444	по соседству	1	1
1445	имеется в	1	1
1446	в законном	1	1
1447	с семьей	1	1
1448	и я	2	1
1449	значительную роль	1	1
1450	аристофана они	1	1
1451	из дому	1	1
1452	по условиям	1	1
1453	по его	2	1
1454	эпизод в	1	1
1455	всем законам	2	1
1456	полагать что	1	1
1457	причем и	2	1
1458	и ход	1	1
1459	применении к	1	1
1460	высшей точки	1	1
1461	путь к	2	1
1462	этих элементов	1	1
1463	или менее	2	1
1464	средние и	3	1
1465	сцене с	1	1
1466	другом случае	1	1
1467	эти же	1	1
1468	они почти	1	1
1469	и власть	1	1
1470	общественной жизни	2	1
1471	в области	3	1
1472	этих двух	1	1
1473	основе его	1	1
1474	что эти	1	1
1475	к одному	1	1
1476	сказать и	1	1
1477	в юности	1	1
1478	ко всему	2	1
1479	в эти	2	1
1480	приближающейся к	1	1
1481	за то	4	1
1482	а к	2	1
1483	действительности но	1	1
1484	встречаем мы	2	1
1485	выше и	1	1
1486	же от	1	1
1487	его произведениях	1	1
1488	начать с	1	1
1489	получили в	2	1
1490	это как	1	1
1491	так называемой	3	1
1492	от всяких	1	1
1493	в комедии	36	1
1494	однако если	1	1
1495	а из	2	1
1496	тому как	1	1
1497	не по	5	1
1498	разной степени	1	1
1499	но всегда	1	1
1500	значении для	1	1
1501	обстоит дело	1	1
1502	против нее	1	1
1503	конце концов	4	1
1504	в отношениях	1	1
1505	во второй	4	1
1506	когда он	1	1
1507	когда-то в	1	1
1508	что касается	5	1
1509	дошедших до	5	1
1510	от отца	1	1
1511	именно к	1	1
1512	свою жизнь	1	1
1513	всего его	1	1
1514	пор не	1	1
1515	вперед по	1	1
1516	от земли	1	1
1517	грани и	1	1
1518	говоря о	1	1
1519	не следует	2	1
1520	от того	3	1
1521	хотя она	1	1
1522	что из	3	1
1523	и умер	1	1
1524	на всю	3	1
1525	существенное место	1	1
1526	и самой	1	1
1527	гете и	1	1
1528	рассматривать как	1	1
1529	в отрыве	1	1
1530	по той	1	1
1531	люди не	1	1
1532	приходят в	1	1
1533	этого нет	1	1
1534	в большой	1	1
1535	человека из	1	1
1536	появление новой	1	1
1537	у самого	1	1
1538	и самого	3	1
1539	та или	1	1
1540	все больше	1	1
1541	в наибольшей	1	1
1542	начале xx	1	1
1543	этим и	2	1
1544	здесь во	1	1
1545	даже для	2	1
1546	как тот	1	1
1547	строя на	1	1
1548	дня и	1	1
1549	в общественном	1	1
1550	в высшей	1	1
1551	в характере	1	1
1552	от времени	1	1
1553	может показаться	1	1
1554	сами эти	1	1
1555	разных ее	1	1
1556	к участию	1	1
1557	в знаменитом	1	1
1558	не давали	1	1
1559	такой же	2	1
1560	в идеологии	1	1
1561	политики и	2	1
1562	была поставлена	2	1
1563	попали в	1	1
1564	на то	3	1
1565	были хорошо	1	1
1566	в создании	1	1
1567	нуждается в	2	1
1568	для характеристики	3	1
1569	от родных	1	1
1570	же это	1	1
1571	исторических условиях	1	1
1572	это в	1	1
1573	чисто внешней	1	1
1574	афины из	1	1
1575	может и	1	1
1576	которых не	2	1
1577	периода его	1	1
1578	место уже	1	1
1579	к совершенно	1	1
1580	таким же	1	1
1581	после смерти	6	1
1582	возникает не	1	1
1583	он с	1	1
1584	месте где	1	1
1585	меньше чем	2	1
