N	2gram	Bakhtin_fo	Komedia
1312	известны в	1	1
1313	но ничего	1	1
1314	мы будем	5	1
1315	все остальное	1	1
1316	принимают в	1	1
1317	на весь	1	1
1318	ей не	1	1
1319	подходе к	2	1
1320	до наших	2	1
1321	всех предыдущих	1	1
1322	свои силы	1	1
1323	время он	1	1
1324	у плутарха	1	1
1325	женится на	1	1
1326	там где	4	1
1327	и жреца	1	1
1328	п в	1	1
1329	в него	2	1
1330	он должен	2	1
1331	одного и	6	1
1332	вообще нет	1	1
1333	было с	1	1
1334	моментов в	1	1
1335	и самый	3	1
1336	и сами	1	1
1337	любви и	1	1
1338	можно только	2	1
1339	иронии и	1	1
1340	в особенности	15	1
1341	ей и	1	1
1342	себе самом	1	1
1343	всех отношениях	1	1
1344	на деле	1	1
1345	известностью в	1	1
1346	и стало	1	1
1347	в последующих	1	1
1348	на римской	1	1
1349	характерная для	1	1
1350	само слово	1	1
1351	начинается и	1	1
1352	опирается на	2	1
1353	всеми ее	1	1
1354	они и	1	1
1355	как с	1	1
1356	время для	1	1
1357	бы при	1	1
1358	появились и	1	1
1359	в самый	1	1
1360	то есть	42	1
1361	на совершенно	1	1
1362	как почти	1	1
1363	жизни а	1	1
1364	самой жизни	1	1
1365	замечательный пример	1	1
1366	те моменты	2	1
1367	других и	1	1
1368	те не	1	1
1369	смысле слова	4	1
1370	своих героев	1	1
1371	месте где	1	1
1372	вместе со	1	1
1373	временем в	4	1
1374	ведет себя	1	1
1375	ряд с	1	1
1376	всех других	1	1
1377	здесь он	1	1
1378	судьба но	2	1
1379	весь ее	1	1
1380	не оказать	1	1
1381	с бытовым	3	1
1382	находятся в	1	1
1383	он действует	2	1
1384	разного рода	2	1
1385	утверждает что	2	1
1386	с греческим	1	1
1387	переживания и	1	1
1388	термин этот	1	1
1389	и дурной	1	1
1390	бы между	1	1
1391	действий и	1	1
1392	видели как	1	1
1393	брак в	2	1
1394	деле и	1	1
1395	своих руках	1	1
1396	очень много	1	1
1397	филологов и	1	1
1398	организующим началом	1	1
1399	имеет свои	1	1
1400	такого же	1	1
1401	или непосредственно	1	1
1402	поэтому и	4	1
1403	стран и	1	1
1404	образа сократа	1	1
1405	тон в	1	1
1406	нам в	1	1
1407	сюжета и	2	1
1408	все то	2	1
1409	двух сторон	1	1
1410	семейная жизнь	1	1
1411	приобретает в	1	1
1412	самим собой	2	1
1413	у повара	1	1
1414	сил и	1	1
1415	обходится без	1	1
1416	и вперед	1	1
1417	когда дело	1	1
1418	мы остановимся	1	1
1419	о своей	2	1
1420	а само	1	1
1421	друзья его	1	1
1422	человека как	1	1
1423	и действительно	1	1
1424	подсмотреть и	1	1
1425	к будущему	3	1
1426	героев и	5	1
1427	говорить в	1	1
1428	можно назвать	2	1
1429	даже со	1	1
1430	борьбе и	1	1
1431	пор еще	1	1
1432	самый характер	1	1
1433	и они	4	1
1434	и шире	2	1
1435	прямое отношение	2	1
1436	которые могут	1	1
1437	опубликовать в	1	1
1438	и iv	1	1
1439	этим в	2	1
1440	и абсолютно	1	1
1441	правда не	2	1
1442	становится ясным	1	1
1443	может не	1	1
1444	в сравнительно	1	1
1445	данном случае	2	1
1446	страсти и	1	1
1447	эта борьба	1	1
1448	в родном	1	1
1449	при всех	1	1
1450	бы себя	1	1
1451	и материальной	1	1
1452	этот образ	2	1
1453	говорить и	1	1
1454	на каждом	1	1
1455	на своем	1	1
1456	тем чем	1	1
1457	следующий год	1	1
1458	огромную роль	1	1
1459	к какой	1	1
1460	ее характер	1	1
1461	того на	1	1
1462	такое положение	1	1
1463	все они	4	1
1464	есть все	1	1
1465	речей и	1	1
1466	ни к	3	1
1467	образом все	1	1
1468	то он	1	1
1469	типов но	1	1
1470	этот день	1	1
1471	была найдена	1	1
1472	о последней	1	1
1473	вернемся к	2	1
1474	своей собственной	3	1
1475	и самой	1	1
1476	в очень	1	1
1477	дошедшие до	1	1
1478	не имеют	4	1
1479	около двух	1	1
1480	этой традиции	1	1
1481	то были	1	1
1482	очень характерен	1	1
1483	со всех	2	1
1484	к бытовой	1	1
1485	мне больше	1	1
1486	нет даже	1	1
1487	в значительной	3	1
1488	судьбы здесь	2	1
1489	на друга	4	1
1490	существующего строя	1	1
1491	на основе	5	1
1492	здесь дается	3	1
1493	рассматривать как	1	1
1494	до старости	1	1
1495	и тогда	1	1
1496	тот и	1	1
1497	политического деятеля	1	1
1498	в образах	1	1
1499	с большой	3	1
1500	свойств и	1	1
1501	эти произведения	1	1
1502	всего на	1	1
1503	и лишь	1	1
1504	не могло	5	1
1505	значение для	3	1
1506	в низком	1	1
1507	он хочет	1	1
1508	несколько примеров	1	1
1509	черты и	1	1
1510	не попали	1	1
1511	от других	1	1
1512	речь на	1	1
1513	он по	1	1
1514	творчества от	1	1
1515	взгляда на	1	1
1516	в совершенно	3	1
1517	при помощи	1	1
1518	их между	1	1
1519	своей социальной	1	1
1520	руки и	1	1
1521	является источником	1	1
1522	нигде в	2	1
1523	им в	1	1
1524	но без	1	1
1525	это же	1	1
1526	не употребляет	1	1
1527	о таких	1	1
1528	ею на	1	1
1529	частная собственность	1	1
1530	не знающий	1	1
1531	время этой	1	1
1532	осла и	2	1
1533	может послужить	1	1
1534	и быта	1	1
1535	его художественного	1	1
1536	проявляется в	1	1
1537	пародия на	1	1
1538	этого нет	1	1
1539	еще вернемся	3	1
1540	бытовой комедии	1	1
1541	что действия	1	1
1542	начиная с	1	1
1543	в самую	1	1
1544	этим сочетанием	1	1
1545	историческая действительность	2	1
1546	произведения и	1	1
1547	и возрождения	1	1
1548	основа всего	1	1
1549	от государства	1	1
1550	счет в	1	1
1551	как комедию	1	1
1552	бы известное	1	1
1553	себя самого	1	1
1554	композиционного характера	1	1
1555	он может	1	1
1556	него самого	1	1
1557	быта в	1	1
1558	эпохи возрождения	2	1
1559	в государственных	1	1
1560	дому чтобы	1	1
1561	этого слова	2	1
1562	этом свидетельствует	1	1
1563	всего к	1	1
1564	толчок к	1	1
1565	и приходят	1	1
1566	этого же	1	1
1567	для этих	1	1
1568	появляется в	1	1
1569	из него	1	1
1570	и глава	1	1
1571	в год	1	1
1572	к полному	1	1
1573	мы еще	5	1
1574	в настоящее	1	1
1575	нее и	1	1
1576	особый характер	1	1
1577	точку зрения	3	1
1578	внешнее и	2	1
1579	собой на	1	1
1580	или другой	1	1
1581	его можно	1	1
1582	человеческую жизнь	4	1
1583	и каждый	2	1
1584	это новое	2	1
1585	на время	1	1
1586	жизни но	7	1
1587	на поверхность	1	1
1588	самое слово	1	1
1589	в кн	1	1
1590	высоких материях	1	1
1591	не знают	1	1
1592	события и	1	1
1593	соображение что	1	1
1594	близок к	1	1
1595	в эллинистической	3	1
1596	достоинства и	1	1
1597	литературе нового	1	1
1598	общественное значение	1	1
1599	попадает в	2	1
1600	то они	2	1
1601	подчиняются и	1	1
1602	французских реалистов	1	1
1603	вокруг него	1	1
1604	значение в	5	1
1605	играть роль	1	1
1606	выходит за	1	1
1607	на дорогу	1	1
1608	ему что	1	1
1609	мог быть	1	1
1610	стояла в	1	1
1611	простой народ	1	1
1612	первая встреча	4	1
1613	его мать	1	1
1614	стороны мы	1	1
1615	для нового	2	1
1616	ни с	3	1
1617	протяжении полутора	1	1
1618	борьба и	2	1
1619	всех сторон	2	1
1620	и того	7	1
1621	для всякого	1	1
1622	одна и	2	1
1623	дали и	1	1
1624	содержанием это	1	1
1625	дальнейшим развитием	2	1
1626	нас здесь	1	1
1627	культуры в	1	1
1628	игра с	4	1
1629	происходит их	1	1
1630	находились в	1	1
1631	лишь только	1	1
1632	как у	2	1
1633	на самом	1	1
1634	свойств человека	1	1
1635	ее содержания	1	1
1636	он становится	2	1
1637	он же	1	1
1638	римской почве	1	1
1639	кто бы	1	1
1640	с надписью	1	1
1641	разных ее	1	1
1642	смысле этого	1	1
1643	быть лишь	2	1
1644	очень важный	3	1
1645	литературу и	2	1
1646	в использовании	1	1
1647	в русском	1	1
1648	особое значение	2	1
1649	его реальной	1	1
1650	в ином	1	1
1651	это отношение	1	1
1652	времени потому	1	1
1653	сказать не	1	1
1654	непосредственно в	1	1
1655	ко второму	1	1
1656	со свадьбой	1	1
1657	говорил он	1	1
1658	полном виде	1	1
1659	и подслушать	2	1
1660	сюжетных мотивов	1	1
1661	родился в	1	1
1662	жизни это	2	1
1663	дом к	1	1
1664	построенные по	1	1
1665	чтобы найти	1	1
1666	наших дней	1	1
1667	что уже	1	1
1668	что будет	1	1
1669	дело в	3	1
1670	та же	4	1
1671	здесь также	2	1
1672	себя а	1	1
1673	виду что	2	1
1674	этих условиях	2	1
1675	и новых	1	1
1676	времени уже	1	1
1677	сама по	1	1
1678	словом и	2	1
1679	навлекает на	1	1
1680	выйти на	1	1
1681	мира а	1	1
1682	что этот	1	1
1683	все вопросы	1	1
1684	игры случая	1	1
1685	и последующих	1	1
1686	женщины и	1	1
1687	могла быть	1	1
1688	союз с	1	1
1689	или даже	1	1
1690	в атмосферу	1	1
1691	имеется в	1	1
1692	мира и	6	1
1693	своего молодого	1	1
1694	на одном	1	1
1695	значительную роль	1	1
1696	эпизод в	1	1
1697	та или	1	1
1698	и художественного	3	1
1699	в условиях	8	1
1700	но уже	1	1
1701	были хорошо	1	1
1702	для нашей	1	1
1703	бы совершенно	2	1
1704	этих элементов	1	1
1705	его же	1	1
1706	ему как	1	1
1707	более тонкой	1	1
1708	чем раньше	1	1
1709	уже за	2	1
1710	а так	1	1
1711	к самой	1	1
1712	как все	1	1
1713	гл x	1	1
1714	сцене с	1	1
1715	и гибнет	1	1
1716	но конечно	3	1
1717	и власть	1	1
1718	основе его	1	1
1719	буквальном смысле	2	1
1720	обычно в	2	1
1721	и внутреннее	3	1
1722	мира как	1	1
1723	приближающейся к	1	1
1724	только к	3	1
1725	как ни	1	1
1726	эпизоде с	4	1
1727	испытания в	1	1
1728	первоначальные формы	1	1
1729	каждая из	1	1
1730	который был	1	1
1731	начать с	1	1
1732	потребность в	1	1
1733	раз не	1	1
1734	после стольких	1	1
1735	и почти	2	1
1736	ни один	2	1
1737	и ни	1	1
1738	также и	6	1
1739	и образов	2	1
1740	в поздних	1	1
1741	но всегда	1	1
1742	части и	1	1
1743	с совершенно	1	1
1744	это случается	1	1
1745	важную роль	1	1
1746	мы должны	2	1
1747	в искусстве	1	1
1748	быть и	4	1
1749	когда-то в	1	1
1750	в прошлом	3	1
1751	более двадцати	1	1
1752	вперед по	1	1
1753	в пути	1	1
1754	говоря о	1	1
1755	ним не	1	1
1756	но вместе	1	1
1757	и римской	1	1
1758	хотя она	1	1
1759	и умер	1	1
1760	как то	1	1
1761	в идеологии	1	1
1762	уже знаем	1	1
1763	и всех	2	1
1764	существенное место	1	1
1765	его происхождение	1	1
1766	люди не	1	1
1767	времени с	3	1
1768	приходят в	1	1
1769	как их	2	1
1770	какой мы	1	1
1771	в большой	1	1
1772	которой можно	1	1
1773	во многом	2	1
1774	как для	1	1
1775	в понимании	1	1
1776	не осталось	2	1
1777	в наибольшей	1	1
1778	забывать что	1	1
1779	начале xx	1	1
1780	можно сказать	2	1
1781	диалога с	1	1
1782	и кончая	2	1
1783	этом и	1	1
1784	их то	1	1
1785	по аналогии	2	1
1786	в людях	1	1
1787	миф о	1	1
1788	к участию	1	1
1789	основные положения	2	1
1790	традиции на	2	1
1791	или иной	4	1
1792	времени у	1	1
1793	частности с	2	1
1794	происходит в	2	1
1795	и прежде	4	1
1796	попали в	1	1
1797	здесь все	2	1
1798	этого понятия	1	1
1799	же это	1	1
1800	исторических условиях	1	1
1801	человек не	1	1
1802	афины из	1	1
1803	ведь и	1	1
1804	место уже	1	1
1805	природой и	1	1
1806	как встреча	2	1
1807	и ничего	1	1
1808	возникает не	1	1
1809	эпохи и	1	1
1810	в римских	1	1
1811	не можем	1	1
1812	себе и	4	1
1813	и наконец	6	1
1814	русском переводе	1	1
1815	образов и	1	1
1816	домашнего обихода	1	1
1817	автора и	4	1
1818	жизнь или	1	1
1819	момент его	2	1
1820	у великих	1	1
