N	2gram	Losev_Prob	Vvedenie
1302	во время	3	1
1303	ведь и	1	1
1304	остановиться на	1	1
1305	та или	4	1
1306	только потому	3	1
1307	и после	2	1
1308	воплощений с	1	1
1309	для этой	1	1
1310	и входит	1	1
1311	а главное	1	1
1312	д для	1	1
1313	чтобы не	2	1
1314	слишком мало	1	1
1315	именно это	1	1
1316	то или	5	1
1317	о связи	1	1
1318	в самой	4	1
1319	с идеей	1	1
1320	она действительно	1	1
1321	в настоящее	4	1
1322	имеет значение	6	1
1323	виде потому	1	1
1324	уже более	1	1
1325	понятия и	2	1
1326	нас и	2	1
1327	и особенно	3	1
1328	понимает под	2	1
1329	далеко выходящее	1	1
1330	что об	1	1
1331	тот же	1	1
1332	что на	2	1
1333	не то	2	1
1334	в заключение	5	1
1335	слова и	3	1
1336	действительно в	1	1
1337	идея которая	1	1
1338	в первой	1	1
1339	но поскольку	1	1
1340	это особенно	1	1
1341	вся эта	3	1
1342	никак не	13	1
1343	с каким	1	1
1344	о ней	3	1
1345	и самый	3	1
1346	вернуться к	2	1
1347	он действительно	1	1
1348	и ничего	1	1
1349	что понятие	4	1
1350	данным словом	1	1
1351	нечто иное	4	1
