N	2gram	Propp_Isto	Mirosoze
1324	ли в	1	1
1325	в гневе	1	1
1326	что вся	1	1
1327	враждебное отношение	1	1
1328	которой мы	1	1
1329	в целом	4	1
1330	в лице	2	1
1331	идет он	2	1
1332	и наконец	1	1
1333	что на	6	1
1334	вплоть до	2	1
1335	говорит не	2	1
1336	кто это	1	1
1337	пребывают на	1	1
1338	такие явления	1	1
1339	можно только	3	1
