N	2gram	Potebnia_M	DiskursI
1314	как предмет	2	1
1315	в понимании	1	1
1316	связано с	2	1
1317	слово стремится	1	1
1318	ее содержание	1	1
1319	не дробится	1	1
1320	только потому	8	1
1321	связанных между	1	1
1322	виду как	1	1
1323	сторону от	1	1
1324	тот же	2	1
1325	на некоторое	1	1
1326	внешнее и	1	1
1327	но пусть	1	1
1328	человека но	1	1
1329	он должен	2	1
1330	в обстоятельствах	1	1
1331	и каждый	1	1
1332	каждом шагу	1	1
1333	сам этот	1	1
1334	читатель может	1	1
1335	возможность не	1	1
1336	как нельзя	1	1
1337	жизнь своего	1	1
1338	представления как	1	1
1339	новый и	1	1
1340	мысли а	5	1
1341	то они	1	1
1342	стоит на	1	1
1343	уже известное	1	1
1344	эстетическом значении	1	1
1345	содержания а	2	1
1346	ничем не	1	1
1347	так как	20	1
1348	зависит и	1	1
1349	только по	5	1
1350	не во	1	1
1351	этот процесс	1	1
1352	без них	2	1
1353	в поэзии	4	1
1354	нас не	1	1
1355	этого она	1	1
1356	второй половине	1	1
1357	в общих	2	1
1358	и за	1	1
1359	который бы	1	1
1360	от мира	1	1
1361	о человеческой	1	1
1362	сколько от	2	1
1363	же речь	1	1
1364	при самом	1	1
1365	понятно что	1	1
1366	а слово	3	1
1367	чтобы сообщить	1	1
1368	сказать от	1	1
1369	заключающие в	1	1
1370	легко заметить	1	1
1371	что одно	3	1
1372	мы сами	1	1
1373	видя в	1	1
1374	с сущностью	1	1
1375	случае его	1	1
1376	для нас	40	1
1377	а предмет	1	1
1378	выражению как	1	1
1379	из своих	1	1
1380	на самом	4	1
1381	что каждый	1	1
1382	из всякого	1	1
1383	и второе	1	1
1384	им с	1	1
1385	есть акт	2	1
1386	слово в	6	1
1387	слова а	1	1
1388	о ее	1	1
1389	однако она	1	1
1390	таком случае	2	1
1391	основана на	1	1
1392	не связано	1	1
1393	быть признано	1	1
1394	том в	1	1
1395	данная мысль	1	1
1396	в виде	3	1
1397	от своих	4	1
1398	же именно	1	1
1399	сущность явлений	1	1
1400	но с	1	1
1401	в таких	4	1
1402	это слово	6	1
1403	ее нельзя	1	1
1404	от друга	2	1
1405	от всех	1	1
1406	жизни это	1	1
1407	этого не	3	1
1408	что к	2	1
1409	согласно с	4	1
1410	остается и	1	1
1411	мир здесь	1	1
1412	не иметь	1	1
1413	же в	3	1
1414	от глаз	1	1
1415	их влияния	1	1
1416	и тому	1	1
1417	с ясно	1	1
1418	о жизни	1	1
1419	сознания но	1	1
1420	себе в	2	1
1421	же будет	1	1
1422	для науки	1	1
1423	в нашей	1	1
1424	в ряде	1	1
1425	что этот	2	1
1426	положения что	1	1
1427	помнить что	1	1
1428	если и	2	1
1429	говорят о	1	1
1430	напротив они	1	1
1431	значение здесь	1	1
1432	противном случае	1	1
1433	равнодушие к	1	1
1434	и со	1	1
1435	и могут	1	1
1436	и я	3	1
1437	остановимся на	1	1
1438	другого как	1	1
1439	из массы	2	1
1440	бы мы	2	1
1441	и художественного	1	1
1442	по самой	1	1
1443	создал ее	1	1
1444	знания которое	1	1
1445	мысль об	3	1
1446	о различии	1	1
1447	их имена	1	1
1448	должен быть	1	1
1449	и таким	1	1
1450	целого и	1	1
1451	если не	6	1
1452	мысли в	2	1
1453	не все	5	1
1454	смерти и	1	1
1455	как слово	4	1
1456	человека к	1	1
1457	еще до	3	1
1458	всю совокупность	2	1
1459	предположить что	4	1
1460	искать в	1	1
1461	так некоторые	1	1
1462	и эти	1	1
1463	за то	1	1
1464	и других	3	1
1465	же с	7	1
1466	в прямой	1	1
1467	и реального	1	1
1468	такие же	2	1
1469	внутреннее единство	2	1
1470	природу то	1	1
1471	как сам	1	1
1472	выше может	1	1
1473	не могу	1	1
1474	на мысль	7	1
1475	в обыкновенной	1	1
1476	вела к	1	1
1477	здесь только	4	1
1478	однако если	1	1
1479	чем то	1	1
1480	следует помнить	1	1
1481	бы назвать	1	1
1482	сам в	1	1
1483	но столь	1	1
1484	не исчерпывают	2	1
1485	субъекта и	1	1
1486	своим историческим	1	1
1487	всяком новом	1	1
1488	говорить не	1	1
1489	независимо от	10	1
1490	отделен от	1	1
1491	с языком	3	1
1492	в искусстве	6	1
1493	своего мира	1	1
1494	на меня	1	1
1495	но язык	2	1
1496	или иначе	1	1
1497	от того	10	1
1498	действительности а	1	1
1499	стало быть	4	1
1500	этих случаях	1	1
1501	слова или	1	1
1502	думать что	6	1
1503	с двумя	1	1
1504	мыслью и	1	1
1505	развивается в	1	1
1506	случае для	1	1
1507	ведь мы	1	1
1508	первоначально не	1	1
1509	сказано выше	1	1
1510	меня то	2	1
1511	это знание	1	1
1512	как выражение	1	1
1513	и б	2	1
1514	слова но	3	1
1515	формы его	1	1
1516	вполне определенного	1	1
1517	актом мышления	1	1
1518	отдельного лица	1	1
1519	понятия о	6	1
1520	само становится	1	1
1521	другому в	1	1
1522	но представляет	1	1
1523	для такого	1	1
1524	нас самих	1	1
1525	которые в	1	1
1526	художественного произведения	6	1
1527	не можем	8	1
1528	своими глазами	1	1
1529	в нераздельное	1	1
1530	ее из	1	1
1531	не отделен	1	1
1532	сознании в	1	1
1533	предметом и	2	1
1534	с действием	1	1
1535	нет как	1	1
1536	в словаре	1	1
1537	на каждом	1	1
1538	в сознании	36	1
1539	только после	1	1
1540	можно утверждать	1	1
1541	чем та	1	1
1542	на всем	1	1
1543	или короче	1	1
1544	в разговоре	2	1
1545	говорит не	1	1
1546	важную роль	1	1
1547	в самых	1	1
1548	и постепенно	1	1
1549	таким же	2	1
1550	и оно	3	1
1551	своей личной	1	1
1552	себе а	4	1
1553	и сами	2	1
1554	или точнее	1	1
1555	и слишком	1	1
1556	как для	1	1
1557	их отношении	1	1
1558	с соответствующими	1	1
1559	в известной	3	1
1560	иное как	1	1
1561	слово имеет	2	1
1562	анекдот про	1	1
