N	2gram	Bakhtin_fo	slovoVRo
1287	далек от	1	1
1288	и разных	1	1
1289	представлены все	1	1
1290	говорить и	1	1
1291	он по	1	1
1292	быть конечно	2	1
1293	и глубоких	1	1
1294	глубину и	1	1
1295	к другому	2	1
1296	напряженной жизнью	1	1
1297	связанного с	1	1
1298	полемически противопоставлена	1	1
1299	нем нет	2	1
1300	в самый	1	1
1301	на совершенно	1	1
1302	др здесь	1	1
1303	в больших	1	1
1304	смерти в	3	1
1305	иногда прямо	1	1
1306	на одном	1	1
1307	от различных	2	1
1308	и воплощены	1	1
1309	произведения которое	1	1
1310	всякого рода	3	1
1311	самом и	1	1
1312	его продолжение	1	1
1313	особенности в	2	1
1314	их словесного	1	1
1315	эта точка	1	1
1316	каждый из	2	1
1317	нет ничего	4	1
1318	форм в	2	1
1319	всего они	1	1
1320	важен не	1	1
1321	образы людей	2	1
1322	и выражений	1	1
1323	одного и	6	1
1324	политического человека	1	1
1325	речей и	1	1
1326	сам он	1	1
1327	смыслом и	1	1
1328	то он	1	1
1329	типов но	1	1
1330	здесь конечно	2	1
1331	на этой	4	1
1332	не существует	1	1
1333	и было	4	1
1334	сразу в	1	1
1335	выработанные и	1	1
1336	моменты и	2	1
1337	и существенном	1	1
1338	этой почве	1	1
1339	далее и	1	1
1340	моментах и	1	1
1341	что мы	2	1
1342	в очень	1	1
1343	совершенно иной	3	1
1344	дошедшие до	1	1
1345	не имеют	4	1
1346	раз и	3	1
1347	имеют громадное	1	1
1348	этой традиции	1	1
1349	и выше	1	1
1350	заключены в	1	1
1351	становится лишь	1	1
1352	тотчас же	1	1
1353	гриммельсхаузена у	1	1
1354	бы вовсе	2	1
1355	идеологически не	1	1
1356	начиная от	3	1
1357	представления о	1	1
1358	всего этого	3	1
1359	не изображается	1	1
1360	в нескольких	1	1
1361	и место	1	1
1362	уже помимо	1	1
1363	на друга	4	1
1364	особенности же	1	1
1365	не находя	1	1
1366	всех последующих	2	1
1367	по самому	3	1
1368	чем они	3	1
1369	он часто	1	1
1370	этому миру	1	1
1371	форм к	1	1
1372	до его	1	1
1373	переходим ко	1	1
1374	как окончательный	1	1
1375	свое организующее	1	1
1376	и верности	3	1
1377	с другим	1	1
1378	м б	1	1
1379	которыми он	3	1
1380	неизменной на	1	1
1381	построение образа	1	1
1382	пространстве и	5	1
1383	в этот	5	1
1384	все снова	1	1
1385	характер в	2	1
1386	оно служит	1	1
1387	с рабле	1	1
1388	нашем случае	1	1
1389	в образах	1	1
1390	условности и	2	1
1391	чтобы придать	1	1
1392	для нее	1	1
1393	между двумя	6	1
1394	только один	2	1
1395	и самостоятельное	1	1
1396	увидим что	1	1
1397	выработанных в	1	1
1398	снова и	1	1
1399	здоровья и	1	1
1400	наконец такие	1	1
1401	также в	1	1
1402	в письмах	1	1
1403	эпохи но	1	1
1404	и наиболее	1	1
1405	них более	1	1
1406	зрения другого	3	1
1407	числе и	4	1
1408	определяются именно	1	1
1409	которого на	1	1
1410	эти противоречия	1	1
1411	времени и	10	1
1412	более и	2	1
1413	для своей	2	1
1414	и композиционные	1	1
1415	его по	1	1
1416	а только	2	1
1417	не знающий	1	1
1418	друга и	1	1
1419	здесь по	1	1
1420	романе с	2	1
1421	и пантагрюэль	1	1
1422	и существенного	2	1
1423	литературы в	3	1
1424	месте и	1	1
1425	жизни на	2	1
1426	эти жанровые	1	1
1427	за тридевять	1	1
1428	на немой	1	1
1429	у гриммельсхаузена	1	1
1430	принимает иной	1	1
1431	замкнутость и	1	1
1432	которого еще	2	1
1433	книгу и	1	1
1434	слову и	1	1
1435	этом новом	1	1
1436	в последующей	5	1
1437	друг на	4	1
1438	здесь от	1	1
1439	авантюрном романе	2	1
1440	роман еще	1	1
1441	имеем в	3	1
1442	этого мира	5	1
1443	процесс и	1	1
1444	значение во	1	1
1445	как на	2	1
1446	на те	1	1
1447	может послужить	1	1
1448	их значение	1	1
1449	нами явлениях	1	1
1450	литературных форм	1	1
1451	они дают	1	1
1452	разные виды	1	1
1453	его целом	2	1
1454	с отрицательным	1	1
1455	и лживых	1	1
1456	и широко	1	1
1457	романа вовсе	1	1
1458	ним но	2	1
1459	вернуться к	2	1
1460	всей жизни	2	1
1461	словами и	1	1
1462	он так	2	1
1463	для последующего	1	1
1464	у августина	1	1
1465	его стиль	1	1
1466	почве мы	2	1
1467	затем в	3	1
1468	для всей	1	1
1469	она ни	3	1
1470	начиная с	1	1
1471	наконец необходимо	1	1
1472	места для	2	1
1473	самого героя	1	1
1474	знающего только	1	1
1475	оно стало	1	1
1476	план но	1	1
1477	для изучения	1	1
1478	и косвенной	1	1
1479	форма и	1	1
1480	веселый и	1	1
1481	мир этих	1	1
1482	с нею	2	1
1483	в реальном	2	1
1484	находится в	3	1
1485	частности в	1	1
1486	и определяющих	1	1
1487	слова он	1	1
1488	есть по	1	1
1489	стороны оно	1	1
1490	и вступает	1	1
1491	как все	1	1
1492	а это	1	1
1493	его прямой	1	1
1494	романа становится	1	1
1495	на этот	1	1
1496	действительности и	1	1
1497	характерное для	2	1
1498	быта в	1	1
1499	особо отметить	1	1
1500	конкретное единство	1	1
1501	и освобождения	1	1
1502	нельзя забывать	1	1
1503	героев это	1	1
1504	поэтому все	3	1
1505	как во	1	1
1506	поступков и	1	1
1507	реального мира	1	1
1508	и внутренняя	1	1
1509	и объединения	1	1
1510	в особой	1	1
1511	он сам	2	1
1512	для этих	1	1
1513	от них	1	1
1514	были представителями	1	1
1515	где бы	1	1
1516	что даже	2	1
1517	отчасти уже	1	1
1518	ряд моментов	1	1
1519	романа разнообразно	1	1
1520	внутреннего человека	2	1
1521	были слишком	1	1
1522	и после	1	1
1523	и совершается	1	1
1524	для этой	1	1
1525	эпохи то	1	1
1526	с подробно	1	1
1527	них у	1	1
1528	к полному	1	1
1529	где все	1	1
1530	романа он	1	1
1531	и сильно	1	1
1532	мы еще	5	1
1533	в самой	3	1
1534	при изображении	4	1
1535	особый характер	1	1
1536	и автобиографии	1	1
1537	такие типы	1	1
1538	тот же	4	1
1539	в заключение	1	1
1540	и самых	1	1
1541	его можно	1	1
1542	не имеющих	1	1
1543	человека но	1	1
1544	гораздо более	1	1
1545	с исключительной	3	1
1546	мы коснулись	1	1
1547	широко пользуется	1	1
1548	смысле и	1	1
1549	условного и	1	1
1550	совершается это	1	1
1551	это новое	2	1
1552	формы к	1	1
1553	разные эпохи	1	1
1554	как часто	1	1
1555	свои силы	1	1
1556	лишь там	1	1
1557	строится на	1	1
1558	отвлекаемся здесь	1	1
1559	и романные	1	1
1560	этого и	1	1
1561	у золя	1	1
1562	для осознания	1	1
1563	развитии романа	1	1
1564	она имеет	1	1
1565	для раскрытия	4	1
1566	в самую	1	1
1567	античной биографии	1	1
1568	не принадлежат	1	1
1569	и автобиографических	1	1
1570	романный жанр	1	1
1571	попадает в	2	1
1572	и шире	2	1
1573	не зная	2	1
1574	касаемся здесь	2	1
1575	кризисом и	1	1
1576	в сатирах	2	1
1577	целом каково	1	1
1578	но на	4	1
1579	значение может	1	1
1580	этого чужого	1	1
1581	в плутовском	1	1
1582	и получает	1	1
1583	том числе	7	1
1584	времени вне	1	1
1585	социальной и	1	1
1586	таков первый	1	1
1587	ведь для	1	1
1588	вторгается в	1	1
1589	един и	1	1
1590	различных разновидностей	1	1
1591	сосредоточенность на	1	1
1592	ничем не	1	1
1593	страданиями и	1	1
1594	почвой для	1	1
1595	мир в	6	1
1596	рода и	1	1
1597	а наоборот	1	1
1598	иной характер	2	1
1599	и события	3	1
1600	от нормального	1	1
1601	для восприятия	2	1
1602	вокруг этого	1	1
1603	здесь нет	3	1
1604	определенное освещение	1	1
1605	построении романа	1	1
1606	и всей	2	1
1607	героев например	1	1
1608	жизни так	1	1
1609	борьба и	2	1
1610	характерно слияние	1	1
1611	так называемые	1	1
1612	глубокий и	2	1
1613	имеют в	1	1
1614	подвергается здесь	1	1
1615	тридевять земель	1	1
1616	и кончая	2	1
1617	его испытание	1	1
1618	в первый	1	1
1619	лицемерие и	1	1
1620	собой в	1	1
1621	и вот	2	1
1622	их особенно	1	1
1623	решающее значение	1	1
1624	бы друг	1	1
1625	не лежит	1	1
1626	его моменты	1	1
1627	притом не	1	1
1628	этого целого	2	1
1629	в состоянии	1	1
1630	чужим миром	1	1
1631	связи между	2	1
1632	в xviii	1	1
1633	в указанном	1	1
1634	в окружающем	1	1
1635	первый раз	1	1
1636	для всякого	1	1
1637	он становится	2	1
1638	биография и	2	1
1639	кризиса и	2	1
1640	мы имеем	2	1
1641	нет места	1	1
1642	в исторических	2	1
1643	своей социальной	1	1
1644	идет о	2	1
1645	всецело определяется	1	1
1646	дальнейшим развитием	2	1
1647	романа во	2	1
1648	входит как	1	1
1649	проявляется в	1	1
1650	рядом со	1	1
1651	его лежит	1	1
1652	бы на	1	1
1653	в определенном	3	1
1654	него самого	1	1
1655	романе конечно	1	1
1656	на развитие	5	1
1657	он и	1	1
1658	связей и	1	1
1659	иногда очень	3	1
1660	себя самого	1	1
1661	души и	1	1
1662	в формах	1	1
1663	основе этих	1	1
1664	значение его	1	1
1665	ничего что	1	1
1666	аналогии с	1	1
1667	этой игры	1	1
1668	благородный человек	1	1
1669	письмом и	1	1
1670	где он	2	1
1671	и через	1	1
1672	и строго	1	1
1673	трудно найти	1	1
1674	которая является	1	1
1675	форм человеческого	1	1
1676	для своего	2	1
1677	биографии и	1	1
1678	также имеет	1	1
1679	них до	1	1
1680	к определенному	1	1
1681	всегда является	1	1
1682	всех других	1	1
1683	в новелле	1	1
1684	на одной	2	1
1685	в немецкой	1	1
1686	это именно	1	1
1687	и сочетает	1	1
1688	повернутого к	1	1
1689	единство человека	3	1
1690	xvii и	1	1
1691	возрождения и	1	1
1692	и художественное	1	1
1693	в движение	3	1
1694	участие в	1	1
1695	др не	1	1
1696	на призванность	1	1
1697	наше внимание	1	1
1698	и перерождением	1	1
1699	право говорить	1	1
1700	в русском	1	1
1701	для его	1	1
1702	ибо оно	1	1
1703	и политического	1	1
1704	все равно	1	1
1705	мы находим	2	1
1706	зрения которого	1	1
1707	и смысл	2	1
1708	есть еще	1	1
1709	и достигают	1	1
1710	в самые	1	1
1711	непосредственно в	1	1
1712	эпох в	1	1
1713	указывали что	1	1
1714	того в	2	1
1715	например при	1	1
1716	ко второму	1	1
1717	и притом	1	1
1718	у автора	1	1
1719	вес в	2	1
1720	фоном и	1	1
1721	века и	3	1
1722	говорим о	1	1
1723	и приспособленности	1	1
1724	силу и	1	1
1725	в несколько	1	1
1726	не о	2	1
1727	и некоторые	1	1
1728	из форм	1	1
1729	в свои	1	1
1730	индивидуального человека	1	1
1731	все ее	3	1
1732	как по	2	1
1733	прежде чем	3	1
1734	этого произведения	2	1
1735	начала в	1	1
1736	и позволяет	1	1
1737	развитие романа	1	1
1738	раскрывается в	1	1
1739	приводит не	1	1
1740	ему самому	1	1
1741	случаев жизни	1	1
1742	его действий	1	1
1743	всегда есть	1	1
1744	необходимо учесть	2	1
1745	места в	2	1
1746	романа рабле	5	1
1747	культур в	1	1
1748	и строится	1	1
1749	автора во	2	1
1750	из уст	1	1
1751	и новых	1	1
1752	последнем счете	3	1
1753	романе только	1	1
1754	в обычном	1	1
1755	чтобы быть	1	1
1756	помимо этого	1	1
1757	xvii веке	2	1
1758	плута шута	5	1
1759	распадающийся на	1	1
1760	фабльо и	1	1
1761	не бывает	1	1
1762	и существуют	1	1
1763	отметить следующее	1	1
1764	мифологическое и	1	1
1765	литературе и	1	1
1766	тип испытания	1	1
1767	подводится под	1	1
1768	настоящим и	1	1
1769	в изображении	1	1
1770	к самому	1	1
1771	лишь с	1	1
1772	и прежде	4	1
1773	и xviii	1	1
1774	нам в	1	1
1775	бытовой мир	2	1
1776	в исторический	2	1
1777	и того	7	1
1778	xx веков	1	1
1779	им и	1	1
1780	поэтому великие	1	1
1781	всего тот	1	1
1782	могла быть	1	1
1783	есть именно	2	1
1784	романа напротив	1	1
1785	резко и	2	1
1786	напротив они	2	1
1787	между прочим	1	1
1788	в мире	4	1
1789	одном из	1	1
1790	романа поэтому	1	1
1791	для изображения	1	1
1792	в ту	1	1
1793	и автобиография	2	1
1794	и характер	3	1
1795	к концу	3	1
1796	острое ощущение	1	1
1797	с процессами	1	1
1798	на нескольких	1	1
1799	вернемся к	2	1
1800	женщины и	1	1
1801	в действительной	2	1
1802	его жизни	11	1
1803	разновидности и	1	1
1804	как не	1	1
1805	об особом	1	1
1806	жанров он	1	1
1807	у романтиков	1	1
1808	автобиографии и	4	1
1809	и художественного	3	1
1810	более конкретное	1	1
1811	действии и	1	1
1812	связанный с	1	1
1813	и влияние	1	1
1814	ее значение	2	1
1815	в ином	1	1
1816	даже его	1	1
1817	себе все	1	1
1818	построения этого	1	1
1819	развития они	1	1
1820	такое значение	1	1
1821	себе и	4	1
1822	и своими	1	1
1823	и литературного	1	1
1824	плута и	1	1
1825	человек здесь	3	1
1826	раз в	4	1
1827	в уже	1	1
1828	этот смысл	1	1
1829	чем раньше	1	1
1830	целого и	2	1
1831	под влиянием	1	1
1832	играют в	1	1
1833	противопоставляется как	1	1
1834	и понимание	1	1
1835	связаны с	3	1
1836	бы в	1	1
1837	уже наличные	1	1
1838	остановимся здесь	1	1
1839	этих образов	2	1
1840	но его	1	1
1841	свой мир	1	1
1842	сохранять свое	1	1
1843	такие слова	2	1
1844	и показа	1	1
1845	чувствует себя	5	1
1846	точкой зрения	1	1
1847	себе самом	1	1
1848	в самое	1	1
1849	и xx	1	1
1850	художественный жанр	1	1
1851	чужого мира	4	1
1852	становится здесь	1	1
1853	специфические формы	2	1
1854	их не	2	1
1855	и снова	1	1
1856	которого и	1	1
1857	автобиография в	1	1
1858	характерны и	1	1
1859	приобретает новый	1	1
1860	жизнь и	4	1
1861	одну и	1	1
1862	глубоко проникнут	1	1
1863	сочетаются в	1	1
1864	тем более	4	1
1865	в скрытой	1	1
1866	к отдельным	1	1
1867	образе а	1	1
1868	этот новый	2	1
1869	он ни	2	1
1870	плутовском романе	1	1
1871	не понимающего	4	1
1872	такие же	1	1
1873	и вместо	1	1
1874	дело обстояло	1	1
1875	часто и	3	1
1876	граничащего с	1	1
1877	эмансипированной женщины	1	1
1878	может строиться	1	1
1879	достаточно назвать	1	1
1880	здесь испытание	1	1
1881	опоры и	1	1
1882	дана в	1	1
1883	сплетается с	1	1
1884	п на	1	1
1885	сословий и	1	1
1886	они становятся	1	1
1887	беседа с	2	1
1888	биологического здоровья	1	1
1889	эта полнота	1	1
1890	у марка	1	1
1891	в отдельных	2	1
1892	еще вовсе	1	1
1893	образ и	1	1
1894	из разновидностей	1	1
1895	аспекте в	1	1
1896	элемент в	1	1
1897	непосредственно после	1	1
1898	и сплошь	1	1
1899	xviii веках	1	1
1900	любовной верности	1	1
1901	и разнообразие	1	1
1902	другом и	2	1
1903	и новый	1	1
1904	сюжета и	2	1
1905	наполняется различным	1	1
1906	фальшь и	1	1
1907	этой идеи	1	1
1908	и сказал	1	1
1909	почве в	1	1
1910	для наших	1	1
1911	и образов	2	1
1912	здесь только	2	1
1913	внешние и	2	1
1914	совсем не	4	1
1915	и случаев	1	1
1916	разных эпох	2	1
1917	но всегда	1	1
1918	процессе рождения	1	1
1919	почти полностью	1	1
1920	что всякий	1	1
1921	его во	1	1
1922	больших и	2	1
1923	повторяем в	2	1
1924	на весь	1	1
1925	это плут	1	1
1926	и петроний	2	1
1927	и жанровые	1	1
1928	вокруг образа	1	1
1929	на самый	1	1
1930	героя его	1	1
1931	явления в	2	1
1932	и ограниченность	1	1
1933	ни была	2	1
1934	нам важно	2	1
1935	мы должны	2	1
1936	ее у	1	1
1937	вставные новеллы	1	1
1938	для рабле	2	1
1939	не входит	2	1
1940	новое значение	2	1
1941	в искусстве	1	1
1942	на свой	1	1
1943	оно ничего	1	1
1944	быть сведены	1	1
1945	когда он	1	1
1946	к известной	1	1
1947	здесь на	5	1
1948	гаргантюа и	2	1
1949	характерно для	2	1
1950	всеми этими	1	1
1951	но зато	1	1
1952	должны быть	2	1
1953	бытовые и	1	1
1954	за ними	3	1
1955	свою жизнь	1	1
1956	не преодолевается	1	1
1957	есть и	4	1
1958	самую гущу	1	1
1959	тех же	2	1
1960	не создают	1	1
1961	и является	2	1
1962	риме в	1	1
1963	у героя	1	1
1964	испытания на	1	1
1965	и определяет	1	1
1966	самый момент	2	1
1967	к данному	1	1
1968	и тот	2	1
1969	уже указывали	4	1
1970	различных типов	1	1
1971	быть как	1	1
1972	и бытовое	2	1
1973	когда оно	1	1
1974	романе достаточно	1	1
1975	еще в	1	1
1976	это то	2	1
1977	даже не	2	1
1978	большое значение	3	1
1979	категории в	1	1
1980	историческая и	1	1
1981	и времени	9	1
1982	исключительное значение	1	1
1983	глубине и	1	1
1984	в xix	1	1
1985	проникнуть в	1	1
1986	и начиналась	1	1
1987	миру и	2	1
1988	жанрах и	1	1
1989	их удельный	1	1
1990	поэтому для	1	1
1991	человека с	1	1
1992	и верность	1	1
1993	говорили что	1	1
1994	должны были	1	1
1995	и всех	2	1
1996	одни из	1	1
1997	так резко	1	1
1998	быту и	1	1
1999	и действует	1	1
2000	противоречивое многообразие	3	1
2001	могла бы	1	1
2002	у петрарки	1	1
2003	которых оно	1	1
2004	не сливается	1	1
2005	и особенности	1	1
2006	биографических и	1	1
2007	с большой	3	1
2008	образ праведника	1	1
2009	в отдельности	1	1
2010	и время	2	1
2011	на свет	4	1
2012	мы отвлекаемся	1	1
2013	игру с	1	1
2014	как их	2	1
2015	вступают в	3	1
2016	определенного и	1	1
2017	внешний характер	1	1
2018	героем и	1	1
2019	него и	1	1
2020	были до	1	1
2021	есть между	1	1
2022	облекается в	1	1
2023	политические и	1	1
2024	и историческое	1	1
2025	и развертывается	1	1
2026	оно должно	1	1
2027	дурака и	1	1
2028	содержанием и	1	1
2029	социальных низов	2	1
2030	большой литературы	1	1
2031	время на	1	1
2032	не завершается	1	1
2033	и ложь	1	1
2034	след в	1	1
2035	правда все	1	1
2036	определило ее	1	1
2037	но есть	1	1
2038	начале xx	1	1
2039	изучения и	1	1
2040	особенностей и	1	1
2041	и нельзя	1	1
2042	бы он	2	1
2043	этом и	1	1
2044	совершенно чужды	1	1
2045	пересекается с	3	1
2046	о других	1	1
2047	конца xviii	1	1
2048	пародийном плане	1	1
2049	особое отношение	1	1
2050	по аналогии	2	1
2051	с чем	2	1
2052	своих произведений	1	1
2053	и конкретности	1	1
2054	риторических и	1	1
2055	до наших	2	1
2056	остается все	1	1
2057	здесь для	1	1
2058	быту не	1	1
2059	в общем	1	1
2060	испытания как	1	1
2061	жанр и	1	1
2062	жизни роман	1	1
2063	этому жанру	1	1
2064	рассуждения и	1	1
2065	подходе к	2	1
2066	представлена в	1	1
2067	к полноте	1	1
2068	мира может	1	1
2069	происходит в	2	1
2070	дается описание	2	1
2071	иной раз	2	1
2072	же мы	1	1
2073	имеет существенное	3	1
2074	на место	1	1
2075	в данный	1	1
2076	они могли	1	1
2077	его к	2	1
2078	свободной и	1	1
2079	начинается это	1	1
2080	людей как	1	1
2081	форм эти	1	1
2082	все более	2	1
2083	все другие	2	1
2084	в эти	1	1
2085	романе эти	2	1
2086	испытания героев	1	1
2087	функции плута	2	1
2088	человек не	1	1
2089	но кроме	1	1
2090	об особенностях	1	1
2091	отнюдь не	7	1
2092	развитие и	1	1
2093	полным и	1	1
2094	условностью и	1	1
2095	слова связанные	1	1
2096	речи о	1	1
2097	здесь же	2	1
2098	романа так	2	1
2099	бытия в	1	1
2100	ни был	2	1
2101	идеологическим содержанием	2	1
2102	прославления или	2	1
2103	таким же	1	1
2104	образ героя	1	1
2105	морального реформатора	1	1
2106	раскрывает себя	1	1
2107	чтобы не	1	1
2108	которой мы	1	1
2109	и совершенно	3	1
2110	политического деятеля	1	1
2111	дальше в	1	1
2112	эта зона	1	1
2113	дело здесь	2	1
2114	за счет	2	1
2115	с реальным	1	1
2116	является конечно	1	1
2117	в пространстве	10	1
2118	нас это	2	1
2119	образов и	1	1
2120	то перед	1	1
2121	различным идеологическим	1	1
2122	развертывается в	1	1
2123	в каком	2	1
2124	и ничего	1	1
2125	можно только	2	1
