N	2gram	Losev_Prob	Tvorches
1302	он против	1	1
1303	то за	1	1
1304	смотреть на	2	1
1305	бунт против	1	1
1306	обнаруживает что	1	1
1307	волю бога	1	1
1308	о как	1	1
1309	он только	1	1
1310	красоте и	1	1
1311	оно было	1	1
1312	можно назвать	2	1
1313	не находим	1	1
1314	в бытность	1	1
1315	художественного творчества	10	1
1316	на восходе	1	1
1317	дела в	1	1
1318	природе и	1	1
1319	в картине	1	1
1320	и из	1	1
1321	никак не	10	1
1322	здесь он	2	1
1323	он на	1	1
1324	самой жизни	1	1
1325	поведении героев	1	1
1326	поэтому в	1	1
1327	дает и	1	1
1328	на глазах	1	1
1329	разного рода	4	1
1330	к выводу	1	1
1331	к действию	2	1
1332	разобраться в	2	1
1333	и намеренно	1	1
1334	это есть	2	1
1335	не признает	1	1
1336	и вновь	1	1
1337	и вполне	7	1
1338	и гёте	4	1
1339	за это	6	1
1340	функции в	1	1
1341	не на	1	1
1342	в единстве	1	1
1343	только еще	3	1
1344	что всегда	1	1
1345	каждый раз	2	1
1346	произведение с	1	1
1347	жизни человеческой	1	1
1348	сходно с	1	1
1349	перед соней	1	1
1350	включается в	1	1
1351	образом если	1	1
1352	человека сердце	2	1
1353	с ней	3	1
1354	в моем	1	1
1355	что угодно	1	1
1356	учения о	1	1
1357	о своей	1	1
1358	но вот	1	1
1359	гостей и	1	1
1360	космоса в	2	1
1361	обращается к	1	1
1362	трудом и	1	1
1363	но никогда	1	1
1364	к будущему	1	1
1365	прошлого настоящего	1	1
1366	из тех	3	1
1367	свой собственный	2	1
1368	и они	3	1
1369	к самым	1	1
1370	анализа в	1	1
1371	и так	3	1
1372	и просто	3	1
1373	достоевского хотя	1	1
1374	и подлинное	1	1
1375	однако сам	1	1
1376	себя и	1	1
1377	позицию и	1	1
1378	себя с	1	1
1379	который не	1	1
1380	древних греков	1	1
1381	причину этого	1	1
1382	этот образ	3	1
1383	эта последняя	2	1
1384	с начала	2	1
1385	нет в	1	1
1386	ничего общего	6	1
1387	намеков на	1	1
1388	которую она	1	1
1389	это самое	1	1
1390	зосимы в	2	1
1391	выступает как	1	1
1392	который и	2	1
1393	достоевский пишет	1	1
1394	этот мотив	4	1
1395	можно в	1	1
1396	не давая	1	1
1397	бросается в	3	1
1398	художественный образ	4	1
1399	еще и	6	1
1400	восходе солнца	1	1
1401	отличается и	1	1
1402	и довольно	2	1
1403	возможно в	1	1
1404	бы и	1	1
1405	в главе	1	1
1406	людей тот	1	1
1407	а если	4	1
1408	бы с	2	1
1409	когда мы	1	1
1410	если б	1	1
1411	тех же	1	1
1412	такую же	2	1
1413	то и	7	1
1414	да еще	1	1
1415	с нами	1	1
1416	изображения и	1	1
1417	самоутверждения и	1	1
1418	это то	1	1
1419	на друга	1	1
1420	на основе	1	1
1421	том как	2	1
1422	сравнение с	1	1
1423	не быть	1	1
1424	напомним только	1	1
1425	но лишь	1	1
1426	весьма часто	1	1
1427	из его	1	1
1428	автора так	1	1
1429	слова и	1	1
1430	в середине	2	1
1431	развития и	2	1
1432	до самых	1	1
1433	для меня	1	1
1434	гёте и	2	1
1435	с легендарным	1	1
1436	страстей и	3	1
1437	он хочет	2	1
1438	вступает в	1	1
1439	что также	1	1
1440	счете и	1	1
1441	считать общего	1	1
1442	нет никакой	6	1
1443	на картине	1	1
1444	ее с	1	1
1445	борьбу и	1	1
1446	может сделать	1	1
1447	чем не	2	1
1448	не без	1	1
1449	в древности	2	1
1450	в обоих	2	1
1451	было и	1	1
1452	образом уже	2	1
1453	состоит в	1	1
1454	это сделал	2	1
1455	не встречается	1	1
1456	имеем в	1	1
1457	на которые	1	1
1458	и а	4	1
1459	мне не	1	1
1460	создал из	1	1
1461	подавляющем большинстве	1	1
1462	в италии	1	1
1463	в убийстве	1	1
1464	заметить что	1	1
1465	них же	1	1
1466	что князь	1	1
1467	дана в	1	1
1468	ее не	1	1
1469	в трудах	1	1
1470	если мы	2	1
1471	и многих	1	1
1472	время был	1	1
1473	еще определеннее	1	1
1474	окончательно но	1	1
1475	же романе	1	1
1476	ничего кроме	1	1
1477	и платон	2	1
1478	оно стало	1	1
1479	самого в	1	1
1480	я я	1	1
1481	на первый	1	1
1482	в концепции	1	1
1483	правды и	1	1
1484	общества в	3	1
1485	его несовершенство	1	1
1486	самых последних	2	1
1487	гораздо больше	2	1
1488	в сознании	3	1
1489	л толстой	1	1
1490	этот последний	2	1
1491	впечатлений в	1	1
1492	это сделать	1	1
1493	речи с	1	1
1494	месте в	2	1
1495	в мировой	3	1
1496	только потому	1	1
1497	это произведение	3	1
1498	и для	11	1
1499	все с	1	1
1500	мир и	2	1
1501	горький в	1	1
1502	то или	1	1
1503	в самой	5	1
1504	в настоящее	7	1
1505	в трагедии	9	1
1506	толстой в	1	1
1507	они были	1	1
1508	поэтому он	1	1
1509	это новое	1	1
1510	которому он	1	1
1511	м а	1	1
1512	польский писатель	1	1
1513	творцом и	1	1
1514	такое же	1	1
1515	рабов и	1	1
1516	в более	1	1
1517	ему в	3	1
1518	к году	1	1
1519	ничем не	1	1
1520	разума и	2	1
1521	смысле что	1	1
1522	создать образ	1	1
1523	на путях	2	1
1524	они не	3	1
1525	человеком а	2	1
1526	аршине пространства	1	1
1527	в поэзии	1	1
1528	того как	5	1
1529	и уж	1	1
1530	в последней	1	1
1531	или великий	1	1
1532	сон который	1	1
1533	и тупой	1	1
1534	который бы	1	1
1535	в художественной	1	1
1536	кихота сервантеса	1	1
1537	всего мира	2	1
1538	который мог	1	1
1539	мы имеем	3	1
1540	за людей	3	1
1541	от которого	1	1
1542	которых он	1	1
1543	однако здесь	1	1
1544	и зло	1	1
1545	христианского учения	1	1
1546	настоящего и	1	1
1547	в согласии	1	1
1548	себя самого	3	1
1549	к очень	1	1
1550	для искусства	3	1
1551	совершенно не	1	1
1552	день и	1	1
1553	для нас	14	1
1554	легенде о	1	1
1555	трагедию в	1	1
1556	то самое	1	1
1557	и точно	1	1
1558	же блага	1	1
1559	в полном	1	1
1560	то мы	1	1
1561	на одной	1	1
1562	о герое	1	1
1563	чем он	1	1
1564	кто бы	1	1
1565	а все	1	1
1566	целует землю	1	1
1567	без этого	1	1
1568	все равно	1	1
1569	два примера	1	1
1570	к самой	1	1
1571	только он	1	1
1572	однако не	2	1
1573	а на	1	1
1574	гармонии и	1	1
1575	борьбу с	3	1
1576	целым и	2	1
1577	что является	1	1
1578	себе что	1	1
1579	не обладает	1	1
1580	в войне	1	1
1581	было слишком	1	1
1582	жизни это	2	1
1583	а также	8	1
1584	к которым	1	1
1585	год с	1	1
1586	который как	2	1
1587	его до	2	1
1588	и начинается	1	1
1589	и другое	6	1
1590	что сами	1	1
1591	он один	1	1
1592	превращает его	1	1
1593	вообще не	1	1
1594	только два	1	1
1595	еще далеко	1	1
1596	с той	1	1
1597	участие в	2	1
1598	в какой	5	1
1599	нас к	1	1
1600	не подлежит	1	1
1601	и вовсе	1	1
1602	есть в	6	1
1603	но по	3	1
1604	которого уже	1	1
1605	является не	2	1
1606	бы нам	1	1
1607	заслуживает особого	2	1
1608	себе я	1	1
1609	где-то в	1	1
1610	обречены на	1	1
1611	на фоне	2	1
1612	перед собой	1	1
1613	по своему	3	1
1614	страсть к	1	1
1615	как люди	2	1
1616	со своей	1	1
1617	творчество с	1	1
1618	у древних	1	1
1619	поэт и	1	1
1620	что человечество	1	1
1621	это было	2	1
1622	план романа	1	1
1623	не стал	1	1
1624	единство и	1	1
1625	его же	1	1
1626	а так	1	1
1627	тем более	2	1
1628	руки и	1	1
1629	бы это	1	1
1630	тоже есть	1	1
1631	за этой	1	1
1632	свобода и	1	1
1633	стоит и	1	1
1634	нам хотелось	3	1
1635	смысле то	1	1
1636	в г	1	1
1637	того или	3	1
1638	для романтического	1	1
1639	пессимизм и	1	1
1640	не мир	1	1
1641	что от	3	1
1642	только к	1	1
1643	одного момента	1	1
1644	силы и	2	1
1645	возвращается к	1	1
1646	выше и	1	1
1647	свои фантастические	1	1
1648	в предисловии	2	1
1649	в народе	1	1
1650	океана и	2	1
1651	это у	1	1
1652	а его	5	1
1653	должен слиться	1	1
1654	каждом из	2	1
1655	с первым	1	1
1656	этой трагедии	6	1
1657	он верит	1	1
1658	должно быть	1	1
1659	жизни человека	1	1
1660	и почти	1	1
1661	его не	3	1
1662	и ни	4	1
1663	ту или	1	1
1664	выше в	2	1
1665	всего только	1	1
1666	это для	1	1
1667	называл его	1	1
1668	мы должны	1	1
1669	своей книге	1	1
1670	с какой-нибудь	1	1
1671	не находит	2	1
1672	и настоящее	1	1
1673	не о	2	1
1674	свою жизнь	1	1
1675	а о	1	1
1676	всего его	1	1
1677	в поэме	3	1
1678	же что	1	1
1679	но такое	1	1
1680	пути и	1	1
1681	только у	1	1
1682	у кого	2	1
1683	люди его	1	1
1684	я иду	1	1
1685	веры в	1	1
1686	ему это	1	1
1687	жизнь есть	1	1
1688	людях и	1	1
1689	а каким-то	2	1
1690	этого образа	1	1
1691	социальных контрастов	1	1
1692	стало быть	1	1
1693	на всю	1	1
1694	при всем	3	1
1695	в большинстве	1	1
1696	этому поводу	4	1
1697	его а	1	1
1698	еще на	1	1
1699	на это	2	1
1700	этой теории	1	1
1701	же самое	2	1
1702	а самый	1	1
1703	золотого века	1	1
1704	него и	2	1
1705	человека из	5	1
1706	и самого	3	1
1707	или другом	1	1
1708	не верит	1	1
1709	которые в	3	1
1710	слабое сердце	1	1
1711	огромное значение	1	1
1712	это можно	2	1
1713	в библии	1	1
1714	эта картина	2	1
1715	отождествляется с	1	1
1716	в голову	1	1
1717	или иной	4	1
1718	бытия и	1	1
1719	при внимательном	1	1
1720	для своих	1	1
1721	и прежде	2	1
1722	как самого	1	1
1723	и дальше	2	1
1724	на ту	1	1
1725	в период	4	1
1726	на то	2	1
1727	право на	1	1
1728	уже чисто	1	1
1729	по законам	1	1
1730	об этой	2	1
1731	разумом и	1	1
1732	мы видели	2	1
1733	которая дана	1	1
1734	и сердце	1	1
1735	людей как	1	1
1736	в эти	1	1
1737	тут-то и	2	1
1738	было по	1	1
1739	является ли	1	1
1740	само собой	3	1
1741	и самый	1	1
1742	искусство в	1	1
1743	светлый и	1	1
1744	все такие	1	1
1745	ни был	1	1
1746	для этого	2	1
1747	противоречии с	1	1
1748	в причудливом	1	1
1749	красоты и	2	1
1750	она действительно	1	1
1751	который однако	1	1
1752	картины и	1	1
1753	иное как	3	1
1754	человеческой природы	1	1
1755	и шиллера	1	1
1756	себе а	3	1
1757	из своих	1	1
