N	2gram	Tiupa_Narr	Psycholo
1298	входит в	1	1
1299	даже самое	2	1
1300	не должен	1	1
1301	сюжетная схема	1	1
1302	интриги в	3	1
1303	и т.п	8	1
1304	похожей на	1	1
1305	и литературу	1	1
1306	в различных	1	1
1307	с нарастанием	1	1
1308	позиции но	1	1
1309	и три	1	1
1310	не становится	1	1
1311	характере героя	1	1
1312	в мировом	1	1
1313	и оценки	1	1
1314	по контрасту	1	1
1315	на будущее	3	1
1316	поведении и	1	1
1317	у главного	1	1
1318	изменений в	1	1
1319	и открывает	1	1
1320	в системе	1	1
1321	его мысли	1	1
1322	но сама	2	1
1323	другое у	1	1
1324	героя не	1	1
1325	никакого доступа	1	1
1326	изменение в	1	1
1327	следует отметить	2	1
1328	не противоречит	1	1
1329	к риторике	1	1
1330	в такого	1	1
1331	в обеих	1	1
1332	жить в	1	1
1333	эта особенность	1	1
1334	есть его	1	1
1335	при решении	1	1
1336	что несмотря	1	1
1337	и сама	1	1
1338	и через	1	1
1339	состоящий в	1	1
1340	оказывается более	1	1
1341	то только	1	1
1342	рассказа напротив	1	1
1343	и развития	1	1
1344	большинства других	1	1
1345	на разных	1	1
1346	это осуществление	1	1
1347	хх столетия	1	1
1348	слов с	1	1
1349	происходит и	2	1
1350	в последние	2	1
1351	не кто	1	1
1352	направляет и	1	1
1353	бы рассказ	1	1
1354	и оказывается	1	1
1355	служит для	1	1
1356	матери или	2	1
1357	для современной	1	1
1358	процесса во	1	1
1359	которое кажется	1	1
1360	например как	2	1
1361	текст и	1	1
1362	литературу в	1	1
1363	как сказано	1	1
1364	в заключительном	1	1
1365	не сводится	2	1
1366	которых в	1	1
1367	производит впечатление	1	1
1368	с матерью	1	1
1369	в тумане	1	1
1370	все основные	1	1
1371	и существенно	1	1
1372	в детстве	5	1
1373	его смысла	1	1
1374	и определяет	1	1
1375	вспомним что	1	1
1376	они свидетельствуют	1	1
1377	бы уже	1	1
1378	они хотят	1	1
1379	жизни оно	1	1
1380	за нею	1	1
1381	ее смысл	1	1
1382	но без	2	1
1383	другой день	2	1
1384	и очевидно	1	1
1385	хоть бы	1	1
1386	известном смысле	2	1
1387	оно еще	1	1
1388	в поведении	1	1
1389	положении оказывается	1	1
1390	факторов из	1	1
1391	не порождает	1	1
1392	акте выбора	1	1
1393	связей в	1	1
1394	сознания однако	1	1
1395	есть система	1	1
1396	самую суть	1	1
1397	смысл рассказа	1	1
1398	не устраняет	1	1
1399	от воли	1	1
1400	акта он	1	1
1401	события но	2	1
1402	двух возможностей	1	1
1403	до каких	2	1
1404	родине и	1	1
1405	скоро и	1	1
1406	самым существенным	1	1
1407	целью и	1	1
1408	речи но	1	1
1409	настоящего к	1	1
1410	слитых в	1	1
1411	действие это	1	1
1412	и направление	1	1
1413	своем составе	1	1
1414	это вызвано	1	1
1415	события на	1	1
1416	памяти а	1	1
1417	автора который	1	1
1418	факта если	1	1
1419	это сообщение	1	1
1420	также могут	1	1
1421	капитанской дочке	1	1
1422	которых и	2	1
1423	ему казалось	1	1
1424	между которыми	1	1
1425	о своей	2	1
1426	в различные	1	1
1427	себе два	1	1
1428	что когда-то	1	1
1429	последние десятилетия	1	1
1430	как наука	1	1
1431	в капитанской	1	1
1432	в следующей	1	1
1433	два слова	1	1
1434	редко и	1	1
1435	свое время	1	1
1436	с восприятием	1	1
1437	сама не	1	1
1438	эпизода к	2	1
1439	что ей	1	1
1440	можно охарактеризовать	1	1
1441	через месяц	1	1
1442	его характера	1	1
1443	не у	1	1
1444	самой по	1	1
1445	с белыми	1	1
1446	форм по	1	1
1447	перед глазами	1	1
1448	такова и	1	1
1449	образом не	1	1
1450	известной степени	1	1
1451	между людьми	1	1
1452	всего рассказа	1	1
1453	соответствии с	1	1
1454	и основана	1	1
1455	последней в	1	1
1456	от понятия	1	1
1457	здесь и	2	1
1458	свою силу	1	1
1459	фразы к	1	1
1460	читателя или	4	1
1461	в другое	1	1
1462	в художественных	1	1
1463	был всем	1	1
1464	вокруг него	2	1
1465	ему в	2	1
1466	ни с	1	1
1467	свидетельствует о	1	1
1468	итак в	1	1
1469	том числе	6	1
1470	это часто	1	1
1471	к очень	1	1
1472	и одна	1	1
1473	место только	1	1
1474	подробная характеристика	1	1
1475	о герое	1	1
1476	ко второму	1	1
1477	истории не	1	1
1478	наших дней	1	1
1479	как утверждает	1	1
1480	не видеть	1	1
1481	открывает перед	1	1
1482	ней поэтому	1	1
1483	этом что	1	1
1484	свет и	1	1
1485	контрасту с	1	1
1486	главы и	1	1
1487	мира и	2	1
1488	его текст	1	1
1489	в новом	1	1
1490	своих выводов	1	1
1491	совершенно иной	2	1
1492	чего в	1	1
1493	и главное	1	1
1494	отцов и	1	1
1495	сюжета в	2	1
1496	искать в	1	1
1497	часто бывает	1	1
1498	равно что	1	1
1499	личности в	2	1
1500	какой это	1	1
1501	напомнить что	1	1
1502	которая может	1	1
1503	церкви и	1	1
1504	а от	1	1
1505	однако если	1	1
1506	которое здесь	1	1
1507	событий или	1	1
1508	до которой	2	1
1509	вопрос как	1	1
1510	автора есть	1	1
1511	во второй	2	1
1512	отличные от	1	1
1513	характерно для	1	1
1514	теперь начинает	1	1
1515	и рассуждения	1	1
1516	с наивной	2	1
1517	резко отличается	1	1
1518	одного слова	1	1
1519	если например	1	1
1520	построена таким	1	1
1521	с человеком	2	1
1522	всей его	2	1
1523	первые два	2	1
1524	всех его	2	1
1525	героя с	2	1
1526	к конечной	1	1
1527	определена как	1	1
1528	не нуждается	1	1
1529	жил в	1	1
1530	этом и	1	1
1531	он оказывается	1	1
1532	начала жизни	2	1
1533	глазами и	1	1
1534	смысла но	2	1
1535	героя но	1	1
1536	форме и	1	1
1537	без помощи	1	1
1538	событие это	1	1
