N	2gram	Medvedev_V	Marksizm
1292	и размежевание	1	1
1293	война и	2	1
1294	и жизни	1	1
1295	и кровь	1	1
1296	человека и	3	1
1297	было указано	1	1
1298	из элементов	3	1
1299	вот несколько	1	1
1300	знает и	1	1
1301	статье о	1	1
1302	же на	1	1
1303	отношение к	1	1
1304	к ней	1	1
1305	элементов в	1	1
1306	сводится не	1	1
1307	наконец что	1	1
1308	в плане	5	1
1309	литературное произведение	1	1
1310	в театре	1	1
1311	произведения не	2	1
1312	даже для	1	1
1313	анализа и	1	1
1314	эту мысль	1	1
1315	его хотя	1	1
1316	он обычно	1	1
1317	не поддаются	1	1
1318	и художественной	1	1
1319	является чисто	1	1
1320	как увидим	1	1
1321	как будто	1	1
1322	каком направлении	1	1
1323	очень сильны	1	1
1324	среде как	1	1
1325	для этого	1	1
1326	именно это	1	1
1327	для достижения	1	1
1328	сохранившихся в	1	1
1329	жизнью и	1	1
