N	2gram	Tiupa_Disk	Hudozhes
1198	здесь действующие	1	1
1199	столь пассивным	1	1
1200	осуществляется или	1	1
1201	оценки и	1	1
1202	к одному	2	1
1203	текстов они	1	1
1204	в различных	2	1
1205	не наделен	1	1
1206	в строгом	5	1
1207	обращаясь к	2	1
1208	о своем	1	1
1209	переходит к	1	1
1210	диаметрально противоположные	1	1
1211	есть монолог	1	1
1212	анекдота это	1	1
1213	е годы	2	1
1214	как субъекта	1	1
1215	первые два	1	1
1216	анекдота ценностное	1	1
1217	авторства как	1	1
1218	иносказательностью требует	1	1
1219	биография возможна	1	1
1220	от нудительной	1	1
1221	выдвигается на	1	1
1222	знает к	1	1
1223	строим свою	1	1
1224	отсутствием ценностной	1	1
1225	но раз-влекать	1	1
1226	от позиции	1	1
1227	притчи может	2	1
1228	умершее солнце	1	1
1229	обнаруживается преодолеваемая	1	1
1230	другому что	1	1
1231	к сфере	1	1
1232	самих состоят	1	1
1233	явление культуры	1	1
1234	и те	1	1
1235	завершенная и	2	1
1236	именно таков	1	1
1237	в истории	5	1
1238	от своей	1	1
1239	адресата занимающего	1	1
1240	глупость неуместность	1	1
1241	пространственно-временных масштабов	1	1
1242	опыт жизни	1	1
1243	самоотождествление с	1	1
1244	каждый из	2	1
1245	мира вокруг	1	1
1246	действия и	1	1
1247	мире случайности	1	1
1248	дискурс как	3	1
1249	писателем и	1	1
1250	ценностно-смысловой позиции	1	1
1251	перед ним	2	1
1252	позиции и	1	1
1253	на новую	1	1
1254	в чистом	1	1
1255	каждая вещь	1	1
1256	стилевых формах	1	1
1257	необыкновенное в	1	1
1258	текста то	1	1
1259	когда ни	1	1
1260	и тоже	1	1
1261	своей индивидуальной	1	1
1262	иной интонации	1	1
1263	приятия не	1	1
1264	автора в	2	1
1265	скрытой полускрытой	1	1
1266	слухи или	1	1
1267	это разделение	1	1
1268	в прошлом	1	1
1269	очищение аффектов	1	1
1270	человеческого поведения	1	1
1271	задний план	1	1
1272	жизнеописания чего	1	1
1273	и креативной	1	1
1274	сказание или	2	1
1275	принадлежащих к	2	1
1276	герою определяемое	1	1
1277	достоверным но	1	1
1278	есть его	1	1
1279	мир персонажей	1	1
1280	соседствами именно	1	1
1281	к ним	3	1
1282	обратим внимание	1	1
1283	гегель именовал	1	1
1284	речь включая	1	1
1285	это известного	1	1
1286	воображенной реальности	1	1
1287	из наиболее	2	1
1288	следит за	1	1
1289	благоговейного приятия	1	1
1290	авторского слова	1	1
1291	к однозначности	2	1
1292	от героя	1	1
1293	жизнью но	1	1
1294	предносится целое	1	1
1295	конститутивный момент	2	1
1296	соответствии с	5	1
1297	носителем и	1	1
1298	серьезности бахтин	1	1
1299	любопытное занимательное	1	1
1300	персонажи не	1	1
1301	этим моментам	1	1
1302	иллюзии живого	1	1
1303	анекдот но	2	1
1304	премудрость притчевого	1	1
1305	событий в	1	1
1306	вовлекает адресата	1	1
1307	своей к	1	1
1308	тем же	1	1
1309	романного образа	2	1
1310	во-вторых оно	1	1
1311	актанта исполнителя	1	1
1312	индивидуальный характер	2	1
1313	и служит	1	1
1314	об отсутствии	1	1
1315	заданность и	1	1
1316	с субъектом	1	1
1317	той же	2	1
1318	их свободного	1	1
1319	русском языке	1	1
1320	форме индивидуального	1	1
1321	и оценки	1	1
1322	непреложный и	1	1
1323	жанр посрамляющий	1	1
1324	осуществлено только	1	1
1325	становящегося человека	1	1
1326	текст анекдота	1	1
1327	новелла ночной	1	1
1328	упустить из	1	1
1329	точными они	1	1
1330	места для	1	1
1331	субъекта объекта	2	1
1332	не у-влекать	1	1
1333	себе рецептивную	1	1
1334	оно обладает	1	1
1335	коммуникативные стратегии	2	1
1336	иными границами	1	1
1337	притчевое нормативное	1	1
1338	на сцене	2	1
1339	до конца	2	1
1340	предопределенной ему	1	1
1341	за его	2	1
1342	позиции изобразителя	1	1
1343	отсюда столь	1	1
1344	речевого целого	1	1
1345	быть редуцирован	1	1
1346	только при	1	1
1347	т.д эта	1	1
1348	кощунство и	1	1
1349	невозможно притчевое	1	1
1350	в каждый	1	1
1351	раз и	1	1
1352	острота наизнанку	1	1
1353	объект и	1	1
1354	то она	2	1
1355	входят в	1	1
1356	здесь невозможно	1	1
1357	репродуктивной компетентностью	1	1
1358	разделение иерархично	1	1
1359	этом так	1	1
1360	том же	1	1
1361	утрачивает свою	1	1
1362	к миру	1	1
1363	анекдот должен	1	1
1364	легко может	1	1
1365	адресата при	2	1
1366	приобщения к	1	1
1367	и составляющий	1	1
1368	от понятия	1	1
1369	ночной жанр	1	1
1370	к субъекту	1	1
1371	характерное для	1	1
1372	пушкинские повести	1	1
1373	момент в	3	1
1374	художественных высказываний	1	1
1375	а со	1	1
1376	на действительную	1	1
1377	или притче	1	1
1378	опытом выводится	1	1
1379	выбор лексики	1	1
1380	всего к	1	1
1381	бахтин может	1	1
1382	речь о	1	1
1383	противоположность характеру	1	1
1384	но если	1	1
1385	собственно же	1	1
1386	от воспринимающего	1	1
1387	жизненной практике	1	1
1388	но оказывается	1	1
1389	зрения автора	1	1
1390	что даже	2	1
1391	к предмету	1	1
1392	общем виде	2	1
1393	человеческой деятельности	1	1
1394	притче универсального	1	1
1395	ее содержание	1	1
1396	свободного выбора	1	1
1397	есть субъектом	1	1
1398	сделав хуже	1	1
1399	включая в	1	1
1400	неотделимо от	3	1
1401	м.м пришвина	1	1
1402	по этой	2	1
1403	чем-то другим	1	1
1404	жизни постоянно	1	1
1405	к этим	1	1
1406	предварительное знакомство	1	1
1407	значении в	1	1
1408	столько от	1	1
1409	друг друга	2	1
1410	анекдотические истории	1	1
1411	маска биографа	1	1
1412	полноценной личностью	1	1
1413	и персонажи	2	1
1414	литературе в	1	1
1415	такой картины	1	1
1416	термином дискурс	1	1
1417	всем потому	1	1
1418	опыт присутствия	1	1
1419	предстает как	2	1
1420	к языку	1	1
1421	писал в	1	1
1422	смыслов оно	1	1
1423	слушателей преодолевая	1	1
1424	крайней мере	3	1
1425	и ценностями	1	1
1426	наличие так	1	1
1427	событие произведения	1	1
1428	из них	6	1
1429	самому тогда	1	1
1430	на поучающего	1	1
1431	рода механизмом	1	1
1432	едва ли	2	1
1433	авторитетное слово	1	1
1434	фактически точными	1	1
1435	пришвина но	1	1
1436	к общенародной	1	1
1437	о ней	2	1
1438	адресата высказывания	1	1
1439	жанра в	4	1
1440	предметно-тематическое содержание	2	1
1441	и свершают	1	1
1442	или сплетни	1	1
1443	ним определенные	1	1
1444	искусства не	1	1
1445	романного дискурса	2	1
1446	не входят	1	1
1447	слово анекдота	2	1
1448	ощущаться завершенная	1	1
1449	а своей	1	1
1450	могли быть	1	1
1451	любопытство к	1	1
1452	необходимый фон	1	1
1453	способа высказывания	1	1
1454	в сочетании	1	1
1455	всего в	2	1
1456	героя не	1	1
1457	жанр это	3	1
1458	для становления	2	1
1459	ситуации и	2	1
1460	может ощущаться	1	1
1461	читатель может	1	1
1462	и ученичества	1	1
1463	что они	1	1
1464	к общему	1	1
1465	хотят и	1	1
1466	этом случае	3	1
1467	в свое	3	1
1468	к позиции	1	1
1469	компетентность восприятия	1	1
1470	актуальных для	1	1
1471	текста где	1	1
1472	субъектом инициативного	1	1
1473	к различным	2	1
1474	которым человек	1	1
1475	из анекдота	2	1
1476	ответственность за	1	1
1477	первого русского	1	1
1478	курьезное любопытное	1	1
1479	запечатленного в	1	1
1480	язык представляет	1	1
1481	диада личности	1	1
1482	приятия и	1	1
1483	общения в	3	1
1484	к индивидуальной	1	1
1485	нами не	1	1
1486	свободным как	1	1
1487	инициативного самообнаружения	2	1
1488	конкретной ценностно-смысловой	1	1
1489	различного рода	3	1
1490	некий нравственный	1	1
1491	предел до	1	1
1492	как такового	1	1
1493	чужой психики	1	1
1494	слово общенародной	1	1
1495	принадлежат самой	1	1
1496	самой ситуации	1	1
1497	форме определенной	1	1
1498	от его	1	1
1499	они не	2	1
1500	есть нарушение	1	1
1501	сплетни то	1	1
1502	отношения ценностно-смысловой	1	1
1503	он от	1	1
1504	преступается не	1	1
1505	только самим	1	1
1506	первобытных людей	1	1
1507	но из	1	1
1508	на язык	1	1
1509	высказывания с	2	1
1510	свидетельствует о	2	1
1511	далее речь	1	1
1512	поэтому наличие	1	1
1513	должно быть	2	1
1514	запечатлеваемый и	1	1
1515	моя жизнь	1	1
1516	время и	2	1
1517	очередь определяется	2	1
1518	не удовлетворяясь	1	1
1519	архитектуру души	1	1
1520	поэтому анекдот	1	1
1521	опыта их	1	1
1522	профанация священного	1	1
1523	мира которая	3	1
1524	собой в	1	1
1525	собой исторически	1	1
1526	к интонации	1	1
1527	авторства в	1	1
1528	гуманитарных науках	1	1
1529	слова эта	1	1
1530	н.и жинкиным	2	1
1531	посрамление словесное	1	1
1532	внимание на	5	1
1533	который бы	1	1
1534	от мира	1	1
1535	общение с	1	1
1536	в состоянии	1	1
1537	призван обладать	1	1
1538	сколько от	1	1
1539	адресата от	1	1
1540	освоена в	1	1
1541	они едины	1	1
1542	сказание в	1	1
1543	запечатлевающий основу	1	1
1544	на роль	2	1
1545	типу актанту	1	1
1546	общенародной хвалы	1	1
1547	жизнеописания вполне	1	1
1548	дает позвоночника	1	1
1549	умения отрешиться	1	1
1550	определяется предметом	3	1
1551	аффектов и	1	1
1552	существенно связаны	1	1
1553	целенаправленно устремленный	1	1
1554	проявляется в	2	1
1555	требует авторитетное	1	1
1556	он усматривает	1	1
1557	целого а	1	1
1558	говорящий здесь	1	1
1559	мире в	1	1
1560	мы строим	1	1
1561	мира где	1	1
1562	себе ему	1	1
1563	не предполагается	1	1
1564	сказания не	1	1
1565	и неоспоримый	1	1
1566	однако этот	1	1
1567	дискурса призван	1	1
1568	себя самого	2	1
1569	сказания еще	1	1
1570	иного языка	1	1
1571	реализатором самобытного	1	1
1572	на статус	2	1
1573	словесное кощунство	1	1
1574	в ситуации	4	1
1575	составляющий морализаторскую	1	1
1576	xix веке	1	1
1577	романе достоевского	1	1
1578	чем у	2	1
1579	случае его	1	1
1580	возможность совершенно	1	1
1581	как у	1	1
1582	неадекватным субъект	1	1
1583	читателя в.т	1	1
1584	апофегма то	1	1
1585	аналогичному адресату	1	1
1586	анекдот как	3	1
1587	биография и	1	1
1588	существованию вследствие	1	1
1589	жанровой схемы	1	1
1590	зримого жеста	1	1
1591	своей судьбы	1	1
1592	проделано и	1	1
1593	из своих	1	1
1594	изменить ничего	1	1
1595	быть субъектом	2	1
1596	текст не	2	1
1597	как субъекты	1	1
1598	слова говорящий	1	1
1599	касается ментальной	1	1
1600	в новелле	1	1
1601	на стадии	1	1
1602	о ком	1	1
1603	доверия к	1	1
1604	не обладает	2	1
1605	в подобном	1	1
1606	и от	2	1
1607	уметь проецировать	1	1
1608	иного рода	1	1
1609	все их	1	1
1610	иными словами	1	1
1611	стремится к	3	1
1612	существенная роль	2	1
1613	репродуктивной рецепцией	1	1
1614	приложение запечатленного	1	1
1615	им с	1	1
1616	взаимная условленность	1	1
1617	слово в	1	1
1618	как слухи	1	1
1619	этом в	2	1
1620	ошибка оговорка	1	1
1621	и есть	2	1
1622	глазами анекдота	1	1
1623	однако она	1	1
1624	в третьем	1	1
1625	сюжетообразующим при	1	1
1626	сыновей в	1	1
1627	том в	1	1
1628	оказывается чем-то	1	1
1629	предполагает по	1	1
1630	анекдотическому дискурсу	1	1
1631	к эстетическому	1	1
1632	и развития	1	1
1633	тому же	5	1
1634	раз в	1	1
1635	жизнеописание несет	1	1
1636	регулятивная отношение	1	1
1637	сознания к	1	1
1638	отношения между	1	1
1639	полускрытой рассеянной	1	1
1640	высказывания необходимо	1	1
1641	подготовившем почву	1	1
1642	восприятия со	2	1
1643	сродни любому	1	1
1644	была впервые	1	1
1645	но с	1	1
1646	сторону индивида	1	1
1647	нормативное самоотождествление	1	1
1648	в таких	1	1
1649	не было	9	1
1650	классическом романе	2	1
1651	слиться в	1	1
1652	субъект объект	1	1
1653	это всегда	1	1
1654	жизнеописания может	1	1
1655	ни изменить	1	1
1656	в практике	1	1
1657	и сосредоточенность	1	1
1658	на объект	1	1
1659	века и	1	1
1660	целого высказывания	3	1
1661	жизнеописания как	2	1
1662	иного включает	1	1
1663	от друга	1	1
1664	рекоша но	1	1
1665	индивидуальных инициатив	1	1
1666	реальной действительности	1	1
1667	же анекдота	1	1
1668	не занять	1	1
1669	просто как	2	1
1670	героев или	1	1
1671	не сделав	1	1
1672	ней установка	1	1
1673	интересно всем	1	1
1674	к чему	2	1
1675	новелле есть	1	1
1676	звучит один	2	1
1677	рассказывающим притчу	1	1
1678	и запечатлевающий	1	1
1679	коммуникативного поведения	1	1
1680	общенародной хвале	1	1
1681	что его	1	1
1682	обладать проективной	1	1
1683	всех его	1	1
1684	дискурсу речевая	1	1
1685	евгении онегине	1	1
1686	становления и	4	1
1687	будет адекватным	1	1
1688	быть проделано	1	1
1689	дело в	3	1
1690	своей коммуникативной	4	1
1691	адресата к	3	1
1692	это еще	2	1
1693	нейтральное к	1	1
1694	не ограничивается	2	1
1695	что не	4	1
1696	посрамляющий умершее	1	1
1697	просторную сферу	1	1
1698	не несет	1	1
1699	перечисленные свойства	1	1
1700	анекдота выбор	1	1
1701	виду что	2	1
1702	такое слово	1	1
1703	здесь обычно	1	1
1704	но для	2	1
1705	занимающего позицию	1	1
1706	из уст	2	1
1707	сила так	1	1
1708	чего анекдот	1	1
1709	для слушателей	1	1
1710	высказывания как	1	1
1711	окказиональная случайностная	1	1
1712	закон собственно	1	1
1713	от мастерства	1	1
1714	в конце	1	1
1715	быть признано	1	1
1716	или иная	1	1
1717	и ситуацией	3	1
1718	экзистенциальный опыт	1	1
1719	по правилам	1	1
1720	как сугубо	1	1
1721	той самой	1	1
1722	притче о	1	1
1723	из мифа	1	1
1724	не остается	1	1
1725	мировой жизни	1	1
1726	в евгении	1	1
1727	жизненной позиции	4	1
1728	как притчу	2	1
1729	его поступки	1	1
1730	с той	3	1
1731	и без	2	1
1732	ценностно-смысловой картины	1	1
1733	этих сознаниях	1	1
1734	составляет необходимый	1	1
1735	самоопределения в	3	1
1736	за которым	2	1
1737	лишь на	1	1
1738	обычно является	1	1
1739	от своея	1	1
1740	смысла выступает	1	1
1741	юмора умения	1	1
1742	не подлежит	2	1
1743	и непристойность	1	1
1744	человек в	1	1
1745	же как	1	1
1746	по содержанию	1	1
1747	на земле	1	1
1748	система ценностей	5	1
1749	собой рассказ	1	1
1750	ценностной однозначности	1	1
1751	не есть	3	1
1752	говорят о	1	1
1753	содержание к	1	1
1754	предполагает внутренне	1	1
1755	персонажей здесь	1	1
1756	конвенциональность общения	1	1
1757	является не	2	1
1758	границах литературного	1	1
1759	возникает на	1	1
1760	внутреннюю обособленность	1	1
1761	поучаемого это	1	1
1762	при таком	1	1
1763	смешное но	1	1
1764	моделью причастности	1	1
1765	на фоне	1	1
1766	искусстве не	1	1
1767	ценностного урока	1	1
1768	некоего ценностного	1	1
1769	ли не	3	1
1770	от этого	1	1
1771	окказионально-авантюрном мире	1	1
1772	данного типа	1	1
1773	и со	1	1
1774	того и	2	1
1775	благодаря наличию	1	1
1776	адресат протороманного	1	1
1777	в такой	1	1
1778	остановимся на	1	1
1779	самоопределяющегося субъекта	1	1
1780	него возможны	1	1
1781	не верифицируемым	1	1
1782	субъекта речи	1	1
1783	иной конкретной	1	1
1784	чем обеспечивается	1	1
1785	служит для	2	1
1786	фатально непреложный	1	1
1787	жанр в	6	1
1788	готовом стабильно	2	1
1789	концепированный адресат	1	1
1790	и художественного	1	1
1791	также весьма	1	1
1792	исполненной некоторого	1	1
1793	в условиях	1	1
1794	это было	2	1
1795	определенные возможности	1	1
1796	анекдот же	1	1
1797	будучи порой	1	1
1798	на его	4	1
1799	и ситуации	1	1
1800	высказывания жанр	1	1
1801	себе и	1	1
1802	точек зрения	1	1
1803	письма как	1	1
1804	в каждой	3	1
1805	это ведет	1	1
1806	и кому	1	1
1807	любому иному	1	1
1808	отсутствии в	1	1
1809	сказания в	1	1
1810	неоспоримый круговорот	1	1
1811	зависим от	1	1
1812	принципиально недопустимая	1	1
1813	типов высказывания	1	1
1814	оговорка где	1	1
1815	и речевой	1	1
1816	непредубежденное любопытство	1	1
1817	божья повеленья	1	1
1818	раз-влекать их	1	1
1819	нормы ни	1	1
1820	не предначертанность	1	1
1821	анекдот легко	1	1
1822	и строго	2	1
1823	ничего нельзя	1	1
1824	события суть	1	1
1825	параметрам сродни	1	1
1826	в одной	4	1
1827	проникновение в	1	1
1828	действующие лица	1	1
1829	родственным анекдотическому	1	1
1830	заданность человеческих	1	1
1831	несколько расплывчатый	1	1
1832	а некий	1	1
1833	обладает достоверным	1	1
1834	ее иносказательностью	1	1
1835	биографического слова	1	1
1836	и другого	2	1
1837	связаны с	1	1
1838	персонажи сказания	1	1
1839	запрета есть	1	1
1840	как счастье	1	1
1841	пребывания в	1	1
1842	ему не	1	1
1843	на них	1	1
1844	людей в	1	1
1845	смыслом ни	1	1
1846	опыт чужой	1	1
1847	контакт между	1	1
1848	анекдота но	3	1
1849	продуктивный тип	1	1
1850	припоминая и	1	1
1851	мире всеобщей	1	1
1852	и мир	1	1
1853	коммуникативным параметрам	1	1
1854	основе его	1	1
1855	для жизнеописания	1	1
1856	священного новелла	1	1
1857	в каждом	2	1
1858	нарушение запрета	1	1
1859	героя окажется	1	1
1860	чужой речи	2	1
1861	здесь как	1	1
1862	его художественности	1	1
1863	порой фактически	1	1
1864	как того	1	1
1865	том случае	1	1
1866	полной мере	1	1
1867	человек как	1	1
1868	стечение обстоятельств	1	1
1869	человеком неким	1	1
1870	правило лишь	1	1
1871	опираясь на	1	1
1872	даже сказать	1	1
1873	в уста	1	1
1874	анекдота и	6	1
1875	ними здесь	1	1
1876	адресатом некоего	1	1
1877	в полной	1	1
1878	субъектом ролевого	1	1
1879	содержание судьбы	1	1
1880	только исполнитель	1	1
1881	может обладать	1	1
1882	свою жизненную	1	1
1883	определенной жанровой	2	1
1884	как пишет	1	1
1885	он говорит	1	1
1886	в своих	6	1
1887	дневниковая запись	1	1
1888	оно в	1	1
1889	он ни	2	1
1890	механизмом активизации	1	1
1891	мира романного	1	1
1892	области значений	1	1
1893	с объектной	1	1
1894	доверительной и	1	1
1895	качестве текстовой	1	1
1896	разрыв между	1	1
1897	предмету речи	1	1
1898	утверждение о	1	1
1899	очередь по	1	1
1900	границами между	1	1
1901	формы высказывания	1	1
1902	субъектом самоопределения	1	1
1903	согласия за	1	1
1904	у-влекать слушателей	1	1
1905	до нас	2	1
1906	случае если	1	1
1907	всегда предносится	1	1
1908	рассеянной чужой	1	1
1909	неприемлемо ни	1	1
1910	подробностями и	1	1
1911	игра случая	1	1
1912	а напротив	1	1
1913	чистом виде	1	1
1914	реакцию предварительное	1	1
1915	узнавания себя	2	1
1916	непристойность необыкновенное	1	1
1917	служебной роли	1	1
1918	нам всегда	1	1
1919	чему не	1	1
1920	здесь присутствует	1	1
1921	другом и	1	1
1922	потому нейтральное	1	1
1923	между сознаниями	1	1
1924	содержания сколько	1	1
1925	по рассуждению	5	1
1926	не дает	1	1
1927	субъектом этического	1	1
1928	и передачи	1	1
1929	текста а	3	1
1930	всякий дискурс	1	1
1931	о трагическом	1	1
1932	также и	6	1
1933	одну из	2	1
1934	я к	1	1
1935	здесь только	1	1
1936	ценностно дистанцированной	1	1
1937	непосредственного присутствия	1	1
1938	дистанции между	2	1
1939	сказания субъект	1	1
1940	восприятия сказания	1	1
1941	от содержания	1	1
1942	нельзя не	2	1
1943	не реализованной	1	1
1944	быть осуществлено	1	1
1945	свой опыт	1	1
1946	слове писал	1	1
1947	выражает внеличную	1	1
1948	суть то	1	1
1949	человека как	1	1
1950	неуместность ошибка	1	1
1951	с совершенно	1	1
1952	она здесь	2	1
1953	притча разъединяет	1	1
1954	под сводами	1	1
1955	акт притчевого	1	1
1956	или же	1	1
1957	есть профанация	1	1
1958	является его	1	1
1959	отделен от	1	1
1960	действующих лиц	1	1
1961	высказывания реализующий	1	1
1962	анекдота ни	1	1
1963	удовлетворяясь репродуктивной	1	1
1964	на чем	1	1
1965	притчевого типа	1	1
1966	не ценностно	1	1
1967	речь пойдет	2	1
1968	что касается	2	1
1969	в первом	4	1
1970	героический эпос	1	1
1971	а по	2	1
1972	эстетического переживания	1	1
1973	знанием поэтому	1	1
1974	повести белкина	2	1
1975	сам текст	1	1
1976	домонологично оно	1	1
1977	присутствия рассказчика	1	1
1978	чувства юмора	1	1
1979	для этого	1	1
1980	полноты и	1	1
1981	носителей различного	1	1
1982	равнодостойности сознаний	1	1
1983	состоят все	1	1
1984	не появляется	1	1
1985	и является	1	1
1986	можно признать	2	1
1987	сказании или	2	1
1988	главного героя	1	1
1989	внутренне свободного	1	1
1990	универсального опыта	1	1
1991	между жизнью	1	1
1992	частности в	2	1
1993	какова например	1	1
1994	актанту не	1	1
1995	в окказионально-авантюрном	1	1
1996	исторически продуктивный	1	1
1997	др в	1	1
1998	заключает в	1	1
1999	отдельных лиц	1	1
2000	позицию в	1	1
2001	в классическом	2	1
2002	на раскрытие	1	1
2003	слово деритуализовано	1	1
2004	адресат биографического	1	1
2005	интонации и	3	1
2006	стороны и	3	1
2007	лежат в	1	1
2008	только то	2	1
2009	и рассказывающим	1	1
2010	иносказательность является	1	1
2011	ни притча	1	1
2012	в xix	1	1
2013	не способна	1	1
2014	из нас	1	1
2015	они хотят	1	1
2016	блудного сына	1	1
2017	время они	1	1
2018	лирического я	1	1
2019	общая идея	1	1
2020	здесь отнюдь	1	1
2021	ролевого действия	1	1
2022	что из	1	1
2023	жеста и	1	1
2024	устанавливаются отношения	1	1
2025	в новое	1	1
2026	и выступает	2	1
2027	вследствие его	1	1
2028	следует признать	3	1
2029	достигается не	1	1
2030	как опыт	1	1
2031	развития самоопределяющегося	1	1
2032	притчи иносказательность	1	1
2033	слушающих общим	1	1
2034	даже будучи	1	1
2035	пользуясь словами	1	1
2036	в иных	1	1
2037	является ни	1	1
2038	повествователя о	1	1
2039	активизации воспринимающего	1	1
2040	прибавить ни	2	1
2041	проецировать чужой	1	1
2042	когда мы	1	1
2043	анекдот ни	1	1
2044	основу такой	2	1
2045	не совпадает	1	1
2046	в архитектуру	1	1
2047	и характерное	1	1
2048	текстов не	1	1
2049	и н.и	2	1
2050	порой и	1	1
2051	система смыслов	2	1
2052	как ценностного	1	1
2053	поведение двух	1	1
2054	уст в	1	1
2055	иного типа	1	1
2056	было бы	1	1
2057	человеческого сознания	3	1
2058	как способ	2	1
2059	занять уготованной	1	1
2060	существенная зависимость	1	1
2061	например не	1	1
2062	не по	1	1
2063	верифицируемым знанием	1	1
2064	своего значения	1	1
2065	быть наглядно	1	1
2066	принципе можно	1	1
2067	иными соседствами	1	1
2068	это разумеется	1	1
2069	мифологического мышления	1	1
2070	где слово	1	1
2071	дискурса в	3	1
2072	так называемого	1	1
2073	двуголосого слова	1	1
2074	но без	1	1
2075	маска анекдота	1	1
2076	же самое	2	1
2077	состава актантов	1	1
2078	первое может	1	1
2079	иных пространственно-временных	1	1
2080	нашего высказывания	1	1
2081	мире императивной	1	1
2082	определена как	4	1
2083	как регулятивная	1	1
2084	человеческая жизнь	1	1
2085	жизнеописания является	1	1
2086	как мы	2	1
2087	писателя в	2	1
2088	выбора осуществляется	1	1
2089	общим знанием	1	1
2090	жизни не	2	1
2091	закономерно приводит	1	1
2092	общему миропорядку	1	1
2093	уникальным жизненным	1	1
2094	любой объект	1	1
2095	учителя жизни	1	1
2096	что хотя	1	1
2097	анекдот невозможно	1	1
2098	анекдоте подготовившем	1	1
2099	героя это	1	1
2100	в понимании	1	1
2101	или диалогической	1	1
2102	этом пути	1	1
2103	целое нашего	1	1
2104	знанием или	1	1
2105	останется не	1	1
2106	та или	1	1
2107	герою жизнеописания	1	1
2108	жанр сказания	1	1
2109	его как	3	1
2110	как сферы	1	1
2111	примеряя ее	1	1
2112	организации текста	1	1
2113	подход к	4	1
2114	которые в	1	1
2115	н.д тамарченко	4	1
2116	некое событие	1	1
2117	это делает	1	1
2118	молчание бахтин	1	1
2119	этом и	1	1
2120	ситуацией высказывания	3	1
2121	выявить и	1	1
2122	речевой акт	3	1
2123	для производящего	1	1
2124	императивной нормы	1	1
2125	не отделен	1	1
2126	содержание жизнеописания	1	1
2127	случая непредсказуемое	1	1
2128	отвергает извращает	1	1
2129	особое отношение	1	1
2130	фраза текста	1	1
2131	это ощущение	1	1
2132	оно живет	2	1
2133	которым обнаруживается	1	1
2134	иерархично оно	1	1
2135	о блудном	7	1
2136	обращен к	1	1
2137	так что	1	1
2138	прямого речевого	1	1
2139	теми же	1	1
2140	коммуникативную ситуацию	5	1
2141	и определяется	1	1
2142	косвенной речи	1	1
2143	однако по	1	1
2144	же в	1	1
2145	требует от	2	1
2146	все перечисленные	1	1
2147	виде целенаправленно	1	1
2148	здесь также	2	1
2149	бытия и	1	1
2150	внимание не	1	1
2151	этой причине	2	1
2152	частного существования	1	1
2153	извлечения адресатом	1	1
2154	без благоговейного	1	1
2155	его ценностно-смысловой	1	1
2156	слова прямой	1	1
2157	присутствует как	1	1
2158	бы быть	3	1
2159	в исходном	1	1
2160	текст данного	1	1
2161	речи именно	1	1
2162	персонажем в	1	1
2163	пушкиным в	2	1
2164	автора не	1	1
2165	диалог персонажей	1	1
2166	содержанию сказания	1	1
2167	чаще всего	1	1
2168	для построения	1	1
2169	как будто	3	1
2170	чувство себя	1	1
2171	на то	1	1
2172	живое непредубежденное	1	1
2173	акте выбора	1	1
2174	степени зависим	1	1
2175	возможность иной	1	1
2176	ценностями иными	1	1
2177	кругозор героя	1	1
2178	себе самому	1	1
2179	сознаний встречающихся	1	1
2180	свою речь	1	1
2181	формах косвенной	1	1
2182	есть биография	1	1
2183	компетентность предполагающая	1	1
2184	нем звучит	2	1
2185	свободного согласия	1	1
2186	позиция активного	1	1
2187	натурального языка	1	1
2188	диалогизм биографического	1	1
2189	поведения в	3	1
2190	а как	1	1
2191	ценностной дистанции	2	1
2192	в вероятностном	5	1
2193	было положено	1	1
2194	установка не	1	1
2195	как представляется	2	1
2196	которая своей	2	1
2197	наличие в	2	1
2198	рассказчика ни	1	1
2199	помимо прямого	1	1
2200	собственным смыслом	1	1
2201	условностью и	1	1
2202	как целого	1	1
2203	может и	4	1
2204	отрешиться от	1	1
2205	позвоночника роману	1	1
2206	определяемое отсутствием	1	1
2207	чужой экзистенциальный	1	1
2208	как исполненной	1	1
2209	сказании повествуемой	1	1
2210	монологизированного слова	1	1
2211	произнесения сказания	1	1
2212	для притчи	2	1
2213	романе реалистической	1	1
2214	собой лишь	1	1
2215	именно это	1	1
2216	и том	1	1
2217	сделать для	1	1
2218	ему надлежит	1	1
2219	типа есть	1	1
2220	ощущение составляет	1	1
2221	или точнее	1	1
2222	настоящего времени	2	1
2223	оцененном мире	2	1
2224	действительной жизни	1	1
2225	ментальной и	1	1
2226	внеличную сторону	1	1
2227	и слушающих	2	1
2228	состояний жизни	1	1
2229	всякое произведение	1	1
2230	фон романного	1	1
2231	их отношении	1	1
2232	языка внутренней	1	1
2233	в известной	1	1
2234	являются наиболее	1	1
2235	содержания не	1	1
2236	жизнью и	1	1
2237	говорит не	1	1
2238	и напротив	1	1
2239	встречающихся в	1	1
2240	и иные	2	1
2241	в готовом	2	1
2242	индивидуальный опыт	1	1
2243	произведения по	1	1
2244	в е	3	1
2245	ситуации жизненного	1	1
2246	которыми устанавливаются	1	1
2247	они бытуют	1	1
2248	притчевого назидания	1	1
2249	мире я	1	1
2250	возможна только	2	1
2251	себе а	1	1
2252	предметом целью	3	1
2253	острота или	1	1
2254	более того	2	1
2255	л.н толстой	1	1
2256	котором он	2	1
2257	такого высказывания	1	1
2258	которого анекдот	1	1
2259	общения бахтин	1	1
