N	2gram	Losev_Prob	Freidism
1303	иметь в	2	1
1304	что хотя	1	1
1305	но его	1	1
1306	без всякой	3	1
1307	в каждом	1	1
1308	не говоря	2	1
1309	на те	1	1
1310	того или	8	1
1311	но можно	1	1
1312	гораздо шире	1	1
1313	нами как	1	1
1314	может иметь	4	1
1315	убедились что	1	1
1316	поэтому и	3	1
1317	реальным и	1	1
1318	слов или	1	1
1319	это конечно	1	1
1320	за то	1	1
1321	и других	1	1
1322	а к	2	1
1323	в мифологии	2	1
1324	только путем	4	1
1325	точности и	1	1
1326	овладеть этим	1	1
1327	каких бы	1	1
1328	относящихся к	1	1
1329	этом их	2	1
1330	которую мы	1	1
1331	и самодовлеющего	1	1
1332	уже явно	1	1
1333	связи с	10	1
1334	говорил о	1	1
1335	для точного	1	1
1336	этого достаточно	1	1
1337	душу но	1	1
1338	но при	1	1
1339	зрения в	1	1
1340	и почти	2	1
1341	и научно	1	1
1342	слова мы	1	1
1343	который мы	2	1
1344	т д	20	1
1345	можно назвать	1	1
1346	ту же	1	1
1347	теории а	1	1
1348	или не	1	1
1349	тому как	2	1
1350	неожиданным а	1	1
1351	что всякий	14	1
1352	и собственно	1	1
1353	в теории	1	1
1354	это символ	2	1
1355	ли к	1	1
1356	кажется что	2	1
1357	не будет	3	1
1358	к такой	1	1
1359	сходство но	1	1
1360	и входит	1	1
1361	новых и	2	1
1362	к тем	1	1
1363	всей этой	1	1
1364	но зато	1	1
1365	но она	2	1
1366	от которых	1	1
1367	можно выбрать	1	1
1368	их с	2	1
1369	являются такими	1	1
1370	не с	1	1
1371	одно и	4	1
1372	как он	2	1
1373	в тех	3	1
1374	для человека	1	1
1375	как всякая	1	1
1376	время когда	1	1
1377	можно было	7	1
1378	настолько велико	1	1
1379	оказывается что	2	1
1380	кто не	1	1
1381	этого факта	1	1
1382	в начале	3	1
1383	говоря о	1	1
1384	что нам	1	1
1385	сами эти	1	1
1386	и хотя	3	1
1387	даже не	3	1
1388	стороны и	3	1
1389	и времени	1	1
1390	вот в	1	1
1391	как же	3	1
1392	в нее	2	1
1393	несколько ниже	1	1
1394	но этот	2	1
1395	конечно нет	1	1
1396	в семье	1	1
1397	говорили что	3	1
1398	существенным не	1	1
1399	как то	1	1
1400	укажем на	1	1
1401	нет нужды	2	1
1402	и всех	1	1
1403	они могут	1	1
1404	у которого	1	1
1405	другой и	3	1
1406	основе своей	1	1
1407	рассматривать как	2	1
1408	начала до	1	1
1409	значение и	7	1
1410	принимать во	1	1
1411	например не	2	1
1412	или например	1	1
1413	или еще	1	1
1414	о ней	3	1
1415	как физическое	1	1
1416	всех его	1	1
1417	тем как	1	1
1418	никакого отношения	4	1
1419	что можно	1	1
1420	тот или	4	1
1421	все дело	2	1
1422	что если	3	1
1423	и объективно	1	1
1424	со своими	1	1
1425	символов которые	1	1
1426	конца и	1	1
1427	одного из	1	1
1428	общего с	3	1
1429	в понимании	1	1
1430	и никогда	1	1
1431	и самого	2	1
1432	и материи	1	1
1433	для такого	1	1
1434	выводится из	1	1
1435	и благодаря	1	1
1436	здесь к	1	1
1437	и каждый	2	1
1438	этот путь	2	1
1439	о каких	2	1
1440	это делает	1	1
1441	благодаря этому	1	1
1442	только по	1	1
1443	которое мы	5	1
1444	анализа и	1	1
1445	бы ему	1	1
1446	для каждого	2	1
1447	слова в	1	1
1448	содержания и	3	1
1449	в первой	1	1
1450	это означает	1	1
1451	мы будем	3	1
1452	и гораздо	1	1
1453	вне и	1	1
1454	познание и	1	1
1455	же в	6	1
1456	относящиеся сюда	2	1
1457	действительно в	1	1
1458	впасть в	1	1
1459	этим как	1	1
1460	мы теперь	4	1
1461	свидетельствуют о	1	1
1462	иной раз	5	1
1463	как будто	11	1
1464	на то	6	1
1465	бы ни	1	1
1466	деле здесь	2	1
1467	же типа	2	1
1468	и им	1	1
1469	же это	2	1
1470	здесь мы	5	1
1471	за себя	2	1
1472	или при	1	1
1473	или иного	5	1
1474	сама с	1	1
1475	себе как	4	1
1476	длинный ряд	1	1
1477	прав в	2	1
1478	человека но	3	1
1479	разве только	1	1
1480	от всего	3	1
1481	означает что	1	1
1482	в один	1	1
1483	тоже еще	2	1
1484	нам кажется	2	1
1485	каждого из	1	1
1486	и особенно	3	1
1487	глубже и	1	1
1488	происходит в	3	1
1489	дело здесь	4	1
1490	за счет	2	1
1491	что на	2	1
1492	есть не	13	1
1493	поэтому мы	1	1
1494	и предметом	1	1
1495	иное как	6	1
1496	и самый	3	1
1497	превращаются в	1	1
1498	он действительно	1	1
1499	себе а	3	1
1500	и сами	3	1
1501	являются наиболее	1	1
1502	котором он	2	1
