N	3gram	Tiupa_Lite	Hudozhes
945	объективной стороной жизни	1	1
946	такое историческое состояние	1	1
947	толстой например организовывал	1	1
948	прозаические формы текстуальности	1	1
949	способности усмотрения общечеловеческого	1	1
950	с автором художественного	1	1
951	в этом случае	2	1
952	скрытую внутреннюю сторону	1	1
953	творческий помысел гения	1	1
954	чья деятельность носит	1	1
955	совершенствоваться но само	1	1
956	радикальным открытием другого	1	1
957	жанра мотивированная авторитетностью	1	1
958	пылко я люблю	1	1
959	произведено не достаточно	1	1
960	для читателя становиться	1	1
961	читателем конвенция жанра	1	1
962	романистика рабле воспринимаются	1	1
963	вкусом который бы	1	1
964	из существеннейших способов	1	1
965	организатором коммуникативного события	1	1
966	к сотворчеству но	1	1
967	на чужое сознание	1	1
968	делает достоверность ключевым	1	1
969	этого текста в	1	1
970	время искусство активизировало	1	1
971	природная одаренность ценится	1	1
972	концентрироваться в отдельных	1	1
973	толковать о явлениях	1	1
974	области чувствительного приятные	1	1
975	персонажу автор относится	1	1
976	читателя искусство чтения	2	1
977	план дезактуализирует то	1	1
978	образам одного сознания	1	1
979	в чужом тексте	1	1
980	гениальность отныне понимается	1	1
981	текста со временем	1	1
982	в обработке сырого	1	1
983	это ни парадоксально	1	1
984	адресата именно так	1	1
985	к тому же	1	1
986	не так просто	1	1
987	художественную реальность не	1	1
988	сторону окружающей его	1	1
989	достижениях когда они	1	1
990	используются в качестве	1	1
991	в искусстве оказалось	1	1
992	в воображении и	1	1
993	задания когда адресат	1	1
994	художественного произведения оставался	1	1
995	отношение автор герой	1	1
996	шекспира или романистика	1	1
997	не только на	1	1
998	в тексте но	1	1
999	мыслится уже не	1	1
1000	авторский текст становится	1	1
1001	и который известен	1	1
1002	написан один единственный	1	1
1003	игра с читателем	1	1
1004	гаспарова вся поэтика	1	1
1005	который всегда всему	1	1
1006	работа с собственным	1	1
1007	вполне присущую ей	1	1
1008	оснований и возможностей	1	1
1009	и без остатка	1	1
1010	это точка безумия	3	1
1011	ему ощутить рассмотреть	1	1
1012	ощущение исчерпанности оснований	1	1
1013	рода изменениями всегда	1	1
1014	поэтика модернизма оказывается	2	1
1015	отношением художественной культуры	1	1
1016	существенного скачка в	1	1
1017	суверенность чужого я	1	1
1018	читателя становиться самим	1	1
1019	мыслится как человек	1	1
1020	историк реконструирует скрытые	1	1
1021	парадигмы художественности состоит	1	1
1022	приобретаемого научением мастерства	1	1
1023	воспринимающее сознание творческий	1	1
1024	в одном воображении	1	1
1025	и в пределах	1	1
1026	нормативного сознания и	1	1
1027	самобытностью аналогичен автору	1	1
1028	доминирующим критерием художественности	1	1
1029	сам же автор	1	1
1030	оттесняет на второй	1	1
1031	как особого рода	1	1
1032	постсимволиста становится аксиомой	1	1
1033	было произведено не	1	1
1034	возможностях и средствах	1	1
1035	героем и читателем	1	1
1036	второй план дезактуализирует	1	1
1037	воображения такое произведение	1	1
1038	ведущей парадигмы художественности	1	1
1039	жизнеподобия реалистических произведений	1	1
1040	творить не в	1	1
1041	настоящему другому силится	1	1
1042	утверждение классицизма в	1	1
1043	сознание творческий акт	1	1
1044	однако романтического читателя	1	1
1045	текст текст данного	1	1
1046	не в одном	1	1
1047	свои мечты означает	1	1
1048	оригинальности в качестве	1	1
1049	пушкин очень точно	1	1
1050	некий качественный скачок	1	1
1051	текста субъект художественной	1	1
1052	не могут быть	1	1
1053	или романистика рабле	1	1
1054	свободу самобытной личности	1	1
1055	другого чужого я	1	1
1056	всех модификаций рефлективного	1	1
1057	или знаковый материал	1	1
1058	классического реализма выдвигает	1	1
1059	формах художественного письма	3	1
1060	поэзия выполняет свое	1	1
1061	в своем стремительном	1	1
1062	исходит из того	1	1
1063	в частности в	1	1
1064	модернизма оказывается рассчитана	2	1
1065	личности с ее	1	1
1066	художника оборачивается вторжением	1	1
1067	искусства назначение последнего	1	1
1068	я поскольку распространяет	1	1
1069	гения чья деятельность	1	1
1070	распространяет и на	1	1
1071	активизировало свое воздействие	1	1
1072	событие состоялось чтобы	1	1
1073	в сотворение мира	1	1
1074	мастерство но и	1	1
1075	же и страдивариус	1	1
1076	целостности она поддается	1	1
1077	в романе достоевского	1	1
1078	художественной деятельности мыслятся	1	1
1079	жизнь лишь в	1	1
1080	созидающая в воображении	1	1
1081	рассказов а для	1	1
1082	проникновения в суть	1	1
1083	жизни на роль	1	1
1084	его создателя исполнение	1	1
1085	пушкинская татьяна которая	1	1
1086	текстуальности включая частные	1	1
1087	развитию биологического мира	1	1
1088	неклассичности известной незавершенности	1	1
1089	на первый взгляд	1	1
1090	в хх веке	8	1
1091	ценностей технических средств	1	1
1092	проникает в природу	1	1
1093	в произведении искусства	1	1
1094	от романтизма является	1	1
1095	примеров могут заменять	1	1
1096	принципом присутствия я	1	1
1097	глубже проникает в	1	1
1098	при этом как	3	1
1099	но и вкус	1	1
1100	для всех модификаций	1	1
1101	это не удручает	1	1
1102	объект воображения или	1	1
1103	или иную концепцию	1	1
1104	же время искусство	1	1
1105	и в сущности	1	1
1106	в деятельности художника	1	1
1107	факультативный признак искусства	1	1
1108	xix века при	1	1
1109	они используются в	1	1
1110	которая не поддается	1	1
1111	существенное изменение статусов	1	1
1112	а не с	1	1
1113	мыслится субъективной новой	1	1
1114	могут служить также	1	1
1115	по-своему а иной	1	1
1116	завершающий этап многовекового	1	1
1117	тебя так пылко	1	1
1118	присущую ей форму	1	1
1119	самого автора реализовать	1	1
1120	поскольку переживания составляющие	1	1
1121	художественную культуру антинормативного	1	1
1122	вымышленному персонажу автор	1	1
1123	постичь внутреннее я	1	1
1124	читателя также требуется	1	1
1125	жар свои мечты	1	1
1126	жизни на основании	1	1
1127	строго говоря написан	1	1
1128	поэма обретает жизнь	1	1
1129	озабоченный вычислением пропорций	1	1
1130	актуализация в художественном	1	1
1131	говоря написан один	1	1
1132	поскольку он и	2	1
1133	наделен не столько	1	1
1134	художественного языка на	1	1
1135	рассматриваться в качестве	1	1
1136	читатель есть жизненный	1	1
1137	отношение автор читатель	1	1
1138	том или ином	1	1
1139	при всей своей	2	1
1140	отводимая адресату позиция	1	1
1141	от ролевых отношений	1	1
1142	свойство данной стадии	1	1
1143	карамзин средоточием художественной	1	1
1144	воздействие на воспринимающее	1	1
1145	реализма выдвигает откровение	1	1
1146	тогда как в	1	1
1147	не столько владение	1	1
1148	героя как суверенное	1	1
1149	почве которой выросла	1	1
1150	событий далекого прошлого	1	1
1151	такого рода изменениями	1	1
1152	может по-своему а	1	1
1153	как недостаточно художественные	1	1
1154	мечты означает для	1	1
1155	только то что	2	1
1156	наличии которой не	1	1
1157	в историческом промежутке	1	1
1158	она поддается эстетическому	1	1
1159	творческого воображения такое	1	1
1160	означает для читателя	1	1
1161	xix веке работа	1	1
1162	опыта как это	1	1
1163	произведение искусства было	1	1
1164	жанрового задания может	1	1
1165	адресату художественной деятельности	1	1
1166	открытости конструктивной неполноты	1	1
1167	рефлективного традиционализма в	1	1
1168	пропорций коробки психики	1	1
1169	впервые осознается неэлиминируемым	1	1
1170	воображения так и	1	1
1171	едва ли не	5	1
1172	автор литературного произведения	1	1
1173	парадигм подобно развитию	1	1
1174	и необратимый процесс	1	1
1175	роль высшего предназначения	1	1
1176	общественном сознании каждой	1	1
1177	эту энциклопедию всей	1	1
1178	от читателя также	1	1
1179	план не только	1	1
1180	но в силу	1	1
1181	истинный предмет такой	1	1
1182	обретать внутреннюю свободу	1	1
1183	реалистических произведений от	1	1
1184	задачах возможностях и	1	1
1185	материала и преобразовании	1	1
1186	работа с восприятием	2	1
1187	веке работа с	1	1
1188	сверхтекста на смену	1	1
1189	согласно характеристике м.л	1	1
1190	народных рассказов а	1	1
1191	коммуникативного события автор	1	1
1192	испытав много перемен	1	1
1193	критериев художественности за	1	1
1194	эмоциональная рефлексия эстетическое	1	1
1195	строится авторский текст	1	1
1196	первослушателя собственного текста	1	1
1197	периоды его бытования	1	1
1198	исканий и проб	1	1
1199	как факультативный признак	1	1
1200	классика xix столетия	1	1
1201	художественности питается радикальным	1	1
1202	должно явиться самобытной	1	1
1203	чужого я в	1	1
1204	общего с автором	1	1
1205	деятельности ее адресат	1	1
1206	смену мастерству вкусу	1	1
1207	очень точно назвал	1	1
1208	парадигмы совершается в	1	1
1209	который бы позволял	1	1
1210	его бытования несмотря	1	1
1211	составляющие содержание художественной	1	1
1212	перед нами не	1	1
1213	на основании литературного	1	1
1214	из того что	2	1
1215	исключительной целостностью при	1	1
1216	субъективной новой реальностью	1	1
1217	такой деятельности ее	1	1
1218	авторства на смену	1	1
1219	известен только им	1	1
1220	не объект воображения	1	1
1221	различные периоды его	1	1
1222	первых десятилетий хх	1	1
1223	режиссерское место первочитателя	1	1
1224	в рамках романтической	1	1
1225	доминировавшие прежде работа	1	1
1226	реализатором коммуникативного события	1	1
1227	полемически сменявшими друг	1	1
1228	собственно познавательной деятельностью	1	1
1229	особый язык язык	1	1
1230	недостающего или избыточного	1	1
1231	мире эпоха классического	1	1
1232	когда они используются	1	1
1233	а не только	1	1
1234	и лучше самого	1	1
1235	жизненный аналог персонажа	1	1
1236	только музыкант он	1	1
1237	стать самостоятельным внутренним	1	1
1238	мышления и художественного	1	1
1239	неизвестен и который	1	1
1240	не более чем	1	1
1241	игры воображения так	1	1
1242	своем отталкивании от	1	1
1243	революцией xviii века	1	1
1244	перемещается в сознание	1	1
1245	техне на языке	1	1
1246	является одним из	1	1
1247	гармонию и распространять	1	1
1248	новой такой парадигмы	1	1
1249	удручает поскольку он	1	1
1250	зрения читать духовно	1	1
1251	иной раз и	1	1
1252	развитием креативистской художественной	1	1
1253	оно исторической динамикой	1	1
1254	развитой способности усмотрения	1	1
1255	автором художественного задания	1	1
1256	сотворчеству но в	1	1
1257	платона и аристотеля	1	1
1258	повышенной чувствительностью эта	1	1
1259	лишь оттесняет на	1	1
1260	художественного сознания доминировавшего	1	1
1261	переживание воспринимающего должно	1	1
1262	художественном языке авторского	1	1
1263	и формой игровой	1	1
1264	мастер по фабрикации	1	1
1265	авторского текста должно	1	1
1266	задания определяющим отношением	1	1
1267	перемен трагедия остановилась	1	1
1268	художественной деятельности оказывается	2	1
1269	прежде всего в	4	1
1270	изменение статусов субъекта	1	1
1271	созидании яркая индивидуальность	1	1
1272	он и сам	3	1
1273	соловьев полагал что	1	1
1274	по фабрикации скрипок	1	1
1275	действующая модель человеческого	1	1
1276	существования способа присутствия	1	1
1277	организации ничего недостающего	1	1
1278	выше приобретаемого научением	1	1
1279	в особый язык	1	1
1280	и проб научной	1	1
1281	художественного сознания критериев	1	1
1282	собственным воображением не	1	1
1283	занимает режиссерское место	1	1
1284	взаимопонимания между писателем	1	1
1285	затем в xix	1	1
1286	или примеров могут	1	1
1287	само оно исторической	1	1
1288	представляет собой однонаправленный	1	1
1289	оригинальность смелость разрушения	1	1
1290	территории собственного сознания	1	1
1291	иную концепцию существования	1	1
1292	могли бы быть	1	1
1293	способа присутствия внутреннего	1	1
1294	неполноты целого располагающей	1	1
1295	одухотворить пресуществить нашу	1	1
1296	строй эстетической целостности	1	1
1297	материалом а затем	1	1
1298	внутреннее я героя	1	1
1299	в различные периоды	1	1
1300	так просто как	1	1
1301	имеем дело с	1	1
1302	бытования несмотря на	1	1
1303	разрушения стереотипов художественного	1	1
1304	объективной данности текста	1	1
1305	игровой характер самовыражения	1	1
1306	сомнению взаимопонимания между	1	1
1307	и позволяет толковать	1	1
1308	художественное сознание глубже	1	1
1309	совокупность убеждений ценностей	1	1
1310	эстетическую культуру сопереживания	1	1
1311	именно так толстой	1	1
1312	классический реализм xix	3	1
1313	качестве моделей или	1	1
1314	природы искусства и	1	1
1315	отошли в тень	1	1
1316	и находит свой	1	1
1317	ориентиров художественного сознания	1	1
1318	в своем восприятии	1	1
1319	пребывания в мире	1	1
1320	в качестве моделей	1	1
1321	критерием художественности впервые	1	1
1322	его ремесло состоит	1	1
1323	внутреннюю свободу самобытной	1	1
1324	а иной раз	1	1
1325	в полной мере	1	1
1326	присутствия внутреннего я	1	1
1327	и развитием креативистской	1	1
1328	явил собой художественную	1	1
1329	возможности заметить в	1	1
1330	не только музыкант	1	1
1331	при этом у	1	1
1332	в чистом виде	1	1
1333	впечатления карамзин средоточием	1	1
1334	выстраивать художественную реальность	1	1
1335	например есть такое	1	1
1336	мыслится отныне деятельностью	1	1
1337	политического опыта как	1	1
1338	эстетического выражаемой законом	1	1
1339	исторической современности которая	1	1
1340	состоит в обработке	1	1
