N	3gram	Tiupa_Hudo	DiskursI
968	можно припоминая и	1	1
969	самоопределяющегося субъекта жизни	1	1
970	слова эта возможность	1	1
971	закон собственно и	1	1
972	ним всегда преодолеваемая	1	1
973	к его ценностно-смысловой	1	1
974	при этом и	1	1
975	уметь проецировать чужой	1	1
976	в притче универсального	1	1
977	хранения и передачи	1	1
978	нравственный закон собственно	1	1
979	в известном смысле	2	1
980	его вступление в	1	1
981	слова говорящий здесь	1	1
982	отсутствием ценностной дистанции	1	1
983	ценностного центра бахтин	1	1
984	акт притчевого типа	1	1
985	к самому герою	1	1
986	своему герою определяемое	1	1
987	адресатом некоего ценностного	1	1
988	человека с его	1	1
989	тогда как притчу	1	1
990	впервые освоена в	1	1
991	конкретной ценностно-смысловой картины	1	1
992	ценностно-смысловой картины мира	1	1
993	позиции учителя жизни	1	1
994	судьбы а некий	1	1
995	творится окказиональная случайностная	1	1
996	отношении к предмету	1	1
997	под сводами чужой	1	1
998	являет собой некоторую	1	1
999	для производящего текст	1	1
1000	произведения по своим	1	1
1001	произнесения сказания субъект	1	1
1002	ни изменить ничего	1	1
1003	перед нами не	1	1
1004	жанр в свою	1	1
1005	неким ибо предметно-тематическое	1	1
1006	вовлекает адресата в	1	1
1007	в другом и	1	1
1008	опытом выводится в	1	1
1009	дай мне бог	1	1
1010	масштабов и соотношений	1	1
1011	возможность иного включает	1	1
1012	у-влекать слушателей преодолевая	1	1
1013	некий нравственный закон	1	1
1014	пассивным как к	1	1
1015	содержание к собственной	1	1
1016	в противном случае	2	1
1017	в лирических текстах	1	1
1018	не предначертанность судьбы	1	1
1019	интересно всем потому	1	1
1020	и речевой деятельности	1	1
1021	не требует анекдот	1	1
1022	присутствия я в	6	1
1023	запрета есть профанация	1	1
1024	занимательное неожиданное маловероятное	1	1
1025	как регулятивная отношение	1	1
1026	в форме индивидуального	1	1
1027	однако в отличие	1	1
1028	стороны адресата притчи	1	1
1029	переходит к позиции	1	1
1030	данного коммуникативного события	1	1
1031	что в имени	2	1
1032	со стороны субъекта	1	1
1033	это позиция активного	1	1
1034	слове писал бахтин	1	1
1035	повеленья сказание в	1	1
1036	том и состоит	2	1
1037	коммуникативного события на	1	1
1038	даже будучи порой	1	1
1039	с первых же	1	1
1040	есть принадлежат самой	1	1
1041	столь пассивным как	1	1
1042	не что иное	1	1
1043	таком случае его	1	1
1044	в войне и	2	1
1045	романного дискурса призван	1	1
1046	более не сводится	2	1
1047	концепированный адресат биографического	1	1
1048	именно в этом	1	1
1049	слова не сводится	1	1
1050	например в значительной	1	1
1051	позицию опираясь на	1	1
1052	уход из жизни	1	1
1053	речи именно диалог	1	1
1054	в своей индивидуальности	1	1
1055	но и весьма	1	1
1056	нормативное приложение запечатленного	1	1
1057	только раскрывают содержание	1	1
1058	речевая маска анекдота	1	1
1059	взаимная условленность конвенциональность	1	1
1060	чего не требует	1	1
1061	ни столь свободным	1	1
1062	поступки только раскрывают	1	1
1063	тогда как рассказчик	1	1
1064	точке этого несовпадения	1	1
1065	иного языка и	1	1
1066	и для автора	1	1
1067	роль в организации	1	1
1068	премудрость притчевого назидания	1	1
1069	знакомство слушателей с	1	1
1070	и ценностями иными	1	1
1071	жизненную позицию опираясь	1	1
1072	в своей внутренней	1	1
1073	коммуникативным параметрам сродни	1	1
1074	здесь обычно является	1	1
1075	в этом состоит	1	1
1076	чужой жизненной позиции	1	1
1077	притчи иносказательность является	1	1
1078	слушателей преодолевая их	1	1
1079	человеком неким ибо	1	1
1080	в литературной практике	1	1
1081	автора и читателей	2	1
1082	иной интонации и	1	1
1083	ни убавить ни	1	1
1084	своей судьбы они	1	1
1085	помню чудное мгновенье	1	1
1086	а некий нравственный	1	1
1087	рассеянной чужой речи	1	1
1088	активного приятия не	1	1
1089	он это знал	1	1
1090	именовал веком героев	1	1
1091	чувства юмора умения	1	1
1092	по тем или	1	1
1093	морализаторскую премудрость притчевого	1	1
1094	согласия за которым	1	1
1095	словесное кощунство и	1	1
1096	рассказчика ни для	1	1
1097	от жанра высказывания	1	1
1098	свою жизненную позицию	1	1
1099	несобственно-прямая речь включая	1	1
1100	же по своей	1	1
1101	однако и в	1	1
1102	может ощущаться завершенная	1	1
1103	система смыслов оно	1	1
1104	понимание излагаемой жизни	1	1
1105	предстают перед нами	1	1
1106	включая разные формы	1	1
1107	из нас самих	1	1
1108	здесь только исполнитель	1	1
1109	интонации доверительной и	1	1
1110	я помню чудное	1	1
1111	так и его	1	1
1112	и не занять	1	1
1113	с позиций классического	1	1
1114	он от позиции	1	1
1115	предметно-тематическое содержание жизнеописания	1	1
1116	герою определяемое отсутствием	1	1
1117	предварительное знакомство слушателей	1	1
1118	блужданиями его под	1	1
1119	и потому нейтральное	1	1
1120	притчу в принципе	1	1
1121	то есть его	1	1
1122	текста в целом	1	1
1123	мы строим свою	1	1
1124	анекдота это игра	1	1
1125	приобщения к общенародной	1	1
1126	другом и другого	1	1
1127	и кому говорят	1	1
1128	апофегма то есть	1	1
1129	в качестве текстовой	1	1
1130	к содержанию сказания	1	1
1131	форм высказывания в	1	1
1132	анекдот легко может	1	1
1133	оценки и иных	1	1
1134	бахтин может ощущаться	1	1
1135	жизнеописания вполне самобытно	1	1
1136	от героя окажется	1	1
1137	этом остается регламентированной	1	1
1138	формы скрытой полускрытой	1	1
1139	иллюстрировалась общая идея	1	1
1140	механизмом активизации воспринимающего	1	1
1141	уже говорилось ранее	1	1
1142	устанавливаются отношения ценностно-смысловой	1	1
1143	и проистекающим из	1	1
1144	и героя в	1	1
1145	дискурса призван обладать	1	1
1146	в слове писал	1	1
1147	в принципе можно	1	1
1148	фон романного видения	1	1
1149	непристойность необыкновенное в	1	1
1150	том что он	2	1
1151	на границах литературного	1	1
1152	именно такого рода	1	1
1153	и оценки и	1	1
1154	раскованной беседы автора	1	1
1155	опыта к индивидуальной	1	1
1156	своей роли в	1	1
1157	стилевых формах косвенной	1	1
1158	уже говорилось выше	1	1
1159	не столько от	1	1
1160	проистекающим из нее	1	1
1161	между автором и	1	1
1162	моделью причастности к	1	1
1163	себя и возможность	1	1
1164	профанация священного новелла	1	1
1165	то есть субъектом	1	1
1166	как и ее	1	1
1167	возможность иного языка	1	1
1168	слову чего не	1	1
1169	быть осуществлено только	1	1
1170	непреложный и неоспоримый	1	1
1171	не могут быть	1	1
1172	любопытство к реальному	1	1
1173	становящегося человека с	1	1
1174	но в равной	1	1
1175	приводит к интонации	1	1
1176	войне и мире	2	1
1177	субъектом ролевого действия	1	1
1178	и романного слова	1	1
1179	в просторную сферу	1	1
1180	известном смысле домонологично	1	1
1181	жизненного опыта их	1	1
1182	случая непредсказуемое стечение	1	1
1183	вследствие которого он	1	1
1184	диалогической ситуации рассказывания	1	1
1185	евгении онегине но	1	1
1186	слушающих общим знанием	1	1
1187	нормативное самоотождествление с	1	1
1188	жанр посрамляющий умершее	1	1
1189	собственной ситуации жизненного	1	1
1190	поучающего и поучаемого	1	1
1191	наделенного репродуктивной компетентностью	1	1
1192	равнодостойные субъекты смыслополагания	1	1
1193	их предлагая адресату	1	1
1194	схемы и в	1	1
1195	ее содержание к	1	1
1196	прямого авторского слова	1	1
1197	то она здесь	1	1
1198	сказания это позиция	1	1
1199	является сюжетообразующим при	1	1
1200	внеязыковое и потому	1	1
1201	и не могло	2	1
1202	от мастерства рассказчика	1	1
1203	реакцию предварительное знакомство	1	1
1204	та или иная	1	1
1205	что иное как	1	1
1206	образом ориентировано на	1	1
1207	чужой экзистенциальный опыт	1	1
1208	это известного рода	1	1
1209	состоит в совмещении	2	1
1210	ни к чему	1	1
1211	и на его	1	1
1212	как того требует	1	1
1213	деятельности персонажа то	1	1
1214	не предполагает внутренне	1	1
1215	нейтральное к языку	1	1
1216	знает к его	1	1
1217	как бы в	1	1
1218	в искусстве не	1	1
1219	слова манифестирующего двоякий	1	1
1220	уходит своими корнями	1	1
1221	не отделен от	1	1
1222	дискурсу речевая маска	1	1
1223	из уст в	1	1
1224	и художественного письма	1	1
1225	притча не знают	1	1
1226	позиции в мире	1	1
1227	как притчу в	1	1
1228	рода взаимная условленность	1	1
1229	слухи или сплетни	1	1
1230	опыт чужой жизненной	1	1
1231	в известной степени	1	1
1232	анекдота не столько	1	1
1233	иного включает в	1	1
1234	может быть признано	1	1
1235	смешное но обязательно	1	1
1236	слово сказания еще	1	1
1237	внутренняя активность адресата	1	1
1238	реальному человеческому существованию	1	1
1239	анекдота выбор лексики	1	1
1240	императивной нормы ни	1	1
1241	что входит в	1	1
1242	на индивидуальный опыт	1	1
1243	монолог в чистом	1	1
1244	авторского присутствия в	1	1
1245	необходимости ни в	1	1
1246	не на раскрытие	1	1
1247	связаны с языком	1	1
1248	неадекватным субъект объект	1	1
1249	жизненной практике может	1	1
1250	типа есть монолог	1	1
1251	сознания к другому	1	1
1252	ставят перед ним	1	1
1253	слово анекдота уже	1	1
1254	это и есть	1	1
1255	манифестирующего двоякий жизненный	1	1
1256	и не дает	1	1
1257	сверхличной заданности и	1	1
1258	анекдота уже не	1	1
1259	слова прямой речи	1	1
1260	сочинение литературного произведения	1	1
1261	значительной степени зависим	1	1
1262	в виду что	1	1
1263	жизни постоянно переходит	1	1
1264	этим моментам родственным	1	1
1265	практике может быть	1	1
1266	как уже отмечалось	1	1
1267	диалогизированного слова прямой	1	1
1268	в чистом виде	1	1
1269	содержания сколько от	1	1
1270	в истории литературы	1	1
1271	обладает достоверным но	1	1
1272	священного новелла ночной	1	1
1273	имеем дело с	1	1
1274	не быть субъектом	1	1
1275	освоена в анекдоте	1	1
1276	приложение запечатленного в	1	1
1277	адресата занимающего позицию	1	1
1278	может быть названо	2	1
1279	пребывания в мире	1	1
1280	и возможность иной	1	1
1281	следит за блужданиями	1	1
1282	из этих сторон	1	1
1283	дискурсе речевой акт	1	1
