N	2gram	Losev_Vlad	KulturaY
1322	или не	1	1
1323	столько же	2	1
1324	не очень	6	1
1325	к чему	1	1
1326	забыть об	1	1
1327	экономии и	1	1
1328	вообще в	4	1
1329	этим и	1	1
1330	цитаты из	1	1
1331	это мы	5	1
1332	от нее	3	1
1333	как его	1	1
1334	с представлением	1	1
1335	xviii века	1	1
1336	в совокупности	1	1
1337	государства и	1	1
1338	отношениях между	1	1
1339	роль принадлежит	1	1
1340	он теперь	1	1
1341	по одному	2	1
1342	существу это	1	1
1343	из той	1	1
1344	эта была	1	1
1345	внутреннюю связь	1	1
1346	долго и	1	1
1347	и перед	1	1
1348	виде так	1	1
1349	лондоне и	1	1
1350	не отрицал	2	1
1351	народного просвещения	4	1
1352	понимание и	1	1
1353	работу на	1	1
1354	того и	3	1
1355	и являются	1	1
1356	в свой	3	1
1357	вполне прав	1	1
1358	немногое что	1	1
1359	и представить	2	1
1360	конечно как	1	1
1361	как иногда	1	1
1362	тогда только	1	1
1363	из москвы	1	1
1364	но никто	1	1
1365	у в	1	1
1366	статьи последнего	1	1
1367	но к	1	1
1368	действительности и	1	1
1369	всех народов	1	1
1370	поэтому является	1	1
1371	смысле его	1	1
1372	раз он	1	1
1373	здесь с	1	1
1374	не имел	1	1
1375	характерная особенность	1	1
1376	скажу только	1	1
1377	истинный смысл	1	1
1378	будто и	1	1
1379	вся семья	1	1
1380	отчет в	1	1
1381	несколько более	2	1
1382	уже сказано	1	1
1383	мне была	1	1
1384	чем менее	1	1
1385	его развития	1	1
1386	к в	1	1
1387	ним было	1	1
1388	россии тоже	1	1
1389	к и	2	1
1390	ведь в	1	1
1391	до нас	1	1
1392	это первая	1	1
1393	этой своей	1	1
1394	то конечно	1	1
1395	фактов в	1	1
1396	м и	7	1
1397	когда я	1	1
1398	ему на	1	1
1399	на другой	1	1
1400	бы она	1	1
1401	и речи	3	1
1402	совсем не	7	1
1403	многих случаях	1	1
1404	только об	2	1
1405	то уже	1	1
1406	за обедом	1	1
1407	и бог	1	1
1408	на весь	1	1
1409	вывод который	1	1
1410	близкий к	2	1
1411	и весьма	2	1
1412	в ответ	2	1
1413	кажется что	3	1
1414	именно что	1	1
1415	были связаны	1	1
1416	не помешало	1	1
1417	диссертации в	1	1
1418	ударением на	2	1
1419	последние годы	4	1
1420	одно и	1	1
1421	было для	3	1
1422	надеюсь вы	1	1
1423	и та	1	1
1424	так далеко	1	1
1425	хотя в	2	1
1426	время когда	1	1
1427	элементы в	1	1
1428	где же	2	1
1429	читал и	1	1
1430	никогда нельзя	1	1
1431	по своей	4	1
1432	для наших	1	1
1433	со слов	1	1
1434	что бы	2	1
1435	родился в	1	1
1436	которого в	1	1
1437	у которого	3	1
1438	всего сердца	1	1
1439	он еще	1	1
1440	апреля года	2	1
1441	мысли от	1	1
1442	менее по	1	1
1443	первую часть	1	1
1444	истории и	1	1
1445	но без	1	1
1446	выходят за	1	1
1447	для той	1	1
1448	я предложил	1	1
1449	заставляет нас	1	1
1450	подлинном смысле	1	1
1451	конца и	1	1
1452	этого кризиса	1	1
1453	чувства у	1	1
1454	году в	3	1
1455	что во	2	1
1456	и никогда	2	1
1457	оба они	3	1
1458	он понимает	1	1
1459	к русской	1	1
1460	что свои	2	1
1461	по другим	1	1
1462	в необходимости	1	1
1463	них не	2	1
1464	кажется ему	1	1
1465	боролись с	1	1
1466	общества даже	1	1
1467	зато в	1	1
1468	языков и	1	1
1469	деле это	1	1
1470	до наших	1	1
1471	языка у	1	1
1472	есть все	1	1
1473	поэтического творчества	1	1
1474	остановился на	1	1
1475	свое собственное	1	1
1476	я люблю	1	1
1477	сказать о	2	1
1478	ни за	1	1
1479	то место	1	1
1480	речи о	1	1
1481	точно в	1	1
1482	которого мы	2	1
1483	и ведет	1	1
1484	от октября	1	1
1485	и отвечал	1	1
1486	и особенно	6	1
1487	имеет дело	1	1
1488	до его	1	1
1489	что об	1	1
1490	действительно было	1	1
1491	раньше чем	1	1
1492	можно отметить	1	1
1493	что до	1	1
1494	он говорил	2	1
1495	а м	5	1
1496	должны сказать	1	1
1497	любви и	1	1
1498	таков например	1	1
1499	теперь они	1	1
1500	при жизни	4	1
1501	против этого	2	1
1502	не мешает	2	1
1503	не нашел	1	1
1504	было но	1	1
1505	взгляд на	4	1
1506	нет смысла	1	1
1507	несколько десятков	1	1
1508	но после	2	1
1509	разумеется лишь	1	1
1510	ни малейшего	2	1
1511	двух таких	1	1
1512	друга в	1	1
1513	время я	1	1
1514	в вопросах	3	1
1515	в московском	9	1
1516	то есть	5	1
1517	знаю кто	1	1
1518	как содержание	1	1
1519	других кроме	1	1
1520	с и	4	1
1521	и который	2	1
1522	он только	1	1
1523	будто в	1	1
1524	для себя	6	1
1525	на первом	4	1
1526	такого воспитания	1	1
1527	лекции по	3	1
1528	теперь в	1	1
1529	несколько времени	1	1
1530	видно из	2	1
1531	он несомненно	1	1
1532	к брату	2	1
1533	очень интересно	1	1
1534	чтобы стать	2	1
1535	связанное с	1	1
1536	необходимо если	1	1
1537	ты видишь	1	1
1538	всегда будут	1	1
1539	истории в	2	1
1540	она знает	1	1
1541	разного рода	8	1
1542	была посвящена	1	1
1543	его но	1	1
1544	к выводу	1	1
1545	гораздо раньше	1	1
1546	по образцу	1	1
1547	кланяться и	1	1
1548	всем известно	1	1
1549	о в	1	1
1550	знания в	2	1
1551	этих отношений	1	1
1552	из достоевского	1	1
1553	только еще	1	1
1554	мне пришлось	1	1
1555	между первым	1	1
1556	правильном развитии	1	1
1557	все то	1	1
1558	чтобы установить	1	1
1559	до этого	1	1
1560	оказывается в	1	1
1561	он так	2	1
1562	а г	1	1
1563	массы а	1	1
1564	имеет значение	1	1
1565	следовательно в	1	1
1566	не получил	1	1
1567	вместо этого	1	1
1568	жены в	1	1
1569	месте и	1	1
1570	одновременно с	2	1
1571	а сейчас	1	1
1572	со мной	1	1
1573	на различные	1	1
1574	мой друг	4	1
1575	еще с	2	1
1576	судить по	6	1
1577	даже просто	1	1
1578	к которым	1	1
1579	обществу как	1	1
1580	из тех	1	1
1581	и поскольку	1	1
1582	получает для	1	1
1583	от научного	1	1
1584	не знал	1	1
1585	к нам	1	1
1586	настоящей книги	1	1
1587	необходимым сделать	1	1
1588	едет в	1	1
1589	жизни в	3	1
1590	между и	1	1
1591	оказалось что	1	1
1592	явлений и	1	1
1593	к практическому	1	1
1594	сделал из	1	1
1595	себя и	1	1
1596	мыслей и	1	1
1597	мы имели	1	1
1598	упреки в	1	1
1599	в историческом	1	1
1600	можно найти	1	1
1601	а под	1	1
1602	в те	12	1
1603	в итоге	1	1
1604	хотел бы	2	1
1605	тем я	1	1
1606	и скажем	1	1
1607	не своим	1	1
1608	на их	1	1
1609	суждений о	2	1
1610	удивляться что	1	1
1611	времени появления	1	1
1612	своей жизни	5	1
1613	везде и	1	1
1614	сейчас же	1	1
1615	в семье	3	1
1616	редко и	1	1
1617	года и	3	1
1618	он мог	1	1
1619	почему это	1	1
1620	они по	1	1
1621	то я	1	1
1622	же была	1	1
1623	путешествия в	1	1
1624	ударение в	1	1
1625	нет ничего	1	1
1626	общий тон	1	1
1627	всему этому	2	1
1628	и рассказов	1	1
1629	образования и	1	1
1630	ему принадлежит	1	1
1631	он требует	1	1
1632	статье посвященной	1	1
1633	в очень	5	1
1634	мало чем	1	1
1635	и истинный	1	1
1636	в историю	1	1
1637	этого общего	1	1
1638	тотчас же	1	1
1639	его деятельности	1	1
1640	ясности и	1	1
1641	и литературы	1	1
1642	не любил	3	1
1643	это за	1	1
1644	как мне	1	1
1645	несомненно есть	1	1
1646	в значительной	1	1
1647	наконец в	3	1
1648	бы по	1	1
1649	скажем несколько	1	1
1650	мы уже	8	1
1651	статей в	1	1
1652	которое не	1	1
1653	поскольку с	2	1
1654	из его	6	1
1655	а через	2	1
1656	мы хотели	3	1
1657	помощью более	1	1
1658	и никак	1	1
1659	зрения с	1	1
1660	факты из	1	1
1661	и больше	3	1
1662	всего на	4	1
1663	что конкретно	1	1
1664	и лишь	1	1
1665	со всей	1	1
1666	и вся	1	1
1667	в бесах	1	1
1668	в которую	2	1
1669	в университете	9	1
1670	статья и	1	1
1671	здесь о	1	1
1672	всей исторической	1	1
1673	поездка в	3	1
1674	о своем	3	1
1675	видишь что	1	1
1676	имеет никакого	2	1
1677	поскольку здесь	1	1
1678	эта книга	2	1
1679	этому языку	1	1
1680	уже тогда	4	1
1681	чем не	2	1
1682	выступает против	1	1
1683	я хотел	2	1
1684	при помощи	1	1
1685	свободно и	1	1
1686	нем с	1	1
1687	было и	1	1
1688	всякого явления	1	1
1689	а во	1	1
1690	здесь интересует	1	1
1691	им в	3	1
1692	входить в	1	1
1693	источникам то	1	1
1694	он дает	2	1
1695	эти факты	1	1
1696	целое в	1	1
1697	бы письмо	1	1
1698	поэтому переход	1	1
1699	на две	1	1
1700	мог в	1	1
1701	и во	3	1
1702	намеки на	1	1
1703	с ударением	2	1
1704	и раньше	1	1
1705	того с	3	1
1706	у последнего	1	1
1707	каждый день	1	1
1708	не давала	1	1
1709	они еще	1	1
1710	в №	2	1
1711	будет заметить	1	1
1712	впечатлений в	1	1
1713	духовного развития	2	1
1714	как предмет	1	1
1715	и представлений	1	1
1716	стороны не	2	1
1717	к той	2	1
1718	с новыми	1	1
1719	еще в	5	1
1720	хорошо что	1	1
1721	оно имеет	1	1
1722	нужно но	1	1
1723	взяться за	1	1
1724	из него	1	1
1725	дает в	1	1
1726	же он	1	1
1727	у вас	2	1
1728	если только	1	1
1729	не будучи	1	1
1730	в лондоне	5	1
1731	и осталось	1	1
1732	указаний на	1	1
1733	свидетельствуют что	1	1
1734	необходимо указать	1	1
1735	но нас	1	1
1736	если а	1	1
1737	указанием на	1	1
1738	обратиться к	1	1
1739	меня не	2	1
1740	было принято	1	1
1741	тогда мы	1	1
1742	уже с	1	1
1743	своего друга	1	1
1744	к лицу	1	1
1745	общую характеристику	1	1
1746	что вместо	1	1
1747	чем с	1	1
1748	общей философской	1	1
1749	лет как	1	1
1750	этот свой	2	1
1751	что ему	1	1
1752	эти годы	7	1
1753	которым он	1	1
1754	содержания а	1	1
1755	он находил	1	1
1756	ему в	4	1
1757	слово но	1	1
1758	нам всем	1	1
1759	приводят к	1	1
1760	произведения как	2	1
1761	французский язык	1	1
1762	может не	1	1
1763	было уже	1	1
1764	что среди	1	1
1765	и малых	1	1
1766	время все	1	1
1767	сам он	2	1
1768	года пишет	1	1
1769	сколько в	1	1
1770	ли так	1	1
1771	чуткость и	1	1
1772	они ничего	1	1
1773	который был	4	1
1774	не без	7	1
1775	нам приходится	1	1
1776	нас здесь	1	1
1777	которых он	2	1
1778	это часто	1	1
1779	есть прямое	1	1
1780	дошел до	1	1
1781	ничего кроме	1	1
1782	чем дело	1	1
1783	можно догадываться	1	1
1784	для россии	1	1
1785	которого я	2	1
1786	не содержит	1	1
1787	годов и	1	1
1788	два дня	1	1
1789	есть но	1	1
1790	хорошо и	2	1
1791	способности к	1	1
1792	писал что	1	1
1793	годах в	1	1
1794	на одной	3	1
1795	чем он	1	1
1796	не существует	1	1
1797	знания и	3	1
1798	раз в	1	1
1799	с которым	4	1
1800	однако необходимо	1	1
1801	очередь с	1	1
1802	здесь нет	1	1
1803	прямое и	1	1
1804	и гораздо	1	1
1805	он конечно	1	1
1806	других своих	1	1
1807	теми же	2	1
1808	даже очень	1	1
1809	назначение в	1	1
1810	в свои	2	1
1811	что к	3	1
1812	все ее	1	1
1813	для других	1	1
1814	августа года	2	1
1815	чего уж	1	1
1816	самые разнообразные	1	1
1817	из других	1	1
1818	и вы	2	1
1819	существу то	1	1
1820	об этих	3	1
1821	том виде	1	1
1822	раз навсегда	1	1
1823	при постановке	1	1
1824	и эта	1	1
1825	в германии	1	1
1826	с теми	2	1
1827	в эпоху	1	1
1828	внутренних дел	1	1
1829	при правильном	1	1
1830	систему и	1	1
1831	на тему	1	1
1832	стихи и	1	1
1833	впрочем не	5	1
1834	бы более	1	1
1835	и единственным	1	1
1836	но я	4	1
1837	этот раз	7	1
1838	лежит на	1	1
1839	было хорошо	1	1
1840	но по	2	1
1841	и следовало	1	1
1842	в переводе	1	1
1843	то из	1	1
1844	ничего о	1	1
1845	есть только	1	1
1846	даже после	2	1
1847	своего существования	1	1
1848	с явным	1	1
1849	высокая культура	1	1
1850	г с	2	1
1851	или что	1	1
1852	вероятно не	2	1
1853	в новом	2	1
1854	говорил мне	1	1
1855	даже что	1	1
1856	в серьезных	1	1
1857	котором все	1	1
1858	к вам	1	1
1859	дело и	1	1
1860	что тот	1	1
1861	исторический интерес	1	1
1862	чего в	2	1
1863	с какими	1	1
1864	также все	1	1
1865	от августа	1	1
1866	жизнь и	3	1
1867	с остальными	1	1
1868	ко мне	1	1
1869	не считал	1	1
1870	вышло в	1	1
1871	в стиле	1	1
1872	сказать только	1	1
1873	часто бывает	1	1
1874	нужно отметить	1	1
1875	он был	20	1
1876	и других	2	1
1877	в полной	3	1
1878	с самого	1	1
1879	то немногое	1	1
1880	быть может	1	1
1881	борьбу с	1	1
1882	вот еще	2	1
1883	г №	1	1
1884	и е	1	1
1885	не дошел	2	1
1886	то чего	1	1
1887	под ред	2	1
1888	были для	4	1
1889	зрелые годы	1	1
1890	его не	2	1
1891	и ни	2	1
1892	как уже	2	1
1893	нашел в	1	1
1894	может считаться	1	1
1895	знакомства с	1	1
1896	сталкиваемся на	1	1
1897	русских и	1	1
1898	сам был	1	1
1899	цитата из	1	1
1900	ото всего	1	1
1901	подробнее о	2	1
1902	в противоположность	1	1
1903	во второй	3	1
1904	невозможно но	1	1
1905	значительные явления	1	1
1906	эта сторона	1	1
1907	свою жизнь	1	1
1908	с ее	1	1
1909	в нескольких	1	1
1910	совершенно невозможно	1	1
1911	отношения но	1	1
1912	лес и	1	1
1913	кто не	2	1
1914	и действительное	1	1
1915	было еще	1	1
1916	на новом	1	1
1917	этот факт	2	1
1918	разве только	1	1
1919	к проблемам	1	1
1920	весьма важным	1	1
1921	человека с	2	1
1922	вы не	2	1
1923	и всегда	4	1
1924	которое для	1	1
1925	при всем	1	1
1926	не нравится	2	1
1927	этому поводу	2	1
1928	март г	1	1
1929	голову перед	1	1
1930	конца он	2	1
1931	россии и	4	1
1932	не хотел	1	1
1933	же самое	1	1
1934	вообще все	1	1
1935	этого нет	1	1
1936	с которой	2	1
1937	и постоянный	1	1
1938	он очень	2	1
1939	выразилось в	1	1
1940	которые делают	1	1
1941	качество в	1	1
1942	и самого	2	1
1943	февраля года	1	1
1944	все больше	1	1
1945	о которой	3	1
1946	в положительном	1	1
1947	и много	1	1
1948	не разобрался	1	1
1949	этом и	2	1
1950	дни в	1	1
1951	основания для	1	1
1952	пишет что	1	1
1953	место в	2	1
1954	конечно совершенно	1	1
1955	в чисто	1	1
1956	быть у	1	1
1957	самый блестящий	1	1
1958	поэта но	1	1
1959	он во	1	1
1960	соловьева к	18	1
1961	все еще	1	1
1962	в подлинном	1	1
1963	можно утверждать	1	1
1964	последние месяцы	1	1
1965	что особенно	1	1
1966	интереса к	3	1
1967	само собой	2	1
1968	также о	1	1
1969	внимание читателя	2	1
1970	пишет в	2	1
1971	все для	1	1
1972	к работе	1	1
1973	выступления а	1	1
1974	со своими	4	1
1975	после смерти	8	1
1976	тут же	7	1
1977	vi в	1	1
1978	принято было	1	1
1979	этому вопросу	1	1
1980	который однако	1	1
1981	и совершенно	2	1
1982	и скоро	1	1
1983	в лице	1	1
1984	богу если	1	1
1985	языке а	1	1
1986	конечно объясняется	1	1
1987	к идее	1	1
1988	насколько мне	1	1
1989	на французском	4	1
1990	такие явления	1	1
1991	пять лет	2	1
1992	котором он	2	1
