N	2gram	Vinokur_Ku	slovoVRo
1300	от них	1	1
1301	капитанской дочки	2	1
1302	в противном	2	1
1303	лежащим в	1	1
1304	что даже	2	1
1305	неизбежно при	1	1
1306	какие бы	1	1
1307	отчасти уже	1	1
1308	русском языке	14	1
1309	речи с	2	1
1310	пользуется и	1	1
1311	и устойчивое	1	1
1312	можно встретить	2	1
1313	в стилистическом	1	1
1314	и после	1	1
1315	для этой	2	1
1316	смысл может	2	1
1317	от степени	1	1
1318	к ее	1	1
1319	в низах	1	1
1320	языка к	2	1
1321	в обращении	1	1
1322	в самой	6	1
1323	его стихи	1	1
1324	раз на	2	1
1325	пришлось бы	2	1
1326	крайней мере	11	1
1327	новое но	1	1
1328	тот же	7	1
1329	истории языка	5	1
1330	и выражения	1	1
1331	мог бы	1	1
1332	живое слово	1	1
1333	своеобразие это	1	1
1334	но было	1	1
1335	эти индивидуальные	1	1
1336	в прокрустово	1	1
1337	принимать не	1	1
1338	слова между	1	1
1339	не имеющих	1	1
1340	речи а	3	1
1341	человека но	1	1
1342	гораздо более	6	1
1343	смысле и	2	1
1344	конструкций и	1	1
1345	или иным	1	1
1346	в стилистике	2	1
1347	свои силы	1	1
1348	создают в	1	1
1349	своем месте	1	1
1350	строится на	2	1
1351	она имеет	1	1
1352	труда и	2	1
1353	широкое значение	1	1
1354	стоит на	1	1
1355	и развивается	1	1
1356	но на	1	1
1357	свою энергию	1	1
1358	есть процесс	1	1
1359	далее к	1	1
1360	воспринимается на	3	1
1361	том чтобы	9	1
1362	например слово	1	1
1363	в лингвистику	1	1
1364	и представить	1	1
1365	ничем не	1	1
1366	выражения в	1	1
1367	все элементы	1	1
1368	в систему	1	1
1369	несет на	1	1
1370	слова где	1	1
1371	языка чем	1	1
1372	увидеть и	1	1
1373	различие между	2	1
1374	здесь нет	1	1
1375	жанров речи	1	1
1376	так называемые	5	1
1377	делает их	1	1
1378	к формам	3	1
1379	языка путем	1	1
1380	зависит от	1	1
1381	в последней	1	1
1382	где это	1	1
1383	он тоже	2	1
1384	в первый	2	1
1385	о значении	2	1
1386	однако как	1	1
1387	поэтому в	1	1
1388	и вот	4	1
1389	и существенное	1	1
1390	имеет первостепенное	1	1
1391	иных случаях	3	1
1392	притом не	1	1
1393	в состоянии	2	1
1394	в х	1	1
1395	связи между	1	1
1396	для всякого	1	1
1397	языка которые	1	1
1398	смысл которого	1	1
1399	получает в	1	1
1400	мы имеем	11	1
1401	нем с	1	1
1402	идет о	3	1
1403	целого которое	1	1
1404	при переводе	1	1
1405	есть прямое	1	1
1406	признать что	1	1
1407	источникам и	1	1
1408	прямое дополнение	1	1
1409	бы на	4	1
1410	из моментов	1	1
1411	ними и	2	1
1412	речи так	1	1
1413	к языковой	2	1
1414	он и	1	1
1415	себя самого	2	1
1416	две основные	1	1
1417	для широкого	1	1
1418	не соответствует	1	1
1419	что так	3	1
1420	приводят к	1	1
1421	значение его	1	1
1422	отсюда следует	2	1
1423	аналогии с	3	1
1424	почти всякий	1	1
1425	этих слов	1	1
1426	социального языка	1	1
1427	был в	2	1
1428	два дня	1	1
1429	где он	1	1
1430	и строго	1	1
1431	речь а	1	1
1432	подход более	1	1
1433	значит не	1	1
1434	для своего	1	1
1435	то мы	4	1
1436	стилистическая задача	1	1
1437	богатство и	1	1
1438	сознания и	1	1
1439	его стилистическим	2	1
1440	же не	1	1
1441	поневоле должен	1	1
1442	почти всех	1	1
1443	с пониманием	1	1
1444	же языке	1	1
1445	наше внимание	1	1
1446	находит свое	1	1
1447	право говорить	3	1
1448	и свободно	1	1
1449	в русском	14	1
1450	проникают в	1	1
1451	что между	2	1
1452	все равно	4	1
1453	есть уже	1	1
1454	мы находим	2	1
1455	можно рассматривать	1	1
1456	и смысл	1	1
1457	как общему	1	1
1458	в письменной	1	1
1459	разных языковых	1	1
1460	сказал бы	1	1
1461	интерпретации и	1	1
1462	к голому	1	1
1463	в конечном	3	1
1464	но с	2	1
1465	речи к	2	1
1466	и притом	1	1
1467	у автора	1	1
1468	встречается оно	1	1
1469	языка должна	1	1
1470	говорим о	3	1
1471	служит предметом	1	1
1472	внутренняя речь	1	1
1473	sui generis	2	1
1474	своей книге	1	1
1475	следующие строки	1	1
1476	и некоторые	1	1
1477	говорят в	1	1
1478	как могут	1	1
1479	что к	1	1
1480	все ее	1	1
1481	стилистикой и	1	1
1482	на счет	1	1
1483	прежде чем	1	1
1484	как таковая	1	1
1485	и говорит	2	1
1486	что его	2	1
1487	и позволяет	2	1
1488	слова вне	1	1
1489	прокрустово ложе	1	1
1490	виду не	2	1
1491	того каждый	1	1
1492	учителей и	1	1
1493	которое в	2	1
1494	всегда есть	1	1
1495	не здесь	1	1
1496	в силах	2	1
1497	как впрочем	2	1
1498	бы до	1	1
1499	культур в	1	1
1500	лишь к	2	1
1501	этом что	1	1
1502	здесь возможны	1	1
1503	легко становится	1	1
1504	из уст	1	1
1505	слово само	1	1
1506	слова всегда	1	1
1507	он говорит	1	1
1508	в обычном	3	1
1509	на тему	1	1
1510	чтобы быть	2	1
1511	примеры ниже	1	1
1512	борьбы и	1	1
1513	в ряде	2	1
1514	быть материалом	1	1
1515	литературе и	2	1
1516	с той	2	1
1517	или же	3	1
1518	долгое время	1	1
1519	лишь с	3	1
1520	свое и	1	1
1521	твердое и	1	1
1522	х годах	1	1
1523	как целое	1	1
1524	от слова	3	1
1525	нам в	1	1
1526	и того	2	1
1527	этой цели	2	1
1528	есть именно	1	1
1529	говорят о	1	1
1530	же два	1	1
1531	из главных	1	1
1532	между прочим	4	1
1533	имя собственное	1	1
1534	смысловой и	1	1
1535	жизнью в	1	1
1536	противном случае	2	1
1537	постановка вопроса	2	1
1538	силы для	2	1
1539	второй части	1	1
1540	правды но	1	1
1541	в соединении	1	1
1542	гл iv	1	1
1543	чтобы вообще	1	1
1544	говорить как	1	1
1545	истинности или	1	1
1546	вернемся к	1	1
1547	должно было	1	1
1548	к вопросам	1	1
1549	как не	4	1
1550	об особом	1	1
1551	больше всего	3	1
1552	слово на	1	1
1553	нужно еще	1	1
1554	др например	1	1
1555	действии и	1	1
1556	в первые	1	1
1557	так язык	1	1
1558	себе все	1	1
1559	себе и	3	1
1560	вариации в	1	1
1561	языке не	2	1
1562	которые с	1	1
1563	много и	1	1
1564	к необходимости	1	1
1565	в уже	1	1
1566	и таким	1	1
1567	словами не	1	1
1568	под влиянием	3	1
1569	это так	2	1
1570	слово ср	1	1
1571	и понимание	1	1
1572	научных и	1	1
1573	слова второй	1	1
1574	действительный смысл	1	1
1575	в языковое	1	1
1576	мы к	1	1
1577	бы в	8	1
1578	что часто	1	1
1579	элементов не	1	1
1580	войны и	1	1
1581	к радикальному	1	1
1582	последнем случае	1	1
1583	языка за	1	1
1584	сказать и	1	1
1585	некотором отношении	1	1
1586	впрочем даже	1	1
1587	реагирует на	1	1
1588	том случае	3	1
1589	после этих	1	1
1590	что такое	8	1
1591	их не	1	1
1592	будет очень	1	1
1593	того еще	1	1
1594	что же?	1	1
1595	слов или	1	1
1596	языке с	2	1
1597	таковы и	1	1
1598	и далее	3	1
1599	таких случаях	3	1
1600	тем более	2	1
1601	бы так	1	1
1602	почти с	1	1
1603	языках в	1	1
1604	его тем	1	1
1605	такие же	2	1
1606	часто и	2	1
1607	стилистика не	1	1
1608	мысль и	2	1
1609	случае если	3	1
1610	беседа с	1	1
1611	слов на	2	1
1612	раз те	1	1
1613	более широкий	1	1
1614	ее содержание	1	1
1615	в наше	3	1
1616	слова данного	1	1
1617	самый процесс	1	1
1618	этого смысла	1	1
1619	каждая эпоха	1	1
1620	сюжета и	1	1
1621	говорящего индивидуума	1	1
1622	не дает	1	1
1623	есть чисто	1	1
1624	с легкой	1	1
1625	здесь только	2	1
1626	совсем не	1	1
1627	с некоторыми	1	1
1628	его во	1	1
1629	живом языке	1	1
1630	взглянуть на	2	1
1631	иное чем	1	1
1632	примеры из	1	1
1633	сырого материала	1	1
1634	явления в	1	1
1635	мы должны	2	1
1636	языка для	1	1
1637	отношении они	1	1
1638	в искусстве	2	1
1639	материала так	1	1
1640	когда он	4	1
1641	понимается в	1	1
1642	но зато	2	1
1643	в известных	3	1
1644	если же	1	1
1645	от которых	1	1
1646	должны быть	4	1
1647	следствие его	1	1
1648	свою жизнь	1	1
1649	но даже	3	1
1650	есть и	1	1
1651	прозе и	1	1
1652	тех же	2	1
1653	и является	4	1
1654	совершенно невозможно	1	1
1655	в применении	1	1
1656	различных типов	1	1
1657	всякое слово	1	1
1658	быть как	1	1
1659	когда оно	2	1
1660	что некоторые	1	1
1661	быть шире	1	1
1662	совершенно новый	1	1
1663	который мы	2	1
1664	зрения так	1	1
1665	и фактически	1	1
1666	даже не	1	1
1667	большое значение	2	1
1668	категории в	1	1
1669	тем самым	5	1
1670	разногласия и	1	1
1671	язык специфически	1	1
1672	слово из	1	1
1673	их удельный	1	1
1674	ведь на	1	1
1675	слово которое	1	1
1676	п например	1	1
1677	современная стилистика	1	1
1678	у нее	1	1
1679	стиля его	1	1
1680	и всякая	1	1
1681	утрачивают свою	1	1
1682	должны были	1	1
1683	то ни	2	1
1684	одни из	1	1
1685	вперед в	1	1
1686	какой мере	1	1
1687	тем или	1	1
1688	и возникает	1	1
1689	и чужое	2	1
1690	могла бы	2	1
1691	борьба в	1	1
1692	которых оно	1	1
1693	на это	3	1
1694	этого основного	1	1
1695	с большой	2	1
1696	свою задачу	1	1
1697	в рамках	5	1
1698	или еще	1	1
1699	этом на	1	1
1700	единство социального	1	1
1701	говорящего коллектива	4	1
1702	нельзя не	1	1
1703	смысл слова	1	1
1704	творческой работы	1	1
1705	заставляет нас	1	1
1706	формируется в	1	1
1707	политические и	1	1
1708	лингвистически и	1	1
1709	языке на	1	1
1710	на их	1	1
1711	речь эта	1	1
1712	стилистики в	1	1
1713	или так	1	1
1714	и своим	1	1
1715	что среди	1	1
1716	до сознания	1	1
1717	лингвистики в	1	1
1718	но есть	2	1
1719	не исчерпывают	1	1
1720	в театре	1	1
1721	этих областях	1	1
1722	и сопоставляет	1	1
1723	бы он	1	1
1724	дальше и	1	1
1725	этом и	1	1
1726	здесь за	1	1
1727	мысль в	1	1
1728	дни в	1	1
1729	по аналогии	1	1
1730	не узнали	1	1
1731	не замечать	1	1
1732	первая же	1	1
1733	между членами	1	1
1734	соединении с	1	1
1735	до наших	1	1
1736	в недрах	1	1
1737	сквозь эту	1	1
1738	и тщательно	1	1
1739	в ведении	1	1
1740	ряде случаев	2	1
1741	возможным с	1	1
1742	в общем	4	1
1743	как профессиональный	1	1
1744	например о	1	1
1745	этот особый	1	1
1746	дает себя	1	1
1747	оно действительно	1	1
1748	способности и	1	1
1749	говорить об	1	1
1750	иной раз	2	1
1751	как слова	1	1
1752	в соответствующем	1	1
1753	на место	1	1
1754	в данный	2	1
1755	его к	5	1
1756	на который	2	1
1757	все более	2	1
1758	все другие	1	1
1759	в эти	1	1
1760	и немецкой	1	1
1761	и новые	1	1
1762	но кроме	1	1
1763	отнюдь не	5	1
1764	последние десятилетия	1	1
1765	язык становится	1	1
1766	которым он	1	1
1767	его есть	1	1
1768	а главное	3	1
1769	такие конструкции	1	1
1770	таким же	1	1
1771	чтобы не	1	1
1772	именно это	2	1
1773	всегда так	1	1
1774	распространенных и	1	1
1775	встречается и	1	1
1776	в лице	1	1
1777	само по	6	1
1778	язык от	1	1
1779	значения они	1	1
1780	слова язык	1	1
1781	язык все	1	1
1782	за счет	2	1
1783	на эту	2	1
1784	в каком	6	1
1785	к литературным	1	1
1786	превращаются в	1	1
1787	он действительно	1	1
1788	творчества даже	1	1
1789	как общее	1	1
1790	и ничего	1	1
1791	данного слова	1	1
1792	можно только	1	1
