N	2gram	Propp_Isto	StatiiOP
1318	при дворе	2	1
1319	можно только	3	1
1320	головной убор	2	1
1321	и убрать	1	1
1322	за ее	1	1
1323	в разгар	1	1
1324	образом и	2	1
1325	в сказках	12	1
1326	этому времени	1	1
1327	лес в	1	1
1328	которому они	1	1
1329	они и	3	1
1330	имеют право	2	1
1331	для каждой	1	1
1332	приведены выше	1	1
1333	такова же	1	1
1334	но за	1	1
1335	и предлагает	1	1
1336	в основном	1	1
1337	которой не	1	1
1338	которые он	1	1
1339	представлял собой	3	1
1340	которых мы	1	1
1341	на ее	1	1
1342	был бы	1	1
1343	этих случаев	1	1
1344	ним и	1	1
1345	который его	1	1
1346	героя в	6	1
1347	эти случаи	5	1
1348	сказки в	5	1
1349	пр или	3	1
1350	и должно	1	1
1351	большую роль	1	1
1352	не помню	1	1
1353	сказках в	1	1
1354	человек с	1	1
1355	содержит в	2	1
1356	с ним	1	1
1357	в большом	8	1
1358	всегда были	1	1
1359	он на	2	1
1360	в другой	6	1
1361	пр на	1	1
1362	не исчерпывается	1	1
1363	он действует	1	1
1364	она ему	1	1
1365	совсем так	2	1
1366	в науке	1	1
1367	основная функция	1	1
1368	отрицательное отношение	1	1
1369	здесь были	3	1
1370	так может	2	1
1371	и делает	1	1
1372	они в	2	1
1373	будет иметь	1	1
1374	и дает	1	1
1375	это повторяется	1	1
1376	формам в	1	1
1377	только одного	1	1
1378	власти и	1	1
1379	кости и	1	1
1380	там в	2	1
1381	во дворце	1	1
1382	историческая обстановка	1	1
1383	как вы	1	1
1384	можно дать	1	1
1385	на наиболее	1	1
1386	этой точки	1	1
1387	двух сторон	1	1
1388	в соответствии	1	1
1389	почти всегда	2	1
1390	очень интересный	1	1
1391	и спрашивает	4	1
1392	с целью	2	1
1393	был связан	1	1
1394	женится на	6	1
1395	сторону дела	1	1
1396	образом этот	1	1
1397	далеко что	1	1
1398	на месте	2	1
1399	и действительно	5	1
1400	борьбы против	1	1
1401	знаем об	1	1
1402	них нельзя	1	1
1403	не знал	2	1
1404	очень важный	1	1
1405	он попал	1	1
1406	и такая	1	1
1407	есть нечто	1	1
1408	за свое	1	1
1409	много но	1	1
1410	недаром и	1	1
1411	и отдельных	1	1
1412	не знать	1	1
1413	правда не	1	1
1414	таких случаях	2	1
1415	приводит к	1	1
1416	своими руками	1	1
1417	к какому	1	1
1418	более поздний	2	1
1419	как живые	1	1
1420	на холм	1	1
1421	ему и	1	1
1422	сравнению с	2	1
1423	своего отца	2	1
1424	ведет его	1	1
1425	знает что	1	1
1426	чтобы убедиться	1	1
1427	сколько ни	1	1
1428	совсем как	1	1
1429	на своем	1	1
1430	к другому	1	1
1431	лица в	1	1
1432	и обратно	1	1
1433	он мог	1	1
1434	конечно все	1	1
1435	течение шести	1	1
1436	нет ничего	3	1
1437	но их	1	1
1438	дым и	1	1
1439	его и	6	1
1440	наконец и	1	1
1441	но тот	1	1
1442	или сам	3	1
1443	что эту	1	1
1444	эту землю	1	1
1445	родные у	1	1
1446	уходит от	1	1
1447	можно установить	5	1
1448	нужным доказывать	1	1
1449	примеры показывают	1	1
1450	позднее в	1	1
1451	является также	1	1
1452	было а	1	1
1453	сливается с	1	1
1454	или этот	1	1
1455	никакой связи	1	1
1456	хочет сделать	1	1
1457	со всех	1	1
1458	такую же	1	1
1459	тогда я	2	1
1460	в роли	1	1
1461	но здесь	2	1
1462	с нами	1	1
1463	в иной	2	1
1464	и поставил	1	1
1465	чаще и	1	1
1466	этому миру	1	1
1467	он часто	1	1
1468	это только	2	1
1469	на два	1	1
1470	бы ему	1	1
1471	тот и	1	1
1472	не отражает	2	1
1473	окажется что	1	1
1474	не показателен	1	1
1475	работе о	3	1
1476	и ворота	1	1
1477	которые должны	1	1
1478	на очень	2	1
1479	в приложении	1	1
1480	к одному	1	1
1481	своей работе	1	1
1482	следует в	1	1
1483	этому не	1	1
1484	подобного рода	1	1
1485	а при	1	1
1486	ее с	1	1
1487	большей частью	1	1
1488	этой жизни	1	1
1489	друг от	1	1
1490	последних двух	1	1
1491	не заметил	2	1
1492	надо еще	1	1
1493	верст и	1	1
1494	еще один	1	1
1495	каждый из	1	1
1496	не считаясь	1	1
1497	и попадает	1	1
1498	затем уже	2	1
1499	и холм	1	1
1500	где жил	1	1
1501	по линии	2	1
1502	видели выше	4	1
1503	на более	1	1
1504	и там	6	1
1505	стороны ее	1	1
1506	указано в	1	1
1507	ценным историческим	1	1
1508	вообще имеет	1	1
1509	наука и	1	1
1510	или совершенно	1	1
1511	которые очень	1	1
1512	случае из	1	1
1513	при котором	2	1
1514	такой особой	1	1
1515	всегда в	1	1
1516	сына с	1	1
1517	тебе и	2	1
1518	а становится	1	1
1519	в определенном	1	1
1520	в северной	3	1
1521	другим способом	1	1
1522	относиться к	1	1
1523	то здесь	1	1
1524	здесь и	2	1
1525	не видит	2	1
1526	это сделано	1	1
1527	сохранил эту	1	1
1528	неотделимо от	1	1
1529	друг друга	6	1
1530	дает в	1	1
1531	не из	1	1
1532	же он	3	1
1533	показать как	1	1
1534	стороны он	1	1
1535	плен и	2	1
1536	могут дать	1	1
1537	эту форму	1	1
1538	характерные для	1	1
1539	формы и	1	1
1540	они были	1	1
1541	случае их	1	1
1542	здесь к	1	1
1543	доступ в	1	1
1544	на востоке	1	1
1545	тем материалам	1	1
1546	к началу	1	1
1547	зрения эти	1	1
1548	стал его	1	1
1549	вместе со	1	1
1550	то они	1	1
1551	в более	1	1
1552	на языке	1	1
1553	ему в	2	1
1554	более поздним	1	1
1555	ничем не	2	1
1556	и также	1	1
1557	есть такой	1	1
1558	положении как	1	1
1559	является то	1	1
1560	с начала	1	1
1561	и было	2	1
1562	на тех	1	1
1563	на три	2	1
1564	в последней	1	1
1565	сказке и	2	1
1566	удивительно хорошо	1	1
1567	в семью	1	1
1568	не будем	6	1
1569	с очень	2	1
1570	он становится	2	1
1571	а вместо	1	1
1572	души через	1	1
1573	он просит	2	1
1574	материал по	2	1
1575	приложении к	1	1
1576	для всего	1	1
1577	о нем	2	1
1578	и тут	1	1
1579	и наоборот	2	1
1580	со своим	1	1
1581	то мы	3	1
1582	отразился в	1	1
1583	здесь в	2	1
1584	на одной	4	1
1585	другой же	1	1
1586	дети как	1	1
1587	легенды о	2	1
1588	мертвыми телами	1	1
1589	эти сказки	1	1
1590	этом в	1	1
1591	правило это	1	1
1592	вполне возможно	1	1
1593	все равно	3	1
1594	от своих	2	1
1595	однако не	2	1
1596	сказать не	1	1
1597	это предположение	1	1
1598	как эти	1	1
1599	очень существенно	1	1
1600	от друга	1	1
1601	от всех	1	1
1602	чтобы я	1	1
1603	этого не	1	1
1604	в свои	1	1
1605	с ними	5	1
1606	основаны на	1	1
1607	входить в	1	1
1608	уже очень	1	1
1609	то к	1	1
1610	на разные	1	1
1611	и где	1	1
1612	речей не	1	1
1613	исторической действительности	2	1
1614	некоторых случаях	6	1
1615	здесь все	2	1
1616	и другое	1	1
1617	интересно в	1	1
1618	очень много	3	1
1619	понимать как	1	1
1620	слова на	1	1
1621	к жизни	2	1
1622	совершенно точно	1	1
1623	которые приведены	1	1
1624	случаях когда	2	1
1625	эти две	1	1
1626	мнение что	1	1
1627	на фоне	1	1
1628	рассказывает что	1	1
1629	перейти к	2	1
1630	к нашей	2	1
1631	и могут	1	1
1632	были приведены	1	1
1633	не создает	1	1
1634	право на	2	1
1635	именно эта	1	1
1636	в точности	4	1
1637	после некоторого	1	1
1638	дело к	1	1
1639	не стал	1	1
1640	форма в	1	1
1641	та что	2	1
1642	к середине	1	1
1643	вследствие чего	2	1
1644	то можно	1	1
1645	некоторые авторы	1	1
1646	в гроб	1	1
1647	можно утверждать	2	1
1648	связаны с	1	1
1649	этого места	1	1
1650	определенном направлении	1	1
1651	этой системы	2	1
1652	отсюда же	1	1
1653	идет к	1	1
1654	бы его	1	1
1655	этого он	1	1
1656	ко всему	1	1
1657	внимания то	1	1
1658	иную форму	1	1
1659	обычно в	1	1
1660	русских сказках	4	1
1661	же из	1	1
1662	указывали на	1	1
1663	они обладают	2	1
1664	настоящем смысле	1	1
1665	образом мы	2	1
1666	с сохранением	1	1
1667	значение так	1	1
1668	для рассмотрения	1	1
1669	предполагать что	1	1
1670	у кого	1	1
1671	на один	2	1
1672	по дороге	1	1
1673	в знаменитой	1	1
1674	действительно как	3	1
1675	на своих	1	1
1676	две стороны	1	1
1677	в руки	3	1
1678	к чему-то	1	1
1679	случае можно	2	1
1680	на той	1	1
1681	д как	1	1
1682	усмотреть в	1	1
1683	а из	1	1
1684	тому как	3	1
1685	здесь можно	10	1
1686	в лесу	39	1
1687	ты знаешь	1	1
1688	характерно для	2	1
1689	к тем	2	1
1690	к женщинам	2	1
1691	не с	2	1
1692	или обучение	1	1
1693	есть и	7	1
1694	пор не	1	1
1695	говорит я	2	1
1696	мы пока	2	1
1697	что образ	1	1
1698	оказывается что	2	1
1699	не следует	2	1
1700	в упомянутом	1	1
1701	имеем здесь	1	1
1702	стороны и	3	1
1703	до появления	1	1
1704	что вероятно	1	1
1705	часто в	3	1
1706	только то	1	1
1707	в город	1	1
1708	здесь еще	1	1
1709	на всю	1	1
1710	у нее	4	1
1711	с двумя	1	1
1712	по сравнению	2	1
1713	в большинстве	2	1
1714	на смерть	3	1
1715	уходит в	3	1
1716	означает что	1	1
1717	почти никогда	2	1
1718	развивается в	1	1
1719	ее задач	1	1
1720	установлены только	1	1
1721	которая теперь	1	1
1722	почему это	1	1
1723	из южной	1	1
1724	обстановку в	1	1
1725	этого нет	1	1
1726	него и	2	1
1727	со своими	2	1
1728	когда говорит	1	1
1729	наконец что	1	1
1730	своей цели	2	1
1731	и самого	1	1
1732	исторический процесс	1	1
1733	и понятным	2	1
1734	говорилось выше	4	1
1735	над его	1	1
1736	этим же	2	1
1737	так но	2	1
1738	наук в	1	1
1739	ее из	1	1
1740	в могилу	4	1
1741	заслуживает внимания	1	1
1742	означало бы	2	1
1743	конечно совершенно	1	1
1744	в узком	1	1
1745	же в	6	1
1746	никому не	2	1
1747	к новому	1	1
1748	все еще	7	1
1749	идет не	1	1
1750	только после	2	1
1751	об этой	2	1
1752	пришел к	2	1
1753	всем мире	3	1
1754	чем та	1	1
1755	человек не	1	1
1756	он к	3	1
1757	если она	1	1
1758	в лице	2	1
1759	силу и	2	1
1760	видим и	1	1
1761	не можем	2	1
1762	за счет	2	1
1763	в южной	1	1
1764	есть не	2	1
1765	можно указать	2	1
1766	такие явления	1	1
1767	а я	3	1
