N	2gram	Medvedev_F	formyVre
1297	он отличается	1	1
1298	такого рода	1	1
1299	что этого	1	1
1300	нашей работы	3	1
1301	самый язык	1	1
1302	мы знаем	3	1
1303	форма и	2	1
1304	нет места	1	1
1305	качественный рост	1	1
1306	начала и	2	1
1307	увидим дальше	2	1
1308	и основной	1	1
1309	тогда и	1	1
1310	за эту	1	1
1311	и свой	1	1
1312	элементов и	1	1
1313	нем и	2	1
1314	к которому	2	1
1315	поэзии в	3	1
1316	от всякой	2	1
1317	тем не	2	1
1318	книги и	1	1
1319	материальной действительности	2	1
1320	значительной степени	3	1
1321	аналогии с	4	1
1322	художника и	1	1
1323	и существенное	1	1
1324	что самая	2	1
1325	тел и	1	1
1326	сфер и	1	1
1327	а каждый	2	1
1328	и решающим	1	1
1329	они в	2	1
1330	всегда является	1	1
1331	философские и	2	1
1332	не обладает	1	1
1333	что качество	1	1
1334	то только	1	1
1335	таких высоких	1	1
1336	бытию и	1	1
1337	как своего	1	1
1338	логикой в	1	1
1339	есть еще	1	1
1340	мировоззрения и	1	1
1341	и необратимое	1	1
1342	говорит он	7	1
1343	и природной	1	1
1344	как же	1	1
1345	является и	1	1
1346	находятся и	1	1
1347	поколений вообще	1	1
1348	его нам	1	1
1349	до крайности	2	1
1350	и историческим	1	1
1351	живет и	1	1
1352	в народных	1	1
1353	которые так	1	1
1354	и единого	1	1
1355	наших теоретических	1	1
1356	он устанавливает	1	1
1357	и ценности	1	1
1358	но совершенно	1	1
1359	были до	1	1
1360	произведения можно	1	1
1361	одним из	1	1
1362	романа а	1	1
1363	перечисленные нами	1	1
1364	и чисто	2	1
1365	изменения и	1	1
1366	возвращается к	1	1
1367	в совокупности	1	1
1368	и хорошо	2	1
1369	или хотя	1	1
1370	и всю	2	1
1371	для исследователя	1	1
1372	или иная	1	1
1373	смысле и	2	1
1374	или более	1	1
1375	целом ряде	2	1
1376	этом последнем	1	1
1377	это становится	1	1
1378	чисто смысловыми	1	1
1379	учение о	4	1
1380	эти три	1	1
1381	одною из	4	1
1382	выведены из	1	1
1383	всем своем	1	1
1384	в данное	1	1
1385	так на	2	1
1386	для лучшего	1	1
1387	эту проблему	2	1
1388	во главе	1	1
1389	литературы с	4	1
1390	того если	1	1
1391	и путем	1	1
1392	раскрыться и	1	1
1393	должно было	4	1
1394	больше всего	1	1
1395	но каждый	1	1
1396	достаточно назвать	1	1
1397	ведь в	2	1
1398	в другие	1	1
1399	др такая	1	1
1400	явление мы	1	1
1401	таково основное	1	1
1402	разных типов	1	1
1403	него именно	1	1
1404	в эту	3	1
1405	по своим	1	1
1406	в самих	1	1
1407	что как	1	1
1408	и понимание	1	1
1409	так при	2	1
1410	действительности и	3	1
1411	в противоречии	1	1
1412	автор на	1	1
1413	труда в	1	1
1414	такие события	1	1
1415	чтобы понять	2	1
1416	по поводу	1	1
1417	уже наличные	1	1
1418	понятий и	4	1
1419	глубокой и	1	1
1420	в русской	1	1
1421	и конкретную	1	1
1422	иная чем	2	1
1423	не имеющие	2	1
1424	опираясь на	1	1
1425	не то	3	1
1426	здесь впервые	1	1
1427	природы оно	1	1
1428	об особенностях	2	1
1429	в содержание	2	1
1430	должно иметь	1	1
1431	конкретных явлений	1	1
1432	п такая	1	1
1433	конечно сомнению	1	1
1434	чтобы в	1	1
1435	становится и	1	1
1436	в целях	2	1
1437	от конкретного	1	1
1438	сплетается с	1	1
1439	где проявляется	1	1
1440	п на	1	1
1441	из общих	1	1
1442	от характера	1	1
1443	этой своей	1	1
1444	к роману	1	1
1445	в лучшем	3	1
1446	вступить на	1	1
1447	произведения то	1	1
1448	от этих	2	1
1449	является только	1	1
1450	нашего сознания	1	1
1451	все остальные	2	1
1452	зрения в	1	1
1453	мы достаточно	1	1
1454	соотнесении с	1	1
1455	не дает	3	1
1456	быть адекватно	1	1
1457	как материал	1	1
1458	между тем	4	1
1459	не из	5	1
1460	мы всегда	1	1
1461	совершенно чуждые	1	1
1462	только внешняя	1	1
1463	на самый	1	1
1464	сложившегося и	1	1
1465	и тем	3	1
1466	не будет	2	1
1467	и смысла	1	1
1468	остаться в	1	1
1469	неотрывной связи	1	1
1470	в системе	3	1
1471	в идеологическом	6	1
1472	не приходится	4	1
1473	все те	2	1
1474	из него	2	1
1475	и что	2	1
1476	различных типов	1	1
1477	помощью которого	1	1
1478	тем и	2	1
1479	дифференциация и	1	1
1480	содержание но	1	1
1481	проблем в	2	1
1482	существенности и	1	1
1483	но отнюдь	1	1
1484	бы уже	1	1
1485	также не	1	1
1486	этом смысле	3	1
1487	важно лишь	1	1
1488	проникнуть в	1	1
1489	аналогии со	1	1
1490	в нее	1	1
1491	сил и	1	1
1492	от конкретных	1	1
1493	ведь на	1	1
1494	совершенно независимо	1	1
1495	родился в	1	1
1496	она была	3	1
1497	могла бы	3	1
1498	становится как	1	1
1499	явления которые	1	1
1500	людей они	1	1
1501	ко времени	2	1
1502	ни одной	2	1
1503	превратилась в	1	1
1504	этот пафос	1	1
1505	в литературоведение	1	1
1506	вопрос в	1	1
1507	он в	3	1
1508	своем дальнейшем	1	1
1509	мы их	2	1
1510	игры с	2	1
1511	и философской	2	1
1512	необходимо еще	1	1
1513	особенностей и	2	1
1514	иногда в	1	1
1515	отдельных произведений	1	1
1516	рассматривать не	1	1
1517	совершенно чужда	1	1
1518	материала в	4	1
1519	на отдельные	2	1
1520	не значит	1	1
1521	но ничего	1	1
1522	канона и	1	1
1523	в первой	2	1
1524	и своеобразие	1	1
1525	специфичности как	1	1
1526	все остальное	4	1
1527	определяющее влияние	2	1
1528	помощи которой	1	1
1529	в общем	8	1
1530	жанр и	1	1
1531	ней в	1	1
1532	бы быть	3	1
1533	были здесь	1	1
1534	и религиозных	1	1
1535	те кто	1	1
1536	жанровых разновидностей	2	1
1537	слова как	2	1
1538	были выработаны	3	1
1539	который был	1	1
1540	есть одна	1	1
1541	речи о	1	1
1542	значения как	1	1
1543	независимо от	5	1
1544	задачи не	1	1
1545	на поэтическую	1	1
1546	и чем	3	1
1547	природу этого	1	1
1548	чтобы не	2	1
1549	из этой	2	1
1550	каждого из	3	1
1551	ведь эта	1	1
1552	историей все	1	1
1553	самое основное	1	1
1554	более существенной	1	1
1555	было с	1	1
1556	существовать как	1	1
1557	в развитии	2	1
1558	особенности на	1	1
1559	для самого	1	1
1560	своего рода	1	1
1561	они неизбежно	1	1
1562	и гармонии	1	1
1563	включая сюда	2	1
1564	основе этой	2	1
1565	на деле	1	1
1566	и стало	1	1
1567	в последующих	1	1
1568	на конкретной	1	1
1569	характерная для	1	1
1570	мы увидели	1	1
1571	в условном	1	1
1572	к другим	4	1
1573	и конечно	1	1
1574	бы дело	1	1
1575	и деловой	1	1
1576	в самый	2	1
1577	речи но	1	1
1578	и свою	5	1
1579	совершенно недопустимо	4	1
1580	разобранная нами	2	1
1581	общим вопросам	1	1
1582	почти не	2	1
1583	этого понятия	1	1
1584	которые он	1	1
1585	на те	1	1
1586	была до	1	1
1587	уже внутри	1	1
1588	единичная вещь	1	1
1589	уже знаем	1	1
1590	что это	1	1
1591	нем как	3	1
1592	об образе	1	1
1593	она дана	1	1
1594	и из	1	1
1595	из одних	1	1
1596	иное значение	2	1
1597	здесь он	1	1
1598	в другой	2	1
1599	из которых	1	1
1600	этот принцип	1	1
1601	здесь с	2	1
1602	поэтому же	1	1
1603	формах в	1	1
1604	бы между	1	1
1605	действий и	2	1
1606	в единый	1	1
1607	переходя к	1	1
1608	для человека	1	1
1609	связью с	1	1
1610	и наш	1	1
1611	сводится к	6	1
1612	же самой	1	1
1613	деле и	1	1
1614	он лишь	1	1
1615	функции в	2	1
1616	лежащее на	1	1
1617	под этим	1	1
1618	слова у	1	1
1619	должен был	3	1
1620	психологии и	1	1
1621	не произошло	1	1
1622	нового не	1	1
1623	особого рода	1	1
1624	этой точки	1	1
1625	вместо того	1	1
1626	с неизбежностью	2	1
1627	функции и	1	1
1628	оно ни	1	1
1629	литературы но	3	1
1630	которых и	1	1
1631	разложения и	1	1
1632	о художественных	1	1
1633	вопросу об	1	1
1634	то на	1	1
1635	сильны у	1	1
1636	изображения в	1	1
1637	с ней	1	1
1638	могло не	3	1
1639	следовательно в	1	1
1640	эти свойства	2	1
1641	конкретном и	1	1
1642	произведения ни	1	1
1643	и осмысливаются	1	1
1644	необходимо изучить	1	1
1645	это определяется	1	1
1646	в идеологической	3	1
1647	новые формы	2	1
1648	и действительно	2	1
1649	широком понимании	1	1
1650	выходит за	1	1
1651	определяющего влияния	2	1
1652	его движении	1	1
1653	определенные формы	1	1
1654	новое содержание	1	1
1655	она и	1	1
1656	почвой для	1	1
1657	широком и	1	1
1658	эти явления	2	1
1659	как о	8	1
1660	чрезвычайно осложняет	1	1
1661	как момент	1	1
1662	как не	1	1
1663	от чего	3	1
1664	произведение в	3	1
1665	и просто	1	1
1666	человека на	1	1
1667	с установкой	1	1
1668	в словах	1	1
1669	приводит к	4	1
1670	форма слова	1	1
1671	может не	1	1
1672	в сравнительно	1	1
1673	его представителей	1	1
1674	установкой на	2	1
1675	роли в	4	1
1676	сверху так	1	1
1677	эта борьба	1	1
1678	моментами и	1	1
1679	и материальной	1	1
1680	в соотнесении	1	1
1681	значение именно	2	1
1682	на своем	3	1
1683	дальше и	1	1
1684	здесь совершается	1	1
1685	к созданию	1	1
1686	рассуждения о	1	1
1687	не оказалось	4	1
1688	выделения и	1	1
1689	также была	1	1
1690	в формалистическом	1	1
1691	того на	1	1
1692	действительному содержанию	1	1
1693	частей и	1	1
1694	принадлежит ему	1	1
1695	только одно	1	1
1696	здесь лишь	2	1
1697	и резко	1	1
1698	существовать в	1	1
1699	всем этом	1	1
1700	существу и	1	1
1701	история в	1	1
1702	своих моментах	2	1
1703	и основные	2	1
1704	же функции	1	1
1705	и определений	3	1
1706	такую же	1	1
1707	относящихся к	1	1
1708	нее нужно	1	1
1709	первой из	1	1
1710	таком виде	1	1
1711	не должно	1	1
1712	на проблеме	1	1
1713	ее до	2	1
1714	это все	1	1
1715	препятствия и	1	1
1716	в отдельности	1	1
1717	исторических событий	1	1
1718	них как	1	1
1719	из его	2	1
1720	сфер идеологии	1	1
1721	подходы и	1	1
1722	тех пор	1	1
1723	в современном	2	1
1724	остается только	1	1
1725	для нее	2	1
1726	эти различия	1	1
1727	что если	2	1
1728	каждой из	3	1
1729	и больше	1	1
1730	из которого	1	1
1731	и вся	2	1
1732	здесь очень	1	1
1733	выработанных в	1	1
1734	и нового	3	1
1735	не меньше	1	1
1736	роковой для	1	1
1737	этой игры	1	1
1738	вопросов связанных	1	1
1739	слов и	1	1
1740	с первой	1	1
1741	и наиболее	1	1
1742	новое время	1	1
1743	критика в	1	1
1744	и различные	1	1
1745	ее с	1	1
1746	сверху и	1	1
1747	всего или	1	1
1748	всеми своими	1	1
1749	индивидуального жизненного	1	1
1750	в поэтическом	6	1
1751	всю полноту	1	1
1752	он их	1	1
1753	при помощи	2	1
1754	так называемого	1	1
1755	при анализе	1	1
1756	характерно здесь	1	1
1757	входящая в	2	1
1758	оно прежде	2	1
1759	ею определяется	1	1
1760	процессе разрешения	1	1
1761	связанной с	1	1
1762	движении и	1	1
1763	идеологий и	1	1
1764	очень распространены	1	1
1765	являются только	2	1
1766	автора в	1	1
1767	в дальнейшей	1	1
1768	его специфической	1	1
1769	литературе эта	1	1
1770	нравов и	1	1
1771	собой но	1	1
1772	всеми деталями	1	1
1773	впервые в	1	1
1774	она входит	1	1
1775	новые и	1	1
1776	и пересмотр	1	1
1777	в самую	2	1
1778	самой природе	1	1
1779	нами два	1	1
1780	правда уже	1	1
1781	конца и	1	1
1782	слова он	1	1
1783	только здесь	3	1
1784	его прямой	1	1
1785	к миру	2	1
1786	на этот	1	1
1787	эти специфические	1	1
1788	слово и	2	1
1789	конкретное единство	2	1
1790	содержанию и	2	1
1791	сливалась с	1	1
1792	говоря об	1	1
1793	лишенным всяких	1	1
1794	имеет и	2	1
1795	счете всегда	1	1
1796	для этих	1	1
1797	это значение	1	1
1798	и глубоких	1	1
1799	в понимании	7	1
1800	наук и	1	1
1801	в эпохи	1	1
1802	к предмету	4	1
1803	какие бы	2	1
1804	только с	1	1
1805	отличиях от	1	1
1806	полнее всего	1	1
1807	входящих в	3	1
1808	в настоящее	11	1
1809	произведения или	2	1
1810	представителем этого	1	1
1811	родную стихию	1	1
1812	проблема истории	1	1
1813	но есть	2	1
1814	или другой	2	1
1815	к содержанию	1	1
1816	правильно но	1	1
1817	с орудиями	1	1
1818	от всякого	2	1
1819	этого термина	2	1
1820	в формах	4	1
1821	уже с	1	1
1822	истории литературы	18	1
1823	экономического и	1	1
1824	как к	5	1
1825	этому основному	1	1
1826	лучше чем	1	1
1827	проблемы проблемы	1	1
1828	к идеологическому	1	1
1829	форм и	7	1
1830	охарактеризованного нами	1	1
1831	что оно	4	1
1832	различны в	1	1
1833	и словесное	1	1
1834	даны не	1	1
1835	исторической жизни	2	1
1836	нас не	3	1
1837	этого она	1	1
1838	именно отсюда	1	1
1839	себя самих	1	1
1840	место его	1	1
1841	быть самим	1	1
1842	эта своеобразная	1	1
1843	в художественной	2	1
1844	для всякого	2	1
1845	из основных	1	1
1846	целом а	1	1
1847	и борьбы	1	1
1848	всецело определяется	1	1
1849	образ и	1	1
1850	и приобретают	1	1
1851	других областях	1	1
1852	и никаких	1	1
1853	мире в	1	1
1854	этой действительности	1	1
1855	а это	1	1
1856	у символистов	2	1
1857	он и	3	1
1858	посвящены две	1	1
1859	не решается	1	1
1860	о нем	1	1
1861	в организациях	1	1
1862	в каком-нибудь	1	1
1863	и новое	1	1
1864	на самом	8	1
1865	на которой	1	1
1866	богатство и	1	1
1867	сознания и	1	1
1868	а все	2	1
1869	смысле этого	4	1
1870	превратиться в	1	1
1871	слово в	2	1
1872	бытие и	1	1
1873	ибо оно	1	1
1874	предмету и	1	1
1875	в ином	2	1
1876	в виде	2	1
1877	значение эти	1	1
1878	борьбу с	1	1
1879	говорим о	2	1
1880	что является	1	1
1881	этой отрицательной	1	1
1882	и глубокой	1	1
1883	из хаоса	1	1
1884	за этим	1	1
1885	становления и	3	1
1886	анализа этих	1	1
1887	к определенным	1	1
1888	на нее	2	1
1889	они могли	1	1
1890	различий между	1	1
1891	однако они	1	1
1892	он один	1	1
1893	здесь ярко	1	1
1894	сама по	2	1
1895	в ряде	1	1
1896	подлежит конечно	1	1
1897	ядро этого	1	1
1898	и без	1	1
1899	участие в	1	1
1900	является такой	1	1
1901	данного произведения	2	1
1902	лишь с	1	1
1903	не подлежит	1	1
1904	его живые	1	1
1905	могла быть	1	1
1906	но нельзя	1	1
1907	культуры с	2	1
1908	понимании этого	3	1
1909	для критики	1	1
1910	только определенные	1	1
1911	острое ощущение	1	1
1912	отражения и	1	1
1913	эти требования	1	1
1914	и глубже	3	1
1915	остановимся здесь	1	1
1916	направления в	6	1
1917	не создает	1	1
1918	нисколько не	2	1
1919	и оно	1	1
1920	материальности и	1	1
1921	пока не	1	1
1922	концепция в	1	1
1923	применении к	4	1
1924	и литературного	2	1
1925	вследствие чего	1	1
1926	сталкивается с	1	1
1927	этих элементов	2	1
1928	или менее	7	1
1929	а так	1	1
1930	руки и	1	1
1931	определенное место	2	1
1932	определенном направлении	1	1
1933	и всесторонне	1	1
1934	людей в	1	1
1935	в области	6	1
1936	этих двух	2	1
1937	и стала	1	1
1938	вовсе ничего	1	1
1939	к одному	2	1
1940	без всякой	3	1
1941	пр все	2	1
1942	и приобрела	1	1
1943	тем чем	1	1
1944	большое место	2	1
1945	важная проблема	1	1
1946	в эти	1	1
1947	что от	1	1
1948	а к	2	1
1949	с сохранением	1	1
1950	в скрытой	1	1
1951	фоне этого	1	1
1952	его произведениях	1	1
1953	которую мы	1	1
1954	эти последние	1	1
1955	но кроме	1	1
1956	и продуктивных	1	1
1957	не отвлекается	1	1
1958	связи и	1	1
1959	из разновидностей	1	1
1960	так называемой	1	1
1961	время можно	1	1
1962	языке в	1	1
1963	и касается	1	1
1964	от всяких	1	1
1965	значение не	2	1
1966	ее так	1	1
1967	не по	4	1
1968	для последующего	1	1
1969	в теории	1	1
1970	отрицательная сторона	1	1
1971	обстоит дело	1	1
1972	как основа	1	1
1973	конце концов	2	1
1974	изучать ее	1	1
1975	где впервые	1	1
1976	ряду развития	2	1
1977	единство и	2	1
1978	во второй	3	1
1979	когда он	3	1
1980	своего единства	1	1
1981	и смыслом	1	1
1982	что касается	1	1
1983	понять произведение	1	1
1984	к тем	1	1
1985	и идейности	1	1
1986	всего его	1	1
1987	приспособленная к	1	1
1988	толстой не	1	1
1989	существеннее и	2	1
1990	целого в	1	1
1991	говоря о	1	1
1992	явлений в	1	1
1993	резко отличается	1	1
1994	от оков	1	1
1995	не следует	5	1
1996	случилось так	1	1
1997	только то	1	1
1998	пр и	4	1
1999	от того	2	1
2000	но вместе	1	1
2001	что из	1	1
2002	берется не	1	1
2003	на всю	2	1
2004	ли этот	1	1
2005	и самой	1	1
2006	эпохи как	1	1
2007	мысли об	2	1
2008	в отрыве	2	1
2009	осуществляется путем	1	1
2010	что будет	1	1
2011	конкретном целом	1	1
2012	чуждость этого	1	1
2013	этого метода	2	1
2014	облекается в	1	1
2015	в литературном	2	1
2016	оно должно	3	1
2017	стиле и	1	1
2018	содержанием и	1	1
2019	фоне этой	1	1
2020	литературное произведение	10	1
2021	та или	1	1
2022	работы мы	1	1
2023	и понятия	1	1
2024	и нельзя	2	1
2025	изучения и	3	1
2026	диалога с	1	1
2027	художественного произведения	27	1
2028	все содержание	2	1
2029	двух направлениях	1	1
2030	произведения не	3	1
2031	вот к	1	1
2032	в общественном	1	1
2033	на общую	1	1
2034	в высшей	4	1
2035	и языковых	1	1
2036	в характере	2	1
2037	и нетворческим	1	1
2038	может показаться	1	1
2039	сами эти	1	1
2040	не характеризуют	1	1
2041	то их	1	1
2042	несколько упрощаем	1	1
2043	и художественной	2	1
2044	чувства их	1	1
2045	различаем в	1	1
2046	такой же	2	1
2047	быть найдены	1	1
2048	была поставлена	1	1
2049	и действовали	1	1
2050	на то	2	1
2051	в создании	2	1
2052	достаточно вспомнить	1	1
2053	о понимании	1	1
2054	их на	2	1
2055	раз за	1	1
2056	же это	2	1
2057	это в	1	1
2058	и особого	1	1
2059	и глубокая	2	1
2060	не вне	1	1
2061	каждый момент	1	1
2062	может и	2	1
2063	вне этих	2	1
2064	которых не	1	1
2065	ведь и	1	1
2066	эти новые	1	1
2067	бытия в	3	1
2068	лучшем случае	3	1
2069	хотя здесь	1	1
2070	таким же	2	1
2071	для некоторых	1	1
2072	и обратно	1	1
2073	и целостности	1	1
2074	слова в	2	1
2075	с соответствующими	1	1
2076	совершается в	2	1
2077	действовали в	1	1
2078	этом необходимо	1	1
2079	меньше чем	1	1
