N	2gram	Berdyaev_M	Myslijsy
1318	к миру	3	1
1319	будто бы	3	1
1320	глубины его	1	1
1321	моей стороны	1	1
1322	и чисто	1	1
1323	на себя	1	1
1324	органической жизни	1	1
1325	дано в	1	1
1326	на тот	1	1
1327	ее он	2	1
1328	он берет	1	1
1329	в последних	1	1
1330	человека она	1	1
1331	система в	1	1
1332	не остается	2	1
1333	прошла через	1	1
1334	но ведь	1	1
1335	как все	1	1
1336	на поверхности	9	1
1337	но нужно	1	1
1338	такова что	1	1
1339	свой собственный	1	1
1340	человек в	12	1
1341	и именно	2	1
1342	себя как	1	1
1343	на земле	7	1
1344	для человеческого	3	1
1345	же новое	1	1
1346	не означает	2	1
1347	бытия с	2	1
1348	они как	1	1
1349	и характер	2	1
1350	человеческой природе	3	1
1351	смысл но	1	1
1352	больше и	1	1
1353	человек то	1	1
1354	связанным с	1	1
1355	был не	2	1
1356	в сторону	1	1
1357	по характеру	1	1
1358	к психологии	1	1
1359	но все-таки	1	1
1360	есть своя	1	1
1361	человеческой и	1	1
1362	что их	1	1
1363	кроме человека	1	1
1364	которая есть	4	1
1365	а для	2	1
1366	не был	8	1
1367	механизм и	1	1
1368	остается в	1	1
1369	бы был	1	1
1370	совершенно другой	1	1
1371	быть так	1	1
1372	во всякой	1	1
1373	ума но	1	1
1374	великой цели	1	1
1375	есть огромное	1	1
1376	находит свое	1	1
1377	живой организм	1	1
1378	мысль на	1	1
1379	мир он	2	1
1380	проникает в	3	1
1381	противоположность в	1	1
1382	повсюду у	1	1
1383	через этот	2	1
1384	отразилось в	1	1
1385	него есть	2	1
1386	разных местах	2	1
1387	другом и	1	1
1388	именно потому	1	1
1389	с новыми	2	1
1390	был до	1	1
1391	не видят	1	1
1392	он принадлежит	2	1
1393	и речи	1	1
1394	с какой	1	1
1395	к образу	1	1
1396	отношение между	2	1
1397	и бог	2	1
1398	всякое движение	1	1
1399	была для	1	1
1400	от человека	4	1
1401	на самый	1	1
1402	две формы	1	1
1403	человек остался	1	1
1404	решить вопрос	2	1
1405	и этой	1	1
1406	он принимает	1	1
1407	мира так	1	1
1408	организм не	1	1
1409	можно сделать	1	1
1410	на нем	1	1
1411	для сохранения	2	1
1412	которые составляют	1	1
1413	зрения так	1	1
1414	его жизнь	1	1
1415	от многих	1	1
1416	миру и	1	1
1417	человек так	1	1
1418	как понять	1	1
1419	может уже	3	1
1420	в боге	7	1
1421	над ним	1	1
1422	мы то	1	1
1423	не совпадает	1	1
1424	человеке на	1	1
1425	не раз	1	1
1426	был прежде	3	1
1427	цену но	1	1
1428	человек всегда	1	1
1429	ту сторону	1	1
1430	момент своей	1	1
1431	жизнь как	1	1
1432	его был	2	1
1433	и никогда	4	1
1434	образ но	1	1
1435	вера в	3	1
1436	эту силу	1	1
1437	и каждый	2	1
1438	человеческую личность	1	1
1439	есть также	4	1
1440	его личности	4	1
1441	он сказал	1	1
1442	когда они	1	1
1443	быть результатом	1	1
1444	и строения	1	1
1445	внутрь себя	2	1
1446	процессы в	1	1
1447	самому себе	2	1
1448	даже самого	1	1
1449	на высоте	1	1
1450	человека этой	1	1
1451	том основании	2	1
1452	всю жизнь	7	1
1453	любовь в	2	1
1454	человека когда	2	1
1455	которым это	1	1
1456	нашего духа	1	1
1457	и чтобы	1	1
1458	чувств и	1	1
1459	самая главная	1	1
1460	что лишь	1	1
1461	нет не	1	1
1462	не одна	1	1
1463	я сам	1	1
1464	него это	1	1
1465	самим собою	2	1
1466	искусства в	1	1
1467	которая и	1	1
1468	любви и	3	1
1469	для многих	1	1
1470	с этих	1	1
1471	тут уже	1	1
1472	из опыта	1	1
1473	слова это	1	1
1474	бы самостоятельное	1	1
1475	его со	1	1
1476	в содержании	1	1
1477	он лишен	1	1
1478	свою духовную	1	1
1479	личности на	1	1
1480	в столь	1	1
1481	и этот	4	1
1482	они и	3	1
1483	что бог	2	1
1484	только те	1	1
1485	от самой	1	1
1486	и свою	1	1
1487	сойти с	1	1
1488	него равно	1	1
1489	жизни а	3	1
1490	своего собственного	1	1
1491	так человек	2	1
1492	и который	1	1
1493	и истина	3	1
1494	его свободы	3	1
1495	человек для	1	1
1496	есть я	1	1
1497	с миром	1	1
1498	и менее	2	1
1499	собственными силами	1	1
1500	переносится в	1	1
1501	великий мыслитель	1	1
1502	я никогда	2	1
1503	душа получает	1	1
1504	как отрицание	1	1
1505	ли что	1	1
1506	и различие	1	1
1507	думает что	1	1
1508	открывает себя	2	1
1509	и этого	1	1
1510	самой жизни	1	1
1511	и творческого	1	1
1512	этот не	1	1
1513	от этой	2	1
1514	о пределах	1	1
1515	конец у	1	1
1516	все свое	1	1
1517	мира то	1	1
1518	два явления	1	1
1519	же прежде	1	1
1520	науки и	1	1
1521	не подозревает	1	1
1522	когда его	1	1
1523	к разложению	1	1
1524	и делает	1	1
1525	его собственный	1	1
1526	формальные и	1	1
1527	человека если	3	1
1528	переходит из	1	1
1529	него нет	6	1
1530	со всеми	1	1
1531	сказать с	1	1
1532	одну и	1	1
1533	о природе	1	1
1534	не произошло	1	1
1535	дух и	1	1
1536	которой бы	1	1
1537	он так	2	1
1538	за его	2	1
1539	людям а	2	1
1540	психологической точки	1	1
1541	все существует	1	1
1542	может не	3	1
1543	любовь и	4	1
1544	с целью	1	1
1545	эта жизнь	1	1
1546	он будет	1	1
1547	душа его	2	1
1548	только случай	1	1
1549	и действительно	1	1
1550	только одной	1	1
1551	стремятся к	1	1
1552	доходит до	6	1
1553	отдельного человека	1	1
1554	творчества мы	1	1
1555	не знал	7	1
1556	мог быть	1	1
1557	человеку как	2	1
1558	только их	1	1
1559	внутренние противоречия	1	1
1560	корней и	2	1
1561	для каждого	1	1
1562	полное равенство	1	1
1563	состоит чтобы	1	1
1564	что такой	1	1
1565	на эту	1	1
1566	жизни в	3	1
1567	я хочу	3	1
1568	проникнуть в	1	1
1569	его раскрывает	1	1
1570	от опыта	1	1
1571	человек со	1	1
1572	будет еще	1	1
1573	приводит к	2	1
1574	человеку чем	1	1
1575	мыслей и	1	1
1576	понимания в	1	1
1577	человечества так	1	1
1578	ли он	2	1
1579	такой глубине	1	1
1580	можно найти	1	1
1581	сравнению с	2	1
1582	а под	1	1
1583	в душу	1	1
1584	но раз	1	1
1585	его пути	1	1
1586	суждений о	1	1
1587	из человеческой	1	1
1588	философии но	2	1
1589	тот кто	5	1
1590	в которые	2	1
1591	он мог	2	1
1592	этого движения	1	1
1593	без которых	1	1
1594	совершенно как	1	1
1595	их вовсе	1	1
1596	будет уже	1	1
1597	есть отрицание	4	1
1598	бросается в	1	1
1599	человек еще	1	1
1600	он будто	1	1
1601	перейти в	2	1
1602	может создать	1	1
1603	можно ожидать	1	1
1604	как говорит	1	1
1605	его отношение	2	1
1606	во всю	1	1
1607	высшей духовной	1	1
1608	нас потому	1	1
1609	это художественное	1	1
1610	человек стал	1	1
1611	ни на	1	1
1612	большую роль	1	1
1613	один только	1	1
1614	по сравнению	3	1
1615	это все	2	1
1616	мгновения жизни	1	1
1617	чем они	1	1
1618	не быть	2	1
1619	связано со	3	1
1620	как ум	1	1
1621	этой антиномии	2	1
1622	познания на	1	1
1623	от мира	2	1
1624	ума есть	1	1
1625	и счастье	1	1
1626	в вечной	1	1
1627	своему значению	3	1
1628	и вся	1	1
1629	тела он	1	1
1630	идея не	1	1
1631	не меньше	1	1
1632	в первых	2	1
1633	быть выражена	1	1
1634	тот мир	1	1
1635	теми которые	1	1
1636	народ в	1	1
1637	духа как	2	1
1638	две стихии	1	1
1639	и исчезает	1	1
1640	человека что	2	1
1641	в мир	3	1
1642	образ этот	1	1
1643	необходимости соединения	1	1
1644	подходит и	1	1
1645	страдания в	1	1
1646	лишь бы	1	1
1647	начала и	1	1
1648	вопрос можно	1	1
1649	в человека	4	1
1650	достигает того	1	1
1651	свои произведения	1	1
1652	нет в	5	1
1653	страдания и	5	1
1654	свободы в	12	1
1655	знает что	1	1
1656	веры а	1	1
1657	принадлежит уже	2	1
1658	связанной с	1	1
1659	потому и	2	1
1660	лишь одна	2	1
1661	к обогащению	1	1
1662	в отличие	1	1
1663	сердце в	1	1
1664	его художественного	2	1
1665	всего своего	1	1
1666	видим в	1	1
1667	связана с	9	1
1668	значение всегда	1	1
1669	своей жизни	1	1
1670	что совершается	1	1
1671	зла не	2	1
1672	от которой	1	1
1673	не желать	1	1
1674	в самую	5	1
1675	смотрят на	1	1
1676	действия не	1	1
1677	из первых	1	1
1678	всегда как	1	1
1679	друга а	1	1
1680	через то	1	1
1681	лучше всего	1	1
1682	личности к	2	1
1683	человечества и	1	1
1684	из моментов	1	1
1685	и историческое	2	1
1686	история была	1	1
1687	его для	1	1
1688	чтобы все	1	1
1689	в телесном	1	1
1690	истине что	1	1
1691	и черта	1	1
1692	не стоит	1	1
1693	для исследования	1	1
1694	же до	1	1
1695	по отдельным	1	1
1696	у них	4	1
1697	не отражается	1	1
1698	ведет ко	1	1
1699	многие из	1	1
1700	же он	1	1
1701	который и	2	1
1702	ко многим	1	1
1703	ставит его	1	1
1704	это совершенно	1	1
1705	высшая математика	1	1
1706	из этой	2	1
1707	высшей степени	4	1
1708	от всякого	2	1
1709	всего того	1	1
1710	которому он	1	1
1711	как к	2	1
1712	не знают	4	1
1713	сознание может	1	1
1714	не доходит	3	1
1715	стоит на	2	1
1716	творчества не	1	1
1717	для нашего	1	1
1718	которым он	1	1
1719	значение в	1	1
1720	и соответствует	1	1
1721	его нельзя	2	1
1722	у гоголя	1	1
1723	человеку это	2	1
1724	мир в	3	1
1725	берет на	1	1
1726	внешних условий	1	1
1727	вот например	1	1
1728	состояние сознания	1	1
1729	человека ибо	1	1
1730	ли бы	1	1
1731	на два	2	1
1732	сам он	2	1
1733	и вот	7	1
1734	иметь право	1	1
1735	ничего выше	2	1
1736	противоречия и	1	1
1737	о человеческой	3	1
1738	свободной человеческой	1	1
1739	тот путь	1	1
1740	к соединению	2	1
1741	уже все	1	1
1742	всего человечества	2	1
1743	того чем	1	1
1744	для всего	1	1
1745	одного только	1	1
1746	духа есть	1	1
1747	сторона в	1	1
1748	чем например	1	1
1749	есть истина	2	1
1750	открыть что	1	1
1751	на одной	2	1
1752	природы вообще	1	1
1753	творчество есть	1	1
1754	имеет смысла	1	1
1755	отвечает ему	1	1
1756	чем он	1	1
1757	но одно	1	1
1758	им с	1	1
1759	представлять себе	1	1
1760	истине но	1	1
1761	не связано	2	1
1762	перенести в	1	1
1763	xix века	4	1
1764	на мгновение	1	1
1765	руки в	1	1
1766	иногда и	1	1
1767	этим именем	1	1
1768	а о	1	1
1769	жизни это	4	1
1770	таинственная связь	1	1
1771	единственная причина	1	1
1772	остается и	1	1
1773	есть единственный	1	1
1774	бы ответить	1	1
1775	а также	1	1
1776	и действует	1	1
1777	и всякое	1	1
1778	что ничего	2	1
1779	за этим	1	1
1780	страданием и	1	1
1781	силу на	1	1
1782	движение в	3	1
1783	нет как	1	1
1784	всегда есть	1	1
1785	свобода с	1	1
1786	этой веры	1	1
1787	уже совершенно	1	1
1788	им на	1	1
1789	и новых	1	1
1790	ней в	1	1
1791	о жизни	1	1
1792	совсем иное	2	1
1793	особенность его	1	1
1794	вообще не	2	1
1795	в сферу	1	1
1796	случае человек	1	1
1797	лишь с	1	1
1798	им и	1	1
1799	достигает своего	1	1
1800	но нельзя	1	1
1801	говорят о	2	1
1802	идеи не	2	1
1803	нуждаться в	1	1
1804	мира и	6	1
1805	перед собой	2	1
1806	а иногда	1	1
1807	он никогда	3	1
1808	что раньше	1	1
1809	а за	2	1
1810	с началом	2	1
1811	нельзя принять	1	1
1812	для нашей	1	1
1813	время он	1	1
1814	на явление	1	1
1815	мире для	1	1
1816	друга до	1	1
1817	связаны с	1	1
1818	стремления к	1	1
1819	каждом человеке	2	1
1820	мере в	1	1
1821	людей в	3	1
1822	души ее	1	1
1823	жизнь и	5	1
1824	чтобы сделать	1	1
1825	человеческая природа	5	1
1826	бы его	2	1
1827	стоит и	1	1
1828	в самые	1	1
1829	лишен был	1	1
1830	ко всему	2	1
1831	друг за	2	1
1832	был связан	1	1
1833	они стали	2	1
1834	наука о	1	1
1835	возвращается к	2	1
1836	он ни	2	1
1837	же от	1	1
1838	есть первичное	1	1
1839	все человеческое	1	1
1840	всю свою	1	1
1841	чувствует свою	1	1
1842	нужно сказать	1	1
1843	две стороны	1	1
1844	происходит на	1	1
1845	человек пораженный	1	1
1846	есть знание	1	1
1847	свободы но	6	1
1848	это был	2	1
1849	человек только	2	1
1850	которые были	1	1
1851	них идет	1	1
1852	что нужно	1	1
1853	ее жизни	1	1
1854	еще менее	1	1
1855	своей идеи	2	1
1856	в частности	1	1
1857	не оставляет	1	1
1858	человечество стремится	1	1
1859	опыта с	1	1
1860	ли это?	1	1
1861	выйти за	1	1
1862	до этой	1	1
1863	к области	1	1
1864	это была	1	1
1865	глубины духа	1	1
1866	оказывается что	2	1
1867	можно как	1	1
1868	еще в	4	1
1869	болезнь и	1	1
1870	в пределах	1	1
1871	на людей	3	1
1872	как явление	1	1
1873	по целым	1	1
1874	что связывает	1	1
1875	лишь как	3	1
1876	уже так	1	1
1877	было ничего	1	1
1878	и ту	1	1
1879	это знание	1	1
1880	человек как	1	1
1881	есть потому	2	1
1882	из жизни	1	1
1883	поэтому будем	1	1
1884	которая дает	1	1
1885	показывает как	3	1
1886	но человек	4	1
1887	и против	3	1
1888	за жизнь	1	1
1889	чтобы образ	1	1
1890	самой своей	1	1
1891	природу человека	1	1
1892	глубину ее	1	1
1893	ней все	2	1
1894	выражения в	1	1
1895	как внутреннее	1	1
1896	внутреннюю жизнь	1	1
1897	же можно	2	1
1898	человека это	2	1
1899	нам образ	1	1
1900	к пониманию	1	1
1901	к идее	1	1
1902	с предметом	2	1
1903	подчинить ее	1	1
1904	право на	1	1
1905	об этой	1	1
1906	и утверждение	1	1
1907	идея и	3	1
1908	этим связано	1	1
1909	она связана	1	1
1910	телесном и	1	1
1911	ли может	2	1
1912	до сумасшествия	1	1
1913	не сам	2	1
1914	его природа	2	1
1915	образа но	1	1
1916	тогда все	2	1
1917	он с	1	1
1918	и слишком	2	1
1919	начинает с	2	1
1920	совершается в	1	1
1921	такие явления	1	1
1922	бог в	1	1
1923	ли человек	2	1
1924	меньше чем	1	1
