N	2gram	Tiupa_Hudo	Psycholo
1294	он еще	1	1
1295	им по	1	1
1296	одного сознания	3	1
1297	человеческих отношений	2	1
1298	в систему	1	1
1299	внимание и	1	1
1300	материал из	1	1
1301	искусства может	2	1
1302	называют искусством	1	1
1303	условность и	1	1
1304	может как	1	1
1305	такое произведение	1	1
1306	анны карениной	2	1
1307	в статье	1	1
1308	с этих	1	1
1309	своего рода	9	1
1310	искусства только	1	1
1311	мире и	2	1
1312	первую очередь	1	1
1313	и способность	1	1
1314	один голос	1	1
1315	в художественно	1	1
1316	однако с	2	1
1317	он уже	1	1
1318	другие в	1	1
1319	вещей но	1	1
1320	как содержание	1	1
1321	чувства которая	1	1
1322	душа не	1	1
1323	словам и	1	1
1324	мне а	1	1
1325	речи как	1	1
1326	виды искусства	1	1
1327	схемы и	1	1
1328	акта в	1	1
1329	сообщения о	1	1
1330	в интенсивности	1	1
1331	сознание не	1	1
1332	которая действительно	1	1
1333	художник или	1	1
1334	одновременно с	1	1
1335	в составе	1	1
1336	напротив мы	1	1
1337	и будет	1	1
1338	и пусть	1	1
1339	значения и	2	1
1340	авторства и	1	1
1341	эмоционального строя	1	1
1342	ее специальной	1	1
1343	от художественного	1	1
1344	всеми теми	1	1
1345	состоит чтобы	1	1
1346	в обычной	1	1
1347	в теорию	2	1
1348	это требует	1	1
1349	роли в	4	1
1350	другому человеку	1	1
1351	себя только	1	1
1352	как следствие	1	1
1353	отдает себе	1	1
1354	не входит	2	1
1355	из внутренне	1	1
1356	но их	3	1
1357	которых можно	1	1
1358	к нашему	2	1
1359	виду не	3	1
1360	картину и	1	1
1361	и пр	1	1
1362	языка и	1	1
1363	своей собственной	1	1
1364	себе никакого	1	1
1365	заключать в	1	1
1366	в роли	3	1
1367	искусства тем	1	1
1368	растворен в	1	1
1369	во мне	2	1
1370	героем и	1	1
1371	искусством в	1	1
1372	области литературы	1	1
1373	вы говорите	1	1
1374	время что	1	1
1375	и наиболее	1	1
1376	художественной литературы	2	1
1377	с автором	1	1
1378	выдвигается на	1	1
1379	в мир	1	1
1380	собой с	1	1
1381	всю полноту	1	1
1382	тогда как	15	1
1383	к объекту	1	1
1384	над собой	1	1
1385	герои комедии	1	1
1386	жизни на	2	1
1387	являются только	1	1
1388	жизни по	1	1
1389	мышления но	1	1
1390	с собою	1	1
1391	искусстве оказалось	1	1
1392	начиная с	2	1
1393	игра с	1	1
1394	за пределами	3	1
1395	в каждый	1	1
1396	лев толстой	1	1
1397	этом так	1	1
1398	этого сцепления	1	1
1399	бы никакого	1	1
1400	до известной	2	1
1401	непосредственно к	1	1
1402	тех объектов	1	1
1403	объединяет вокруг	1	1
1404	ослабляет и	2	1
1405	в мировой	1	1
1406	глаза в	2	1
1407	по этой	1	1
1408	поведение в	2	1
1409	двойственность трагического	1	1
1410	в основании	2	1
1411	конечно с	1	1
1412	и том	1	1
1413	слова так	1	1
1414	и идет	1	1
1415	как об	1	1
1416	на языке	3	1
1417	менее чем	1	1
1418	образы действия	1	1
1419	как смысл	1	1
1420	рода и	1	1
1421	автору и	1	1
1422	делает их	1	1
1423	свою душу	1	1
1424	нельзя а	1	1
1425	переживания как	1	1
1426	внешнем мире	2	1
1427	эстетических отношений	4	1
1428	на произведение	1	1
1429	форму в	1	1
1430	художественного задания	1	1
1431	не содержит	1	1
1432	в широком	1	1
1433	в заключительной	1	1
1434	с их	2	1
1435	быть или	1	1
1436	этой фразе	1	1
1437	такое искусство	1	1
1438	от своих	1	1
1439	возможность иного	2	1
1440	это всегда	1	1
1441	основой художественного	1	1
1442	объект его	1	1
1443	которые одновременно	1	1
1444	внешних и	1	1
1445	посредственно словами	1	1
1446	о жизни	2	1
1447	той самой	1	1
1448	и комедия	1	1
1449	и решительно	1	1
1450	за которым	1	1
1451	анна каренина	3	1
1452	можно предположить	1	1
1453	лирическое стихотворение	1	1
1454	или даже	3	1
1455	него но	1	1
1456	жизни когда	1	1
1457	что ж	1	1
1458	однако это	1	1
1459	противном случае	2	1
1460	зрения не	1	1
1461	его воли	1	1
1462	только и	2	1
1463	ритм является	1	1
1464	ничего нельзя	1	1
1465	при виде	1	1
1466	незаметно для	1	1
1467	потребовал от	1	1
1468	сказанного выше	1	1
1469	ряда и	1	1
1470	словом или	1	1
1471	принадлежит только	2	1
1472	мыслью я	1	1
1473	деятельности эти	1	1
1474	в поле	1	1
1475	что желая	1	1
1476	жизни человека	1	1
1477	одну из	1	1
1478	видов искусства	2	1
1479	всей своей	2	1
1480	но всегда	1	1
1481	и помимо	1	1
1482	а по	1	1
1483	эстетического переживания	1	1
1484	и эстетической	2	1
1485	ним как	1	1
1486	практическую деятельность	1	1
1487	собой эстетическое	1	1
1488	и глубже	1	1
1489	как явление	1	1
1490	человека с	3	1
1491	отделение эстетического	1	1
1492	в рамках	13	1
1493	жизни однако	2	1
1494	статье о	1	1
1495	самого искусства	1	1
1496	числе и	2	1
1497	искусство перестает	1	1
1498	же природы	1	1
1499	к изучению	1	1
1500	момент своего	1	1
1501	и ясный	1	1
1502	собственные законы	1	1
1503	из условий	1	1
1504	более высокое	1	1
1505	происходит в	1	1
1506	право на	2	1
1507	включает в	2	1
1508	себе еще	1	1
1509	образ его	1	1
1510	вся система	1	1
1511	с первых	1	1
1512	зрителя слушателя	3	1
1513	все художественные	1	1
1514	однако все	2	1
1515	природой и	1	1
1516	и весело	1	1
1517	в готовом	1	1
1518	эстетического восприятия	1	1
1519	бы вбирает	1	1
1520	у автора	1	1
1521	человеческой жизни	3	1
1522	этого в	1	1
1523	вещи в	1	1
1524	в момент	3	1
1525	тех кто	1	1
1526	однако оно	1	1
1527	с содержанием	1	1
1528	в обыденной	1	1
1529	от литературной	1	1
1530	и героя	1	1
1531	звук в	1	1
1532	оказывается не	1	1
1533	которой в	1	1
1534	жить и	2	1
1535	в принципе	8	1
1536	только отдельные	1	1
1537	находятся между	1	1
1538	бы место	1	1
1539	где образ	1	1
1540	однако при	3	1
1541	есть высшая	2	1
1542	в разладе	1	1
1543	этих понятий	1	1
1544	субъективной и	1	1
1545	эстетической деятельности	2	1
1546	на свой	1	1
1547	что эстетическое	1	1
1548	а во-вторых	1	1
1549	трагическое есть	1	1
1550	введенное в	1	1
1551	поддается научному	1	1
1552	всегда остается	1	1
1553	вещами как	1	1
1554	его смысл	1	1
1555	герой одновременно	1	1
1556	искусства было	1	1
1557	но самое	1	1
1558	искусство будущего	1	1
1559	стороны в	1	1
1560	самому герою	1	1
1561	самих событий	1	1
1562	необходимо для	1	1
1563	начинается с	1	1
1564	продолжением и	2	1
1565	и внутренне	1	1
1566	а именно	3	1
1567	шиллер в	1	1
1568	нам уже	1	1
1569	о судьбе	1	1
1570	в одно	2	1
1571	менее определенным	1	1
1572	языка на	2	1
1573	творческого акта	4	1
1574	воспринимающего субъекта	1	1
1575	по признаку	1	1
1576	более сложные	1	1
1577	введение в	1	1
1578	у достоевского	1	1
1579	собственно говоря	2	1
1580	могут оказаться	2	1
1581	говорит лишь	1	1
1582	представляющие собой	1	1
1583	сам же	1	1
1584	большей части	2	1
1585	и пути	1	1
1586	ли я	1	1
1587	в первую	1	1
1588	шире и	1	1
1589	не прямо	1	1
1590	лицом и	1	1
1591	по тем	1	1
1592	восходит к	1	1
1593	духовной жизни	2	1
1594	некоторого рода	1	1
1595	время от	1	1
1596	чему не	1	1
1597	не узнает	1	1
1598	входит в	4	1
1599	даже самое	1	1
1600	обнаруживается при	1	1
1601	которыми он	1	1
1602	с нашим	1	1
1603	относится не	1	1
1604	и т.п	7	1
1605	но каждая	1	1
1606	и познавательного	1	1
1607	существования или	1	1
1608	в различных	1	1
1609	обращаясь к	1	1
1610	трагический герой	1	1
1611	и заключительные	1	1
1612	позиции но	1	1
1613	художественная деятельность	2	1
1614	этого мира	1	1
1615	же автор	1	1
1616	или говоря	3	1
1617	процессы которые	1	1
1618	двух других	1	1
1619	самом начале	1	1
1620	равнодушна к	1	1
1621	и оценки	1	1
1622	свое душевное	1	1
1623	я с	5	1
1624	момент в	1	1
1625	а со	1	1
1626	и нашего	1	1
1627	по поверхности	1	1
1628	как говорил	1	1
1629	и открывает	1	1
1630	в системе	3	1
1631	его мысли	1	1
1632	к внутреннему	2	1
1633	действий или	1	1
1634	героя не	1	1
1635	все мы	1	1
1636	ее как	1	1
1637	скрытое под	1	1
1638	есть процесс	1	1
1639	от автора	1	1
1640	понимается при	1	1
1641	места для	1	1
1642	и служит	1	1
1643	других для	1	1
1644	теории литературы	2	1
1645	а тот	1	1
1646	словами описывая	1	1
1647	есть его	1	1
1648	а и	1	1
1649	была названа	1	1
1650	что несмотря	1	1
1651	и через	1	1
1652	представлена в	1	1
1653	в научном	1	1
1654	существенное изменение	1	1
1655	сколько бы	1	1
1656	по содержанию	1	1
1657	внешнего мира	3	1
1658	оказывается чем-то	1	1
1659	трагизма в	1	1
1660	и развития	1	1
1661	и объективной	1	1
1662	искусства при	1	1
1663	иллюзии и	1	1
1664	и притом	3	1
1665	наши мысли	1	1
1666	те и	1	1
1667	говорит в	2	1
1668	деятельности в	4	1
1669	от кого	1	1
1670	с пустыми	1	1
1671	воображения не	1	1
1672	в последние	1	1
1673	также в	1	1
1674	для основного	1	1
1675	между прочим	1	1
1676	бы рассказ	1	1
1677	и оказывается	1	1
1678	речь о	1	1
1679	служит для	1	1
1680	каждого читателя	1	1
1681	как полагал	1	1
1682	менее важным	1	1
1683	текст и	3	1
1684	как сказано	1	1
1685	как наличие	1	1
1686	всякое понимание	1	1
1687	не сводится	9	1
1688	от окружающих	1	1
1689	с матерью	1	1
1690	и создается	1	1
1691	жизнь то	1	1
1692	границы и	1	1
1693	для субъекта	1	1
1694	же разница	1	1
1695	как человек	1	1
1696	как любая	1	1
1697	отношение между	1	1
1698	в образы	1	1
1699	и существенно	2	1
1700	исчезает и	1	1
1701	его смысла	1	1
1702	же сцепление	1	1
1703	не способна	1	1
1704	они хотят	1	1
1705	живопись графика	1	1
1706	ее смысл	1	1
1707	но без	1	1
1708	все человеческие	1	1
1709	известном смысле	2	1
1710	это правило	1	1
1711	его создателя	1	1
1712	каждый человек	1	1
1713	любовь и	1	1
1714	я вдоль	1	1
1715	и доказать	1	1
1716	и развитием	2	1
1717	он показывает	1	1
1718	к полноте	1	1
1719	писателя в	1	1
1720	акте выбора	1	1
1721	него от	1	1
1722	брожу ли	1	1
1723	сознания однако	1	1
1724	ее никто	1	1
1725	основе всех	1	1
1726	которые лежат	1	1
1727	нет не	1	1
1728	сцепления непосредственно	1	1
1729	действия положения	1	1
1730	и особенно	2	1
1731	к автору	1	1
1732	и меньше	1	1
1733	не позволяет	1	1
1734	одном случае	1	1
1735	только посредственно	1	1
1736	целью и	1	1
1737	есть точка	1	1
1738	этой художественной	1	1
1739	своем составе	1	1
1740	события на	1	1
1741	пределами этой	1	1
1742	разного рода	1	1
1743	смыслу и	1	1
1744	первых же	1	1
1745	смысла в	1	1
1746	за это	1	1
1747	состоит что	1	1
1748	не меньшими	1	1
1749	необходимая для	1	1
1750	мы понимаем	1	1
1751	оказывается в	3	1
1752	литературы но	1	1
1753	которых и	1	1
1754	и делают	1	1
1755	между которыми	2	1
1756	перестанет быть	1	1
1757	вещи но	1	1
1758	произведений искусства	3	1
1759	в различные	1	1
1760	даже при	1	1
1761	она поддается	1	1
1762	можно даже	1	1
1763	последние десятилетия	1	1
1764	существует не	1	1
1765	свое я	1	1
1766	в сравнении	1	1
1767	собою в	2	1
1768	в итоге	2	1
1769	в следующей	1	1
1770	словами никак	1	1
1771	ведет нас	1	1
1772	свое время	1	1
1773	с восприятием	1	1
1774	как художественное	2	1
1775	поэтому не	1	1
1776	только другим	1	1
1777	за минуту	1	1
1778	можно охарактеризовать	2	1
1779	взятое в	1	1
1780	это событие	1	1
1781	каким бы	1	1
1782	отношение как	1	1
1783	описывая образы	1	1
1784	завершение и	1	1
1785	себя еще	1	1
1786	людей как	1	1
1787	самого автора	1	1
1788	его характера	1	1
1789	этот удар	1	1
1790	литературных произведений	3	1
1791	о своем	1	1
1792	процесс восприятия	1	1
1793	ногами и	1	1
1794	сцепление составлено	1	1
1795	не достаточно	1	1
1796	вступают в	1	1
1797	известной степени	3	1
1798	катарсис есть	1	1
1799	к третьему	1	1
1800	вдоль улиц	1	1
1801	между людьми	1	1
1802	соответствии с	1	1
1803	что способно	1	1
1804	и многих	1	1
1805	во внешней	1	1
1806	восприятия как	1	1
1807	смешивать с	3	1
1808	к миру	1	1
1809	и основана	1	1
1810	от понятия	1	1
1811	здесь и	1	1
1812	к новой	1	1
1813	но оказывается	1	1
1814	включая в	1	1
1815	все с	1	1
1816	а об	1	1
1817	же об	1	1
1818	в художественных	1	1
1819	вокруг него	1	1
1820	историю или	1	1
1821	в коем	2	1
1822	того времени	1	1
1823	свидетельствует о	1	1
1824	том числе	3	1
1825	это особенно	1	1
1826	аллегории и	1	1
1827	фактов биографии	1	1
1828	написано и	1	1
1829	улиц шумных	1	1
1830	как музыка	1	1
1831	чтобы сделаться	1	1
1832	и одна	1	1
1833	действительности они	1	1
1834	изучению искусства	1	1
1835	и выразить	1	1
1836	оно со	1	1
1837	конечно литература	1	1
1838	минуту до	1	1
1839	истории не	1	1
1840	удовольствием от	1	1
1841	века и	1	1
1842	перед читателем	1	1
1843	является таким	1	1
1844	существует как	1	1
1845	самые разнообразные	1	1
1846	восприятия формы	1	1
1847	же по	1	1
1848	мы нигде	1	1
1849	чем состоит	1	1
1850	виду что	1	1
1851	этом что	1	1
1852	произведение обретает	1	1
1853	графика скульптура	1	1
1854	в эстетический	3	1
1855	ею же	1	1
1856	с логической	1	1
1857	говорить об	1	1
1858	искусства представляет	1	1
1859	является не	1	1
1860	главы и	1	1
1861	мира и	2	1
1862	не художественный	1	1
1863	искусстве не	1	1
1864	объекта с	1	1
1865	его текст	2	1
1866	совершенно иной	2	1
1867	этот эффект	1	1
1868	чему нельзя	2	1
1869	за его	1	1
1870	времени то	1	1
1871	рождается не	1	1
1872	нее нет	1	1
1873	настоящей и	1	1
1874	личности в	4	1
1875	вырождается в	1	1
1876	каждая из	2	1
1877	целом всегда	1	1
1878	поэт не	1	1
1879	сознание как	1	1
1880	не уничтожается	1	1
1881	не решает	1	1
1882	художника в	1	1
1883	однако если	3	1
1884	для таких	1	1
1885	до которой	1	1
1886	отделен от	1	1
1887	с высокой	1	1
1888	познания или	1	1
1889	обретает в	1	1
1890	частности в	1	1
1891	ударений чем	1	1
1892	сознание в	1	1
1893	только такие	1	1
1894	с человеком	2	1
1895	всей его	2	1
1896	первые два	1	1
1897	чем является	1	1
1898	к понятию	1	1
1899	в портрете	1	1
1900	по утверждению	1	1
1901	всех его	1	1
1902	собственного вкуса	1	1
1903	определена как	1	1
1904	и каждая	1	1
1905	та или	1	1
1906	нас самих	2	1
1907	этом и	1	1
1908	литературных героев	1	1
1909	он оказывается	2	1
1910	выявить и	1	1
1911	связи между	1	1
1912	или слова	1	1
1913	как игра	1	1
1914	если на	1	1
1915	думаю а	1	1
1916	и глубокий	1	1
1917	будущей жизни	1	1
1918	средствами искусства	1	1
1919	в известной	1	1
