N	2gram	Berdyaev_M	Istorich
1333	природу в	2	1
1334	и над	1	1
1335	эта новая	1	1
1336	он предлагает	1	1
1337	сказано но	1	1
1338	и был	1	1
1339	может так	1	1
1340	о всемирном	1	1
1341	потому не	3	1
1342	будет ли	1	1
1343	теми которые	1	1
1344	в изображении	1	1
1345	основывается на	1	1
1346	него с	1	1
1347	каком это	1	1
1348	быть признана	1	1
1349	он остается	1	1
1350	о мире	2	1
1351	был убежден	1	1
1352	не заставляет	1	1
1353	сторона его	1	1
1354	солнце в	1	1
1355	через человека	2	1
1356	мира это	1	1
1357	с ума	4	1
1358	связывает его	1	1
1359	вопрос нужно	1	1
1360	мысли о	3	1
1361	эта формула	1	1
1362	которые целиком	1	1
1363	является для	1	1
1364	в природе	1	1
1365	к земле	2	1
1366	есть то	2	1
1367	мир и	3	1
1368	к культуре	1	1
1369	других так	1	1
1370	людей с	1	1
1371	а две	2	1
1372	даже склонен	1	1
1373	в страшное	1	1
1374	над собой	1	1
1375	в жизнь	1	1
1376	этой веры	1	1
1377	века в	2	1
1378	все к	2	1
1379	человека не	6	1
1380	ничто не	1	1
1381	человека превращает	1	1
1382	другу и	2	1
1383	и общественное	1	1
1384	что вся	1	1
1385	в бога	5	1
1386	мы все	1	1
1387	с проблемой	1	1
1388	человек у	2	1
1389	он жил	1	1
1390	он думает	1	1
1391	в красном	1	1
1392	дела никакого	1	1
1393	рассказывает о	1	1
1394	от своей	2	1
1395	других он	1	1
1396	же его	1	1
1397	нужно искать	2	1
1398	в иную	1	1
1399	на возрождение	1	1
1400	в значительной	2	1
1401	отношения и	2	1
1402	приходят к	3	1
1403	отдал все	1	1
1404	это гораздо	1	1
1405	одного там	1	1
1406	явление не	1	1
1407	него до	1	1
1408	один когда	1	1
1409	отличный от	1	1
1410	надо только	1	1
1411	почти нет	1	1
1412	ли она	2	1
1413	она ведет	2	1
1414	ней были	1	1
1415	мир так	1	1
1416	общества он	1	1
1417	оказалось роковым	1	1
1418	перед ней	1	1
1419	этот для	1	1
1420	глава v	1	1
1421	глава iv	1	1
1422	и создания	1	1
1423	и скажет	1	1
1424	первый и	1	1
1425	этих тайных	1	1
1426	и красота	1	1
1427	этом все	1	1
1428	кончился и	1	1
1429	что человеку	2	1
1430	конца в	1	1
1431	исходил от	1	1
1432	его совсем	1	1
1433	они что	1	1
1434	ответствен за	4	1
1435	не отрицает	1	1
1436	хотел этим	1	1
1437	духовной культуры	1	1
1438	пошел он	1	1
1439	и всякой	1	1
1440	вокруг себя	1	1
1441	глава i	1	1
1442	в самые	1	1
1443	трудный для	1	1
1444	бы только	1	1
1445	бога не	4	1
1446	можно признать	1	1
1447	и историческим	1	1
1448	не очень	1	1
1449	есть показатель	1	1
1450	человеку а	1	1
1451	пути и	2	1
1452	в вере	1	1
1453	и объяснение	1	1
1454	снять с	1	1
1455	ко всем	3	1
1456	и чисто	1	1
1457	была в	2	1
1458	ничего и	1	1
1459	и всю	2	1
1460	или иная	1	1
1461	одно дело	1	1
1462	момент ее	1	1
1463	к будущему	1	1
1464	одно только	2	1
1465	рядом с	1	1
1466	стал на	1	1
1467	путь в	1	1
1468	поле битвы	2	1
1469	смысл но	1	1
1470	теряет свой	1	1
1471	не знала	1	1
1472	человек имеет	1	1
1473	был не	2	1
1474	его душа	2	1
1475	не производит	1	1
1476	через этот	2	1
1477	есть особый	1	1
1478	по внешним	1	1
1479	город и	1	1
1480	в верхнем	1	1
1481	в мою	1	1
1482	все говорили	1	1
1483	смысл и	1	1
1484	до самой	5	1
1485	же все	1	1
1486	как материальная	1	1
1487	разрушения и	1	1
1488	совершается уже	1	1
1489	под ними	1	1
1490	другом и	1	1
1491	с чертом	1	1
1492	близко к	1	1
1493	человека как	3	1
1494	остается на	2	1
1495	на самый	1	1
1496	и чтобы	1	1
1497	душой в	1	1
1498	новых и	2	1
1499	сострадания к	1	1
1500	он признает	1	1
1501	это дух	1	1
1502	перед лицом	1	1
1503	из нас	1	1
1504	миру и	1	1
1505	верно и	1	1
1506	него человек	2	1
1507	герой из	1	1
1508	и единственное	1	1
1509	выходят за	1	1
1510	огне и	1	1
1511	отлетел от	1	1
1512	и небо	1	1
1513	конца и	1	1
1514	мы дадим	1	1
1515	этот путь	3	1
1516	культуры что	1	1
1517	хочет идти	1	1
1518	который так	4	1
1519	что только	1	1
1520	женщиной он	1	1
1521	человеку в	2	1
1522	не вижу	1	1
1523	человека для	4	1
1524	земли а	1	1
1525	формулы не	1	1
1526	мире как	1	1
1527	него это	1	1
1528	высшей степени	4	1
1529	с этих	1	1
1530	этой исторической	1	1
1531	если вы	1	1
1532	он лишен	1	1
1533	и возможно	2	1
1534	испытания он	1	1
1535	вступил в	1	1
1536	жизни а	3	1
1537	своего собственного	1	1
1538	которой не	1	1
1539	от разрушения	1	1
1540	идет путем	1	1
1541	уже нельзя	1	1
1542	и такой	1	1
1543	который мнил	1	1
1544	всегда были	1	1
1545	его во	2	1
1546	два явления	1	1
1547	в отношении	6	1
1548	или к	4	1
1549	вне человека	2	1
1550	что потом	1	1
1551	чем быть	1	1
1552	мира он	1	1
1553	основе русского	1	1
1554	эта стихия	1	1
1555	со всеми	1	1
1556	что нет	2	1
1557	не произошло	1	1
1558	этим связана	1	1
1559	на соединение	1	1
1560	древнего востока	1	1
1561	этап в	1	1
1562	к исследованию	1	1
1563	сложный и	1	1
1564	он хотел	3	1
1565	смысле что	1	1
1566	есть что	1	1
1567	свой собственный	1	1
1568	быть жив	1	1
1569	для каждого	1	1
1570	человеческое существо	3	1
1571	что такой	1	1
1572	и обнаруживает	2	1
1573	он ему	1	1
1574	человека на	7	1
1575	не приводит	1	1
1576	к героям	1	1
1577	до конца	16	1
1578	не знали	2	1
1579	характерна для	1	1
1580	а под	1	1
1581	что действие	1	1
1582	ничего нет	1	1
1583	духа это	3	1
1584	огромную роль	1	1
1585	совершенно как	1	1
1586	не подходит	1	1
1587	погружения в	1	1
1588	к матери	2	1
1589	ни на	1	1
1590	всему этому	1	1
1591	был только	1	1
1592	перейти в	2	1
1593	же я	1	1
1594	уже из	1	1
1595	и состоит	1	1
1596	может создать	1	1
1597	своей собственной	1	1
1598	и цельности	1	1
1599	свою очень	1	1
1600	бог и	8	1
1601	тотчас же	1	1
1602	своей целью	1	1
1603	доброе дело	1	1
1604	глава ii	1	1
1605	вся она	1	1
1606	и любит	1	1
1607	этом пути	4	1
1608	ли у	1	1
1609	на два	2	1
1610	к неведомому	1	1
1611	окончательно утеряна	1	1
1612	тогда все	2	1
1613	то все	2	1
1614	приводит в	1	1
1615	этого как	1	1
1616	но сам	1	1
1617	которую он	2	1
1618	убить человека	1	1
1619	что бой	1	1
1620	если человек	3	1
1621	толстой и	3	1
1622	последних двух	1	1
1623	к людям	1	1
1624	природы он	2	1
1625	и освобождение	1	1
1626	может ли	2	1
1627	не собираюсь	1	1
1628	состояние и	1	1
1629	впервые в	1	1
1630	с обычным	1	1
1631	принять участие	1	1
1632	для вечной	1	1
1633	сына с	1	1
1634	из первых	1	1
1635	мучает и	1	1
1636	путь или	1	1
1637	она принимает	1	1
1638	мысли не	1	1
1639	потому она	1	1
1640	до известной	1	1
1641	будь то	1	1
1642	культурной жизни	1	1
1643	превращает человека	2	1
1644	мира не	3	1
1645	поводом к	1	1
1646	ставит его	1	1
1647	порядку и	2	1
1648	проводит его	1	1
1649	смешение и	1	1
1650	и необычайно	1	1
1651	об их	1	1
1652	от труда	1	1
1653	те которых	1	1
1654	в тьму	1	1
1655	знать что	1	1
1656	мир в	3	1
1657	нас нет	1	1
1658	его жалеет	1	1
1659	может не	3	1
1660	отличает его	1	1
1661	ее уже	1	1
1662	это был	2	1
1663	легенде о	2	1
1664	не всякая	1	1
1665	открывает новый	1	1
1666	наших глазах	1	1
1667	и оставался	1	1
1668	начала его	1	1
1669	дьявол и	1	1
1670	не без	1	1
1671	и борьбы	1	1
1672	под собой	1	1
1673	на что	1	1
1674	образ и	7	1
1675	всегда был	1	1
1676	грязи и	1	1
1677	сторона в	1	1
1678	и тут	1	1
1679	и всегда	3	1
1680	очень существенно	1	1
1681	разрешает проблемы	1	1
1682	и продолжает	1	1
1683	в темную	1	1
1684	перенести в	1	1
1685	раз в	1	1
1686	родство с	1	1
1687	собой он	1	1
1688	вне этой	1	1
1689	своей книге	2	1
1690	у ивана	1	1
1691	в такую	1	1
1692	знают какие	1	1
1693	сходство по	1	1
1694	борьбы и	1	1
1695	не допускающая	1	1
1696	начало есть	2	1
1697	если и	1	1
1698	знал что	1	1
1699	была для	1	1
1700	знак того	1	1
1701	ведет как	1	1
1702	она лежит	1	1
1703	сразу же	1	1
1704	быть отнесена	1	1
1705	что раньше	1	1
1706	все запросы	1	1
1707	высь и	1	1
1708	началось с	1	1
1709	и без	2	1
1710	дело и	1	1
1711	как все	1	1
1712	он свою	1	1
1713	бы это	2	1
1714	спасение от	1	1
1715	мере в	1	1
1716	ему удалось	2	1
1717	ведь это	2	1
1718	сам не	4	1
1719	как ни	1	1
1720	и социального	2	1
1721	же от	1	1
1722	и образом	1	1
1723	видит и	1	1
1724	он потряс	1	1
1725	но всегда	1	1
1726	бы назвать	1	1
1727	одни и	2	1
1728	освободить себя	1	1
1729	это была	1	1
1730	каждый раз	1	1
1731	ним как	1	1
1732	существа в	1	1
1733	кто не	2	1
1734	его совесть	1	1
1735	встреча с	1	1
1736	у кого	2	1
1737	можно заставить	1	1
1738	ним не	1	1
1739	чем о	1	1
1740	отношения людей	1	1
1741	происходит от	1	1
1742	плену у	1	1
1743	это его	1	1
1744	ищут в	1	1
1745	как совершенно	1	1
1746	и действует	1	1
1747	это знание	1	1
1748	не хотел	5	1
1749	но человек	4	1
1750	у самого	2	1
1751	почувствовал себя	1	1
1752	не осталось	1	1
1753	в плане	1	1
1754	и самого	2	1
1755	эту мысль	1	1
1756	искать и	1	1
1757	что иван	1	1
1758	его до	2	1
1759	не интересовала	1	1
1760	видит но	1	1
1761	все царства	1	1
1762	которая и	1	1
1763	свет все	1	1
1764	не надо	2	1
1765	и трудно	1	1
1766	есть дух	1	1
1767	человек или	1	1
1768	в той	3	1
1769	люди которые	1	1
1770	а образ	1	1
1771	он один	1	1
1772	решение этого	1	1
1773	особенность его	1	1
1774	места которые	1	1
1775	границы его	1	1
1776	человеческой жизни	4	1
1777	из сторон	1	1
1778	себя эту	1	1
1779	только художественная	1	1
1780	уверены что	1	1
1781	средних веков	1	1
1782	самого человека	3	1
1783	глава vi	1	1
1784	который должен	2	1
1785	а совершенно	1	1
1786	вражда к	2	1
1787	смерти отца	1	1
1788	и христианская	1	1
1789	которое может	1	1
1790	исследование о	1	1
1791	него было	1	1
1792	быть названа	1	1
1793	стороне от	1	1
1794	на мир	1	1
1795	чтобы победить	1	1
1796	правда по	1	1
1797	друг к	6	1
1798	принадлежат к	3	1
1799	давно уже	1	1
1800	не разрешает	1	1
1801	всегда в	1	1
1802	начал в	1	1
1803	были еще	1	1
1804	мнил себя	1	1
1805	можно изучить	1	1
1806	того ни	1	1
1807	в грудь	1	1
1808	и мировой	1	1
1809	небо под	1	1
1810	за человека	1	1
1811	лет но	1	1
1812	лежит через	1	1
1813	и свою	1	1
1814	обращение к	1	1
1815	определяется не	1	1
1816	об отношении	1	1
1817	он доходит	1	1
1818	уже новым	1	1
1819	нужно знать	1	1
1820	это с	1	1
1821	на человека	2	1
1822	стоят уже	1	1
1823	имеет очень	1	1
1824	так для	1	1
1825	который будет	1	1
1826	была еще	4	1
1827	его собственной	2	1
1828	еще оставался	1	1
1829	имея в	1	1
1830	не сама	1	1
1831	и показывает	1	1
1832	пронизывает его	1	1
1833	вращается вокруг	3	1
1834	что люди	1	1
1835	черту и	2	1
1836	люди а	1	1
1837	его власть	1	1
1838	чем его	5	1
1839	делает то	1	1
1840	душу и	2	1
1841	и огненное	1	1
1842	отражает все	1	1
1843	других женщин	1	1
1844	природой он	1	1
1845	означает не	1	1
1846	сила и	1	1
1847	они остались	1	1
1848	будто что-то	1	1
1849	в небытие	2	1
1850	на наших	1	1
1851	уже более	1	1
1852	мир для	1	1
1853	убежден что	1	1
1854	своего народа	1	1
1855	отношений и	1	1
1856	идет дальше	1	1
1857	ничего нельзя	1	1
1858	это отношение	1	1
1859	с огненными	1	1
1860	культуру и	1	1
1861	роковым для	1	1
1862	вопросе о	1	1
1863	это прежде	1	1
1864	по поводу	1	1
1865	были в	1	1
1866	во франции	1	1
1867	почуял в	1	1
1868	повелевали ему	1	1
1869	почве каких-либо	1	1
1870	души из	1	1
1871	имеет с	1	1
1872	есть также	4	1
1873	начало и	1	1
1874	у маркса	1	1
1875	от ее	1	1
1876	есть последнее	1	1
1877	друга не	1	1
1878	и судьбе	1	1
1879	сопротивления к	1	1
1880	на протяжении	2	1
1881	тут дьявол	1	1
1882	ведет у	1	1
1883	к человеку	21	1
1884	человек этот	1	1
1885	стоит перед	1	1
1886	не принадлежит	3	1
1887	притом не	1	1
1888	смысле в	2	1
1889	никакого другого	1	1
1890	сгорают все	1	1
1891	из моментов	1	1
1892	что иной	1	1
1893	склонен думать	1	1
1894	значительной степени	2	1
1895	и сама	2	1
1896	пройти через	4	1
1897	он ответил	1	1
1898	друг за	2	1
1899	вращаются в	1	1
1900	жизни она	1	1
1901	каждого человека	3	1
1902	с сего	1	1
1903	него тоже	1	1
1904	свет и	2	1
1905	ими не	2	1
1906	не была	4	1
1907	себе путь	2	1
1908	стать богом	3	1
1909	не осуществляется	1	1
1910	голову он	1	1
1911	потому в	1	1
1912	и попал	1	1
1913	он берет	1	1
1914	и загадки	2	1
1915	он ни	2	1
1916	но ведь	1	1
1917	для понимания	1	1
1918	для души	1	1
1919	своей земли	1	1
1920	достигает вершины	2	1
1921	не сохраняется	1	1
1922	в легенде	4	1
1923	и характер	2	1
1924	следовательно и	1	1
1925	противоположность в	1	1
1926	и жизнь	3	1
1927	вот на	1	1
1928	и доброго	1	1
1929	ли сказать	1	1
1930	на свободу	3	1
1931	не мыслится	1	1
1932	достигает своего	1	1
1933	это ведет	1	1
1934	он великий	1	1
1935	по характеру	1	1
1936	поэтому у	1	1
1937	теперь и	1	1
1938	она становится	1	1
1939	в пламени	1	1
1940	и религиозной	1	1
1941	этого требует	1	1
1942	средневековья и	1	1
1943	вопроса о	1	1
1944	не был	8	1
1945	природы все	1	1
1946	собственно в	1	1
1947	может решить	1	1
1948	привести и	1	1
1949	всех своих	1	1
1950	приблизились к	1	1
1951	к черту	2	1
1952	совершенно другой	1	1
1953	не окончательно	1	1
1954	будет видно	1	1
1955	находит свое	1	1
1956	был уже	1	1
1957	еще ниже	1	1
1958	когда я	1	1
1959	был так	1	1
1960	с новыми	2	1
1961	аналогия между	1	1
1962	отношение между	2	1
1963	силы ни	1	1
1964	действующих лиц	1	1
1965	еще у	1	1
1966	благодати в	1	1
1967	искусство и	1	1
1968	из мира	1	1
1969	для человека	5	1
1970	жалеет и	1	1
1971	бы уже	1	1
1972	времен и	1	1
1973	свой путь	1	1
1974	человеке на	1	1
1975	я в	1	1
1976	этого нужно	1	1
1977	сложность этого	1	1
1978	вот я	1	1
1979	это потому	1	1
1980	мужчины и	4	1
1981	и никогда	4	1
1982	как от	1	1
1983	человека то	2	1
1984	перерождается в	1	1
1985	у разных	1	1
1986	человека этой	1	1
1987	действительно в	1	1
1988	человека убивает	1	1
1989	есть одна	1	1
1990	за себя	1	1
1991	речи о	1	1
1992	и насилия	2	1
1993	еще менее	1	1
1994	себя он	1	1
1995	нет не	1	1
1996	другое его	1	1
1997	мир но	2	1
1998	ней все	2	1
1999	нее не	1	1
2000	xvi века	1	1
2001	и ту	1	1
2002	к такому	1	1
2003	теперь я	1	1
2004	дать его	1	1
2005	его со	1	1
2006	во втором	1	1
2007	к пути	1	1
2008	то есть	3	1
2009	сравнению со	1	1
2010	движение идет	1	1
2011	все идет	1	1
2012	комнаты и	1	1
2013	в судьбах	3	1
2014	для себя	1	1
2015	мире о	1	1
2016	нельзя понять	1	1
2017	так всегда	1	1
2018	в двадцать	1	1
2019	этот не	1	1
2020	от этой	2	1
2021	все свое	1	1
2022	сырой земле	1	1
2023	победа над	1	1
2024	поэтому она	1	1
2025	связью с	1	1
2026	это есть	4	1
2027	к области	1	1
2028	же были	1	1
2029	да это	1	1
2030	идут на	1	1
2031	такой силой	1	1
2032	власти и	1	1
2033	похожее на	1	1
2034	и хотел	1	1
2035	строем жизни	1	1
2036	связанная с	1	1
2037	заключается в	1	1
2038	любовь и	4	1
2039	от черной	1	1
2040	в различные	1	1
2041	же о	2	1
2042	ставят проблемы	1	1
2043	справедливо но	1	1
2044	стремятся к	1	1
2045	оно всегда	1	1
2046	любовь не	7	1
2047	творчества мы	1	1
2048	тьму кромешную	1	1
2049	нас все	1	1
2050	в душу	1	1
2051	хочет добыть	1	1
2052	которая не	2	1
2053	почувствовал что	2	1
2054	же есть	4	1
2055	который и	2	1
2056	духа который	2	1
2057	слова для	1	1
2058	путях его	1	1
2059	неспособности к	1	1
2060	мир этот	2	1
2061	но тот	1	1
2062	человек еще	1	1
2063	цели не	1	1
2064	того самого	1	1
2065	вот они	1	1
2066	который с	1	1
2067	они ведут	1	1
2068	очень далеко	1	1
2069	принуждение к	1	1
2070	человеческого облика	1	1
2071	новый момент	2	1
2072	дает никакой	1	1
2073	и поставил	1	1
2074	он исходит	1	1
2075	не до	2	1
2076	с внутренней	2	1
2077	чтобы самому	2	1
2078	пишет он	2	1
2079	которые должны	1	1
2080	обнаруживается в	2	1
2081	и исчезает	1	1
2082	человека что	2	1
2083	нем было	1	1
2084	цели и	1	1
2085	уже был	1	1
2086	когда исчезает	1	1
2087	которую до	1	1
2088	потому и	2	1
2089	которая всех	1	1
2090	духом и	1	1
2091	нем не	2	1
2092	все уже	2	1
2093	еще вернемся	2	1
2094	совершается не	1	1
2095	его отношения	1	1
2096	смотрят на	1	1
2097	бессилие и	1	1
2098	с нею	1	1
2099	и народ	1	1
2100	его существа	1	1
2101	думаю чтобы	1	1
2102	а имеет	1	1
2103	в понимании	1	1
2104	для достижения	1	1
2105	существо не	1	1
2106	получить от	1	1
2107	стоящего на	1	1
2108	будет в	1	1
2109	его тайну	1	1
2110	не найдут	1	1
2111	оно входит	1	1
2112	вдруг начинают	1	1
2113	есть черты	1	1
2114	им как	1	1
2115	мире так	1	1
2116	играет огромную	1	1
2117	одних и	1	1
2118	и соответствует	1	1
2119	людей уже	1	1
2120	принадлежит всем	1	1
2121	нему и	1	1
2122	ледяной холод	2	1
2123	в первый	1	1
2124	на гибель	3	1
2125	небо не	1	1
2126	это особенно	2	1
2127	с большей	1	1
2128	как сама	1	1
2129	этом отношении	1	1
2130	стать на	2	1
2131	приведет к	1	1
2132	или человек	2	1
2133	отразился в	1	1
2134	с богом	1	1
2135	многих отношениях	1	1
2136	чем он	1	1
2137	этого пути	1	1
2138	по ту	1	1
2139	тристана и	1	1
2140	всем а	2	1
2141	тесно связано	1	1
2142	таинственная связь	1	1
2143	человека это	2	1
2144	не больше	1	1
2145	он видел	1	1
2146	уже совершенно	1	1
2147	добродетели и	2	1
2148	характер его	2	1
2149	замечательно что	1	1
2150	борются в	1	1
2151	ивана в	1	1
2152	лежит на	1	1
2153	подчинить ее	1	1
2154	ивана как	1	1
2155	ставят в	1	1
2156	самого бога	1	1
2157	для которого	1	1
2158	рассудка и	2	1
2159	мужчины мужчина	1	1
2160	он а	1	1
2161	из источников	1	1
2162	чтобы сделать	1	1
2163	идет к	2	1
2164	человека к	10	1
2165	за черту	1	1
2166	но те	1	1
2167	человеку но	2	1
2168	в юности	1	1
2169	ко всему	2	1
2170	отняв у	1	1
2171	том случае	1	1
2172	природа в	1	1
2173	а к	2	1
2174	указывали на	1	1
2175	быть человек	2	1
2176	на какой	2	1
2177	такого отношения	3	1
2178	сам его	1	1
2179	значение но	1	1
2180	самому себе	2	1
2181	человек всегда	1	1
2182	он все-таки	1	1
2183	главное и	1	1
2184	по ним	1	1
2185	ведь и	1	1
2186	него жизнь	1	1
2187	ней он	1	1
2188	в искусстве	1	1
2189	я вас	1	1
2190	если нет	9	1
2191	о путях	1	1
2192	по блеску	1	1
2193	другим и	2	1
2194	нее к	1	1
2195	рамки и	1	1
2196	толстой не	1	1
2197	трудно бывает	1	1
2198	нем самом	1	1
2199	здоровье в	1	1
2200	эта аналогия	1	1
2201	эта двойственность	1	1
2202	и всех	1	1
2203	все та	1	1
2204	которому принадлежал	1	1
2205	погибает и	1	1
2206	смену в	1	1
2207	уже иное	1	1
2208	почему не	2	1
2209	как для	2	1
2210	существовании этого	1	1
2211	них нет	2	1
2212	и много	2	1
2213	что путь	2	1
2214	в высшей	4	1
2215	права и	1	1
2216	с поразительной	1	1
2217	убил его	1	1
2218	не думаю	1	1
2219	людей на	2	1
2220	кто это	1	1
2221	соединяется с	2	1
2222	в подземном	1	1
2223	она связана	1	1
2224	в гневе	1	1
2225	грудь и	1	1
2226	как ему	1	1
2227	форме к	1	1
2228	пребывают на	1	1
