N	2gram	Vinokur_St	Problemy
1321	в своеобразное	1	1
1322	как это	6	1
1323	не будет	1	1
1324	можно сделать	1	1
1325	на нем	1	1
1326	в действительно	1	1
1327	нужно сказать	6	1
1328	не были	2	1
1329	не приходится	5	1
1330	никто не	4	1
1331	хотя в	2	1
1332	вообще можно	2	1
1333	в тех	5	1
1334	где я	1	1
1335	и тот	1	1
1336	кажется и	1	1
1337	иная форма	1	1
1338	и хотя	1	1
1339	даже не	5	1
1340	дела и	2	1
1341	это может	1	1
1342	что бы	1	1
1343	литературы и	3	1
1344	в москве	4	1
1345	когда мы	1	1
1346	он еще	1	1
1347	могла бы	1	1
1348	почти каждый	1	1
1349	и стремление	1	1
1350	так называемого	1	1
1351	следовательно в	1	1
1352	вопрос в	4	1
1353	полемики в	1	1
1354	являются лишь	1	1
1355	известном смысле	1	1
1356	и никогда	1	1
1357	два года	2	1
1358	или о	2	1
1359	говорил не	1	1
1360	что есть	1	1
1361	не моя	1	1
1362	его отца	1	1
1363	такой форме	1	1
1364	так уж	1	1
1365	что только	2	1
1366	он считал	1	1
1367	все одинаково	1	1
1368	и гораздо	1	1
1369	вовсе еще	1	1
1370	пушкиным в	14	1
1371	одной стороны	2	1
1372	другим его	1	1
1373	по первому	2	1
1374	который был	2	1
1375	но кроме	1	1
1376	существенно нового	1	1
1377	или иного	4	1
1378	но далее	1	1
1379	его смерти	1	1
1380	слова до	1	1
1381	уходит в	1	1
1382	деле вовсе	2	1
1383	каждого из	3	1
1384	до его	2	1
1385	и несколькими	1	1
1386	эту тему	4	1
1387	пришел к	1	1
1388	и самый	2	1
1389	различных художественных	1	1
1390	своей фактической	2	1
1391	в частности	6	1
1392	однако с	1	1
1393	теперь о	1	1
1394	и принципиальной	1	1
1395	его мнению	1	1
1396	котором не	1	1
1397	что этим	1	1
1398	них в	1	1
1399	если в	2	1
1400	к одной	1	1
1401	милостивый государь	1	1
1402	которые он	1	1
1403	нет дело	1	1
1404	на ее	1	1
1405	образа в	1	1
1406	о рассказе	1	1
1407	из таких	2	1
1408	эти особенности	1	1
1409	к брату	1	1
1410	и другим	1	1
1411	в идейном	1	1
1412	сюда относится	1	1
1413	резкий и	1	1
1414	дела в	1	1
1415	уже говорить	1	1
1416	и из	1	1
1417	он на	1	1
1418	и желание	1	1
1419	и входят	1	1
1420	утверждает что	1	1
1421	пор не	1	1
1422	так может	1	1
1423	ни под	1	1
1424	эпохи не	3	1
1425	иных положительных	1	1
1426	поэтому она	1	1
1427	за это	1	1
1428	зрения этого	1	1
1429	за что	4	1
1430	должен был	5	1
1431	конечно еще	1	1
1432	я имею	1	1
1433	так или	3	1
1434	этого процесса	1	1
1435	оказывается в	2	1
1436	своего романа	1	1
1437	орудием в	1	1
1438	однако что	1	1
1439	ни о	1	1
1440	е как	2	1
1441	простым и	1	1
1442	это положение	2	1
1443	на какой-то	1	1
1444	конкретном и	1	1
1445	заключается в	5	1
1446	вас в	1	1
1447	с целью	1	1
1448	зная о	1	1
1449	но вот	1	1
1450	если это	3	1
1451	еще с	1	1
1452	действительно были	1	1
1453	большое значение	2	1
1454	можно назвать	3	1
1455	за свое	1	1
1456	к которым	1	1
1457	что могло	1	1
1458	если принять	1	1
1459	с такими	1	1
1460	которые могут	1	1
1461	и лишена	1	1
1462	общего дела	1	1
1463	нас интересует	1	1
1464	эту сторону	2	1
1465	о котором	2	1
1466	сравнению с	1	1
1467	положений в	1	1
1468	именно поэтому	2	1
1469	не до	2	1
1470	со стороны	7	1
1471	в известном	3	1
1472	эта последняя	1	1
1473	чтобы убедиться	1	1
1474	этом его	1	1
1475	в каком	4	1
1476	на своем	1	1
1477	ничего общего	3	1
1478	смысле это	1	1
1479	на тех	1	1
1480	пушкина но	12	1
1481	не трудно	4	1
1482	то здесь	1	1
1483	только одно	1	1
1484	чуждо и	1	1
1485	наконец и	1	1
1486	вот почему	1	1
1487	но тот	1	1
1488	резкая перемена	1	1
1489	в прозе	1	1
1490	и ставил	1	1
1491	основные принципы	1	1
1492	где нет	2	1
1493	что мы	5	1
1494	в очень	4	1
1495	знали и	1	1
1496	и речей	1	1
1497	согласен с	2	1
1498	принципиально не	1	1
1499	это за	1	1
1500	на отношения	1	1
1501	самосознание можно	1	1
1502	значение этого	1	1
1503	не дал	1	1
1504	на основе	1	1
1505	во мне	1	1
1506	художественных произведений	1	1
1507	это только	1	1
1508	том как	4	1
1509	бы ему	1	1
1510	не должны	1	1
1511	и тогда	2	1
1512	он просто	1	1
1513	не соглашается	1	1
1514	в середине	2	1
1515	не у	2	1
1516	и теперь	2	1
1517	только один	1	1
1518	но о	1	1
1519	занимает в	3	1
1520	целого то	1	1
1521	приводит в	2	1
1522	может поэтому	1	1
1523	ну вот	1	1
1524	прежде и	1	1
1525	в письмах	2	1
1526	с очень	1	1
1527	внимания на	1	1
1528	этому не	1	1
1529	это стремление	1	1
1530	еще больше	1	1
1531	истории и	2	1
1532	исключить из	2	1
1533	в форму	1	1
1534	это имеет	1	1
1535	тогда как	1	1
1536	перед глазами	1	1
1537	связанных с	1	1
1538	способ рассмотрения	1	1
1539	критика и	1	1
1540	на более	1	1
1541	стать простым	1	1
1542	статьи в	8	1
1543	целое в	1	1
1544	стиля а	1	1
1545	не совсем	1	1
1546	и роста	1	1
1547	на две	1	1
1548	в данной	2	1
1549	все уже	1	1
1550	вообще имеет	1	1
1551	в деревне	1	1
1552	время был	1	1
1553	не чужда	1	1
1554	где эта	1	1
1555	характерен для	1	1
1556	нет этого	1	1
1557	только при	1	1
1558	наличного материала	1	1
1559	говорил что	1	1
1560	речи на	1	1
1561	о виллеле	1	1
1562	в чужую	3	1
1563	поэтического языка	2	1
1564	характерное для	1	1
1565	формы для	1	1
1566	в свой	2	1
1567	но если	5	1
1568	не имел	1	1
1569	я что	1	1
1570	и после	1	1
1571	в книгу	2	1
1572	возможности но	1	1
1573	сожалению не	3	1
1574	в трагедии	13	1
1575	уже при	2	1
1576	заставляя его	1	1
1577	д и	2	1
1578	обратиться к	1	1
1579	из этой	2	1
1580	влагает в	1	1
1581	так с	1	1
1582	положений а	1	1
1583	вполне и	1	1
1584	одних и	1	1
1585	было от	1	1
1586	этот термин	1	1
1587	в более	1	1
1588	что ему	2	1
1589	ведь именно	1	1
1590	может не	2	1
1591	п а	2	1
1592	ни с	3	1
1593	и было	1	1
1594	то я	1	1
1595	как у	1	1
1596	нас не	3	1
1597	каждого своя	1	1
1598	на авторских	1	1
1599	бы еще	1	1
1600	он делает	1	1
1601	действительно является	1	1
1602	том числе	3	1
1603	трагедии в	3	1
1604	до последних	1	1
1605	мы имеем	2	1
1606	лишь то	1	1
1607	него была	1	1
1608	что подлинная	1	1
1609	или с	2	1
1610	человек является	1	1
1611	бы на	1	1
1612	переход к	1	1
1613	к истории	2	1
1614	м эйхенбаум	1	1
1615	деле не	1	1
1616	которого я	1	1
1617	конечно но	1	1
1618	что теперь	1	1
1619	неужели же	2	1
1620	и довольно	1	1
1621	истории как	1	1
1622	лиц и	1	1
1623	е уже	1	1
1624	в полном	1	1
1625	указание на	1	1
1626	или совершенно	1	1
1627	и нуждается	1	1
1628	имел в	1	1
1629	нет это	2	1
1630	для испытания	1	1
1631	создана как	1	1
1632	очень долго	1	1
1633	открыто и	1	1
1634	иногда делает	1	1
1635	не превращает	1	1
1636	мы находим	4	1
1637	разумеется все	1	1
1638	в ином	1	1
1639	к самой	1	1
1640	целиком в	1	1
1641	быть еще	1	1
1642	всех более	1	1
1643	это предположение	1	1
1644	после этих	1	1
1645	в таких	1	1
1646	что ни	2	1
1647	что сделано	1	1
1648	больше в	1	1
1649	и более	4	1
1650	в свои	1	1
1651	или иначе	3	1
1652	входить в	1	1
1653	этого произведения	2	1
1654	что будет	1	1
1655	и которая	1	1
1656	было для	2	1
1657	это еще	1	1
1658	о каком	1	1
1659	даже прямо	1	1
1660	гораздо ближе	1	1
1661	в ту	1	1
1662	и другое	1	1
1663	героями он	1	1
1664	очень много	1	1
1665	власть в	1	1
1666	своей речи	1	1
1667	замечательно что	1	1
1668	бы эти	1	1
1669	ли ты	1	1
1670	нас к	2	1
1671	случаях когда	1	1
1672	лежит на	1	1
1673	говорят о	1	1
1674	введенные в	1	1
1675	стремление к	3	1
1676	меньше всего	3	1
1677	с рядом	1	1
1678	ее составе	1	1
1679	перед собой	2	1
1680	ли не	2	1
1681	в выборе	2	1
1682	он никогда	1	1
1683	на все	2	1
1684	этого вопроса	3	1
1685	сразу же	1	1
1686	а становится	1	1
1687	по его	5	1
1688	не создает	1	1
1689	в новом	4	1
1690	были не	2	1
1691	первой части	2	1
1692	именно эта	1	1
1693	какой он	1	1
1694	материала на	1	1
1695	чтобы эта	1	1
1696	котором все	1	1
1697	и верное	1	1
1698	для вполне	1	1
1699	бы совершенно	1	1
1700	говорит об	4	1
1701	работы над	5	1
1702	симпатии к	1	1
1703	тем более	4	1
1704	от вас	1	1
1705	бы это	2	1
1706	этого места	1	1
1707	как следствие	2	1
1708	степени является	2	1
1709	словам в	2	1
1710	а на	4	1
1711	от подлинного	1	1
1712	что эти	1	1
1713	чем же	1	1
1714	без всякой	3	1
1715	на всем	1	1
1716	всего необходимо	1	1
1717	за то	5	1
1718	в полной	1	1
1719	пр в	1	1
1720	того материала	1	1
1721	и социального	1	1
1722	для рассмотрения	1	1
1723	в соборе	1	1
1724	каких бы	2	1
1725	в разных	1	1
1726	которая для	1	1
1727	является и	1	1
1728	на один	1	1
1729	глухим к	1	1
1730	правильного понимания	1	1
1731	каждом из	1	1
1732	две стороны	1	1
1733	так называемой	2	1
1734	его не	3	1
1735	впрочем было	1	1
1736	д как	1	1
1737	духовные силы	1	1
1738	нельзя не	3	1
1739	на всех	1	1
1740	объективный факт	1	1
1741	здесь совершенно	3	1
1742	п в	4	1
1743	не сказал	1	1
1744	место из	2	1
1745	в несколько	1	1
1746	возбудило в	1	1
1747	не находит	1	1
1748	не оставляет	2	1
1749	в эпилоге	1	1
1750	в характере	1	1
1751	не существовало	1	1
1752	русский и	1	1
1753	все не	1	1
1754	всего его	1	1
1755	люди с	1	1
1756	тех же	1	1
1757	отказ от	1	1
1758	настолько велико	1	1
1759	оказывается что	1	1
1760	но дело	1	1
1761	в это	3	1
1762	борьбу за	1	1
1763	этого образа	2	1
1764	чего же	1	1
1765	ведь если	2	1
1766	всему тому	1	1
1767	с кем	1	1
1768	при всем	1	1
1769	и всякая	1	1
1770	песня все	1	1
1771	это его	1	1
1772	еще на	1	1
1773	рассматривать как	1	1
1774	на это	2	1
1775	и позволяет	1	1
1776	очень велико	1	1
1777	не хотел	2	1
1778	числе и	2	1
1779	показывает как	1	1
1780	те которые	2	1
1781	под свою	1	1
1782	явление в	1	1
1783	которой можно	2	1
1784	в литературном	3	1
1785	к изучению	1	1
1786	жил в	3	1
1787	впечатление которое	1	1
1788	что за	1	1
1789	к произведениям	1	1
1790	них нет	2	1
1791	не верит	2	1
1792	здесь к	1	1
1793	системе как	1	1
1794	роман а	1	1
1795	считает что	1	1
1796	и характер	1	1
1797	по плечу	1	1
1798	по этому	5	1
1799	пор еще	1	1
1800	место в	2	1
1801	них как	1	1
1802	конечно совершенно	1	1
1803	что о	3	1
1804	как увидим	1	1
1805	б кто	1	1
1806	дела это	1	1
1807	что до	3	1
1808	центра и	1	1
1809	в области	16	1
1810	и критика	2	1
1811	ли в	3	1
1812	появиться в	1	1
1813	событий и	1	1
1814	сам а	1	1
1815	виду что	1	1
1816	суда над	1	1
1817	вопросов которые	1	1
1818	эпохи и	3	1
1819	не надо	2	1
1820	гл ii	2	1
1821	исторический роман	2	1
1822	пять лет	3	1
1823	выражении этой	1	1
1824	котором он	2	1
1825	и решал	1	1
