N	2gram	Tiupa_Narr	KulturaY
1311	ведь каждый	1	1
1312	должны были	1	1
1313	его борьбы	1	1
1314	которого в	1	1
1315	у которого	1	1
1316	и возникает	1	1
1317	болью в	1	1
1318	живой голос	1	1
1319	истории и	1	1
1320	вторая часть	1	1
1321	в акте	1	1
1322	чтобы рассказать	1	1
1323	говорилось выше	3	1
1324	действующего лица	1	1
1325	и каждый	1	1
1326	и какой	1	1
1327	качестве одного	1	1
1328	обратимся к	1	1
1329	силу своей	1	1
1330	них не	1	1
1331	также следующее	1	1
1332	речь хотя	1	1
1333	в первой	3	1
1334	обозначения различного	1	1
1335	зато в	1	1
1336	здесь также	1	1
1337	себе например	1	1
1338	в сердце	2	1
1339	п не	1	1
1340	не сразу	1	1
1341	если они	1	1
1342	против теории	1	1
1343	впрочем если	1	1
1344	есть все	1	1
1345	догадаться что	1	1
1346	к сюжету	1	1
1347	остановился на	1	1
1348	бы ни	1	1
1349	свое собственное	1	1
1350	содержанию в	1	1
1351	и отсутствие	1	1
1352	и пребывает	1	1
1353	значения как	1	1
1354	ни другой	1	1
1355	чем и	2	1
1356	с естественным	1	1
1357	означает что	1	1
1358	в один	1	1
1359	каждого из	2	1
1360	обозначить как	1	1
1361	и особенно	1	1
1362	лицо и	2	1
1363	как знак	1	1
1364	имеет дело	1	1
1365	до его	1	1
1366	границе между	1	1
1367	любви и	1	1
1368	поскольку не	2	1
1369	при жизни	1	1
1370	то два	1	1
1371	как теперь	1	1
1372	по содержанию	1	1
1373	за ее	1	1
1374	немного в	1	1
1375	но после	1	1
1376	если за	1	1
1377	они и	2	1
1378	по определению	3	1
1379	них в	1	1
1380	бог знает	1	1
1381	то есть	15	1
1382	ориентируясь на	1	1
1383	как содержание	1	1
1384	представляется возможным	1	1
1385	в случаях	1	1
1386	к одной	1	1
1387	с и	1	1
1388	он только	1	1
1389	живет в	1	1
1390	для себя	3	1
1391	говорит нам	1	1
1392	этого построения	1	1
1393	речь как	1	1
1394	освободиться от	2	1
1395	рассказа о	2	1
1396	чтобы стать	2	1
1397	ни единого	1	1
1398	истории в	8	1
1399	не исчерпывается	1	1
1400	зависит не	1	1
1401	утверждает что	2	1
1402	гораздо раньше	1	1
1403	не обходится	1	1
1404	средствам и	1	1
1405	лишь из	1	1
1406	кухни и	1	1
1407	нового времени	2	1
1408	постольку поскольку	1	1
1409	другого что	1	1
1410	выбирать между	1	1
1411	очевидным что	1	1
1412	только еще	1	1
1413	необходимо должна	2	1
1414	здесь всегда	1	1
1415	до этого	1	1
1416	выше я	1	1
1417	самом тексте	1	1
1418	ни о	3	1
1419	три слова	1	1
1420	не знающего	1	1
1421	так называемый	1	1
1422	только свидетель	1	1
1423	начинается так	2	1
1424	не люблю	1	1
1425	как оказывается	1	1
1426	претендует на	1	1
1427	одно слово	1	1
1428	обращается к	3	1
1429	в составе	2	1
1430	но никогда	1	1
1431	значения и	2	1
1432	и лишает	1	1
1433	живой речи	1	1
1434	к которым	1	1
1435	и внутренние	1	1
1436	присутствует в	1	1
1437	оно всегда	1	1
1438	мы встречаемся	1	1
1439	которые могут	2	1
1440	произведение в	1	1
1441	однако чтобы	1	1
1442	жизни в	7	1
1443	здесь может	1	1
1444	мыслей и	1	1
1445	непременно должен	1	1
1446	события здесь	1	1
1447	в итоге	4	1
1448	не своим	1	1
1449	свою художественную	1	1
1450	после книги	1	1
1451	весть о	1	1
1452	своей жизни	2	1
1453	редко и	1	1
1454	не составляла	1	1
1455	не входит	1	1
1456	чехов не	2	1
1457	то я	1	1
1458	о фактах	1	1
1459	в разработке	1	1
1460	как некий	1	1
1461	своим внутренним	1	1
1462	не давая	1	1
1463	как часть	1	1
1464	к нашему	1	1
1465	бы свое	1	1
1466	не умел	1	1
1467	в основе	1	1
1468	и состоит	6	1
1469	время оно	1	1
1470	он понял	1	1
1471	в историю	1	1
1472	ее пределы	1	1
1473	это явление	1	1
1474	первая из	1	1
1475	роли и	1	1
1476	в роли	2	1
1477	не любил	1	1
1478	это за	2	1
1479	теперь же	1	1
1480	несомненно есть	1	1
1481	в значительной	1	1
1482	наконец в	1	1
1483	в умении	1	1
1484	мы уже	1	1
1485	которое не	2	1
1486	протяжении этого	2	1
1487	отвлечении от	1	1
1488	у современного	1	1
1489	из его	1	1
1490	это ее	1	1
1491	зрения с	1	1
1492	столько к	1	1
1493	субъекта в	1	1
1494	и лишь	2	1
1495	народов и	1	1
1496	и вся	1	1
1497	ни для	1	1
1498	на осуществление	1	1
1499	впрочем и	1	1
1500	как если	2	1
1501	о своем	2	1
1502	внимания на	1	1
1503	художественной литературы	1	1
1504	беседы с	3	1
1505	тому или	1	1
1506	в теоретической	1	1
1507	случае с	2	1
1508	находящиеся в	1	1
1509	чем не	1	1
1510	жизни это	2	1
1511	слове и	1	1
1512	знания не	1	1
1513	и наоборот	1	1
1514	было и	2	1
1515	а во	5	1
1516	им в	1	1
1517	вот этот	1	1
1518	как свой	1	1
1519	в воспитании	1	1
1520	из рассказа	2	1
1521	из наиболее	6	1
1522	к двум	2	1
1523	рамках одного	1	1
1524	на две	2	1
1525	легче чем	1	1
1526	должна иметь	1	1
1527	принадлежит к	1	1
1528	моя мысль	1	1
1529	какая была	1	1
1530	но именно	3	1
1531	за пределами	3	1
1532	должен обратиться	1	1
1533	именно то	1	1
1534	на чем	1	1
1535	в сознании	6	1
1536	нельзя забывать	1	1
1537	как во	1	1
1538	они еще	1	1
1539	этот второй	1	1
1540	более сложным	1	1
1541	здесь и	1	1
1542	о художественном	1	1
1543	к той	1	1
1544	еще в	4	1
1545	что-то в	1	1
1546	лучше нас	1	1
1547	во времени	9	1
1548	если только	1	1
1549	мысли с	1	1
1550	указанием на	1	1
1551	обратиться к	2	1
1552	человека но	1	1
1553	текста в	4	1
1554	что автор	1	1
1555	конца как	1	1
1556	как со	1	1
1557	находятся в	1	1
1558	сейчас и	1	1
1559	то они	3	1
1560	в смысл	2	1
1561	я так	1	1
1562	которым он	1	1
1563	ему в	2	1
1564	степени в	1	1
1565	которые к	1	1
1566	слово но	2	1
1567	хоть и	1	1
1568	произведения как	1	1
1569	может не	1	1
1570	все так	1	1
1571	которому не	1	1
1572	о принципе	1	1
1573	есть время	1	1
1574	теперь как	5	1
1575	в монастырь	1	1
1576	она сама	2	1
1577	в художественной	1	1
1578	смысловой природы	1	1
1579	в предыдущем	1	1
1580	случаев в	1	1
1581	уклоняется от	1	1
1582	которых он	1	1
1583	переход к	1	1
1584	лишь внешнее	1	1
1585	когда знаешь	1	1
1586	видя в	2	1
1587	семантическая опустошенность	1	1
1588	впечатление что	1	1
1589	что каждый	1	1
1590	не умею	1	1
1591	чем он	3	1
1592	о вреде	1	1
1593	счетом ничего	2	1
1594	и смысл	1	1
1595	не существует	3	1
1596	раз в	4	1
1597	по глубокому	1	1
1598	с которым	1	1
1599	за которой	1	1
1600	здесь нет	1	1
1601	читателя в	4	1
1602	это всегда	1	1
1603	в главе	1	1
1604	теми же	1	1
1605	и представления	1	1
1606	в войне	2	1
1607	а о	2	1
1608	что к	1	1
1609	для других	3	1
1610	чего уж	1	1
1611	в организации	2	1
1612	об этих	1	1
1613	том виде	1	1
1614	он видел	1	1
1615	такое слово	1	1
1616	которая составляет	1	1
1617	это живет	1	1
1618	к постижению	1	1
1619	за которым	2	1
1620	как она	2	1
1621	не подлежит	3	1
1622	в исторический	1	1
1623	не предполагает	1	1
1624	некоторым из	1	1
1625	этот раз	1	1
1626	по смыслу	1	1
1627	но по	1	1
1628	есть только	1	1
1629	однако это	1	1
1630	своего существования	2	1
1631	толстого как	1	1
1632	и утверждается	1	1
1633	более глубоким	1	1
1634	остановимся на	1	1
1635	в новом	1	1
1636	когда же	2	1
1637	и оно	1	1
1638	замечания к	1	1
1639	если хотим	1	1
1640	и смысловой	1	1
1641	в каждой	1	1
1642	справедливо замечает	1	1
1643	к вам	1	1
1644	возвратимся к	1	1
1645	говорит об	1	1
1646	ему как	1	1
1647	чего в	1	1
1648	войны и	4	1
1649	не нуждаются	1	1
1650	жизнь и	1	1
1651	чтобы сделать	1	1
1652	повествования как	1	1
1653	показывает в	1	1
1654	всю совокупность	1	1
1655	обычно в	1	1
1656	имена с	1	1
1657	художественная литература	1	1
1658	он был	1	1
1659	в полной	1	1
1660	оба эти	1	1
1661	а еще	1	1
1662	выше и	1	1
1663	быть может	1	1
1664	еще можно	1	1
1665	одного лица	1	1
1666	а его	3	1
1667	на пороге	1	1
1668	в тишине	1	1
1669	вести о	1	1
1670	способен лишь	1	1
1671	но при	5	1
1672	как показывают	1	1
1673	слышит или	1	1
1674	его не	1	1
1675	здесь однако	1	1
1676	выше в	1	1
1677	знакомства с	1	1
1678	его мнению	1	1
1679	уже только	1	1
1680	выражение и	1	1
1681	всей первой	1	1
1682	к внешним	1	1
1683	все тех	1	1
1684	субъекта и	2	1
1685	обстоит дело	1	1
1686	эта очевидная	1	1
1687	в противоположность	1	1
1688	вопрос как	1	1
1689	к главному	1	1
1690	позволяет нам	3	1
1691	отдельного слова	1	1
1692	входит в	2	1
1693	во второй	2	1
1694	невозможно но	1	1
1695	не находит	1	1
1696	и рассказа	1	1
1697	свою жизнь	2	1
1698	с ее	3	1
1699	кто не	1	1
1700	в развитии	1	1
1701	иной степени	1	1
1702	разумеется в	1	1
1703	же самое	3	1
1704	в книге	1	1
1705	единственный в	1	1
1706	с которой	1	1
1707	установки и	2	1
1708	и мире	2	1
1709	в литературном	2	1
1710	ее полные	1	1
1711	и самого	3	1
1712	о которой	3	1
1713	и много	1	1
1714	о каких	1	1
1715	не проходит	1	1
1716	в театре	3	1
1717	и ее	3	1
1718	в чужом	1	1
1719	этом и	5	1
1720	связи между	1	1
1721	ее из	2	1
1722	как за	1	1
1723	может показаться	1	1
1724	фразы например	1	1
1725	место в	3	1
1726	в голову	1	1
1727	не претендует	1	1
1728	присутствуют в	1	1
1729	понятно в	1	1
1730	возможностей в	1	1
1731	сказано было	1	1
1732	практики а	1	1
1733	может передать	1	1
1734	интереса к	1	1
1735	позицию по	1	1
1736	поскольку как	1	1
1737	но слишком	1	1
1738	тогда было	1	1
1739	все для	1	1
1740	со своими	3	1
1741	после смерти	2	1
1742	тут же	1	1
1743	дело обстоит	1	1
1744	который однако	1	1
1745	и совершенно	1	1
1746	себя но	2	1
1747	в лице	1	1
1748	слова должны	1	1
1749	как для	2	1
1750	для образования	1	1
1751	и иные	1	1
1752	могло быть	2	1
1753	для другого	2	1
1754	однако на	2	1
1755	словами в	1	1
1756	котором он	1	1
