N	2gram	Trubetskoy	FransuaR
1303	являются не	1	1
1304	народу в	1	1
1305	на путь	1	1
1306	не похожи	1	1
1307	дьявола и	2	1
1308	носят имена	1	1
1309	сознании в	1	1
1310	грамматики и	1	1
1311	образом он	1	1
1312	души от	1	1
1313	и всякую	1	1
1314	люди которые	1	1
1315	этого в	1	1
1316	в момент	1	1
1317	и ханжей	1	1
1318	случае мы	1	1
1319	или по	2	1
1320	и взаимодействие	1	1
1321	она уже	1	1
1322	которым и	1	1
1323	и таких	1	1
1324	тела еще	1	1
1325	занять место	1	1
1326	требует от	2	1
1327	далее в	1	1
1328	то не	1	1
1329	от этих	1	1
1330	говорить что	1	1
1331	встречается еще	1	1
1332	материального быта	1	1
1333	их не	1	1
1334	черты в	1	1
1335	не следует	1	1
1336	а во-вторых	1	1
1337	имеет для	1	1
1338	мысль о	2	1
1339	может случиться	1	1
1340	веры и	1	1
1341	душу и	1	1
1342	а самому	1	1
1343	над тем	1	1
1344	чтобы добиться	1	1
1345	однако это	1	1
1346	целым рядом	1	1
1347	что граница	1	1
1348	и вниз	1	1
1349	что связано	1	1
1350	на человека	1	1
1351	или что	1	1
1352	чтобы найти	1	1
1353	когда на	1	1
1354	черты этого	1	1
1355	два с	1	1
1356	ужиться с	1	1
1357	книги но	1	1
1358	и должно	1	1
1359	уже как	1	1
1360	привела к	1	1
1361	радости так	1	1
1362	силу в	1	1
1363	среди них	2	1
1364	особенно благодаря	1	1
1365	будущее он	1	1
1366	кое-кого из	1	1
1367	в низы	1	1
1368	и свободное	1	1
1369	языка как	1	1
1370	и находим	1	1
1371	причем в	1	1
1372	как результат	1	1
1373	с именем	2	1
1374	вне которого	1	1
1375	особенности этого	1	1
1376	эта тенденция	1	1
1377	каждый образ	1	1
1378	здесь идет	1	1
1379	всего со	1	1
1380	связь ее	1	1
1381	этих людей	1	1
1382	нам глубоко	1	1
1383	на словах	1	1
1384	человека то	1	1
1385	духе и	1	1
1386	вовсе и	1	1
1387	оценке с	1	1
1388	тела более	1	1
1389	к общему	1	1
1390	идет к	1	1
1391	стоит и	1	1
1392	эта особенность	1	1
1393	отдельные его	1	1
1394	несколько иной	1	1
1395	почти совсем	1	1
1396	и молитв	1	1
1397	как самый	1	1
1398	что мир	1	1
1399	человека над	2	1
1400	добра и	2	1
1401	уже с	3	1
1402	внутренней стороны	1	1
1403	души и	1	1
1404	тем не	3	1
1405	происходит с	1	1
1406	это изменение	1	1
1407	то станет	1	1
1408	на которого	1	1
1409	и развитие	1	1
1410	народных массах	2	1
1411	по совершенно	1	1
1412	все прочие	1	1
1413	богу не	1	1
1414	проникают в	1	1
1415	лежит в	1	1
1416	в русло	1	1
1417	положение и	1	1
1418	к чему	1	1
1419	эти местные	1	1
1420	это мы	1	1
1421	первую очередь	1	1
1422	же для	1	1
1423	которые мыслились	1	1
1424	которую нельзя	1	1
1425	думать о	1	1
1426	себе не	1	1
1427	на задворках	1	1
1428	земного шара	1	1
1429	себя как	1	1
1430	особенно сильно	1	1
1431	основано на	2	1
1432	могло бы	1	1
1433	эта стихия	1	1
1434	явлений природы	2	1
1435	и дал	1	1
1436	и своей	1	1
1437	и отсюда	1	1
1438	богу и	2	1
1439	даже там	1	1
1440	не имеющие	1	1
1441	материалом для	1	1
1442	образ из	1	1
1443	представляют себе	1	1
1444	действия в	1	1
1445	выводы и	1	1
1446	творца и	2	1
1447	когда душа	1	1
1448	и животным	1	1
1449	и вызвал	1	1
1450	и чудовищностью	1	1
1451	и страшного	1	1
1452	природы от	1	1
1453	всей этой	1	1
1454	вспомним что	1	1
1455	к ее	1	1
1456	души есть	1	1
1457	в учении	1	1
1458	его жизнь	1	1
1459	из общего	1	1
1460	этой картине	1	1
1461	вера в	1	1
1462	нет все	1	1
1463	перед которой	2	1
1464	верха но	1	1
1465	в космосе	1	1
1466	направлены в	1	1
1467	чаще всего	1	1
1468	культуры от	1	1
1469	в лесах	1	1
1470	его смерти	2	1
1471	нее не	2	1
1472	общем все	1	1
1473	так называемом	1	1
1474	то для	1	1
1475	с системой	1	1
1476	которые только	1	1
1477	от религиозной	1	1
1478	в творениях	1	1
1479	не позволяет	1	1
1480	и музыка	1	1
1481	в план	1	1
1482	принято называть	2	1
1483	живет в	1	1
1484	с развитием	1	1
1485	от человека	2	1
1486	для себя	1	1
1487	и менее	1	1
1488	национальный характер	2	1
1489	выбор и	1	1
1490	к новой	1	1
1491	дает им	1	1
1492	меры чтобы	1	1
1493	в высшее	1	1
1494	для творчества	1	1
1495	ощущает в	1	1
1496	индии мы	1	1
1497	т.д в	1	1
1498	от церкви	1	1
1499	довольно долго	1	1
1500	в россии	2	1
1501	для каждого	2	1
1502	и защите	1	1
1503	удается но	1	1
1504	невозможным не	1	1
1505	котором с	1	1
1506	лесах и	2	1
1507	к материи	1	1
1508	в одних	1	1
1509	легче и	1	1
1510	как не	1	1
1511	к нам	1	1
1512	боги и	4	1
1513	а образ	1	1
1514	много но	1	1
1515	характер не	1	1
1516	культуры ведь	1	1
1517	германской почве	1	1
1518	начала было	1	1
1519	таких слов	1	1
1520	играют такую	1	1
1521	и культуре	1	1
1522	всю вселенную	3	1
1523	нет тех	1	1
1524	именно тем	1	1
1525	этих новых	1	1
1526	бы с	1	1
1527	времени эти	1	1
1528	он тоже	1	1
1529	ибо не	1	1
1530	она оказалась	1	1
1531	над природой	1	1
1532	и другой	2	1
1533	богатырской силой	1	1
1534	но прямо	1	1
1535	здесь шло	1	1
1536	не связанных	1	1
1537	из которого	3	1
1538	в рамках	3	1
1539	эта мысль	1	1
1540	с религиозными	1	1
1541	и духовные	1	1
1542	атмосферу в	1	1
1543	народ в	1	1
1544	что сама	1	1
1545	области отношения	1	1
1546	друга и	1	1
1547	уже был	1	1
1548	судя по	1	1
1549	основанная на	1	1
1550	образом уже	1	1
1551	и путь	1	1
1552	на более	1	1
1553	или вообще	1	1
1554	человек должен	2	1
1555	духом и	1	1
1556	существующего в	1	1
1557	участвовал в	1	1
1558	имеется и	1	1
1559	который через	1	1
1560	тенденции к	2	1
1561	в сознании	1	1
1562	позволяет им	1	1
1563	для достижения	1	1
1564	который можно	1	1
1565	видел в	1	1
1566	пришлось бы	1	1
1567	его можно	2	1
1568	чуть ли	1	1
1569	богатства и	1	1
1570	его несомненно	1	1
1571	половиной века	1	1
1572	он участвовал	1	1
1573	поэтому что	2	1
1574	в прямом	1	1
1575	разума в	1	1
1576	этой области	1	1
1577	не нужен	1	1
1578	простого народа	1	1
1579	целом есть	1	1
1580	лишь то	1	1
1581	он постоянно	1	1
1582	что так	1	1
1583	ее нет	1	1
1584	никуда не	1	1
1585	этим именем	1	1
1586	с разными	1	1
1587	в низшие	1	1
1588	реальной личности	1	1
1589	о характере	1	1
1590	бытия и	1	1
1591	того типа	1	1
1592	сам уже	1	1
1593	основные черты	1	1
1594	языков еще	1	1
1595	положение в	2	1
1596	когда такое	1	1
1597	были объединены	1	1
1598	ли не	1	1
1599	путь к	3	1
1600	как общего	1	1
1601	и дамы	1	1
1602	уже ни	1	1
1603	представляется как	1	1
1604	не чувства	1	1
1605	каким оно	1	1
1606	развенчанные боги	1	1
1607	этой силы	1	1
1608	индии к	1	1
1609	боги но	1	1
1610	человека все	1	1
1611	целое но	1	1
1612	имеются и	1	1
1613	языку и	1	1
1614	он выступает	1	1
1615	обстоит дело	1	1
1616	важно то	1	1
1617	нужно было	1	1
1618	есть несколько	1	1
1619	тело человека	1	1
1620	ли этот	1	1
1621	религиозной мысли	3	1
1622	элементов в	1	1
1623	наконец на	1	1
1624	как средство	1	1
1625	самый термин	1	1
1626	тем чтобы	5	1
1627	в создании	2	1
1628	мыслились как	1	1
1629	истинный бог	1	1
1630	надо было	2	1
1631	ничего подобного	1	1
1632	эти новые	1	1
1633	выше всех	1	1
1634	бытия в	1	1
1635	с молоком	1	1
1636	которой нет	1	1
1637	других языках	1	1
1638	этот действительно	1	1
1639	словами в	1	1
