N	2gram	Vygotskiy_	Vvedenie
1292	тот же	10	1
1293	сомнения в	1	1
1294	что на	2	1
1295	почти не	1	1
1296	проявляются в	2	1
1297	не то	1	1
1298	отрицать того	1	1
1299	слова и	8	1
1300	причинам во-первых	1	1
1301	на некоторое	1	1
1302	в первой	1	1
1303	и самый	1	1
1304	вернуться к	1	1
1305	заключенных в	1	1
1306	например когда	1	1
1307	обратиться к	1	1
1308	и том	3	1
1309	что понятие	4	1
1310	данным словом	2	1
1311	исследования в	2	1
1312	с выработкой	1	1
