N	2gram	Voloshinov	Psycholo
1302	и слова	1	2
1303	а о	1	2
1304	там и	1	2
1305	художественной форме	1	2
1306	понимать как	1	2
1307	такого понимания	1	2
1308	придется еще	1	2
1309	это происходит	1	2
1310	в следующем	1	2
1311	как ее	1	2
1312	первой части	1	2
1313	и художественного	1	2
1314	именно ту	1	2
1315	заложенное в	1	2
1316	общественной жизни	10	2
1317	слово это	2	2
1318	это нечто	1	2
1319	другими словами	7	2
1320	как уже	2	2
1321	просто не	1	2
1322	в характере	1	2
1323	нужно было	2	2
1324	с кем	2	2
1325	с понятием	1	2
1326	самой своей	1	2
1327	когда личность	3	2
1328	в литературном	1	2
1329	литературное произведение	2	2
1330	речь и	4	2
1331	свидетельствуют о	1	2
1332	тех или	4	2
1333	не сумеет	1	2
1334	таким же	2	2
1335	подтверждение в	1	2
1336	на ту	1	2
1337	благодаря своим	1	2
1338	и хорошо	1	1
1339	он пользуется	1	1
1340	что возможно	1	1
1341	мне очень	1	1
1342	было так	1	1
1343	можно заметить	1	1
1344	оформление и	1	1
1345	знаем как	1	1
1346	котором они	1	1
1347	в простом	1	1
1348	или других	1	1
1349	эту историю	1	1
1350	зверей и	1	1
1351	существенно отличаются	1	1
1352	людей но	1	1
1353	реальной жизни	1	1
1354	чего-то другого	1	1
1355	говорили в	1	1
1356	вещи и	1	1
1357	своем развитии	1	1
1358	организма все	1	1
1359	своих действующих	1	1
1360	таковое не	1	1
1361	большое количество	1	1
1362	типов этого	1	1
1363	но каким	1	1
1364	значит он	1	1
1365	в правильности	1	1
1366	и само	3	1
1367	ни слова	2	1
1368	же эти	1	1
1369	тогда только	1	1
1370	им тот	1	1
1371	мы начнем	1	1
1372	с соответствующим	1	1
1373	относится и	1	1
1374	основной принцип	1	1
1375	направление его	1	1
1376	должно ли	1	1
1377	зависели и	1	1
1378	деятельности не	1	1
1379	является выражением	2	1
1380	неужели и	3	1
1381	нам нужно	1	1
1382	похож на	1	1
1383	принципом при	1	1
1384	не смеется	1	1
1385	он произносит	1	1
1386	и социально	1	1
1387	но почему	1	1
1388	весь ход	1	1
1389	простейших вопросов	1	1
1390	из героев	2	1
1391	действительность в	1	1
1392	широком смысле	1	1
1393	обычно говорят	1	1
1394	знак в	1	1
1395	все ее	1	1
1396	весь внешний	1	1
1397	тогда не	1	1
1398	художественную завершенность	1	1
1399	первый взгляд	2	1
1400	творческой фантазии	1	1
1401	говоря на	1	1
1402	только благодаря	3	1
1403	на природу	1	1
1404	при условии	2	1
1405	в какой-нибудь	3	1
1406	на следующем	1	1
1407	в приведенных	2	1
1408	значения слова	1	1
1409	происходящие в	1	1
1410	всем этим	1	1
1411	поэтому если	1	1
1412	мы обязаны	1	1
1413	знаков препинания	1	1
1414	характер в	1	1
1415	того нового	1	1
1416	называемой литературной	1	1
1417	забудем что	3	1
1418	точками зрения	1	1
1419	средой в	1	1
1420	себе в	2	1
1421	всегда будет	1	1
1422	так называемых	1	1
1423	и интонация	1	1
1424	процессе развития	1	1
1425	мы ни	3	1
1426	соглашаясь с	1	1
1427	отношения и	1	1
1428	в комнате	1	1
1429	придется говорить	1	1
1430	фразе в	1	1
1431	он так	1	1
1432	дана нам	1	1
1433	вновь и	1	1
1434	ключ к	1	1
1435	это позволяет	1	1
1436	именно так	1	1
1437	от развития	1	1
1438	эти вопросы	2	1
1439	будем говорить	3	1
1440	не одно	1	1
1441	не поймет	1	1
1442	всякий писатель	1	1
1443	время являются	1	1
1444	к вопросам	1	1
1445	на предложенный	1	1
1446	причины и	1	1
1447	не будут	2	1
1448	она развивается	1	1
1449	посмотреть на	1	1
1450	так возникает	1	1
1451	пения и	1	1
1452	и которое	1	1
1453	влияние на	4	1
1454	ею и	1	1
1455	его чрезвычайно	1	1
1456	то будет	1	1
1457	об одном	1	1
1458	зрения а	1	1
1459	орудия и	1	1
1460	но от	1	1
1461	или иными	1	1
1462	и осуществляет	1	1
1463	в ресторане	1	1
1464	который можно	1	1
1465	действительной истории	1	1
1466	или иную	4	1
1467	является тем	1	1
1468	общества в	2	1
1469	и высоких	1	1
1470	бы только	1	1
1471	если перевести	1	1
1472	полное отсутствие	1	1
1473	развитием в	1	1
1474	на себя	1	1
1475	или иная	1	1
1476	с одним	1	1
1477	прозаической речи	1	1
1478	мысли мы	1	1
1479	создать себе	1	1
1480	связь со	1	1
1481	теряет свой	1	1
1482	этих переживаний	1	1
1483	и положения	1	1
1484	что слово	1	1
1485	общего смысла	1	1
1486	не нужно	2	1
1487	к утверждению	1	1
1488	эту новую	1	1
1489	жизнь не	1	1
1490	деятельности и	3	1
1491	обычно и	1	1
1492	изучения а	1	1
1493	личности все	1	1
1494	может прорваться	1	1
1495	речи мы	1	1
1496	и отразиться	1	1
1497	и понимает	1	1
1498	в устах	3	1
1499	ближе он	1	1
1500	ее выражения	1	1
1501	что относится	1	1
1502	это чрезвычайно	1	1
1503	за порогом	1	1
1504	оболочку за	1	1
1505	говорится и	1	1
1506	зрения в	4	1
1507	оно нам	1	1
1508	существенное для	1	1
1509	только одним	2	1
1510	через нее	3	1
1511	языке и	1	1
1512	но об	2	1
1513	нет но	1	1
1514	миру и	2	1
1515	и порядок	1	1
1516	от страха	1	1
1517	говорили что	1	1
1518	внешнее выражение	3	1
1519	самое расположение	1	1
1520	истории и	1	1
1521	среды и	1	1
1522	на бумаге	1	1
1523	возможно что	1	1
1524	культуры и	1	1
1525	совершенно особый	1	1
1526	с кем-нибудь	1	1
1527	всегда несет	1	1
1528	организма на	1	1
1529	хлеб и	1	1
1530	в общих	1	1
1531	этой действительности	1	1
1532	не воспринимаем	1	1
1533	в зеркале	1	1
1534	человека мы	1	1
1535	может заключаться	1	1
1536	постоянного и	1	1
1537	бы каждый	1	1
1538	внимание именно	1	1
1539	языком и	3	1
1540	в разной	1	1
1541	что другое	2	1
1542	может как	1	1
1543	в определенные	2	1
1544	нужны только	1	1
1545	которая и	2	1
1546	таких словах	1	1
1547	не мешает	1	1
1548	из произведений	1	1
1549	к лицу	1	1
1550	он уже	1	1
1551	которое с	1	1
1552	в последнем	1	1
1553	является ее	1	1
1554	наше сознание	1	1
1555	внешним образом	1	1
1556	также что	1	1
1557	этом но	1	1
1558	и исчерпывающую	1	1
1559	всякого смысла	1	1
1560	события и	2	1
1561	за ними	2	1
1562	может в	1	1
1563	от определенной	1	1
1564	понижения в	1	1
1565	грома и	1	1
1566	прорваться наружу	1	1
1567	поэтому в	1	1
1568	в работах	1	1
1569	нашего переживания	1	1
1570	из нескольких	1	1
1571	и общее	1	1
1572	следует искать	2	1
1573	приходится пользоваться	1	1
1574	других отношений	1	1
1575	зрения тех	1	1
1576	и начало	1	1
1577	на месте	1	1
1578	нас мало	1	1
1579	и будет	1	1
1580	в звуковом	1	1
1581	же слово	2	1
1582	а уже	1	1
1583	и звуковая	1	1
1584	никакого значения	1	1
1585	нам возможность	1	1
1586	просто но	1	1
1587	не будь	2	1
1588	форме а	1	1
1589	впоследствии и	2	1
1590	своего предмета	1	1
1591	другому человеку	1	1
1592	себя только	1	1
1593	психологически и	1	1
1594	познакомиться с	1	1
1595	от всей	1	1
1596	его части	1	1
1597	конструкции и	1	1
1598	же различие	1	1
1599	отчетливых и	1	1
1600	слова о	3	1
1601	оно означает	2	1
1602	социологического исследования	1	1
1603	слов которые	1	1
1604	жизни мы	2	1
1605	самом звуке	1	1
1606	когда одно	1	1
1607	и начали	1	1
1608	но оно	1	1
1609	все сильнее	1	1
1610	как часть	1	1
1611	к нашему	1	1
1612	получает благодаря	1	1
1613	и переживания	2	1
1614	характер его	1	1
1615	его форме	1	1
1616	и пр	4	1
1617	языка и	4	1
1618	слова самое	1	1
1619	этой второй	2	1
1620	и существовать	1	1
1621	заключать в	1	1
1622	зависимости между	1	1
1623	жизненный смысл	1	1
1624	в умении	1	1
1625	выбор слов	4	1
1626	слово которое	1	1
1627	психики человека	1	1
1628	самым мы	1	1
1629	и второй	1	1
1630	каждом слове	2	1
1631	обойтись без	1	1
1632	создал бы	2	1
1633	итоги мы	1	1
1634	одна сторона	1	1
1635	верно но	1	1
1636	переходить от	1	1
1637	и различные	1	1
1638	теперь не	1	1
1639	идет об	1	1
1640	или несогласие	1	1
1641	композиционное значение	1	1
1642	но оба	1	1
1643	россию и	1	1
1644	связанных с	5	1
1645	будет уже	1	1
1646	зрения конечно	1	1
1647	которому мы	1	1
1648	и представлений	1	1
1649	не забудем	4	1
1650	данного речевого	1	1
1651	слово с	1	1
1652	и явлений	1	1
1653	в данной	4	1
1654	человека того	1	1
1655	или действие	1	1
1656	речи в	1	1
1657	которых с	1	1
1658	человек был	1	1
1659	за пределами	1	1
1660	знаком с	1	1
1661	они еще	2	1
1662	словесного материала	3	1
1663	экономических и	1	1
1664	это сделать	1	1
1665	не создал	2	1
1666	экономического развития	1	1
1667	глаза в	1	1
1668	которые возникают	1	1
1669	к полному	2	1
1670	движения и	1	1
1671	конечно с	1	1
1672	помощью языка	1	1
1673	этом конечно	2	1
1674	и том	2	1
1675	можем подвести	1	1
1676	поэтому было	1	1
1677	к самим	1	1
1678	на языке	1	1
1679	язык которым	1	1
1680	разума и	1	1
1681	это движение	1	1
1682	и радостное	1	1
1683	зависит и	1	1
1684	пришли к	1	1
1685	писателя не	1	1
1686	теперь как	1	1
1687	переживания как	1	1
1688	и сознание	2	1
1689	показали как	1	1
1690	нашей точки	1	1
1691	мы показали	4	1
1692	и ясных	1	1
1693	ему приходится	1	1
1694	участвуют в	1	1
1695	нет это	1	1
1696	вне этого	1	1
1697	между языком	1	1
1698	с их	1	1
1699	как велико	1	1
1700	чему мы	1	1
1701	зрения того	1	1
1702	мнения и	1	1
1703	указывали что	1	1
1704	всего сказанного	1	1
1705	этих различных	1	1
1706	он конечно	1	1
1707	это всегда	1	1
1708	иногда и	1	1
1709	причин и	2	1
1710	слова которые	1	1
1711	соответствует его	1	1
1712	и тому	3	1
1713	и охоту	1	1
1714	история и	1	1
1715	своей речи	1	1
1716	если и	1	1
1717	и силу	1	1
1718	или даже	2	1
1719	другом месте	1	1
1720	зрения не	1	1
1721	спор между	1	1
1722	предположим что	3	1
1723	в действительной	2	1
1724	так а	1	1
1725	мы прибавим	1	1
1726	в гостиной	1	1
1727	при виде	1	1
1728	определенной точки	1	1
1729	оценки его	1	1
1730	и определенного	1	1
1731	понимает что	1	1
1732	в искажении	1	1
1733	поэзии мы	1	1
1734	с чрезвычайной	2	1
1735	которого и	2	1
1736	раньше в	1	1
1737	сознание мы	1	1
1738	бы одного	1	1
1739	в поле	1	1
1740	свое выражение	3	1
1741	его слов	2	1
1742	встречей с	1	1
1743	силу своих	1	1
1744	всей своей	1	1
1745	и разговоры	1	1
1746	уже только	1	1
1747	нам столь	1	1
1748	намерения автора	1	1
1749	них идет	1	1
1750	действительности почти	1	1
1751	же способу	1	1
1752	говорить не	1	1
1753	эти утверждения	1	1
1754	один шаг	1	1
1755	развития человек	1	1
1756	или события	1	1
1757	как перейти	1	1
1758	предмет искусства	1	1
1759	всякое слово	3	1
1760	сила которая	1	1
1761	ссылками на	1	1
1762	смысла целого	1	1
1763	человека с	2	1
1764	хотел было	1	1
1765	об экономии	2	1
1766	ведь мы	1	1
1767	его места	1	1
1768	жизни однако	1	1
1769	статье о	1	1
1770	же на	1	1
1771	него какой-то	1	1
1772	решающую роль	1	1
1773	а скорее	1	1
1774	нам необходимо	1	1
1775	самое происходит	1	1
1776	сновидений и	1	1
1777	останется от	1	1
1778	эту тему	1	1
1779	успехом заменить	1	1
1780	другой и	1	1
1781	общества и	3	1
1782	по величине	1	1
1783	социальной среде	2	1
1784	каком направлении	1	1
1785	вся система	1	1
1786	в разговоре	2	1
1787	однако все	1	1
1788	художественное творчество	3	1
1789	поэтому мы	1	1
1790	тему которая	1	1
1791	и останется	1	1
1792	свое начало	1	1
1793	встречаются на	1	1
1794	обладают и	1	1
1795	это звуковое	1	1
1796	в одних	1	1
1797	всей жизни	1	1
1798	такое превращение	1	1
1799	и звуковой	1	1
1800	глаза и	2	1
1801	на вопросе	1	1
1802	этот момент	1	1
1803	самой важной	1	1
1804	которые по	1	1
1805	расстояние между	3	1
1806	всего мы	1	1
1807	двое или	1	1
1808	собой разумеется	2	1
1809	кому приходится	1	1
1810	говорить что	1	1
1811	не учитывая	3	1
1812	по мере	1	1
1813	долгое время	3	1
1814	природы или	4	1
1815	мы решаемся	1	1
1816	элементами из	1	1
1817	стоять в	1	1
1818	эта действительность	1	1
1819	его смыслом	1	1
1820	где они	1	1
1821	с предыдущим	1	1
1822	он собирается	1	1
1823	показаться что	2	1
1824	разговоре с	1	1
1825	необходимо для	1	1
1826	каждая фраза	1	1
1827	с еще	1	1
1828	в одно	1	1
1829	понимания и	2	1
1830	тогда для	1	1
1831	не обладают	1	1
1832	бессилия и	1	1
1833	значение не	1	1
1834	у достоевского	1	1
1835	собственно говоря	1	1
1836	уже через	1	1
1837	общественной идеологии	1	1
1838	ней как	1	1
1839	и виноват	1	1
1840	всякого рода	1	1
1841	в дальнейшем	2	1
1842	за другим	1	1
1843	большей части	1	1
1844	ответить на	2	1
1845	на человека	1	1
1846	с успехом	1	1
1847	живых людей	1	1
1848	чему не	2	1
1849	этом мы	3	1
1850	рождается из	1	1
1851	не должен	2	1
1852	бы из	1	1
1853	построения литературной	1	1
1854	с нашим	1	1
1855	вопроса об	1	1
1856	вкладывается в	1	1
1857	и т.п	25	1
1858	душе человека	1	1
1859	какую громадную	1	1
1860	он получает	1	1
1861	между отдельными	1	1
1862	правда и	1	1
1863	эту социальную	1	1
1864	есть такие	1	1
1865	отдельных слов	1	1
1866	несколько иным	1	1
1867	включить в	1	1
1868	о художественной	1	1
1869	не становится	3	1
1870	орудием и	1	1
1871	носит характер	1	1
1872	и оценки	1	1
1873	привели к	1	1
1874	теории не	1	1
1875	животного царства	1	1
1876	на другого	4	1
1877	который служит	1	1
1878	этих простейших	1	1
1879	которые своей	1	1
1880	эти системы	2	1
1881	политической экономии	1	1
1882	самые основные	1	1
1883	к установлению	1	1
1884	а какого-нибудь	1	1
1885	нам остается	1	1
1886	знаете ли	1	1
1887	связанное с	1	1
1888	в плоть	1	1
1889	где все	1	1
1890	звуков и	1	1
1891	еще идет	1	1
1892	индивидуального сознания	1	1
1893	же должно	1	1
1894	значение например	1	1
1895	не противоречит	1	1
1896	мы как	2	1
1897	заложенные в	1	1
1898	из следующих	1	1
1899	то какую	1	1
1900	а тот	1	1
1901	ведь они	1	1
1902	нашей схеме	1	1
1903	и художественно	1	1
1904	что несмотря	1	1
1905	распадаются на	1	1
1906	легко можем	1	1
1907	общий смысл	3	1
1908	сколько бы	1	1
1909	следуя за	1	1
1910	внешнего мира	1	1
1911	и развития	3	1
1912	словах как	1	1
1913	в мысли	1	1
1914	человеческое общество	1	1
1915	положение и	1	1
1916	наши мысли	1	1
1917	нашей мысли	1	1
1918	на разных	1	1
1919	слова во	1	1
1920	ли оно	1	1
1921	не выражает	1	1
1922	наконец в-третьих	1	1
1923	или несколько	2	1
1924	выражает и	1	1
1925	это даже	1	1
1926	вещи можно	1	1
1927	над нашим	1	1
1928	происходит и	1	1
1929	под воздействием	2	1
1930	теми или	1	1
1931	в зачаточном	1	1
1932	долго и	1	1
1933	были даны	1	1
1934	понимание и	2	1
1935	и оказывается	1	1
1936	служит для	1	1
1937	всей той	1	1
1938	что ведь	1	1
1939	и станет	1	1
1940	при которых	2	1
1941	всем желании	1	1
1942	за существование	1	1
1943	т.д что	1	1
1944	речи или	1	1
1945	необходимо не	1	1
1946	нас есть	1	1
1947	я был	1	1
1948	широких пределах	1	1
1949	всех своих	4	1
1950	выражение в	3	1
1951	для создания	1	1
1952	для наших	3	1
1953	язык который	2	1
1954	нашем сознании	1	1
1955	были связаны	1	1
1956	этом сложном	1	1
1957	обстановкой в	1	1
1958	огромное количество	1	1
1959	к литературному	1	1
1960	самый момент	1	1
1961	помощью которого	1	1
1962	в наших	2	1
1963	обдуманному плану	1	1
1964	и третье	1	1
1965	у которого	5	1
1966	ответы на	1	1
1967	уже непосредственно	1	1
1968	же социальной	2	1
1969	социальной обстановкой	1	1
1970	каждый человек	1	1
1971	но нет	1	1
1972	рождаются только	1	1
1973	мы теперь	1	1
1974	движение руки	1	1
1975	которые были	1	1
1976	с нее	1	1
1977	но вот	3	1
1978	развитие и	1	1
1979	громадное количество	1	1
1980	общества так	1	1
1981	определенным типом	1	1
1982	разбивается на	2	1
1983	и нельзя	1	1
1984	в немедленном	1	1
1985	первая группа	2	1
1986	даже больше	1	1
1987	может прийти	1	1
1988	увидим то	1	1
1989	эту задачу	1	1
1990	свое особое	1	1
1991	его со	1	1
1992	внешней форме	1	1
1993	на каком-нибудь	1	1
1994	приближается к	3	1
1995	самым существенным	1	1
1996	наши дни	1	1
1997	от самой	1	1
1998	речи но	2	1
1999	это выражение	2	1
2000	к одной	1	1
2001	и вследствие	2	1
2002	лицо на	1	1
2003	это уже	1	1
2004	и различие	2	1
2005	нашего времени	1	1
2006	факт для	1	1
2007	совсем так	1	1
2008	громадную роль	1	1
2009	и автор	1	1
2010	данной группы	2	1
2011	к составлению	1	1
2012	сошли с	1	1
2013	тот язык	1	1
2014	собой и	1	1
2015	маленькое слово	1	1
2016	величайшее значение	1	1
2017	взглядов и	2	1
2018	о своей	4	1
2019	там оно	1	1
2020	что язык	5	1
2021	свои и	1	1
2022	чужой речью	1	1
2023	в действительном	1	1
2024	это та	1	1
2025	существует и	2	1
2026	уже видели	3	1
2027	каждым новым	1	1
2028	быть понято	2	1
2029	можно даже	1	1
2030	ложатся в	1	1
2031	вопросом о	1	1
2032	нечто что	1	1
2033	две группы	1	1
2034	является вопрос	1	1
2035	что свои	1	1
2036	могут образоваться	1	1
2037	нам надо	1	1
2038	в которые	1	1
2039	и художника	1	1
2040	героя нужно	1	1
2041	слова для	1	1
2042	на несколько	1	1
2043	в большинстве	1	1
2044	тем у	5	1
2045	и уничтожение	1	1
2046	мы обычно	2	1
2047	с изучением	1	1
2048	наши переживания	1	1
2049	следя за	1	1
2050	со всех	2	1
2051	в общественных	1	1
2052	каким бы	1	1
2053	и чаще	1	1
2054	завершение и	1	1
2055	его характеры	1	1
2056	наших целей	2	1
2057	не дана	1	1
2058	же нельзя	1	1
2059	должны перейти	1	1
2060	несколько лиц	1	1
2061	его нельзя	1	1
2062	в первых	1	1
2063	о своем	3	1
2064	той социальной	2	1
2065	настоящий человек	1	1
2066	оратора или	1	1
2067	общественная психология	1	1
2068	и настроений	1	1
2069	самой формы	1	1
2070	образом не	1	1
2071	неба и	1	1
2072	ко всей	1	1
2073	слов к	1	1
2074	времена когда	1	1
2075	вся область	1	1
2076	на улице	1	1
2077	забывать что	2	1
2078	к миру	2	1
2079	которой как	1	1
2080	другими формами	1	1
2081	совсем другое	1	1
2082	мы убедимся	1	1
2083	притом так	1	1
2084	знакомства с	3	1
2085	же он	1	1
2086	органов речи	2	1
2087	чуть ли	2	1
2088	в социальном	1	1
2089	этот мотив	1	1
2090	не обращаясь	1	1
2091	в гораздо	1	1
2092	ему в	1	1
2093	того времени	4	1
2094	его структуры	1	1
2095	свидетельствует о	1	1
2096	ненависть к	1	1
2097	и всем	1	1
2098	это часто	1	1
2099	ясным что	1	1
2100	представлять себе	1	1
2101	и поэтичность	1	1
2102	без нее	1	1
2103	как изменяется	1	1
2104	непосредственно в	1	1
2105	в г	1	1
2106	затем и	1	1
2107	истории не	1	1
2108	законы при	1	1
2109	был только	1	1
2110	наших дней	1	1
2111	быть ее	2	1
2112	или событие	1	1
2113	виду что	1	1
2114	ничего удивительного	1	1
2115	было просто	1	1
2116	что перед	2	1
2117	не хватает	1	1
2118	страха и	1	1
2119	является не	1	1
2120	социальное и	1	1
2121	мира и	1	1
2122	этим самым	1	1
2123	исследования к	1	1
2124	организующей силой	1	1
2125	в новом	1	1
2126	войти в	2	1
2127	даже что	1	1
2128	совершенно иной	1	1
2129	мысль об	1	1
2130	не стал	1	1
2131	на интонации	2	1
2132	ему как	1	1
2133	и главное	1	1
2134	с простым	1	1
2135	конечно самую	1	1
2136	не говоря	2	1
2137	еще до	1	1
2138	всю совокупность	2	1
2139	в стиле	1	1
2140	конечно это	1	1
2141	вполне понятен	1	1
2142	с областью	1	1
2143	поводом для	1	1
2144	искать в	1	1
2145	и легче	1	1
2146	и новым	1	1
2147	сознание как	1	1
2148	и яснее	1	1
2149	т.п и	3	1
2150	он принадлежит	1	1
2151	человека все	2	1
2152	быть сказано	1	1
2153	на поле	1	1
2154	довольно часто	1	1
2155	важную роль	2	1
2156	во второй	3	1
2157	почти всей	1	1
2158	от действительной	1	1
2159	уже у	1	1
2160	если язык	1	1
2161	которая заложена	1	1
2162	и законченной	1	1
2163	не станет	1	1
2164	сперва как	1	1
2165	с человеком	1	1
2166	установив что	1	1
2167	еще на	1	1
2168	соотношение между	1	1
2169	и средством	1	1
2170	бы никакой	1	1
2171	наконец во	1	1
2172	всех его	2	1
2173	и сильнее	1	1
2174	со своими	1	1
2175	чем говорится	1	1
2176	не нуждается	1	1
2177	возможно ли	1	1
2178	та или	1	1
2179	и благодаря	1	1
2180	ее наиболее	1	1
2181	обращаться к	1	1
2182	всегда оказывается	1	1
2183	каждым из	1	1
2184	есть социальное	1	1
2185	суждения о	1	1
2186	в эти	1	1
2187	вопросов которые	2	1
2188	это отнюдь	1	1
2189	форме и	2	1
2190	без помощи	1	1
2191	времени по	1	1
