N	2gram	Tiupa_Lite	KulturaY
1308	приобретают для	1	1
1309	поэтому ничего	1	1
1310	для себя	6	1
1311	на первом	2	1
1312	не идет	1	1
1313	и никто	1	1
1314	освободиться от	2	1
1315	это способ	1	1
1316	уже самого	1	1
1317	рассказа о	1	1
1318	поэзия есть	1	1
1319	отливаются в	1	1
1320	на таких	1	1
1321	не исчерпывается	1	1
1322	в поэме	5	1
1323	от общего	1	1
1324	гораздо раньше	1	1
1325	нас однако	1	1
1326	нового времени	2	1
1327	постольку поскольку	1	1
1328	на заре	1	1
1329	доказывает в	1	1
1330	другого что	1	1
1331	целом ряде	2	1
1332	очевидным что	1	1
1333	все то	2	1
1334	оказывается в	1	1
1335	которых и	1	1
1336	однако мы	1	1
1337	принципиально иной	1	1
1338	могло не	1	1
1339	так называемый	3	1
1340	одновременно с	2	1
1341	точнее и	1	1
1342	пролегает граница	1	1
1343	со мной	2	1
1344	обращается к	5	1
1345	и будет	2	1
1346	оказываются не	1	1
1347	из тех	2	1
1348	и поскольку	1	1
1349	не знал	1	1
1350	может стать	1	1
1351	от литературы	2	1
1352	которого является	2	1
1353	произведение в	2	1
1354	жизни в	5	1
1355	них он	1	1
1356	себя и	3	1
1357	и вкус	1	1
1358	мною так	1	1
1359	в историческом	1	1
1360	не знали	3	1
1361	а под	1	1
1362	в итоге	2	1
1363	свою художественную	1	1
1364	эти характеристики	1	1
1365	весть о	1	1
1366	футуризм в	1	1
1367	подчас и	1	1
1368	своей жизни	1	1
1369	характерных явлений	1	1
1370	как некий	2	1
1371	автора но	1	1
1372	с восприятием	3	1
1373	и выступает	1	1
1374	нет ничего	2	1
1375	и творчество	1	1
1376	всем многообразии	2	1
1377	стирая с	1	1
1378	различие здесь	1	1
1379	становится ясным	1	1
1380	отсутствие у	1	1
1381	особенность этого	1	1
1382	в основе	5	1
1383	знает как	1	1
1384	а внутри	1	1
1385	и состоит	2	1
1386	в обработке	1	1
1387	поэзия как	1	1
1388	даже к	1	1
1389	в историю	1	1
1390	находит свое	1	1
1391	кричать и	1	1
1392	в слово	1	1
1393	в роли	3	1
1394	не любил	2	1
1395	теперь же	1	1
1396	в значительной	1	1
1397	наконец в	2	1
1398	можно лишь	1	1
1399	речевой культуры	1	1
1400	но лишь	4	1
1401	из его	2	1
1402	есть путь	2	1
1403	времени на	1	1
1404	свою власть	1	1
1405	не сам	2	1
1406	приходится преодолевать	1	1
1407	субъекта в	1	1
1408	со всей	2	1
1409	занимает в	1	1
1410	и вся	1	1
1411	художественного впечатления	2	1
1412	здесь о	1	1
1413	впрочем и	1	1
1414	о своем	3	1
1415	к делу	1	1
1416	поскольку здесь	1	1
1417	ее с	1	1
1418	с более	1	1
1419	уже тогда	1	1
1420	более и	1	1
1421	себя вне	1	1
1422	не заметил	1	1
1423	в новых	1	1
1424	в форму	2	1
1425	процесс не	1	1
1426	жизни это	1	1
1427	среди которых	1	1
1428	быть это	4	1
1429	было и	1	1
1430	а во	2	1
1431	к собственной	1	1
1432	вообще может	1	1
1433	его занятий	1	1
1434	вот этот	1	1
1435	простейший случай	1	1
1436	к творчеству	1	1
1437	ход мысли	1	1
1438	состоит однако	1	1
1439	из наиболее	2	1
1440	на две	1	1
1441	во внешней	1	1
1442	и во	1	1
1443	им хорошо	1	1
1444	но именно	1	1
1445	за пределами	1	1
1446	нам его	1	1
1447	на чем	1	1
1448	повлечь за	1	1
1449	своих врагов	1	1
1450	в сознании	3	1
1451	впечатлений в	1	1
1452	здесь и	1	1
1453	будь то	2	1
1454	столько в	1	1
1455	фразы и	1	1
1456	воспитания и	1	1
1457	не видит	2	1
1458	и орел	1	1
1459	к той	1	1
1460	с новыми	1	1
1461	еще в	7	1
1462	значении в	1	1
1463	же он	1	1
1464	не будучи	1	1
1465	во внутреннем	1	1
1466	с каким	1	1
1467	только язык	1	1
1468	вокруг которого	2	1
1469	текста в	1	1
1470	поэзия а	1	1
1471	формы не	1	1
1472	а нам	1	1
1473	это речь	1	1
1474	дело как	1	1
1475	что иначе	1	1
1476	вы увидите	1	1
1477	что ему	4	1
1478	я так	1	1
1479	против этой	1	1
1480	ему в	2	1
1481	многих других	1	1
1482	из новых	1	1
1483	хоть и	1	1
1484	произведения как	2	1
1485	пиковой даме	1	1
1486	предмет его	1	1
1487	следует отказаться	1	1
1488	в последней	1	1
1489	уверен что	1	1
1490	однако как	1	1
1491	лице так	1	1
1492	сколько в	1	1
1493	в художественной	4	1
1494	материала и	1	1
1495	которых он	1	1
1496	или с	1	1
1497	ничего кроме	2	1
1498	это оставляет	1	1
1499	для россии	1	1
1500	считаться и	1	1
1501	день и	1	1
1502	художественного задания	1	1
1503	нуждающихся в	1	1
1504	писал что	2	1
1505	эти границы	1	1
1506	бытие и	1	1
1507	чем он	1	1
1508	и продолжает	1	1
1509	всегда является	1	1
1510	раз его	1	1
1511	читателя в	2	1
1512	это всегда	1	1
1513	в войне	1	1
1514	как могут	1	1
1515	что к	1	1
1516	порядка здесь	1	1
1517	и вы	1	1
1518	не иметь	1	1
1519	объекта и	2	1
1520	которая так	1	1
1521	но отчетливо	1	1
1522	глубоко в	1	1
1523	и тому	1	1
1524	себе задачей	1	1
1525	и эта	1	1
1526	в эпоху	1	1
1527	не те	1	1
1528	здесь даже	2	1
1529	полный отказ	1	1
1530	того еще	1	1
1531	один на	1	1
1532	изучаемого явления	1	1
1533	стихи и	1	1
1534	впрочем не	1	1
1535	положение в	1	1
1536	и единственным	1	1
1537	мы ее	1	1
1538	но беда	1	1
1539	главу угла	1	1
1540	научной художественной	1	1
1541	превратилась в	1	1
1542	не подлежит	1	1
1543	лежит на	1	1
1544	но по	2	1
1545	и следовало	1	1
1546	а их	1	1
1547	в переводе	1	1
1548	что ж	1	1
1549	это свидетельствует	1	1
1550	ничего о	1	1
1551	перед собой	1	1
1552	при соответствующих	1	1
1553	в соединении	1	1
1554	писать стихи	1	1
1555	системы как	1	1
1556	с литературной	1	1
1557	в новом	1	1
1558	письмо это	1	1
1559	когда же	1	1
1560	это мне	1	1
1561	заметить в	1	1
1562	в каждой	2	1
1563	культурой а	1	1
1564	дело и	1	1
1565	ему как	1	1
1566	к какой-либо	1	1
1567	как угодно	1	1
1568	ко мне	1	1
1569	не считал	1	1
1570	меняется лишь	1	1
1571	альфа и	1	1
1572	в стиле	1	1
1573	становится не	2	1
1574	имеет своей	1	1
1575	он был	1	1
1576	и других	4	1
1577	в полной	1	1
1578	здесь был	1	1
1579	с самого	1	1
1580	выше и	2	1
1581	может по-своему	1	1
1582	века до	1	1
1583	которые могли	1	1
1584	быть может	2	1
1585	его тем	1	1
1586	предполагать что	1	1
1587	которая может	1	1
1588	усомниться в	1	1
1589	вести о	2	1
1590	жизни для	1	1
1591	настолько глубоко	1	1
1592	предметом нашего	1	1
1593	были для	1	1
1594	но при	2	1
1595	быть сказано	1	1
1596	действительной практике	1	1
1597	по три	1	1
1598	культуры поэтому	1	1
1599	как уже	3	1
1600	ту или	2	1
1601	нашел в	1	1
1602	общеизвестно что	1	1
1603	один в	1	1
1604	субъекта и	3	1
1605	обстоит дело	1	1
1606	в ход	1	1
1607	для кого	1	1
1608	и сталина	1	1
1609	в противоположность	2	1
1610	характерный для	2	1
1611	требуют от	1	1
1612	во второй	2	1
1613	и такую	1	1
1614	не оставляет	3	1
1615	о границах	1	1
1616	по земле	3	1
1617	и некоторые	1	1
1618	свою жизнь	1	1
1619	с ее	3	1
1620	а прежде	1	1
1621	кто не	1	1
1622	маяковский не	1	1
1623	в развитии	1	1
1624	нет не	2	1
1625	поэтому для	2	1
1626	человека с	1	1
1627	и всегда	2	1
1628	при всем	4	1
1629	этому поводу	1	1
1630	разумеется в	1	1
1631	вообще возможно	1	1
1632	писатель и	1	1
1633	к мысли	1	1
1634	и разговаривать	1	1
1635	которых в	1	1
1636	по всей	1	1
1637	своих статей	1	1
1638	на путь	1	1
1639	иной поэтической	1	1
1640	и мире	1	1
1641	в литературном	1	1
1642	оно должно	1	1
1643	место не	1	1
1644	и самого	2	1
1645	действительности не	1	1
1646	о которой	2	1
1647	он знает	1	1
1648	в чужом	4	1
1649	этом и	1	1
1650	организация и	1	1
1651	может показаться	1	1
1652	о каком	1	1
1653	творить не	1	1
1654	все еще	2	1
1655	как слова	1	1
1656	право на	4	1
1657	в подлинном	1	1
1658	поскольку как	1	1
1659	же успехом	1	1
1660	жанра но	1	1
1661	тут же	1	1
1662	нечем кричать	1	1
1663	как для	1	1
1664	самосознания в	1	1
1665	пути к	1	1
1666	обостренным вниманием	1	1
1667	и иные	1	1
1668	могло быть	2	1
1669	роль если	1	1
1670	совершается в	1	1
1671	для другого	1	1
1672	к литературным	1	1
