N	2gram	Potebnia_M	DiskursI
1308	а тогда	2	1
1309	по сходству	1	1
1310	без них	1	1
1311	нас не	1	1
1312	в общих	1	1
1313	и за	1	1
1314	который бы	1	1
1315	себе они	1	1
1316	при самом	5	1
1317	с участием	1	1
1318	понятно что	1	1
1319	в разнообразии	1	1
1320	от которого	2	1
1321	бы на	1	1
1322	легко заметить	1	1
1323	для всего	1	1
1324	что одно	2	1
1325	может происходить	2	1
1326	многие из	1	1
1327	не достигает	2	1
1328	для истории	1	1
1329	для нас	29	1
1330	где он	2	1
1331	и всегда	3	1
1332	душевных свойств	1	1
1333	из своих	2	1
1334	на самом	2	1
1335	что каждый	1	1
1336	уже были	1	1
1337	слово в	2	1
1338	слова а	3	1
1339	о ее	1	1
1340	таком случае	4	1
1341	всеобщей жизни	1	1
1342	быть признано	1	1
1343	том в	1	1
1344	в виде	1	1
1345	проявившаяся в	1	1
1346	но с	3	1
1347	в таких	2	1
1348	это слово	1	1
1349	языка это	1	1
1350	и просьбы	1	1
1351	от друга	3	1
1352	этого не	2	1
1353	что к	2	1
1354	согласно с	6	1
1355	можно вывести	1	1
1356	в необходимость	1	1
1357	не иметь	1	1
1358	же в	7	1
1359	их влияния	1	1
1360	б с	1	1
1361	предложения или	1	1
1362	с теми	2	1
1363	себе в	2	1
1364	что вполне	2	1
1365	же будет	1	1
1366	в нашей	2	1
1367	случае не	1	1
1368	что этот	1	1
1369	положения что	1	1
1370	от слова	4	1
1371	помнить что	6	1
1372	им и	1	1
1373	страха и	1	1
1374	если и	3	1
1375	мнение что	1	1
1376	притяжения и	1	1
1377	противном случае	3	1
1378	можем знать	1	1
1379	говорящего с	1	1
1380	и могут	1	1
1381	смысле а	1	1
1382	остановимся на	3	1
1383	чем мы	1	1
1384	восприятием как	1	1
1385	не создает	2	1
1386	первой части	1	1
1387	утверждения что	2	1
1388	бы мы	1	1
1389	наука еще	1	1
1390	в условиях	1	1
1391	в различной	1	1
1392	мысль об	1	1
1393	о различии	1	1
1394	для нашей	1	1
1395	на руку	1	1
1396	должен быть	2	1
1397	и таким	1	1
1398	если не	5	1
1399	мысли в	11	1
1400	не все	3	1
1401	дела до	1	1
1402	он предполагает	1	1
1403	этой системы	1	1
1404	людей в	1	1
1405	о такой	1	1
1406	этом если	1	1
1407	как слово	1	1
1408	человека к	1	1
1409	но его	1	1
1410	которая как	1	1
1411	от первого	1	1
1412	предположить что	1	1
1413	искать в	3	1
1414	и эти	1	1
1415	и других	6	1
1416	же с	8	1
1417	наука о	1	1
1418	рода связь	1	1
1419	форме во-вторых	1	1
1420	и составляют	1	1
1421	в народе	2	1
1422	содержания то	1	1
1423	усомниться в	1	1
1424	это как	1	1
1425	в основных	1	1
1426	внутреннее единство	2	1
1427	то чего	2	1
1428	на мысль	3	1
1429	и остаются	1	1
1430	и ни	1	1
1431	здесь только	1	1
1432	всегда может	1	1
1433	чем то	1	1
1434	но всегда	3	1
1435	следует помнить	2	1
1436	бы назвать	1	1
1437	но столь	1	1
1438	их взаимодействия	1	1
1439	не исчерпывают	1	1
1440	субъекта и	4	1
1441	на такие	2	1
1442	с нами	2	1
1443	в отношениях	2	1
1444	нельзя назвать	1	1
1445	независимо от	15	1
1446	с языком	2	1
1447	один только	1	1
1448	на меня	1	1
1449	в человеческом	3	1
1450	но язык	2	1
1451	например к	1	1
1452	их действия	1	1
1453	всех этих	2	1
1454	это была	1	1
1455	членораздельных звуков	1	1
1456	субъекта а	1	1
1457	самом исполнении	1	1
1458	даже при	3	1
1459	от того	9	1
1460	покажет как	1	1
1461	стало быть	6	1
1462	что из	2	1
1463	думать что	6	1
1464	с двумя	1	1
1465	что входит	1	1
1466	на смерть	1	1
1467	целое которое	1	1
1468	мыслью и	3	1
1469	это его	1	1
1470	развивается в	1	1
1471	случае для	1	1
1472	оно лишено	1	1
1473	еще на	1	1
1474	сказано выше	1	1
1475	как выражение	1	1
1476	и б	3	1
1477	могло быть	1	1
1478	и принимает	1	1
1479	показывает как	1	1
1480	слова но	4	1
1481	происходят в	1	1
1482	существования в	2	1
1483	дальнейшем развитии	1	1
1484	звеном между	1	1
1485	отдельного лица	2	1
1486	состоят в	1	1
1487	другому в	1	1
1488	и самого	2	1
1489	нас самих	1	1
1490	которые в	1	1
1491	не можем	5	1
1492	этом и	1	1
1493	ее из	1	1
1494	обращаться к	1	1
1495	к известным	2	1
1496	ему с	1	1
1497	субъективность и	1	1
1498	на каждом	1	1
1499	в сознании	8	1
1500	только после	2	1
1501	двух родов	1	1
1502	же может	1	1
1503	не отвечает	1	1
1504	ли в	2	1
1505	или при	1	1
1506	не остаются	1	1
1507	в разговоре	2	1
1508	важную роль	2	1
1509	в самых	2	1
1510	и постепенно	1	1
1511	таким же	3	1
1512	и оно	1	1
1513	народный стих	1	1
1514	себе а	1	1
1515	и сами	3	1
1516	как вообще	3	1
1517	или точнее	1	1
1518	как для	2	1
1519	на народ	1	1
1520	внутреннюю жизнь	1	1
1521	любви и	1	1
1522	и предметом	2	1
1523	иное как	2	1
1524	на самый	1	1
