N	2gram	Propp_Isto	Tvorches
1319	означало бы	1	1
1320	смысл этой	1	1
1321	на помощь	1	1
1322	о герое	1	1
1323	кто бы	2	1
1324	а все	1	1
1325	как нечто	1	1
1326	в ином	18	1
1327	только он	2	1
1328	однако не	1	1
1329	за которой	1	1
1330	нужна была	1	1
1331	а на	2	1
1332	без внимания	1	1
1333	герою в	1	1
1334	лет с	1	1
1335	в войне	1	1
1336	у ивана	1	1
1337	войне с	1	1
1338	приводит нас	2	1
1339	слились в	1	1
1340	в стране	1	1
1341	через его	1	1
1342	а также	2	1
1343	его до	1	1
1344	и эта	5	1
1345	и другое	4	1
1346	здесь даже	1	1
1347	вообще не	4	1
1348	ним она	1	1
1349	этого развития	1	1
1350	еще далеко	1	1
1351	с той	1	1
1352	не имеющего	1	1
1353	участие в	2	1
1354	в какой	1	1
1355	жить в	3	1
1356	на голову	1	1
1357	когда герой	4	1
1358	нас к	5	1
1359	один момент	1	1
1360	ивана в	1	1
1361	этой цели	1	1
1362	так часто	3	1
1363	месяца а	1	1
1364	есть в	1	1
1365	но по	2	1
1366	мотива в	2	1
1367	заметил что	2	1
1368	обречены на	1	1
1369	далеко еще	1	1
1370	женитьбы на	1	1
1371	и вскоре	1	1
1372	это происходит	4	1
1373	перед собой	1	1
1374	к концу	3	1
1375	а иногда	1	1
1376	восходит еще	1	1
1377	по своему	1	1
1378	и глаза	1	1
1379	со своей	2	1
1380	ней нет	2	1
1381	у древних	1	1
1382	в русских	3	1
1383	иметь представление	1	1
1384	лежит в	2	1
1385	к королю	2	1
1386	вышел весь	1	1
1387	играют в	1	1
1388	а так	1	1
1389	тем более	2	1
1390	героя через	1	1
1391	смерти и	2	1
1392	но конечно	2	1
1393	ему не	1	1
1394	стоит и	1	1
1395	вопрос не	2	1
1396	своего индивидуального	1	1
1397	предположить что	6	1
1398	гораздо шире	1	1
1399	и эти	5	1
1400	в полной	1	1
1401	ничуть не	1	1
1402	как ни	1	1
1403	понятно почему	1	1
1404	силы и	1	1
1405	выше и	3	1
1406	в народе	3	1
1407	одного лица	1	1
1408	а его	3	1
1409	она должна	1	1
1410	и гармония	1	1
1411	а совершенно	1	1
1412	они играют	2	1
1413	нас но	1	1
1414	должно быть	1	1
1415	с новыми	1	1
1416	видит и	1	1
1417	его не	4	1
1418	один день	1	1
1419	ту или	1	1
1420	выше в	4	1
1421	что нужно	1	1
1422	эта деталь	1	1
1423	еще одну	1	1
1424	так хорошо	1	1
1425	ней он	1	1
1426	мы должны	7	1
1427	другом месте	2	1
1428	сна даже	1	1
1429	не находит	2	1
1430	не о	1	1
1431	чтобы отыскать	1	1
1432	свою жизнь	1	1
1433	а о	1	1
1434	есть и	6	1
1435	гуляет по	1	1
1436	же что	2	1
1437	распространенным представлениям	1	1
1438	это была	1	1
1439	не видим	1	1
1440	пути и	1	1
1441	только у	2	1
1442	чудесным образом	1	1
1443	но дело	1	1
1444	стороны и	4	1
1445	лицо он	1	1
1446	этого образа	1	1
1447	к которой	2	1
1448	самых важных	1	1
1449	думать что	3	1
1450	напоминают нам	2	1
1451	при всем	1	1
1452	в большинстве	1	1
1453	как прочно	1	1
1454	и часто	2	1
1455	его а	1	1
1456	ночи в	1	1
1457	все та	1	1
1458	этой теории	1	1
1459	из книги	1	1
1460	нам кажется	5	1
1461	этом на	1	1
1462	этот дворец	3	1
1463	же самое	1	1
1464	частный случай	1	1
1465	него и	5	1
1466	типичен для	1	1
1467	четыре дня	1	1
1468	которые в	3	1
1469	над его	1	1
1470	в библии	1	1
1471	тут он	1	1
1472	эту мысль	1	1
1473	это из	1	1
1474	на ту	2	1
1475	на то	5	1
1476	право на	5	1
1477	об этой	2	1
1478	мы видели	17	1
1479	подобные ей	1	1
1480	тут-то и	1	1
1481	было по	1	1
1482	и самый	1	1
1483	искусство в	1	1
1484	на своих	1	1
1485	появиться в	1	1
1486	место из	1	1
1487	для этого	1	1
1488	красоты и	1	1
1489	три года	2	1
1490	эпохи и	1	1
1491	ад и	1	1
1492	воплощенная в	1	1
1493	влияют на	1	1
1494	не можем	3	1
1495	некоторые черты	2	1
1496	героя но	3	1
