N	2gram	Tiupa_Teor	KulturaY
1301	только мы	1	1
1302	этом пути	1	1
1303	является именно	1	1
1304	из его	1	1
1305	а через	1	1
1306	и больше	2	1
1307	но основной	1	1
1308	и вся	1	1
1309	не носит	1	1
1310	ни для	2	1
1311	в которую	1	1
1312	художественного впечатления	6	1
1313	время что	1	1
1314	впрочем и	1	1
1315	этим словом	1	1
1316	о своем	2	1
1317	художественной литературы	1	1
1318	это имеет	1	1
1319	быть это	1	1
1320	непосредственно к	1	1
1321	и исторически	1	1
1322	и наоборот	2	1
1323	было и	1	1
1324	к собственной	2	1
1325	с отвращением	1	1
1326	утверждения ее	1	1
1327	к третьему	1	1
1328	времени его	1	1
1329	из наиболее	1	1
1330	нашем языковом	1	1
1331	рамках одного	2	1
1332	на две	3	1
1333	болезни например	1	1
1334	ее не	1	1
1335	во внешней	1	1
1336	принадлежит к	3	1
1337	должен занять	1	1
1338	не механический	1	1
1339	но именно	1	1
1340	за пределами	5	1
1341	на чем	1	1
1342	в сознании	1	1
1343	легко может	1	1
1344	если ее	1	1
1345	или его	1	1
1346	они создают	1	1
1347	к явлениям	1	1
1348	впечатлений в	1	1
1349	здесь и	1	1
1350	своей цели	1	1
1351	стороны не	1	1
1352	о художественном	1	1
1353	ее содержание	1	1
1354	значении в	1	1
1355	во времени	4	1
1356	не будучи	1	1
1357	на письменном	1	1
1358	и том	1	1
1359	грамматические парадигмы	1	1
1360	текста в	3	1
1361	на время	2	1
1362	в сочетании	2	1
1363	истории литературы	2	1
1364	что автор	1	1
1365	и идет	1	1
1366	чем с	1	1
1367	или к	1	1
1368	и писать	1	1
1369	как смысл	1	1
1370	многих других	1	1
1371	одном случае	1	1
1372	приводят к	1	1
1373	произведения как	1	1
1374	может не	1	1
1375	в коем	2	1
1376	но прежде	1	1
1377	лишь одну	1	1
1378	в последней	2	1
1379	который может	1	1
1380	знание по	1	1
1381	в художественной	3	1
1382	материала и	1	1
1383	уклоняется от	1	1
1384	переход к	1	1
1385	речи всегда	1	1
1386	не содержит	1	1
1387	кто его	1	1
1388	областями духовной	1	1
1389	художественного задания	1	1
1390	части романа	1	1
1391	что каждый	2	1
1392	из дальнейшего	1	1
1393	не существует	1	1
1394	раз в	1	1
1395	с которым	1	1
1396	читателя в	4	1
1397	ко второму	1	1
1398	это всегда	1	1
1399	его развитие	1	1
1400	теми же	1	1
1401	бы для	1	1
1402	в войне	2	1
1403	а о	1	1
1404	грамматически не	1	1
1405	для других	1	1
1406	в организации	3	1
1407	самые разнообразные	1	1
1408	из других	1	1
1409	объекта и	3	1
1410	же по	1	1
1411	нейтральное к	1	1
1412	который пытается	1	1
1413	виду что	1	1
1414	культуры чем	1	1
1415	такое слово	1	1
1416	такое же	1	1
1417	внимание в	1	1
1418	стихи и	1	1
1419	перестают быть	1	1
1420	лежащей в	1	1
1421	отношений здесь	1	1
1422	структура его	1	1
1423	все христианство	1	1
1424	за которым	1	1
1425	долгое время	1	1
1426	превратилась в	1	1
1427	не подлежит	1	1
1428	не предполагает	5	1
1429	но я	1	1
1430	но по	1	1
1431	что ж	1	1
1432	однако это	1	1
1433	перед собой	1	1
1434	остановимся на	1	1
1435	может рассматриваться	1	1
1436	когда же	1	1
1437	первой части	2	1
1438	жанр в	1	1
1439	принимается за	1	1
1440	форма в	1	1
1441	заметить в	1	1
1442	в каждой	1	1
1443	пушкина я	1	1
1444	совпадает со	1	1
1445	каждом человеке	1	1
1446	войны и	1	1
1447	жизнь и	1	1
1448	ряда и	1	1
1449	впечатление от	1	1
1450	чужой речи	1	1
1451	становится не	1	1
1452	обычно в	1	1
1453	художественная литература	1	1
1454	лингвистической точки	1	1
1455	вот он	1	1
1456	в полной	1	1
1457	может по-своему	1	1
1458	быть может	1	1
1459	и е	1	1
1460	не решает	1	1
1461	как уже	2	1
1462	ту или	2	1
1463	высказывания и	2	1
1464	собою как	1	1
1465	субъекта и	4	1
1466	она здесь	1	1
1467	в противоположность	3	1
1468	до которой	1	1
1469	входит в	4	1
1470	во второй	7	1
1471	эстетического переживания	1	1
1472	эта сторона	1	1
1473	повести белкина	1	1
1474	и некоторые	2	1
1475	свою жизнь	2	1
1476	с ее	4	1
1477	перевод с	1	1
1478	в развитии	1	1
1479	нет не	1	1
1480	человека с	3	1
1481	и живые	1	1
1482	что из	1	1
1483	при всем	2	1
1484	и характерное	1	1
1485	бы послужить	1	1
1486	же самое	1	1
1487	данный род	1	1
1488	вступают в	1	1
1489	ведь это	1	1
1490	единственный в	1	1
1491	с которой	1	1
1492	и мире	2	1
1493	в литературном	1	1
1494	ее полные	1	1
1495	и каждая	1	1
1496	та или	1	1
1497	предлогов союзов	1	1
1498	не проходит	1	1
1499	и ее	4	1
1500	в чужом	1	1
1501	этом и	1	1
1502	в имени	2	1
1503	связи между	1	1
1504	основания для	1	1
1505	может показаться	1	1
1506	означало бы	1	1
1507	место в	7	1
1508	же явления	1	1
1509	о каком	1	1
1510	творить не	1	1
1511	право на	2	1
1512	позицию по	1	1
1513	себе еще	1	1
1514	прочим что	1	1
1515	если на	1	1
1516	будто по	1	1
1517	которое позволило	1	1
1518	дело обстоит	1	1
1519	формы поэтому	1	1
1520	и совершенно	1	1
1521	это возможно	1	1
1522	рода задания	1	1
1523	рассчитан на	1	1
1524	и иные	1	1
1525	могло быть	2	1
1526	а сама	1	1
1527	совершается в	1	1
1528	однако на	1	1
1529	чеховым в	1	1
1530	являются наиболее	1	1
1531	котором он	1	1
